268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;508302916137111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 50 FR VD AMB GOT X 20 ML (EMB HOSP); FM_
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;532312100005406; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 100 FR PLAS OPC GOT X 10 ML (EMB HOSP); NO_ACR
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;532300602138126; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR GOT PLAS OPC X 20 ML; NO_ACR
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;538100102114112; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 500 (EMB HOSP); B0B
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;519019002133116; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; N_Q
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;528502501113125; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS TRANS X 100 (EMB MULT); PZ8
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;524308802135114; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; LR3
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) COMPRIMIDO; NO_ACR;538100101118114; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 30; B0B
270438; DACARBAZINA; DACARBAZINA; 200 MG. INJETAVEL FRASCO-AMPOLA; NO_ACR;508005902158417; DACARB; NOT FOUND; 200 MG PO LIOF INJ CT FA VD AMB (REST HOSP); EUF
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG COMPRIMIDO; NO_ACR;538100101118114; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 30; B0B
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;537100307133113; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 96 FR PLAS OPC GOT X 10 ML (EMB HOSP); M1L
273256; OXCARBAZEPINA; OXCARBAZEPINA; 600 MG COMPRIMIDO; NO_ACR;533020802119411; OXCARB; NOT FOUND; 600 MG COM REV  CT   BL AL PLAS INC X 20; U_Q
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;526125003132112; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; GM2
303292; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR;509507101151418; RINGER; NOT FOUND; SOL INJ IV CX 24 FR PLAS TRANS SIST FECH X 500 ML ; FRS
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG COMPRIMIDO; NO_ACR;538100103110110; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP); B0B
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;510409203131111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; GOB
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;538802103137117; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; LG6
267621; CARBONATO LITIO; NOT FOUND; 300 MG COMPRIMIDO; NO_ACR;506903401119117; CARBONATO LITIO; NOT FOUND; 300 MG COM CT BL AL PLAS INC X 200 (EMB HOSP); ATV
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 15.00 ML; NO_ACR;537100302131112; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML; M1L
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;508013401138120; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML; EUF
267140; AZITROMICINA; AZITROMICINA; 500 MG CÁPSULA; NO_ACR;531600404112418; AZI; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 3; EMS
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) COMPRIMIDO; NO_ACR;538100103110110; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP); B0B
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;511607102133119; DIPIRONA SODICA; NOT FOUND; 500 MG/ ML SOL OR CT FR PLAS OPC GOT X 10 ML; HPO
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;537114080011606; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 250 (EMB FRAC) ; M1L
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;508302912131117; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 200 FR VD AMB GOT X 20 ML (EMB HOSP); FM_
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;525013100103506; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML ; MD7
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL DRÁGEA; NO_ACR;537100313117116; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 500 (EMB FRAC); M1L
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;538100102114112; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 500 (EMB HOSP); B0B
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;537100312110118; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 10 (EMB FRAC); M1L
267203; DIPIRONA SODICA; NOT FOUND; 500 MG DRÁGEA; NO_ACR;528502509114112; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 480 (EMB FRAC); PZ8
267206; DIPIRONA SODICA; NOT FOUND; 50 MG/ML. SOLUCAO ORAL FRASCO 100.00 ML; NO_ACR;502814701130113; DIPIRONA SODICA; NOT FOUND; 50 MG/ML SOL OR CT FR VD AMB X 100 ML + CP MED; S_A
269462; ALENDRONATO SODIO; NOT FOUND; 70 MG CONJUNTO; NO_ACR;526122302112119; ALENDRONATO SODIO; NOT FOUND; 70 MG COM CT BL AL PLAS LEIT X 4; GM2
268236; CLORETO SODIO; NOT FOUND; 0.9%_ SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR;539013100003803; CLORETO SODIO; NOT FOUND; 0.9% SOL INJ  CX 50 AMP PLAS TRANS X 10 ML (EMB HOSP); STT
267203; DIPIRONA SODICA; NOT FOUND; 500 MG DRÁGEA; NO_ACR;525307101115114; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP); NQA
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;538802102114113; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP); LG6
271217; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 500MG + 125MG CÁPSULA; NO_ACR;507701701111411; AMOX; NOT FOUND; EMS - 500 MG 1 BL X 21 CAPS; EMS
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG AMPOLA 2.00 ML; NO_ACR;511607101153116; DIPIRONA SODICA; NOT FOUND; 500 MG/ ML  SOL INJ CX 100 AMP VD AMB X 2 ML (EMB HOSP); HPO
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;528502505135123; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 200 FR PLAS OPC GOT X 10 ML (EMB HOSP); PZ8
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 20.00 ML; NO_ACR;525013100103506; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML ; MD7
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;508302908134115; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 100 FR VD AMB GOT X 20 ML (EMB HOSP); FM_
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;508302914134113; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 50 FR PLAST OPC GOT X 20 ML (EMB HOSP); FM_
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 20.00 ML; NO_ACR;508302916137111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 50 FR VD AMB GOT X 20 ML (EMB HOSP); FM_
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL DRÁGEA; NO_ACR;537100310118111; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 100 (EMB FRAC); M1L
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;510409203131111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; GOB
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;537100311114111; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 250 (EMB FRAC); M1L
371273; CLORETO SODIO; NOT FOUND; 0.9 %. SOLUCAO ESTERIL NAO INJETAVEL AMPOLA 10.00 ML; NO_ACR;539013100003903; CLORETO SODIO; NOT FOUND; 0.9% SOL INJ CX 200 AMP PLAS TRANS X 10 ML (EMB HOSP); STT
273166; NEOMICINA; NEOMICINA; 3.5MG/G. POMADA BISNAGA 15.00 G; NO_ACR;517604301169413; NEOM; NOT FOUND; 3.5 MG POM DERM CT BG AL X 15 G; GLO
319128; PRIMIDONA; PRIMIDONA; 100 MG COMPRIMIDO; NO_ACR;501602306116411; PRIMID; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 90; APS
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;508302911135119; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 200 FR VD AMB GOT X 10 ML (EMB HOSP); FM_
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;537100310118111; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 100 (EMB FRAC); M1L
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR;511607101153116; DIPIRONA SODICA; NOT FOUND; 500 MG/ ML  SOL INJ CX 100 AMP VD AMB X 2 ML (EMB HOSP); HPO
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;520713010087106; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML ; TTB
267203; DIPIRONA SODICA; NOT FOUND; 500 MG COMPRIMIDO; NO_ACR;537100310118111; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 100 (EMB FRAC); M1L
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;511607103131111; DIPIRONA SODICA; NOT FOUND; 500 MG/ ML SOL OR CX 200 FR PLAS OPC GOT X 10 ML (EMB HOSP); HPO
272835; RIBAVIRINA; RIBAVIRINA; 250 MG CÁPSULA; NO_ACR;504403503110418; RIBAVIRIN; NOT FOUND; 250 MG CAP GEL DURA CT FR PLAS OPC X 60; BU_
267203; DIPIRONA SODICA; NOT FOUND; 500 MG COMPRIMIDO; NO_ACR;537100313117116; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 500 (EMB FRAC); M1L
376767; IVERMECTINA; IVERMECTINA; 6 MG NAO INFORMADO; NO_ACR;532902101110411; IVERMEC; NOT FOUND; 6 MG COM CT BL AL PLAS INC X 2; UCI
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;520713010087006; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 10 ML ; TTB
268237; CLORETO SODIO; NOT FOUND; 0.9%_ SOLUCAO INJETAVEL. FRASCO COM ABERTURA TWIST OFF AMPOLA 20.00 ML; NO_ACR;539013100004103; CLORETO SODIO; NOT FOUND; 0.9% SOL INJ CX 200 AMP PLAS TRANS X 20 ML (EMB HOSP); STT
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL DRÁGEA; NO_ACR;537114080011806; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 2500 (EMB FRAC) ; M1L
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;528502509114112; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 480 (EMB FRAC); PZ8
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;508302907138117; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 100 FR VD AMB GOT X 10 ML (EMB HOSP); FM_
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;520709504132127; DIPIRONA SODICA; NOT FOUND; 500MG/ML SOL OR CT FR PLAS OPC GOT X 20ML; TTB
269462; ALENDRONATO SODIO; NOT FOUND; 70 MG CONJUNTO; NO_ACR;506902902114111; ALENDRONATO SODIO; NOT FOUND; 70 MG COM CT BL AL PLAS INC X 4; ATV
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 20.00 ML; NO_ACR;504611901131117; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; BF8
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;537100306137115; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 48 FR PLAS OPC GOT X 20 ML (EMB HOSP); M1L
275477; OFLOXACINO; OFLOXACINO; 3 MG/ML. SOLUCAO OFTALMICA FRASCO 5.00 ML; NO_ACR;501004201175319; OFLOX; NOT FOUND; 3 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML; ALL
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;508302901131110; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAST OPC GOT X 10 ML ; FM_
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;524308801139116; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML ; LR3
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;504612120014716; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; BF8
286816; DIPIRONA SODICA; NOT FOUND; 1000 MG. SUPOSITORIO ADULTO SUPOSITÓRIO; NO_ACR;528513110125006; DIPIRONA SODICA; NOT FOUND; 1000 MG COM CT BL AL PLAS TRANS X 360 (EMB FRAC) ; PZ8
273009; FLUOXETINA; FLUOXETINA; 20 MG CÁPSULA; NO_ACR;506719701113411; FLUOXETIN; NOT FOUND; 20 MG CAP GEL DURA CX BL AL PLAS INC X 500; CT6
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 20.00 ML; NO_ACR;508013401138120; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML; EUF
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;508013401138120; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML; EUF
267670; HALOPERIDOL; HALOPERIDOL; 1 MG COMPRIMIDO; NO_ACR;506706902115418; HALO; NOT FOUND; 1 MG COM CX BL AL PLAS INC X 200 (EMB HOSP); CT6
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;528502505135123; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 200 FR PLAS OPC GOT X 10 ML (EMB HOSP); PZ8
268443; CODEINA; CODEINA; 30 MG/ML. INJETAVEL AMPOLA 2.00 ML; NO_ACR;506714120053903; CODEIN; NOT FOUND; 30 MG/ML SOL INJ CX 36 AMP VD AMB X 2 ML; CT6
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;537100304134119; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 48 FR PLAS OPC GOT X 10 ML (EMB HOSP); M1L
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;521121403135127; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML; NO_ACR
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;508013402134129; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 10 ML; EUF
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;508302910139110; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 200 FR PLAST OPC GOT X 20 ML (EMB HOSP); FM_
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;508302915130111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 50 FR VD AMB GOT X 10 ML (EMB HOSP); FM_
313689; FOSFATO POTASSIO; NOT FOUND; MONOBASICO E DIBASICO. 2 MEQ/ML. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR;514302202155412; FOSFATO POTASSIO; NOT FOUND; 2 MEQ/ML SOL INJ IV CX 200 AMP PLAS TRANS PE X 10 ML (EMB HOSP); IS5
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;508302903132114; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 10 ML ; FM_
272045; CLOPIDOGREL; CLOPIDOGREL; 75 MG COMPRIMIDO; NO_ACR;531626402117416; CLO; NOT FOUND; 75 MG COM ABS RET CT BL AL PLAS INC X 20; EMS
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;519003501135126; DIPIRONA SODICA; NOT FOUND; GTS 500MG/ML (FRPL C/10ML); N_Q
269462; ALENDRONATO SODIO; NOT FOUND; 70 MG CONJUNTO; NO_ACR;520714060091306; ALENDRONATO SODIO; NOT FOUND; 70 MG COM CT BL AL PVC TRANS X 4; TTB
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;520709503136129; DIPIRONA SODICA; NOT FOUND; 500MG/ML SOL OR CT FR PLAS OPC GOT X 10ML; TTB
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 20.00 ML; NO_ACR;542012040000606; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC  GOT X 20 ML; NV7
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) COMPRIMIDO; NO_ACR;528502506115118; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 200 - (EMB MULTI); PZ8
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;542012040000506; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC  GOT X 10 ML ; NV7
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;511607104136115; DIPIRONA SODICA; NOT FOUND; 500 MG/ ML SOL OR CX 50 FR PLAS OPC GOT X 10 ML (EMB HOSP); HPO
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;502814704131110; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML; S_A
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;526125002136114; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; GM2
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 20.00 ML; NO_ACR;528502504139125; DIPIRONA SODICA; NOT FOUND; 500MG/ML SOL OR CT FR PLAS OPC GOT X 20ML; PZ8
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;508302911135119; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 200 FR VD AMB GOT X 10 ML (EMB HOSP); FM_
284105; RISPERIDONA; RISPERIDONA; 3 MG FRASCO-AMPOLA; NO_ACR;506713406111410; RISPERIDON; NOT FOUND; 3 MG COM REV CX BL AL PLAS INC X 200; CT6
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;521121402139129; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 10 ML; NO_ACR
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;538802104133115; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; LG6
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;510409202133119; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; GOB
267574; CLORETO SODIO; NOT FOUND; 20%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR;539013100004303; CLORETO SODIO; NOT FOUND; 20% SOL INJ CX 200 AMP PLAS TRANS X 10 ML (EMB HOSP); STT
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL DRÁGEA; NO_ACR;538802102114113; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP); LG6
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;525307102138118; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; NQA
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;537100309136111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 96 FR PLAS OPC GOT X 20 ML (EMB HOSP); M1L
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;520709501133122; DIPIRONA SODICA; NOT FOUND; 500MG/ML SOL OR CX 50 FR PLAS OPC GOT X 10 ML (EMB HOSP); TTB
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;525307101115114; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP); NQA
