73800, ACICLOVIR, ACICLOVIR, CPR 200 MG x 25, BF8,504612001118112, ACICLOVIR, ACICLOVIR, 200 MG COM CT BL AL PLAS INC X 10, BF8
71604, ATENOLOL, ATENOLOL, CPR 100 MG x 60, SDZ,511500702117110, ATENOLOL, ATENOLOL, 25 MG COM REV CT BL AL PLAS INC X 30, SDZ
71604, ATENOLOL, ATENOLOL, CPR 100 MG x 60, SDZ,511500701110112, ATENOLOL, ATENOLOL, 100 MG COM REV CT BL AL PLAS INC X 30, SDZ
71604, ATENOLOL, ATENOLOL, CPR 100 MG x 60, SDZ,511500705116115, ATENOLOL, ATENOLOL, 25 MG COM REV CT BL AL PLAS INC X 60, SDZ
70282, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 20 (/125), SDZ,511512206111111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT STR AL X 20, SDZ
70282, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 20 (/125), SDZ,511512204133118, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 25 MG/ML + 6.25 MG/ML PO P/ SUSP ORAL CT FR VD AMB X 100 ML + COL DOSAD, SDZ
70282, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 20 (/125), SDZ,511512207116117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 12, SDZ
70282, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 20 (/125), SDZ,511512209119113, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 20 , SDZ
70282, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 20 (/125), SDZ,511512201134113, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50 MG/ML + 12.5 MG/ML PO P/ SUSP ORAL CT FR VD AMB X 75 ML + COL DOSAD, SDZ
70282, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 20 (/125), SDZ,511512211131117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, (80+11.4) MG/ML PO SUS OR CT FR VD AMB X 70 ML + DOSAD, SDZ
70282, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 20 (/125), SDZ,511512208112115, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 14, SDZ
70282, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 20 (/125), SDZ,511512203137111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 25 MG/ML + 6.25 MG/ML PO P/ SUSP ORAL CT FR VD AMB X 75 ML + COL DOSAD, SDZ
70282, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 20 (/125), SDZ,511512210117110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT STR AL X 12, SDZ
70282, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 20 (/125), SDZ,511512202130111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50 MG/ML + 12.5 MG/ML PO P/ SUSP ORAL CT FR VD AMB X 100 ML + COL DOSAD, SDZ
70282, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 20 (/125), SDZ,511512206111111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 850 MG + 125 MG COM REV CT STR AL X 20, SDZ
70282, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 20 (/125), SDZ,511512205113110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500 MG + 125 MG COM REV CT STR AL X 12, SDZ
59685, AMLOVASC, NOT FOUND, CPR BLISTER 5 MG x 30, SDZ,511500406119414, AMLOVASC, NOT FOUND, 10 MG COM CT BL AL PLAS LEIT X 30, SDZ
59685, AMLOVASC, NOT FOUND, CPR BLISTER 5 MG x 30, SDZ,511500407115412, AMLOVASC, NOT FOUND, 5 MG COM CT BL AL PLAS LEIT X 20, SDZ
59685, AMLOVASC, NOT FOUND, CPR BLISTER 5 MG x 30, SDZ,511500405112416, AMLOVASC, NOT FOUND, 10 MG COM CT BL AL PLAS LEIT X 20, SDZ
59685, AMLOVASC, NOT FOUND, CPR BLISTER 5 MG x 30, SDZ,511500408111410, AMLOVASC, NOT FOUND, 5 MG COM CT BL AL PLAS LEIT X 30, SDZ
58901, AMPICILINA, AMPICILINA, CAPS 500 MG x 12, SDZ,511512103116110, AMPICILINA, AMPICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 18, SDZ
58901, AMPICILINA, AMPICILINA, CAPS 500 MG x 12, SDZ,511512102111115, AMPICILINA, AMPICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 24, SDZ
58901, AMPICILINA, AMPICILINA, CAPS 500 MG x 12, SDZ,511512101113114, AMPICILINA, AMPICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 12, SDZ
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62), SDZ,511512206111111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT STR AL X 20, SDZ
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62), SDZ,511512204133118, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 25 MG/ML + 6.25 MG/ML PO P/ SUSP ORAL CT FR VD AMB X 100 ML + COL DOSAD, SDZ
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62), SDZ,511512207116117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 12, SDZ
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62), SDZ,511512209119113, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 20 , SDZ
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62), SDZ,511512201134113, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50 MG/ML + 12.5 MG/ML PO P/ SUSP ORAL CT FR VD AMB X 75 ML + COL DOSAD, SDZ
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62), SDZ,511512211131117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, (80+11.4) MG/ML PO SUS OR CT FR VD AMB X 70 ML + DOSAD, SDZ
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62), SDZ,511512208112115, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 14, SDZ
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62), SDZ,511512203137111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 25 MG/ML + 6.25 MG/ML PO P/ SUSP ORAL CT FR VD AMB X 75 ML + COL DOSAD, SDZ
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62), SDZ,511512210117110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT STR AL X 12, SDZ
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62), SDZ,511512202130111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50 MG/ML + 12.5 MG/ML PO P/ SUSP ORAL CT FR VD AMB X 100 ML + COL DOSAD, SDZ
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62), SDZ,511512206111111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 850 MG + 125 MG COM REV CT STR AL X 20, SDZ
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62), SDZ,511512205113110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500 MG + 125 MG COM REV CT STR AL X 12, SDZ
61721, AMLOVASC, NOT FOUND, CPR 10 MG x 20, SDZ,511500406119414, AMLOVASC, NOT FOUND, 10 MG COM CT BL AL PLAS LEIT X 30, SDZ
61721, AMLOVASC, NOT FOUND, CPR 10 MG x 20, SDZ,511500407115412, AMLOVASC, NOT FOUND, 5 MG COM CT BL AL PLAS LEIT X 20, SDZ
61721, AMLOVASC, NOT FOUND, CPR 10 MG x 20, SDZ,511500405112416, AMLOVASC, NOT FOUND, 10 MG COM CT BL AL PLAS LEIT X 20, SDZ
61721, AMLOVASC, NOT FOUND, CPR 10 MG x 20, SDZ,511500408111410, AMLOVASC, NOT FOUND, 5 MG COM CT BL AL PLAS LEIT X 30, SDZ
58487, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 125 MG 100 ML x 1 (/31M), SDZ,511512206111111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT STR AL X 20, SDZ
58487, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 125 MG 100 ML x 1 (/31M), SDZ,511512204133118, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 25 MG/ML + 6.25 MG/ML PO P/ SUSP ORAL CT FR VD AMB X 100 ML + COL DOSAD, SDZ
58487, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 125 MG 100 ML x 1 (/31M), SDZ,511512207116117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 12, SDZ
58487, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 125 MG 100 ML x 1 (/31M), SDZ,511512209119113, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 20 , SDZ
58487, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 125 MG 100 ML x 1 (/31M), SDZ,511512201134113, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50 MG/ML + 12.5 MG/ML PO P/ SUSP ORAL CT FR VD AMB X 75 ML + COL DOSAD, SDZ
58487, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 125 MG 100 ML x 1 (/31M), SDZ,511512211131117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, (80+11.4) MG/ML PO SUS OR CT FR VD AMB X 70 ML + DOSAD, SDZ
58487, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 125 MG 100 ML x 1 (/31M), SDZ,511512208112115, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 14, SDZ
58487, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 125 MG 100 ML x 1 (/31M), SDZ,511512203137111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 25 MG/ML + 6.25 MG/ML PO P/ SUSP ORAL CT FR VD AMB X 75 ML + COL DOSAD, SDZ
58487, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 125 MG 100 ML x 1 (/31M), SDZ,511512210117110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT STR AL X 12, SDZ
58487, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 125 MG 100 ML x 1 (/31M), SDZ,511512202130111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50 MG/ML + 12.5 MG/ML PO P/ SUSP ORAL CT FR VD AMB X 100 ML + COL DOSAD, SDZ
58487, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 125 MG 100 ML x 1 (/31M), SDZ,511512206111111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 850 MG + 125 MG COM REV CT STR AL X 20, SDZ
58487, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 125 MG 100 ML x 1 (/31M), SDZ,511512205113110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500 MG + 125 MG COM REV CT STR AL X 12, SDZ
61527, ACICLOVIR, ACICLOVIR, CPR 200 MG x 25, SDZ,511500101113110, ACICLOVIR, ACICLOVIR, 200 MG COM CT BL AL PLAS INC X 25, SDZ
61527, ACICLOVIR, ACICLOVIR, CPR 200 MG x 25, SDZ,511500102111111, ACICLOVIR, ACICLOVIR, 400 MG COM CT BL AL PLAS BCO OPC X 30, SDZ
61527, ACICLOVIR, ACICLOVIR, CPR 200 MG x 25, SDZ,511500104163119, ACICLOVIR, ACICLOVIR, 50 MG/G CREM DERM CT BG AL X 10 G, SDZ
72604, ATENOPRESS, NOT FOUND, CPR REVEST 25 MG x 30, SDZ,511500806117419, ATENOPRESS, NOT FOUND, 50 MG COM BL AL PLAS INC X 30 , SDZ
72604, ATENOPRESS, NOT FOUND, CPR REVEST 25 MG x 30, SDZ,511500802111416, ATENOPRESS, NOT FOUND, 25 MG COM BL AL PLAS INC X 28, SDZ
72604, ATENOPRESS, NOT FOUND, CPR REVEST 25 MG x 30, SDZ,511500804114412, ATENOPRESS, NOT FOUND, 100 MG COM BL AL PLAS INC X 30 , SDZ
72604, ATENOPRESS, NOT FOUND, CPR REVEST 25 MG x 30, SDZ,511500805110410, ATENOPRESS, NOT FOUND, 25 MG COM BL AL PLAS INC X 30 , SDZ
72604, ATENOPRESS, NOT FOUND, CPR REVEST 25 MG x 30, SDZ,511500801115418, ATENOPRESS, NOT FOUND, 100 MG COM BL AL PLAS INC X 28 , SDZ
72604, ATENOPRESS, NOT FOUND, CPR REVEST 25 MG x 30, SDZ,511500803118414, ATENOPRESS, NOT FOUND, 50 MG COM BL AL PLAS INC X 28 , SDZ
61444, ATENOLOL, ATENOLOL, CPR 100 MG x 30, SDZ,511500703113119, ATENOLOL, ATENOLOL, 50 MG COM REV CT BL AL PLAS INC X 30, SDZ
61444, ATENOLOL, ATENOLOL, CPR 100 MG x 30, SDZ,511500704111111, ATENOLOL, ATENOLOL, 100 MG COM REV CT BL AL PLAS INC X 60, SDZ
61444, ATENOLOL, ATENOLOL, CPR 100 MG x 30, SDZ,511500706112113, ATENOLOL, ATENOLOL, 50 MG COM REV CT BL AL PLAS INC X 60, SDZ
61444, ATENOLOL, ATENOLOL, CPR 100 MG x 30, SDZ,511500702117110, ATENOLOL, ATENOLOL, 25 MG COM REV CT BL AL PLAS INC X 30, SDZ
61444, ATENOLOL, ATENOLOL, CPR 100 MG x 30, SDZ,511500701110112, ATENOLOL, ATENOLOL, 100 MG COM REV CT BL AL PLAS INC X 30, SDZ
61444, ATENOLOL, ATENOLOL, CPR 100 MG x 30, SDZ,511500705116115, ATENOLOL, ATENOLOL, 25 MG COM REV CT BL AL PLAS INC X 60, SDZ
73717, BROMAZEPAM, BROMAZEPAM, CPR 6 MG x 20, SDZ,511514004115112, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL ALPLAS INC X 30, SDZ
73717, BROMAZEPAM, BROMAZEPAM, CPR 6 MG x 20, SDZ,511514003119114, BROMAZEPAM, BROMAZEPAM, 6 MG COM CT BL AL PLAS INC X 20, SDZ
73717, BROMAZEPAM, BROMAZEPAM, CPR 6 MG x 20, SDZ,511514001116118, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL AL PLAS INC X 20, SDZ
73717, BROMAZEPAM, BROMAZEPAM, CPR 6 MG x 20, SDZ,511514005111110, BROMAZEPAM, BROMAZEPAM, 6 MG COM CT BL AL PLAS INC X 30, SDZ
73871, BROMALEX, NOT FOUND, CPR 3 MG x 30, SDZ,511513802115413, BROMALEX, NOT FOUND, 6 MG COM CT BL AL PLAS INC X 30, SDZ
73871, BROMALEX, NOT FOUND, CPR 3 MG x 30, SDZ,511513801119415, BROMALEX, NOT FOUND, 3 MG COM CT BL AL PLAS INC X 30, SDZ
61237, BES ANLODIPINO, BESILATO ANLODIPINO, CPR 5 MG x 20, SDZ,511512001119110, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL/AL X 20, SDZ
61237, BES ANLODIPINO, BESILATO ANLODIPINO, CPR 5 MG x 20, SDZ,511512003111117, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10 MG COM CT BL AL/AL X 20, SDZ
61237, BES ANLODIPINO, BESILATO ANLODIPINO, CPR 5 MG x 20, SDZ,511512002115119, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL/AL X 30, SDZ
61237, BES ANLODIPINO, BESILATO ANLODIPINO, CPR 5 MG x 20, SDZ,511512004118115, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10 MG COM CT BL AL/AL X 30, SDZ
61238, BES ANLODIPINO, BESILATO ANLODIPINO, CPR 5 MG x 30, SDZ,511512001119110, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL/AL X 20, SDZ
61238, BES ANLODIPINO, BESILATO ANLODIPINO, CPR 5 MG x 30, SDZ,511512003111117, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10 MG COM CT BL AL/AL X 20, SDZ
61238, BES ANLODIPINO, BESILATO ANLODIPINO, CPR 5 MG x 30, SDZ,511512002115119, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL/AL X 30, SDZ
61238, BES ANLODIPINO, BESILATO ANLODIPINO, CPR 5 MG x 30, SDZ,511512004118115, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10 MG COM CT BL AL/AL X 30, SDZ
73718, BROMAZEPAM, BROMAZEPAM, CPR 3 MG x 30, SDZ,511514004115112, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL ALPLAS INC X 30, SDZ
73718, BROMAZEPAM, BROMAZEPAM, CPR 3 MG x 30, SDZ,511514003119114, BROMAZEPAM, BROMAZEPAM, 6 MG COM CT BL AL PLAS INC X 20, SDZ
73718, BROMAZEPAM, BROMAZEPAM, CPR 3 MG x 30, SDZ,511514001116118, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL AL PLAS INC X 20, SDZ
73718, BROMAZEPAM, BROMAZEPAM, CPR 3 MG x 30, SDZ,511514005111110, BROMAZEPAM, BROMAZEPAM, 6 MG COM CT BL AL PLAS INC X 30, SDZ
73872, BROMALEX, NOT FOUND, CPR 6 MG x 30, SDZ,511513802115413, BROMALEX, NOT FOUND, 6 MG COM CT BL AL PLAS INC X 30, SDZ
73872, BROMALEX, NOT FOUND, CPR 6 MG x 30, SDZ,511513801119415, BROMALEX, NOT FOUND, 3 MG COM CT BL AL PLAS INC X 30, SDZ
61240, BES ANLODIPINO, BESILATO ANLODIPINO, CPR 10 MG x 30, SDZ,511512001119110, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL/AL X 20, SDZ
61240, BES ANLODIPINO, BESILATO ANLODIPINO, CPR 10 MG x 30, SDZ,511512003111117, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10 MG COM CT BL AL/AL X 20, SDZ
61240, BES ANLODIPINO, BESILATO ANLODIPINO, CPR 10 MG x 30, SDZ,511512002115119, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL/AL X 30, SDZ
61240, BES ANLODIPINO, BESILATO ANLODIPINO, CPR 10 MG x 30, SDZ,511512004118115, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10 MG COM CT BL AL/AL X 30, SDZ
73716, BROMAZEPAM, BROMAZEPAM, CPR 6 MG x 30, SDZ,511514004115112, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL ALPLAS INC X 30, SDZ
73716, BROMAZEPAM, BROMAZEPAM, CPR 6 MG x 30, SDZ,511514003119114, BROMAZEPAM, BROMAZEPAM, 6 MG COM CT BL AL PLAS INC X 20, SDZ
73716, BROMAZEPAM, BROMAZEPAM, CPR 6 MG x 30, SDZ,511514001116118, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL AL PLAS INC X 20, SDZ
73716, BROMAZEPAM, BROMAZEPAM, CPR 6 MG x 30, SDZ,511514005111110, BROMAZEPAM, BROMAZEPAM, 6 MG COM CT BL AL PLAS INC X 30, SDZ
73719, BROMAZEPAM, BROMAZEPAM, CPR 3 MG x 20, SDZ,511514004115112, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL ALPLAS INC X 30, SDZ
73719, BROMAZEPAM, BROMAZEPAM, CPR 3 MG x 20, SDZ,511514003119114, BROMAZEPAM, BROMAZEPAM, 6 MG COM CT BL AL PLAS INC X 20, SDZ
73719, BROMAZEPAM, BROMAZEPAM, CPR 3 MG x 20, SDZ,511514001116118, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL AL PLAS INC X 20, SDZ
73719, BROMAZEPAM, BROMAZEPAM, CPR 3 MG x 20, SDZ,511514005111110, BROMAZEPAM, BROMAZEPAM, 6 MG COM CT BL AL PLAS INC X 30, SDZ
59057, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR 250 MG x 10, SDZ,511502005111117, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT BL AL PLAS INC X 10, SDZ
59057, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR 250 MG x 10, SDZ,511502003119110, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT BL AL PLAS INC X 14, SDZ
59057, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR 250 MG x 10, SDZ,511502001116114, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 250 MG COM REV CT BL AL PLAS INC X 14 , SDZ
59057, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR 250 MG x 10, SDZ,511502004115119, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT BL AL PLAS INC X 6 , SDZ
57331, CAPTOTEC, NOT FOUND, CPR 12.5 MG x 30, SDZ,511501303119411, CAPTOTEC, NOT FOUND, 50 MG COM CT 2 BL AL PLAS INC X 14, SDZ
57331, CAPTOTEC, NOT FOUND, CPR 12.5 MG x 30, SDZ,511501301116413, CAPTOTEC, NOT FOUND, 12.5 MG COM CT 2 BL AL PLAS INC X 15, SDZ
57331, CAPTOTEC, NOT FOUND, CPR 12.5 MG x 30, SDZ,511501305111416, CAPTOTEC, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 30, SDZ
57331, CAPTOTEC, NOT FOUND, CPR 12.5 MG x 30, SDZ,511501301116413, CAPTOTEC, NOT FOUND, 12.5 MG COM CT BL AL PLAS INC X 30, SDZ
57331, CAPTOTEC, NOT FOUND, CPR 12.5 MG x 30, SDZ,511501307114412, CAPTOTEC, NOT FOUND, 50 MG COM CT BL AL PLAS INC X 30, SDZ
57331, CAPTOTEC, NOT FOUND, CPR 12.5 MG x 30, SDZ,511501302112411, CAPTOTEC, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 28, SDZ
57331, CAPTOTEC, NOT FOUND, CPR 12.5 MG x 30, SDZ,511501302112411, CAPTOTEC, NOT FOUND, 25 MG COM CT 2 BL AL PLAS INC X 14, SDZ
57331, CAPTOTEC, NOT FOUND, CPR 12.5 MG x 30, SDZ,511501306118414, CAPTOTEC, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 60, SDZ
57331, CAPTOTEC, NOT FOUND, CPR 12.5 MG x 30, SDZ,511501304115418, CAPTOTEC, NOT FOUND, 25 MG COM CT 4 BL AL PLAS INC X 14, SDZ
57331, CAPTOTEC, NOT FOUND, CPR 12.5 MG x 30, SDZ,511501401110417, CAPTOTEC HCT, NOT FOUND, 50 MG + 25 MG COM CT BL AL PLAS INC X 30, SDZ
57331, CAPTOTEC, NOT FOUND, CPR 12.5 MG x 30, SDZ,511501303119411, CAPTOTEC, NOT FOUND, 50 MG COM CT BL AL PLAS INC X 28, SDZ
63540, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 60, SDZ,511501104116119, CAPTOPRIL, CAPTOPRIL, 25MG COM CT 3 BL AL PLAS INC X 10, SDZ
63540, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 60, SDZ,511501105112117, CAPTOPRIL, CAPTOPRIL, 25 MG COM CT 6 BL AL PLAS INC X 10, SDZ
63540, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 60, SDZ,511501108111111, CAPTOPRIL, CAPTOPRIL, 50 MG COM CT 6 BL AL PLAS INC X 10, SDZ
63540, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 60, SDZ,511501101117114, CAPTOPRIL, CAPTOPRIL, 12.5 MG COM CT 2 BL AL PLAS INC X 15, SDZ
63540, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 60, SDZ,511501108111111, CAPTOPRIL, CAPTOPRIL, 50MG COM CT 6 BL AL PLAS INC X 10, SDZ
63540, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 60, SDZ,511501107115113, CAPTOPRIL, CAPTOPRIL, 50MG COM CT 3 BL AL PLAS INC X 10, SDZ
63540, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 60, SDZ,511501104116119, CAPTOPRIL, CAPTOPRIL, 25 MG COM CT 3 BL AL PLAS INC X 10, SDZ
63540, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 60, SDZ,511501107115113, CAPTOPRIL, CAPTOPRIL, 50 MG COM CT 3 BL AL PLAS INC X 10, SDZ
63540, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 60, SDZ,511501105112117, CAPTOPRIL, CAPTOPRIL, 25MG COM CT 6 BL AL PLAS INC X 10, SDZ
59197, CLOR SOTALOL, CLORIDRATO SOTALOL, CPR 160 MG x 20, SDZ,511502401114119, CLORIDRATO SOTALOL, CLORIDRATO SOTALOL, 160 MG COM CT BL AL PLAS INC X 20, SDZ
72460, CITALOPRAM, CITALOPRAM, CPR REVEST 20 MG x 28, SDZ,511510202117119, CITALOPRAM, CITALOPRAM, 20 MG COM REV CT 3 BL AL PLAS INC X 10 , SDZ
72460, CITALOPRAM, CITALOPRAM, CPR REVEST 20 MG x 28, SDZ,511510204111118, CITALOPRAM, CITALOPRAM, 20 MG COM REV CT 2 BL AL PLAS INC X 7, SDZ
72460, CITALOPRAM, CITALOPRAM, CPR REVEST 20 MG x 28, SDZ,511510205116113, CITALOPRAM, CITALOPRAM, 20 MG COM REV CT 4 BL AL PLAS INC X 7, SDZ
59193, CLOR VERAPAMIL, CLORIDRATO VERAPAMIL, CPR RET.REVE 240 MG x 30, SDZ,511509703116111, CLORIDRATO VERAPAMIL, CLORIDRATO VERAPAMIL, 80 MG COM REV CT BL AL PLAS BCO OPC X 30, SDZ
59193, CLOR VERAPAMIL, CLORIDRATO VERAPAMIL, CPR RET.REVE 240 MG x 30, SDZ,511509702111116, CLORIDRATO VERAPAMIL, CLORIDRATO VERAPAMIL, 240 MG COM REV RETARD CT BL AL PLAS BCO OPC X 30, SDZ
59193, CLOR VERAPAMIL, CLORIDRATO VERAPAMIL, CPR RET.REVE 240 MG x 30, SDZ,511509701113115, CLORIDRATO VERAPAMIL, CLORIDRATO VERAPAMIL, 120 MG COM REV AP CT BL AL PLAS BCO OPC X 20, SDZ
63173, CAPTOPRIL, CAPTOPRIL, CPR 25 MG x 30, SDZ,511501104116119, CAPTOPRIL, CAPTOPRIL, 25MG COM CT 3 BL AL PLAS INC X 10, SDZ
