135042; ELIQUIS; NOT FOUND; CPR REVEST 5 MG x 20; BMS;505113090020002; ELIQUIS; NOT FOUND; 5.0 MG COM REV CT BL AL PLAS INC X 20 ; BMS
97200; PANTOZOL; NOT FOUND; CPR GASTROR 20 MG x 2; TAK;501102513112411; PANTOZOL; NOT FOUND; 20 MG COM REV LIB RETARD CT BL AL/AL X 2; TAK
85236; OPINOX; NOT FOUND; CPR REVEST 10 MG x 30; MD7;525074811115419; OPINOX; NOT FOUND; 10 MG COM REV CT BL AL/AL X 30; MD7
48151; ACFOL; NOT FOUND; CPR 5 MG x 40; CAZ;505500201113411; ACFOL; NOT FOUND; 5 MG COM CT ENV KRAFT PE X 40; CAZ
59889; FLUCAZOL; NOT FOUND; CAPS 100 MG x 8; CT6;506706201117414; FLUCAZOL; NOT FOUND; 100 MG CAP GEL DURA CT  BL AL PLAS INC X 8 ; CT6
80215; VENVANSE; NOT FOUND; CAPS 50 MG x 28; SHI;540200401115215; VENVANSE; NOT FOUND; 50 MG CAP GEL DURA CT FR PLAS OPC X 28; SHI
4250; FARLUTAL; NOT FOUND; CPR 5 MG x 20; PFZ;522236205113410; FARLUTAL; NOT FOUND; 5.0 MG COM CT BL AL PLAS INC X 20; PFZ
106688; PIEMONTE; NOT FOUND; CPR MAST 4 MG x 10; EUF;508013020095704; PIEMONTE; NOT FOUND; 4 MG COM MAST CT BL AL/AL X 10 ; EUF
57426; OPRAZON; NOT FOUND; F.AMP 40 MG 10 ML x 20; BU_;504414010048318; OPRAZON; NOT FOUND; 40 MG PO INJ CX 20 FA VD INC + 20 AMP DIL VD INC X 10 ML; BU_
72788; CHOFRAFIG; NOT FOUND; FLACONETES 10 ML x 60; U_Q;533013040059204; CHOFRAFIG; NOT FOUND; SOL OR CT 60 FLAC INC X 10 ML; U_Q
75205; HIDROLESS; NOT FOUND; CPR 25 MG x 30; P7B;527902705117412; HIDROLESS; NOT FOUND; 25 MG COM CT BL AL/PLAS INC X 30; P7B
76387; ALPRAZOLAM; ALPRAZOLAM; CPR 0.25 MG x 20; NQA;525307901111113; ALPRAZOLAM; ALPRAZOLAM; 0.25 MG COM CT BL AL PLAS INC X 20 ; NQA
75394; DICLOR CETIRIZI; DICLORIDRATO CETIRIZINA; SOLN ORAL 1 MG 120 ML x 1 (/ML; TTB;520729101130112; DICLORIDRATO CETIRIZINA; DICLORIDRATO CETIRIZINA; 1 MG/ML SOL OR CT FR VD AMB X 120 ML + CP MED; TTB
144326; TEUCIPROX; NOT FOUND; CPR REVEST 500 MG x 14; TTB;520712030081004; TEUCIPROX; NOT FOUND; 500 MG COM REV CT BL AL PVC INC X 14; TTB
77115; TENOLON; NOT FOUND; CPR 25 MG x 28; VAP;533506804117410; TENOLON; NOT FOUND; 25 MG COM CT BL AL PLAS INC X 28; VAP
85860; QUETIPIN; NOT FOUND; CPR REVEST 100 MG x 28; CT6;506719604118410; QUETIPIN; NOT FOUND; 100 MG COM REV CT BL AL PLAS TRANS X 28; CT6
53532; PANTOZOL; NOT FOUND; CPR GASTROR 20 MG x 7; TAK;501102503117419; PANTOZOL; NOT FOUND; 20 MG COM REV LIB RETARD CT BL AL/AL X 7; TAK
59647; DOPACRIS; NOT FOUND; AMP. 5 MG 10 ML x 50 (/ML); CT6;506704501156419; DOPACRIS; NOT FOUND; 5 MG/ML SOL INJ CX 50 AMP VD AMB X 10 ML EMB HOSP; CT6
90212; ZITROBIOL; NOT FOUND; CPR REVEST 500 MG x 3; GOB;510414401114412; ZITROBIOL; NOT FOUND; 500 MG COM REV CT BL AL PVC INC X 3; GOB
75859; MALEA ENALAPRIL; MALEATO ENALAPRIL; CPR 20 MG x 30; NQA;525302705111113; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 20 MG COM CT  BL AL/AL X 30; NQA
31668; HYDERGINE; NOT FOUND; CPR 4.50 MG x 14; NVR;526507504114319; HYDERGINE; NOT FOUND; 4.5 MG COM CT BL AL PLAS INC X 14; NVR
135991; CANDESARTA CILE; CANDESARTANA CILEXETILA; CPR 8 MG x 30; LG6;538813110047706; CANDESARTANA CILEXETILA; CANDESARTANA CILEXETILA; 8 MG  COM CT BL AL PLAS OPC X 30; LG6
59976; MIOCARDIL; NOT FOUND; CPR REVEST 30 MG x 30; VAP;533504801110419; MIOCARDIL; NOT FOUND; 30 MG COM REV CT BL AL PLAS INC X 30; VAP
62856; LOSARTAN POTAS; NOT FOUND; CPR 50 MG x 15; MD7;525007703111118; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 50 MG COM REV CT BL AL PLAST OPC X 15 POTASSICO; MD7
52452; CLOFEN K; NOT FOUND; CPR 50 MG x 20; NCK;526200902119411; CLOFEN K; NOT FOUND; 50 MG DRG CT BL AL PLAS INC X 20; NCK
56002; ENALPRIN; NOT FOUND; CPR 5 MG x 30; ROY;530202301110418; ENALPRIN; NOT FOUND; 5 MG COM CT BL AL PLAS INC X 30; ROY
71664; CERTICAN; NOT FOUND; CPR 1 MG x 60; NVR;526525105110210; CERTICAN; NOT FOUND; 1.00 MG COM CT BL AL/AL X 60; NVR
69530; DIPRIN; NOT FOUND; GOTAS 500 MG 20 ML x 1 (/ML); GOB;510406004136419; DIPRIN; NOT FOUND; 500 MG/ ML SOL ORAL CT FR PLAS OPC GOT X 20 ML; GOB
50733; CARBOLITIUM; NOT FOUND; CPR CR 450 MG x 30; EUF;508001402118413; CARBOLITIUM; NOT FOUND; 450 MG COM CT BL AL PLAS INC X 30; EUF
73289; EUPEPT; NOT FOUND; CAPS 20 MG x 28; CF2;506314020027903; EUPEPT; NOT FOUND; 20 MG CAP DURA LIB RETARD CT BL AL PLAS INC  X 28; CF2
65121; METRONIDAZOL; METRONIDAZOL; F.AMP PLAST 5 MG 100 ML x 1 (/ML); H_I;511205301158111; METRONIDAZOL; METRONIDAZOL; 5 MG/ML SOL INJ INFUS IV BOLS PLAS SIST FECH X 100 ML; H_I
136015; FLUCONID; NOT FOUND; CAPS 150 MG x 500; VAP;533508102111419; FLUCONID; NOT FOUND; 150 MG CAP GEL DURA CT BL AL PLAS AMB X 500 (EMB HOSP); VAP
68021; TYLEMAX; NOT FOUND; GOTAS 200 MG 15 ML x 1 (/ML); NAU;540400502136415; TYLEMAX; NOT FOUND; 200 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML; NAU
57257; ENAPROTEC; NOT FOUND; CPR 5 MG x 30; SDZ;511503606119412; ENAPROTEC; NOT FOUND; 5 MG COM CT BL AL/AL X 30; SDZ
70619; PREDNISONA; PREDNISONA; CPR 5 MG x 20; U_Q;533022505111119; PREDNISONA; PREDNISONA; 5 MG COM CT BL AL PLAS INC X 20; U_Q
94204; FLOXAMOX; NOT FOUND; CPR REVEST 400 MG x 14; MB9;525912050016004; FLOXAMOX; NOT FOUND; 400 MG COM REV CT BL AL/AL X 14; MB9
88105; MEROPENEM; MEROPENEM; F AMP LIOF 500 MG 30 ML x 10; NVA;526306201157118; MEROPENEM; MEROPENEM; 500 MG PO SOL INJ IV CX 10 FA VD INC X 30 ML (EMB HOSP); NVA
61308; FLUZIX; NOT FOUND; CPR 10 MG x 30; CAZ;505505401110417; FLUZIX; NOT FOUND; 10 MG COM CT ENV KRAFT POLIET X 30; CAZ
76359; NOVOSORO NF; NOT FOUND; SOL NASAL AD 0.50 MG 30 ML x 1 (/ML); GLO;517610501174415; NOVOSORO NF; NOT FOUND; 0.5 MG/ML SOL NAS CT FR PLAS OPC GOT X 30 ML; GLO
58534; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR 500 MG x 30; M_S;525402602118111; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 500 MG COM REV CT BL AL PLAS INC X 30; M_S
77632; DIAZEPAM; DIAZEPAM; CPR 10 MG x 30; N_Q;519030903117111; DIAZEPAM; DIAZEPAM; 10 MG COM CT BL AL PLAS INC X 30; N_Q
89018; ISOTRAT; NOT FOUND; CAPS 10 MG x 30; NQA;525309301111410; ISOTRAT; NOT FOUND; 10 MG CAP GEL MOLE CT BL AL AL X 30; NQA
46131; MEGESTAT; NOT FOUND; CPR 160 MG x 30; BMS;505103302118310; MEGESTAT; NOT FOUND; 160 MG COM CT FR VD AMB X 30; BMS
72299; RISPERIDONA; RISPERIDONA; SOLN ORAL 1 MG 30 ML x 1 (/ML); GM2;526127501131114; RISPERIDONA; RISPERIDONA; 1 MG/ML SOL OR CT FR VD AMB X 30 ML + SER PLAS DOSAD ; GM2
2451; CLORANA; NOT FOUND; CPR 50 MG x 20; S_A;530501202114416; CLORANA; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 20; S_A
56698; DALMADORM; NOT FOUND; CPR REVEST 30 MG x 30; VLT;512000401116410; DALMADORM; NOT FOUND; 30 MG COM REV CT BL AL PVC X 30; VLT
64529; TRAMADON; NOT FOUND; AMP. 50 MG 1 ML x 100 (/ML); CT6;506714603156415; TRAMADON; NOT FOUND; 50 MG/ ML SOL INJ CX 100 AMP VD INC X 1 ML (EMB HOSP); CT6
99729; PINAZAN; NOT FOUND; CPR 100 MG x 30; CT6;506719302111413; PINAZAN; NOT FOUND; 100 MG COM CX BL AL PLAS TRANS X 30; CT6
76813; TOBRAMICINA; TOBRAMICINA; SOLN OFTAL 3 MG 5 ML x 1 (/ML); LG6;538802601171112; TOBRAMICINA; TOBRAMICINA; 3 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML ; LG6
69453; EVOCANIL; NOT FOUND; CAPS GELATIN 200 MG x 20; ZD1;534203104117411; EVOCANIL; NOT FOUND; 200 MG CAP GEL MOLE CT BL AL PLAS INC X 20 ; ZD1
74986; UNITIDAZIN; NOT FOUND; CPR REVEST 25 MG x 20; U_Q;533019003119415; UNITIDAZIN; NOT FOUND; 25 MG DRG CT 2  BL AL PLAS INC X 10; U_Q
66685; CARBOCISTEINA; CARBOCISTEINA; GOTAS 50 MG 20 ML x 1 (/ML); GM2;526117001134117; CARBOCISTEINA; CARBOCISTEINA; 50 MG/ML SOL OR CT FR VD AMB X 20 ML; GM2
76592; ATENOLOL; ATENOLOL; CPR 50 MG x 30; P7B;527906005111112; ATENOLOL; ATENOLOL; 50 MG COM CT BL AL PLAS INC X 30 ; P7B
62794; TIBIAL; NOT FOUND; CPR 2.50 MG x 28; N_Q;519019101115418; TIBIAL; NOT FOUND; 2.5 MG COM CT BL AL PLAS INC X 28; N_Q
66312; FLAMACORTEN; NOT FOUND; CPR 20 MG x 20; GLO;517607101111416; FLAMACORTEN; NOT FOUND; 20 MG COM CT BL AL PLAS INC X 20; GLO
71600; ATENOLOL; ATENOLOL; CPR 25 MG x 30; LG6;538807602115111; ATENOLOL; ATENOLOL; 25 MG COM CT BL AL PLAS OPC X 30; LG6
163263; INVOKANA; NOT FOUND; CPR REVEST 100 MG x 30; J_C;514514110027202; INVOKANA; NOT FOUND; 100 MG COM REV OR CT BL AL PLAS TRANS X 30; J_C
73558; GLIMEPIRIDA; GLIMEPIRIDA; CPR 2 MG x 60; S_A;502814803111118; GLIMEPIRIDA; GLIMEPIRIDA; 2 MG COM CT BL AL PLAS INC X 60; S_A
57159; PARACEN; NOT FOUND; CPR 750 MG x 200; GP8;510805203116415; PARACEN; NOT FOUND; 750 MG COM CT BL AL PLAS INC X 200; GP8
103496; LABEL; NOT FOUND; GOTAS 40 MG 45 ML x 1 (/ML); A4H;500513050049004; LABEL; NOT FOUND; 40 MG/ML SOL OR FR VD AMB CGT X 45 ML ; A4H
62801; ATENOLOL; ATENOLOL; CPR 100 MG x 28; TTB;520702401117111; ATENOLOL; ATENOLOL; 100 MG COM CT BL AL PLAS INC X 28; TTB
103407; CARVEGRAN; NOT FOUND; CPR 6.25 MG x 30; LG6;538812090044903; CARVEGRAN; NOT FOUND; 6.25 MG COM CT BL AL AL X 30; LG6
75932; DICLO LEVOCETIR; DICLORIDRATO LEVOCETIRIZINA; CPR REVEST 5 MG x 10; EUF;508026101111113; DICLORIDRATO LEVOCETIRIZINA; DICLORIDRATO LEVOCETIRIZINA; 5 MG COM REV CT BL AL/AL X 10; EUF
50303; VEPESID; NOT FOUND; CAPS 50 MG x 20; BMS;505106703113314; VEPESID; NOT FOUND; 50 MG CAPGEL MOLE CT FR VD AMB X 20; BMS
61963; LEVITRA; NOT FOUND; CPR REVEST 10 MG x 4; BYP;538912050014713; LEVITRA; NOT FOUND; 10MG COM REV CT BL AL PLAS INC X 4; BYP
53858; SANDIMMUN NEORAL; NOT FOUND; CAPS 100 MG x 50; NVR;526513402115310; SANDIMMUN NEORAL; NOT FOUND; 100 MG CAP GEL MOLE CT BL AL/AL X 50; NVR
56662; ACTONEL; NOT FOUND; CPR REVEST 5 MG x 28; S_A;502800101111312; ACTONEL; NOT FOUND; 5 MG COM REV CT BL AL PVC OPC X 28; S_A
76499; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 500 MG x 30; S_A;502817402118116; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 500 MG COM REV CT BL AL PLAS INC X 30; S_A
55477; FLOGILID; NOT FOUND; CPR 100 MG x 12; LR3;524303401116411; FLOGILID; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 12; LR3
68615; AMINOFILINA; AMINOFILINA; A.IV 24 MG 10 ML x 100; FM_;508302301159111; AMINOFILINA; AMINOFILINA; 24 MG/ML SOL INJ CX 100 AMP VD INC X 10ML ; FM_
89941; DROSPI ETINILES; NOT FOUND; CPR REVEST 3 MG x 21 (/.03); GM2;526112030083406; DROSPIRENONA ETINILESTRADIOL; NOT FOUND; 3 MG + 0.03 MG COM REV CT BL AL PLAS OPC X 21 ; GM2
76543; AFINITOR; NOT FOUND; CPR 10 MG x 30; NVR;526530902112310; AFINITOR; NOT FOUND; 10 MG COM CT BL AL/AL X 30; NVR
66999; CONAZOL; NOT FOUND; CREME 20 MG 20 G x 1 (/G); BRT;504914050009604; CONAZOL; NOT FOUND; 20 MG/G CREM DERM CT BG AL X 20 G; BRT
62345; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAR. AD 6 MG 120 ML x 1 (/ML); PZ8;528501618130110; CLORIDRATO AMBROXOL; CLORIDRATO AMBROXOL; 6 MG/ML XPE CT FR PLAS OPC X 120 ML C/CP MED; PZ8
65686; METRI; NOT FOUND; CPR REVEST 1000 MG x 30; LIB;523705902111417; METRI; NOT FOUND; 1000 MG COM REV LIB PROG CT FR PLAST X 30; LIB
77515; JURNISTA; NOT FOUND; CPR REVES.LP 16 MG x 30; J_C;514507805110317; JURNISTA; NOT FOUND; 16 MG COM REV LIB PROL CT BL AL/ACLAR OPC X 30(MEDICAMENTO SUJEITO A CONTROLE ESPECIAL); J_C
48251; XYLESTESIN; NOT FOUND; F.AMP S/VAS 2 % 20 ML x 10; CT6;506715307151410; XYLESTESIN; NOT FOUND; 2 PCC SOL INJ CX 10 FA VD INC X 20 ML (EMB. HOSP.); CT6
85058; QUETROS; NOT FOUND; CPR REVEST 25 MG x 30; A4H;500515005111410; QUETROS; NOT FOUND; 25 MG COM REV CT BL AL PLAS OPC X 30; A4H
50217; VITERGAN ZINC PL; NOT FOUND; CPR REVEST x 30; MJA;524803201116426; VITERGAN ZINCO PL; NOT FOUND; COMP REV CX COM 30; MJA
55702; NEO MOXILIN; NOT FOUND; SUSP 250 MG 150 ML x 1 (/5ML); N_Q;519010202131415; NEO MOXILIN; NOT FOUND; 250 MG/5ML  PO PREP EXT SUS OR CT FR VD AMB X 150 ML; N_Q
72686; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 2; MD7;525069501111117; AZITROMICINA; AZITROMICINA; 500 MG COM REV CT BL AL PLAS INC X 2; MD7
113653; OMEPRAZOL; OMEPRAZOL; CAPS 20 MG x 56; TTB;520713090088306; OMEPRAZOL; OMEPRAZOL; 20 MG CAP GEL DURA CT FR PLAS OPC X 56; TTB
64043; CLOR SERTRALINA; CLORIDRATO SERTRALINA; CPR REVEST 50 MG x 30; NQA;525301607114111; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 50 MG COM REV CT BL AL PLAS OPC X 30; NQA
68067; VIVANZA; NOT FOUND; CPR REVEST 10 MG x 4; MD7;525066501110418; VIVANZA; NOT FOUND; 10 MG COM REV CT BL AL PLAS INC X 4; MD7
57091; EXELON; NOT FOUND; SOLN ORAL 2 MG 120 ML x 1 (/ML); NVR;526506005130310; EXELON; NOT FOUND; 2 MG/ML SOL OR CT FR VD AMB X 120 ML + SER DOS; NVR
69025; ESPIRONOLACTONA; ESPIRONOLACTONA; CPR 100 MG x 16; GM2;526119504117111; ESPIRONOLACTONA; ESPIRONOLACTONA; 100 MG COM CT  BL AL PLAS INC X 16; GM2
54398; CLOPIXOL; NOT FOUND; A.IM ACUPHAS 50 MG 1 ML x 1; LUN;524200203151412; CLOPIXOL; NOT FOUND; 50 MG/ML SOL INJ ACUPHASE CT AMP VD INC X 1 ML; LUN
66252; ALIVIAN; NOT FOUND; CAPS 7.50 MG x 10; CAZ;505500601111416; ALIVIAN; NOT FOUND; 7.5 MG COM CT FR VD AMB X 10; CAZ
7324; NEULEPTIL; NOT FOUND; CPR 10 MG x 20; S_A;502808002110313; NEULEPTIL; NOT FOUND; 10 MG COM REV CT BL AL PLAS INC X 20; S_A
70312; FENATIL; NOT FOUND; DRAG 25 MG x 20; N_Q;519020702119411; FENATIL; NOT FOUND; 25 MG DRG CT BL AL PLAS INC X 20; N_Q
71721; NITRA MICONAZOL; NITRATO MICONAZOL; CREME DERMAT 20 MG 28 G x 1 (/G; GM2;526114804163118; NITRATO MICONAZOL; NITRATO MICONAZOL; 20 MG/G CREM DERM CT BG AL X 28 G ; GM2
54192; EUTHYROX; NOT FOUND; CPR 25 Y x 50; M_S;525404115117401; EUTHYROX; NOT FOUND; 25MCG COM EST CART BL AL PLAS INC X 50  ; M_S
76086; LOSARTAN POTAS; NOT FOUND; CPR REVEST 50 MG x 30; PZ8;528529603111115; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 50 MG COM REV CT BL AL PLAS INC X 30; PZ8
68716; ALFAEPOETINA HU RE; NOT FOUND; AMP. 4000 IU 1 ML x 12; BU_;504412434150419; ALFAEPOETINA HUMANA RECOMBINANTE; NOT FOUND; 4000 UI SOL INJ CT 12 AMP VD INC X 1 ML; BU_
76077; CLO TERBINAFINA; CLORIDRATO TERBINAFINA; CPR 250 MG x 7; PZ8;528501909119113; CLORIDRATO TERBINAFINA; CLORIDRATO TERBINAFINA; 250 MG COM CT BL AL PLAS INC X 7 ; PZ8
126202; COMBECE; NOT FOUND; LIQ SUL FERR 100 ML x 1; LQN;523300801131416; COMBECE; NOT FOUND; XPE CT FR VD AMB X 100 ML ; LQN
95224; LIPIBLOCK; NOT FOUND; CAPS 120 MG x 60; GM2;526112050084903; LIPIBLOCK; NOT FOUND; 120 MG CAP GEL DURA CT BL AL PLAS OPC X 60; GM2
59845; GLIBEXIL; NOT FOUND; CPR 5 MG x 30; ROY;530202401115411; GLIBEXIL; NOT FOUND; 5 MG COM CT 3 BL AL PLAS INC X 10; ROY
59576; DORMONID; NOT FOUND; CPR 7.50 MG x 20; ROC;529201406111313; DORMONID; NOT FOUND; 7.5 MG COM REV CT 2 BL AL PLAS INC X 10; ROC
154161; RILUZOL; RILUZOL; CPR REVEST 50 MG x 28; SPI;532412120009206; RILUZOL; RILUZOL; 50 MG COM REV CT BL AL PLAS TRANS X 28 ; SPI
55520; PROBENXIL; NOT FOUND; CPR 50 MG x 20; CM5;506405704111419; PROBENXIL; NOT FOUND; 50 MG DRG CT BL AL PLAS INC X 20; CM5
59085; NEMODINE; NOT FOUND; CPR 5 MG x 20; DFP;507301102111417; NEMODINE; NOT FOUND; 5 MG COM CT 2 BL AL PLAS AMB X 10; DFP
83731; DEMEDROX; NOT FOUND; AMP. 150 MG 1 ML x 1; U_Q;533026207158411; DEMEDROX; NOT FOUND; 150 MG/ML SUS INJ CT SER PREENCHIDA X 1 ML; U_Q
80227; PACLITAXEL; PACLITAXEL; F.AMP 6 MG 5 ML x 20 (/ML); EUF;508010306150114; PACLITAXEL; PACLITAXEL; 6 MG/ML SOL INJ CT 20 FA VD INC X 5 ML; EUF
89013; CLOR BUPROPIONA; CLORIDRATO BUPROPIONA; CPR A.P 150 MG x 30; NQA;525309001118118; CLORIDRATO BUPROPIONA; CLORIDRATO BUPROPIONA; 150 MG COM REV LIB PROL CT BL AL AL X 30; NQA
58108; CLOBESOL; NOT FOUND; CREME 0.50 MG 30 G x 1 (/G); VLT;512000301162410; CLOBESOL; NOT FOUND; 0.5 MG/G CREM DERM CT BG AL X 30 G; VLT
59033; VONAU; NOT FOUND; F.AMP 4 MG 2 ML x 1; BS2;504106602157418; VONAU; NOT FOUND; 2 MG/ML SOL INJ CT AMP VD AMB X 4 ML; BS2
76234; NEOCULAR; NOT FOUND; SOLN OFTAL 5 MG 5 ML x 1 (/ML); N_Q;519028001179413; NEOCULAR; NOT FOUND; 5MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML ; N_Q
50131; ZOLOFT; NOT FOUND; CPR REVEST 50 MG x 10; PFZ;522204402118311; ZOLOFT; NOT FOUND; 50 MG COM REV CT BL AL PLAS INC X 10; PFZ
57366; NAPRIX; NOT FOUND; CPR 5 MG x 30; LIB;523714060030703; NAPRIX; NOT FOUND; 5 MG COM CT BL AL AL X 30; LIB
147803; CHORIOMON M; NOT FOUND; F.AMP C/DILU 5000 IU 1 ML x 1; MIZ;525212040018003; CHORIOMON M; NOT FOUND; 5000 UI PO LIOF INJ IM/SC CX FA VD INC + DIL AMP VD INC X 1 ML; MIZ
66109; CLOR TRAMADOL; CLORIDRATO TRAMADOL; GOTAS 100 MG 15 ML x 1 (/ML); GM2;526118101132114; CLORIDRATO TRAMADOL; CLORIDRATO TRAMADOL; 100 MG/ML SOL OR CT FR VD AMB GOT X 15 ML; GM2
53753; LEVOZINE; NOT FOUND; CPR 100 MG x 200; CT6;506708001115414; LEVOZINE; NOT FOUND; 100 MG COM REV CX BL AL PLAS INC X 200 (EMB HOSP); CT6
61962; LEVITRA; NOT FOUND; CPR REVEST 10 MG x 1; BYP;515601311116211; LEVITRA; NOT FOUND; 10 MG COM OROD CT ESTOJO CART BL AL AL X 1; BYP
72688; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 3; MD7;525069502118115; AZITROMICINA; AZITROMICINA; 500 MG COM REV CT BL AL PLAS INC X 3; MD7
75589; CLO GENCITABINA; CLORIDRATO GENCITABINA; F.AMP IV 200 MG 10 ML x 1; EUF;508003204151119; CLORIDRATO GENCITABINA; CLORIDRATO GENCITABINA; 200 MG PO LIOF P/ SOL INJ IV CT FA VD INC X 10 ML ; EUF
63855; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 1 G x 30; M_S;525402605117108; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 1G COM REV CT BL AL PLAS INC  X 30 ; M_S
77729; ADAPEL; NOT FOUND; GEL. 1 MG 20 G x 1 (/G); MD7;525014030103903; ADAPEL; NOT FOUND; 1 MG/G GEL CT BG PLAS OPC X 20 G ; MD7
66349; CORDIL; NOT FOUND; CPR 60 MG x 50; TTB;520724201110414; CORDIL; NOT FOUND; 60 MG COM CT BL AL PVDC LEITOSO X 50; TTB
74451; POSPRAND; NOT FOUND; CPR 1 MG x 30; GMK;521905106118413; POSPRAND; NOT FOUND; 1 MG COM CT BL AL AL X 30; GMK
65462; CLOXAZOLAM; CLOXAZOLAM; CPR 1 MG x 20; EUF;508013301117113; CLOXAZOLAM; CLOXAZOLAM; 1 MG COM CT STR AL X 20; EUF
11357; WINTOMYLON; NOT FOUND; CPR 500 MG x 56; S_A;502820602114416; WINTOMYLON; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 56; S_A
5502; HYDERGINE; NOT FOUND; GOTAS 1 MG 30 ML x 1 (/ML); NVR;526507503134316; HYDERGINE; NOT FOUND; 1 MG/ML SOL OR CT FR VD AMB X 30 ML; NVR
58972; CLOR SERTRALINA; CLORIDRATO SERTRALINA; CPR REVEST 50 MG x 20; RBY;529903305119115; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 50 MG COM REV CT BL AL PLAS INC X 20; RBY
109718; TRANQUINAL; NOT FOUND; CPR 0.25 MG x 30; BAG;536512010006903; TRANQUINAL; NOT FOUND; 0.25 MG COM CT BL AL PLAS X 30; BAG
74220; FUROSEMIDA; FUROSEMIDA; CPR 40 MG x 500; HPO;511609203115112; FUROSEMIDA; FUROSEMIDA; 40 MG COM CX BL AL PLAS AMB X 500 (EMB HOSP); HPO
58759; NEOLIDONA; NOT FOUND; CPR 25 MG x 42; N_Q;519011801118414; NEOLIDONA; NOT FOUND; 25 MG COM CT 3 BL AL PLAS INC X 14; N_Q
78092; HELMIZOL; NOT FOUND; CPR 400 MG x 24; TTB;520711808119416; HELMIZOL; NOT FOUND; 400 MG COM CT BL AL PLAS INC X 24; TTB
103002; CARVEDILOL; CARVEDILOL; CPR 12.5 MG x 60; GM2;526112070085806; CARVEDILOL; CARVEDILOL; 12.5 MG COM CT BL AL AL X 60; GM2
62709; CARDICORON; NOT FOUND; CPR 200 MG x 20; TTB;520720902114413; CARDICORON; NOT FOUND; 200 MG COM CT BL AL PLAS INC X 20; TTB
85684; ROSULIB; NOT FOUND; CPR REVEST 10 MG x 30; SDZ;511518602114414; ROSULIB; NOT FOUND; 10 MG COM REV CT BL AL/AL X 30; SDZ
78834; CARBOCISTEINA; CARBOCISTEINA; XAR AD CAR 50 MG 100 ML x 1 (/ML); NV7;542012040000106; CARBOCISTEINA; CARBOCISTEINA; 50 MG/ML XPE AD CT FR PLAS TRANSP X 100 ML + CP MED; NV7
70547; HYLINC; NOT FOUND; AMP. 600 MG 2 ML x 50; HYP;511803601155411; HYLINC; NOT FOUND; 600 MG SOL INJ CX 50 AMP VD INC X 2 ML; HYP
78167; OX ESCITALOPRAM; NOT FOUND; CPR REVEST 10 MG x 14; RBY;529915801116114; OXALATO ESCITALOPRAM; OXALATO ESCITALOPRAM; 10 MG COM REV CT BL AL/AL X 14; RBY
108227; CLO PIOGLITAZO; CLORIDRATO PIOGLITAZONA; CPR 30 MG x 30; TNT;532712120011606; CLORIDRATO PIOGLITAZONA; CLORIDRATO PIOGLITAZONA; 30 MG COM CT BL AL/AL X 30; TNT
59934; AMIOBAL; NOT FOUND; CPR 200 MG x 30; BAL;521000102118410; AMIOBAL; NOT FOUND; 200 MG COM CT 3 BL AL PLAS INC X 10; BAL
72991; CLONAZEPAM; CLONAZEPAM; CPR 2 MG x 30; MD7;525065707114119; CLONAZEPAM; CLONAZEPAM; 2 MG COM CT BL AL PLAS INC X 30; MD7
69781; LEVOFLOXACINO; LEVOFLOXACINO; CPR 500 MG x 3; LG6;538819401111412; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG COM REV CT BL AL PLAS OPC X 3; LG6
62528; LEVOFLOXACINO; LEVOFLOXACINO; CPR REVEST 500 MG x 7; NQA;525302205117112; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG COM REV CT BL AL PLAS TRANS X 7; NQA
74642; CLOR RANITIDINA; CLORIDRATO RANITIDINA; CPR REVEST 150 MG x 20; GM2;526127302110117; CLORIDRATO RANITIDINA; CLORIDRATO RANITIDINA; 150 MG COM REV CT BL AL/AL X 20; GM2
83722; CLO PIOGLITAZO; CLORIDRATO PIOGLITAZONA; CPR 15 MG x 15; NQA;525308903118113; CLORIDRATO PIOGLITAZONA; CLORIDRATO PIOGLITAZONA; 15 MG COM CT FR PLAS OPC X 15; NQA
80667; CARDILOL; NOT FOUND; CPR 12.5 MG x 60; LIB;523700809113412; CARDILOL; NOT FOUND; 12.50 MG COM CT BL AL PLAS INC X 60; LIB
