526100102137419, A SAÚDE DA MULHER, A SAUDE MULHER, NOT FOUND, 150ML SOL, GM2
526123701169112, ACICLOVIR, ACICLOVIR, ACICLOVIR, 50 MG/G CREM DERM CT BG AL X 10 G, GM2
526128701116117, ÁCIDO MEFENÂMICO, ACIDO MEFENAMICO, ACIDO MEFENAMICO, 500 MG COM CT BL AL PLAS OPC X 24, GM2
526119901167115, ADAPALENO, ADAPALENO, ADAPALENO, 1 MG/G CREM DERM CT BG AL X 30 G, GM2
526119902163113, ADAPALENO, ADAPALENO, ADAPALENO, 1 MG/G GEL CT BG AL X 30 G, GM2
526118302111114, ALBENDAZOL, ALBENDAZOL, ALBENDAZOL, 200 MG COM MAST CT BL AL PLAS LEIT X 2, GM2
526118303134118, ALBENDAZOL, ALBENDAZOL, ALBENDAZOL, 40 MG/ML SUS OR CT FR VD AMB X 10 ML + CP MED, GM2
526118301115116, ALBENDAZOL, ALBENDAZOL, ALBENDAZOL, 400 MG COM MAST CT STR X 1, GM2
526122303119117, ALENDRONATO DE SÓDIO, ALENDRONATO SODIO, ALENDRONATO SODIO TRI-HIDRATADO, 10 MG COM CT BL AL PLAS LEIT X 28, GM2
526122301116110, ALENDRONATO DE SÓDIO, ALENDRONATO SODIO, ALENDRONATO SODIO TRI-HIDRATADO, 70 MG COM CT BL AL PLAS LEIT X 2, GM2
526122302112119, ALENDRONATO DE SÓDIO, ALENDRONATO SODIO, ALENDRONATO SODIO TRI-HIDRATADO, 70 MG COM CT BL AL PLAS LEIT X 4, GM2
526118401111112, ALPRAZOLAM (B1), ALPRAZOLAM B1, NOT FOUND, 0.25 MG COM CT BL AL PLAS INC X 20, GM2
526118404119114, ALPRAZOLAM (B1), ALPRAZOLAM B1, NOT FOUND, 0.25 MG COM CT BL AL PLAS INC X 30, GM2
526118402116118, ALPRAZOLAM (B1), ALPRAZOLAM B1, NOT FOUND, 0.5 MG 2BLT C/ 10COMP, GM2
526118408114117, ALPRAZOLAM (B1), ALPRAZOLAM B1, NOT FOUND, 0.5 MG COM CT BL AL PLAS INC X 30, GM2
526118403112116, ALPRAZOLAM (B1), ALPRAZOLAM B1, NOT FOUND, 1 MG 2BLT C/ 10COMP, GM2
526118405115112, ALPRAZOLAM (B1), ALPRAZOLAM B1, NOT FOUND, 1 MG COM CT BL AL PLAS INC X 30, GM2
526118406111110, ALPRAZOLAM (B1), ALPRAZOLAM B1, NOT FOUND, 2 MG COM CT BL AL PLAS INC X 20, GM2
526118407118119, ALPRAZOLAM (B1), ALPRAZOLAM B1, NOT FOUND, 2 MG COM CT BL AL PLAS INC X 30, GM2
526100407116113, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG COM CT BL AL PLAS LEIT X 21, GM2
526100405131115, AMOXICILINA, AMOXICILINA, AMOXICILINA, 80 MG/ML PO SUS ORAL FR VD AMB X 100 ML + SER PLAS DOS, GM2
526100406111118, AMOXICILINA, AMOXICILINA, AMOXICILINA, 875 MG COM REVES CT BL AL AL X 14, GM2
526100401118114, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG 1 BL X 15 CAPS, GM2
526100402114112, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG 1 BL X 21 CAPS, GM2
526100403137116, AMOXICILINA, AMOXICILINA, AMOXICILINA, SUSP PO 250MG/5ML FR X150ML, GM2
526128001114111, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT BL AL/ AL X 12, GM2
526128002110111, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT BL AL/ AL X 14, GM2
526113602117117, ATENOLOL, ATENOLOL, ATENOLOL, 100 MG COM CT 3 BL AL PLAS INC X 10, GM2
526113601110119, ATENOLOL, ATENOLOL, ATENOLOL, 25 MG COM CT 2 BL AL PLAS INC X 15, GM2
526113603113115, ATENOLOL, ATENOLOL, ATENOLOL, 50 MG COM CT 2 BL AL PLAS INC X 15, GM2
526118501114113, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 100 MG + 25 MG COM CT BL AL PLAS INC X 30, GM2
526118502110111, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 50/12.5 MG C/30COMP, GM2
526134701114410, ATORLESS, ATORLESS, NOT FOUND, 10 MG COM REV CT BL AL / AL X 30, GM2
526133202114115, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 10 MG COM REV CT BL AL AL X 30, GM2
526134702110419, ATORLESS, ATORLESS, NOT FOUND, 20 MG COM REV CT BL AL / AL X 30, GM2
526133203110113, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 20 MG COM REV CT BL AL AL X 30, GM2
526134703117417, ATORLESS, ATORLESS, NOT FOUND, 40 MG COM REV CT BL AL / AL X 30, GM2
526133204117111, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 40 MG COM REV CT BL AL AL X 30, GM2
526133201118117, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 80 MG COM REV CT BL AL AL X 30, GM2
526125201112118, AZITROMICINA DIIDRATADA, AZITROMICINA DIIDRATADA, NOT FOUND, 1000 MG COM REV CT BL AL PLAS LEIT X 1, GM2
526135801112418, ALERADINA, ALERADINA, NOT FOUND, 5 MG COM REV CT BL AL PLAS OPC X 10, GM2
526100201119311, AFBM, AFBM, NOT FOUND, 3 BL X 10 CAPS. GEL., GM2
526100604159419, ANSIALEN, ANSIALEN, NOT FOUND, INJ 100 AMP X 1ML HOSP, GM2
526100602131411, ANSIALEN, ANSIALEN, NOT FOUND, B6 GTS FR X 20ML, GM2
526123901151111, ALGESTONA ACETONIDA + ENANTATO DE ESTRADIOL, ALGESTONA ACETONIDA ENANTATO ESTRADIOL, NOT FOUND, 150 MG/ML + 10 MG/ML SOL INJ IM CT AMP VD AMB X 1 ML, GM2
526100303116419, ALERGALIV, ALERGALIV, NOT FOUND, 10 MG 3 BL X 5 COMP, GM2
526100304139412, ALERGALIV, ALERGALIV, NOT FOUND, 1MG/ML XPE FR X 100ML, GM2
526119801162111, ACETONIDA DE TRIANCINOLONA + SULFATO DE NEOMICINA + GRAMICIDINA + NISTATINA, ACETONIDA TRIANCINOLONA SULFATO NEOMICINA GRAMICIDINA NISTATINA, NOT FOUND, 1 MG/G + 2.5 MG/G + 0.25 MG/G + 100.000 UI/G CREM DERM BG AL X 30 G, GM2
526119802169111, ACETONIDA DE TRIANCINOLONA + SULFATO DE NEOMICINA + GRAMICIDINA + NISTATINA, ACETONIDA TRIANCINOLONA SULFATO NEOMICINA GRAMICIDINA NISTATINA, NOT FOUND, 1 MG/G + 2.5 MG/G + 0.25 MG/G + 100.000 UI/G POM DERM BG AL X 30 G, GM2
526129701111415, ANALDENE, ANALDENE, NOT FOUND, 20 MG COM SOLUV CT BL AL PLAS OPC X 10, GM2
526100102137419, A SAÚDE DA MULHER, A SAUDE MULHER, NOT FOUND, 150ML SOL, GM2
526123801139411, ALERGALIV D, ALERGALIV D, NOT FOUND, 1 MG/ML + 12 MG/ML XPE CT FR VD AMB X 60 ML + CP DOS, GM2
526118001162119, ACETONIDA TRIANCINOLONA, ACETONIDA TRIANCINOLONA, NOT FOUND, POM 1MG BIS C/ 10G., GM2
