63813, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 18,504600202113114, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50MG/ML + 12
112796, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 14 (/125),511512210117110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT STR AL X 12
112796, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 14 (/125),511512208112115, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 14
112796, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 14 (/125),511512201134113, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50 MG/ML + 12
112796, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 14 (/125),511512202130111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50 MG/ML + 12
112796, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 14 (/125),511512203137111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 25 MG/ML + 6
112796, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 14 (/125),511512204133118, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 25 MG/ML + 6
112796, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 14 (/125),511512205113110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500 MG + 125 MG COM REV CT STR AL X 12
112796, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 14 (/125),511512211131117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, (80+11
112796, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 14 (/125),511512206111111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 850 MG + 125 MG COM REV CT STR AL X 20
112796, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 14 (/125),511512209119113, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 20 
112796, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 14 (/125),511512207116117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 12
112796, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 14 (/125),511512206111111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT STR AL X 20
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62),511512210117110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT STR AL X 12
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62),511512208112115, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 14
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62),511512201134113, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50 MG/ML + 12
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62),511512202130111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50 MG/ML + 12
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62),511512203137111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 25 MG/ML + 6
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62),511512204133118, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 25 MG/ML + 6
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62),511512205113110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500 MG + 125 MG COM REV CT STR AL X 12
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62),511512211131117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, (80+11
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62),511512206111111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 850 MG + 125 MG COM REV CT STR AL X 20
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62),511512209119113, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 20 
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62),511512207116117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 12
72318, AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/62),511512206111111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT STR AL X 20
58486, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 12 (/125),511512210117110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT STR AL X 12
58486, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 12 (/125),511512208112115, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 14
58486, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 12 (/125),511512201134113, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50 MG/ML + 12
58486, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 12 (/125),511512202130111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50 MG/ML + 12
58486, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 12 (/125),511512203137111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 25 MG/ML + 6
58486, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 12 (/125),511512204133118, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 25 MG/ML + 6
58486, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 12 (/125),511512205113110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500 MG + 125 MG COM REV CT STR AL X 12
58486, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 12 (/125),511512211131117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, (80+11
58486, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 12 (/125),511512206111111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 850 MG + 125 MG COM REV CT STR AL X 20
58486, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 12 (/125),511512209119113, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 20 
58486, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 12 (/125),511512207116117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 12
58486, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 12 (/125),511512206111111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT STR AL X 20
67841, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 16,511514302116117, AMOXICILINA, AMOXICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 20 
67841, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 16,511514304119113, AMOXICILINA, AMOXICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 30 
67841, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 16,511500501138412, AMOXINA, NOT FOUND, 250 MG/5 ML SUS OR CT FR VD AMB X 60 ML
67841, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 16,511512210117110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT STR AL X 12
67841, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 16,511512208112115, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 14
67841, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 16,511512201134113, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50 MG/ML + 12
67841, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 16,511512202130111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50 MG/ML + 12
67841, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 16,511512203137111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 25 MG/ML + 6
67841, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 16,511500502118415, AMOXINA, NOT FOUND, 500 MG CAP GEL DURA CT BL AL PLAS INC X 8
67841, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 16,511512204133118, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 25 MG/ML + 6
67841, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 16,511512205113110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500 MG + 125 MG COM REV CT STR AL X 12
67841, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 16,511500503114413, AMOXINA, NOT FOUND, 500 MG CAP GEL DURA CT BL AL PLAS INC X 12
67841, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 16,511512211131117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, (80+11
67841, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 16,511512206111111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 850 MG + 125 MG COM REV CT STR AL X 20
67841, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 16,511512209119113, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 20 
67841, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 16,511514303112115, AMOXICILINA, AMOXICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 21 
67841, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 16,511514301111111, AMOXICILINA, AMOXICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 16 
67841, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 16,511512207116117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 12
67841, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 16,511500504110411, AMOXINA, NOT FOUND, 500MG CAP GEL DURA CT BL AL PLAS INC X 21
67841, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 16,511500504110411, AMOXINA, NOT FOUND, 500 MG CAP GEL DURA CT BL AL PLAS INC X 21
67841, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 16,511512206111111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT STR AL X 20
57838, AMOXINA, NOT FOUND, CAPS 500 MG x 12,511514302116117, AMOXICILINA, AMOXICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 20 
57838, AMOXINA, NOT FOUND, CAPS 500 MG x 12,511514304119113, AMOXICILINA, AMOXICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 30 
57838, AMOXINA, NOT FOUND, CAPS 500 MG x 12,511500501138412, AMOXINA, NOT FOUND, 250 MG/5 ML SUS OR CT FR VD AMB X 60 ML
57838, AMOXINA, NOT FOUND, CAPS 500 MG x 12,511512210117110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT STR AL X 12
57838, AMOXINA, NOT FOUND, CAPS 500 MG x 12,511512208112115, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 14
57838, AMOXINA, NOT FOUND, CAPS 500 MG x 12,511512201134113, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50 MG/ML + 12
57838, AMOXINA, NOT FOUND, CAPS 500 MG x 12,511512202130111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50 MG/ML + 12
57838, AMOXINA, NOT FOUND, CAPS 500 MG x 12,511512203137111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 25 MG/ML + 6
57838, AMOXINA, NOT FOUND, CAPS 500 MG x 12,511500502118415, AMOXINA, NOT FOUND, 500 MG CAP GEL DURA CT BL AL PLAS INC X 8
57838, AMOXINA, NOT FOUND, CAPS 500 MG x 12,511512204133118, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 25 MG/ML + 6
57838, AMOXINA, NOT FOUND, CAPS 500 MG x 12,511512205113110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500 MG + 125 MG COM REV CT STR AL X 12
57838, AMOXINA, NOT FOUND, CAPS 500 MG x 12,511500503114413, AMOXINA, NOT FOUND, 500 MG CAP GEL DURA CT BL AL PLAS INC X 12
57838, AMOXINA, NOT FOUND, CAPS 500 MG x 12,511512211131117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, (80+11
57838, AMOXINA, NOT FOUND, CAPS 500 MG x 12,511512206111111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 850 MG + 125 MG COM REV CT STR AL X 20
57838, AMOXINA, NOT FOUND, CAPS 500 MG x 12,511512209119113, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 20 
57838, AMOXINA, NOT FOUND, CAPS 500 MG x 12,511514303112115, AMOXICILINA, AMOXICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 21 
57838, AMOXINA, NOT FOUND, CAPS 500 MG x 12,511514301111111, AMOXICILINA, AMOXICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 16 
57838, AMOXINA, NOT FOUND, CAPS 500 MG x 12,511512207116117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 12
57838, AMOXINA, NOT FOUND, CAPS 500 MG x 12,511500504110411, AMOXINA, NOT FOUND, 500MG CAP GEL DURA CT BL AL PLAS INC X 21
57838, AMOXINA, NOT FOUND, CAPS 500 MG x 12,511500504110411, AMOXINA, NOT FOUND, 500 MG CAP GEL DURA CT BL AL PLAS INC X 21
57838, AMOXINA, NOT FOUND, CAPS 500 MG x 12,511512206111111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT STR AL X 20
76542, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 14 (/125),511512210117110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT STR AL X 12
76542, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 14 (/125),511512208112115, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 14
76542, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 14 (/125),511512201134113, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50 MG/ML + 12
76542, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 14 (/125),511512202130111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50 MG/ML + 12
76542, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 14 (/125),511512203137111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 25 MG/ML + 6
76542, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 14 (/125),511512204133118, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 25 MG/ML + 6
76542, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 14 (/125),511512205113110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500 MG + 125 MG COM REV CT STR AL X 12
76542, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 14 (/125),511512211131117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, (80+11
76542, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 14 (/125),511512206111111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 850 MG + 125 MG COM REV CT STR AL X 20
76542, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 14 (/125),511512209119113, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 20 
76542, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 14 (/125),511512207116117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 12
76542, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 14 (/125),511512206111111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT STR AL X 20
61835, AMPICILINA, AMPICILINA, CAPS 500 MG x 24,511512103116110, AMPICILINA, AMPICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 18
61835, AMPICILINA, AMPICILINA, CAPS 500 MG x 24,511512101113114, AMPICILINA, AMPICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 12
61835, AMPICILINA, AMPICILINA, CAPS 500 MG x 24,511512102111115, AMPICILINA, AMPICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 24
112797, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 21 (/125),511512210117110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT STR AL X 12
112797, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 21 (/125),511512208112115, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 14
112797, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 21 (/125),511512201134113, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50 MG/ML + 12
112797, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 21 (/125),511512202130111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50 MG/ML + 12
112797, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 21 (/125),511512203137111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 25 MG/ML + 6
112797, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 21 (/125),511512204133118, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 25 MG/ML + 6
112797, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 21 (/125),511512205113110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500 MG + 125 MG COM REV CT STR AL X 12
112797, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 21 (/125),511512211131117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, (80+11
112797, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 21 (/125),511512206111111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 850 MG + 125 MG COM REV CT STR AL X 20
112797, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 21 (/125),511512209119113, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 20 
112797, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 21 (/125),511512207116117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 12
112797, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 21 (/125),511512206111111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT STR AL X 20
72319, ATENOPRESS, NOT FOUND, CPR REVEST 50 MG x 30,511500806117419, ATENOPRESS, NOT FOUND, 50 MG COM BL AL PLAS INC X 30 
72319, ATENOPRESS, NOT FOUND, CPR REVEST 50 MG x 30,511500805110410, ATENOPRESS, NOT FOUND, 25 MG COM BL AL PLAS INC X 30 
72319, ATENOPRESS, NOT FOUND, CPR REVEST 50 MG x 30,511500801115418, ATENOPRESS, NOT FOUND, 100 MG COM BL AL PLAS INC X 28 
72319, ATENOPRESS, NOT FOUND, CPR REVEST 50 MG x 30,511500802111416, ATENOPRESS, NOT FOUND, 25 MG COM BL AL PLAS INC X 28
72319, ATENOPRESS, NOT FOUND, CPR REVEST 50 MG x 30,511500804114412, ATENOPRESS, NOT FOUND, 100 MG COM BL AL PLAS INC X 30 
72319, ATENOPRESS, NOT FOUND, CPR REVEST 50 MG x 30,511500803118414, ATENOPRESS, NOT FOUND, 50 MG COM BL AL PLAS INC X 28 
66586, AROTIN, NOT FOUND, CPR REVEST 20 MG x 30,511510403112416, AROTIN, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 20
66586, AROTIN, NOT FOUND, CPR REVEST 20 MG x 30,511510401111412, AROTIN, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 30
66586, AROTIN, NOT FOUND, CPR REVEST 20 MG x 30,511510402116418, AROTIN, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 10
72456, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,511514302116117, AMOXICILINA, AMOXICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 20 
72456, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,511514304119113, AMOXICILINA, AMOXICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 30 
72456, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,511500501138412, AMOXINA, NOT FOUND, 250 MG/5 ML SUS OR CT FR VD AMB X 60 ML
72456, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,511512210117110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT STR AL X 12
72456, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,511512208112115, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 14
72456, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,511512201134113, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50 MG/ML + 12
72456, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,511512202130111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50 MG/ML + 12
72456, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,511512203137111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 25 MG/ML + 6
72456, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,511500502118415, AMOXINA, NOT FOUND, 500 MG CAP GEL DURA CT BL AL PLAS INC X 8
72456, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,511512204133118, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 25 MG/ML + 6
72456, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,511512205113110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500 MG + 125 MG COM REV CT STR AL X 12
72456, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,511500503114413, AMOXINA, NOT FOUND, 500 MG CAP GEL DURA CT BL AL PLAS INC X 12
72456, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,511512211131117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, (80+11
72456, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,511512206111111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 850 MG + 125 MG COM REV CT STR AL X 20
72456, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,511512209119113, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 20 
72456, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,511514303112115, AMOXICILINA, AMOXICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 21 
72456, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,511514301111111, AMOXICILINA, AMOXICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 16 
72456, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,511512207116117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT FR PLAS OPC X 12
72456, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,511500504110411, AMOXINA, NOT FOUND, 500MG CAP GEL DURA CT BL AL PLAS INC X 21
72456, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,511500504110411, AMOXINA, NOT FOUND, 500 MG CAP GEL DURA CT BL AL PLAS INC X 21
72456, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,511512206111111, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT STR AL X 20
58901, AMPICILINA, AMPICILINA, CAPS 500 MG x 12,511512103116110, AMPICILINA, AMPICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 18
58901, AMPICILINA, AMPICILINA, CAPS 500 MG x 12,511512101113114, AMPICILINA, AMPICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 12
58901, AMPICILINA, AMPICILINA, CAPS 500 MG x 12,511512102111115, AMPICILINA, AMPICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 24
71602, ATENOLOL, ATENOLOL, CPR 25 MG x 60,511500702117110, ATENOLOL, ATENOLOL, 25 MG COM REV CT BL AL PLAS INC X 30
71602, ATENOLOL, ATENOLOL, CPR 25 MG x 60,511500703113119, ATENOLOL, ATENOLOL, 50 MG COM REV CT BL AL PLAS INC X 30
71602, ATENOLOL, ATENOLOL, CPR 25 MG x 60,511500704111111, ATENOLOL, ATENOLOL, 100 MG COM REV CT BL AL PLAS INC X 60
71602, ATENOLOL, ATENOLOL, CPR 25 MG x 60,511500706112113, ATENOLOL, ATENOLOL, 50 MG COM REV CT BL AL PLAS INC X 60
71602, ATENOLOL, ATENOLOL, CPR 25 MG x 60,511500705116115, ATENOLOL, ATENOLOL, 25 MG COM REV CT BL AL PLAS INC X 60
71602, ATENOLOL, ATENOLOL, CPR 25 MG x 60,511500701110112, ATENOLOL, ATENOLOL, 100 MG COM REV CT BL AL PLAS INC X 30
63925, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 30,511510902119114, ALPRAZOLAM, ALPRAZOLAM, 1 MG COM CT BL AL PLAS INC X 20
63925, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 30,511510903115112, ALPRAZOLAM, ALPRAZOLAM, 2 MG COM CT FR VD AMB X 30
63925, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 30,511510901112116, ALPRAZOLAM, ALPRAZOLAM,0
61721, AMLOVASC, NOT FOUND, CPR 10 MG x 20,511500408111410, AMLOVASC, NOT FOUND, 5 MG COM CT BL AL PLAS LEIT X 30
61721, AMLOVASC, NOT FOUND, CPR 10 MG x 20,511500405112416, AMLOVASC, NOT FOUND, 10 MG COM CT BL AL PLAS LEIT X 20
61721, AMLOVASC, NOT FOUND, CPR 10 MG x 20,511500406119414, AMLOVASC, NOT FOUND, 10 MG COM CT BL AL PLAS LEIT X 30
