1002900330017; CANCIDAS; CANCIDAS; NOT FOUND; 50 MG PO LIOF SOL INJ CT FA VD INC; NO_ACR
1168800140541; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; (NA 138 + K 1.0 + CA 3.0 + CL 108) MEQ/L SOL HEMO CX 4 FR PLAS X 5 L  ; NO_ACR
1168800140551; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; (NA 138 + K 1.5 + CA 3.0 + CL 108.5) MEQ/L SOL HEMO CX 4 FR PLAS X 5 L  ; NO_ACR
1168800140568; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; (NA 138 + K 2.0 + CA 3.0 + CL 109) MEQ/L SOL HEMO CX 4 FR PLAS X 5 L ; NO_ACR
1168800140126; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 3.0 + CA 3.5 + CL 107.5 SOL HEMO CX 4 FR PLAS X 5 L   ; NO_ACR
1168800140525; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; (NA 138 + K 2.5 + CA 3.0 + CL 106.5) MEQ/L SOL HEMO CX 4 FR PLAS X 5 L  ; NO_ACR
1168800140533; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; (NA 138 + K 3.0 + CA 3.0 + CL 107) MEQ/L SOL HEMO CX 4 FR PLAS X 5 L ; NO_ACR
1168800140576; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; (NA 138 + K 2.5 + CA 3.0 + CL 109.5) MEQ/L SOL HEMO CX 4 FR PLAS X 5 L ; NO_ACR
1168800140584; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; (NA 138 + K 3.0 + CA 3.0 + CL 110) MEQ/L SOL HEMO CX 4 FR PLAS X 5 L  ; NO_ACR
1168800140592; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; ( 138 +  1.0 +  3.0 +  105) MEQ/L SOL HEMO CX 4 FR PLAS X 6 L ; NO_ACR
1168800140606; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; ( 138 +  1.5 +  3.0 +  105.5) MEQ/L SOL HEMO CX 4 FR PLAS X 6 L ; NO_ACR
1168800140614; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; ( 138 +  2.0 +  3.0 +  106) MEQ/L SOL HEMO CX 4 FR PLAS X 6 L ; NO_ACR
1168800140630; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; ( 138 +  3.0 +  3.0 +  107) MEQ/L SOL HEMO CX 4 FR PLAS X 6 L ; NO_ACR
1168800140649; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; ( 138 +  1.0 +  3.0 +  108) MEQ/L SOL HEMO CX 4 FR PLAS X 6 L  ; NO_ACR
1168800140657; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; ( 138 +  1.5 +  3.0 +  108.5) MEQ/L SOL HEMO CX 4 FR PLAS X 6 L  ; NO_ACR
1168800140665; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; ( 138 +  2.0 +  3.0 +  109) MEQ/L SOL HEMO CX 4 FR PLAS X 6 L ; NO_ACR
1168800140673; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; ( 138 +  2.5 +  3.0 +  109.5) MEQ/L SOL HEMO CX 4 FR PLAS X 6 L ; NO_ACR
1168800140681; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; ( 138 +  3.0 +  3.0 +  110) MEQ/L SOL HEMO CX 4 FR PLAS X 6 L  ; NO_ACR
1168800140691; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; ( 138 +  2.5 +  3.0 +  106.5) MEQ/L SOL HEMO CX 4 FR PLAS X 6 L  ; NO_ACR
1168800140096; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 2.5 + CA 2.5 + CL 106.0 SOL HEMO CX 4 FR PLAS X 5 L; NO_ACR
1168800140118; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 3.0 + CA 2.5 + CL 106.5 SOL HEMO CX 4 FR PLAS X 5 L; NO_ACR
1168800140029; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + CA 3.5 + CL 104.5 SOL HEMO CX 4 FR PLAS X 5 L; NO_ACR
1169100050106; CPHD AC 35; CPHD AC 35; NOT FOUND; NA 103 MEQ/L + CA 2.5 MEQ/L + K 1.0 MEQ/L + MG 1.0 MEQ/L HD ACD BOMB PLAST X 5 L; NO_ACR
1169100050084; CPHD AC 35; CPHD AC 35; NOT FOUND; NA 103 MEQ/L + CA 3.5 MEQ/L + K 2.0 MEQ/L + MG 1.0 MEQ/L HD ACD BOMB PLAST X 5 L; NO_ACR
1169100050092; CPHD AC 35; CPHD AC 35; NOT FOUND; NA 103 MEQ/L + CA 3.0 MEQ/L + K 1.5 MEQ/L + MG 1.0 MEQ/L HD ACD BOMB PLAST X 5 L; NO_ACR
1169100050076; CPHD AC 45; CPHD AC 45; NOT FOUND; NA 99.65 MEQ/L + CA 3.5 MEQ/L + 1.5 MEQ/L + MG 1.0 MEQ/L HD ACD BOMB PLAS X 6.2 L; NO_ACR
1169100050051; CPHD AC 45; CPHD AC 45; NOT FOUND; NA 99.65 MEQ/L + CA 2.5 MEQ/L + 1.5 MEQ/L + MG 1.0 MEQ/L HD ACD BOMB PLAS X 6.2 L; NO_ACR
1169100050068; CPHD AC 45; CPHD AC 45; NOT FOUND; NA 99.65 MEQ/L + CA 3.0 MEQ/L + 1.5 MEQ/L + MG 1.0 MEQ/L HD ACD BOMB PLAS X 6.2 L; NO_ACR
1169100050033; CPHD AC 35; CPHD AC 35; NOT FOUND; NA 140 + CA 3.5 + K 1.5 MEQ HD ACD BOMB PLAS 5 L + 8.4% BIC SODIO HD BAS BOMB PLAS 5L; NO_ACR
1169100050025; CPHD AC 35; CPHD AC 35; NOT FOUND; NA 138 + CA 3.5 + K 1.0 MEQ HD ACD BOMB PLAS 5 L + 8.4% BIC SODIO HD BAS BOMB PLAS 5L; NO_ACR
1169100050017; CPHD AC 35; CPHD AC 35; NOT FOUND; NA 140 + CA 2.5 + K 1.5 MEQ HD ACD BOMB PLAS 5 L + 8.4% BIC SODIO HD BAS BOMB PLAS 5L; NO_ACR
1169100050041; CPHD AC 35; CPHD AC 35; NOT FOUND; NA 140 + CA 3.5 + K 0.5 MEQ HD ACD BOMB PLAS 5 L + 8.4% BIC SODIO HD BAS BOMB PLAS 5L; NO_ACR
1169100060039; CPHD AC 35 COM GLICOSE; CPHD AC 35 GLICOSE; NOT FOUND; 103 MEQ/L NA + 1.5 MEQ/L K + 3.0 MEQ/L CA + 1.0 MEQ/L MG + 90 MG% GLICOSE HDACD BOMB PLAS X 5 L; NO_ACR
1169100060012; CPHD AC 35 COM GLICOSE; CPHD AC 35 GLICOSE; NOT FOUND; 105 MEQ/L NA + 1.5 MEQ/L K + 2.5 MEQ/L CA + 1.0 MEQ/L MG + 90 MG% GLICOSE HDACD BOMB PLAS X 5L; NO_ACR
1169100060020; CPHD AC 35 COM GLICOSE; CPHD AC 35 GLICOSE; NOT FOUND; 105 MEQ/L NA + 1.5 MEQ/L K + 3.5 MEQ/L CA + 1.0 MEQ/L MG + 90 MG% GLICOSE HDACD BOMB PLAS X 5L; NO_ACR
1027000070108; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 100 MG/ML SOL INJ IV CX 100 AMP VD INC X 10 ML; NO_ACR
1027000070140; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 150 MG/ML SOL INJ IV CX 100 AMP VD INC X 10 ML; NO_ACR
1027000070051; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 191 MG/ML SOL INJ IV CX 100 AMP VD INC X 10 ML; NO_ACR
1027000070183; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 200 MG/ML SOL INJ IV CX 100 AMP VD INC X 10 ML; NO_ACR
1097100120014; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10% AMP 10 ML; NO_ACR
1097100210021; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 15% AMP 10 ML; NO_ACR
1097100120022; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1% AMP 10 ML; NO_ACR
1040700700018; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10 % / AMP - CX C/ 50 AMP C/10ML; NO_ACR
1018300040019; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; CX. C/100 AMPOLAS X 10 ML; NO_ACR
1027000070248; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 6 % XPE FR C/ 150 ML; NO_ACR
1057700450040; CLOTÁSSIO; CLOTASSIO; NOT FOUND; 60 MG/ML XPE CT FR VD AMB X 100 ML (SABOR CEREJA); NO_ACR
1081700120048; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; XPE CT FR VD AMB X 180ML; NO_ACR
1027000070221; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 500 MG CX C/ 50 DRG; NO_ACR
1556200260173; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 40 BOLS PLAS PVC INC X 250 ML (SIST FECHADO); NO_ACR
1556200260297; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 10 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO); NO_ACR
1556200260084; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 10 BOLS PLAS PVC INC X 200 ML (SIST FECHADO); NO_ACR
1556200260157; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 10 BOLS PLAS PVC INC X 250 ML (SIST FECHADO); NO_ACR
1556200260221; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 10 BOLS PLAS PVC INC X 500 ML (SIST FECHADO); NO_ACR
1556200260017; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 10 BOLS PVC INC SIST FECH X 100 ML; NO_ACR
1556200260149; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 100 BOLS PLAS PVC INC X 200 ML (SIST FECHADO); NO_ACR
1556200260211; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 100 BOLS PLAS PVC INC X 250 ML (SIST FECHADO); NO_ACR
1556200260289; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 100 BOLS PLAS PVC INC X 500 ML (SIST FECHADO); NO_ACR
1556200260076; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 100 BOLS PVC INC SIST FECH X 100 ML; NO_ACR
1556200260300; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 25 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO); NO_ACR
1556200260092; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 25 BOLS PLAS PVC INC X 200 ML (SIST FECHADO); NO_ACR
1556200260165; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 25 BOLS PLAS PVC INC X 250 ML (SIST FECHADO); NO_ACR
1556200260238; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 25 BOLS PLAS PVC INC X 500 ML (SIST FECHADO); NO_ACR
1556200260025; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 25 BOLS PVC INC SIST FECH X 100 ML; NO_ACR
1556200260319; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 40 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO); NO_ACR
1556200260106; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 40 BOLS PLAS PVC INC X 200 ML (SIST FECHADO); NO_ACR
1556200260246; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 40 BOLS PLAS PVC INC X 500 ML (SIST FECHADO); NO_ACR
1556200260033; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 40 BOLS PVC INC SIST FECH X 100 ML; NO_ACR
1556200260327; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 50 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO0; NO_ACR
1556200260114; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 50 BOLS PLAS PVC INC X 200 ML (SIST FECHADO); NO_ACR
1556200260181; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 50 BOLS PLAS PVC INC X 250 ML (SIST FECHADO); NO_ACR
1556200260254; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 50 BOLS PLAS PVC INC X 500 ML (SIST FECHADO); NO_ACR
1556200260041; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 50 BOLS PVC INC SIST FECH X 100 ML; NO_ACR
1556200260335; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 60 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO); NO_ACR
1556200260122; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 60 BOLS PLAS PVC INC X 200 ML (SIST FECHADO); NO_ACR
1556200260191; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 60 BOLS PLAS PVC INC X 250 ML (SIST FECHADO); NO_ACR
1556200260262; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 60 BOLS PLAS PVC INC X 500 ML (SIST FECHADO); NO_ACR
1556200260051; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 60 BOLS PVC INC SIST FECH X 100 ML; NO_ACR
1556200260130; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 72 BOLS PLAS PVC INC X 200 ML (SIST FECHADO); NO_ACR
1556200260203; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 72 BOLS PLAS PVC INC X 250 ML (SIST FECHADO); NO_ACR
1556200260270; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 72 BOLS PLAS PVC INC X 500 ML (SIST FECHADO); NO_ACR
1556200260068; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 72 BOLS PVC INC SIST FECH X 100 ML; NO_ACR
1556200260351; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 100 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO); NO_ACR
1556200260343; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 72 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO); NO_ACR
1027000080090; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 0.9% CX C/ 100 AMP X 10 ML; NO_ACR
1027000080014; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 10 % CX C/ 100 AMP X 10 ML; NO_ACR
1027000080057; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 20 % CX C/ 100 AMP X 10 ML; NO_ACR
1027000080065; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 20% CX C/ 100 AMP X 20 ML; NO_ACR
1070400070045; CL DE SÓDIO; CL SODIO; NOT FOUND; SOL INJ 0.9%AMP 250 ML; NO_ACR
1070400070053; CL DE SÓDIO; CL SODIO; NOT FOUND; SOL INJ 0.9%AMP 500 ML; NO_ACR
1070400070061; CL DE SÓDIO; CL SODIO; NOT FOUND; SOL INJ 0.9%AMP1000ML; NO_ACR
1018300130018; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; CX. C/20 AMPOLAS X 500 ML; NO_ACR
1201400020056; C.P.H.D. - CLORETO DE SÓDIO + CLORETO DE CÁLCIO; C P H D CLORETO SODIO CLORETO CALCIO; NOT FOUND; NA 138 + K 1.0 MEQ SOL HD ACD FR PLAS TRANSP GAL X 5000 ML; NO_ACR
1201400040014; CLORETO DE SÓDIO + ASSOCIADO; CLORETO SODIO ASSOCIADO; NOT FOUND; NA 138.0 + K 2.0 SOL CONC A+B HD CX 2 GAL PLAS TRANS X 5000 ML; NO_ACR
1651200040012; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ CX 10 FR PLAS TRANS X 1000 ML; NO_ACR
1651200040020; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ CX 20 FR PLAS TRANS X 500 ML; NO_ACR
1651200040039; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ CX 40 FR PLAS TRANS X 250 ML; NO_ACR
1651200040047; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ CX 60 FR PLAS TRANS X 125 ML; NO_ACR
1651200040152; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX BOLS PP TRANS SIST FECH X 1000 ML; NO_ACR
1651200040128; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX FA PP TRANS SIST FECH X 1000 ML; NO_ACR
1651200040144; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX BOLS PP TRANS SIST FECH X 500 ML; NO_ACR
1651200040111; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX FA PP TRANS SIST FECH X 500 ML; NO_ACR
1651200040136; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX BOLS PP TRANS SIST FECH X 250 ML; NO_ACR
1651200040101; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX FA PP TRANS SIST FECH X 250 ML; NO_ACR
1651200040179; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX BOLS PP TRANS SIST FECH X 100 ML; NO_ACR
1651200040160; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX FA PP TRANS SIST FECH X 100 ML; NO_ACR
1651200040225; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 60 BOLS PP TRANS SIST FECH X 100 ML (CONT 50 ML); NO_ACR
1651200040217; CLORETO DE SÓDIO 0,9%; CLORETO SODIO 0 9; NOT FOUND; 9 MG/ML SOL INJ IV CX 60 FA PP TRANS SIST FECH X 100 ML (CONT 50 ML); NO_ACR
1099300070017; CIRUCAINA; CIRUCAINA; NOT FOUND; INJ CX.TB DE 1.8 ML; NO_ACR
1490100010012; CITANEST; CITANEST; NOT FOUND; CX. C/ 50 TUBETES 1.8ML; NO_ACR
1097100020060; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 0.9% AMP 10 ML; NO_ACR
1097100020079; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 0.9% AMP 20 ML; NO_ACR
1097100020133; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 0.9% BOLSA 100 ML; NO_ACR
1097100020168; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 0.9% BOLSA 1000 ML; NO_ACR
1097100020176; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 0.9% BOLSA 2000 ML; NO_ACR
1097100020141; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 0.9% BOLSA 250 ML; NO_ACR
1097100020151; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 0.9% BOLSA 500 ML; NO_ACR
1097100020034; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 0.9% FR 1000 ML; NO_ACR
1097100020017; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 0.9% FR 125 ML; NO_ACR
1097100020014; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 0.9% FR 250 ML; NO_ACR
1097100020044; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 0.9% FR 500 ML; NO_ACR
1097100020087; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 10% AMP 10 ML; NO_ACR
1097100020095; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 10% AMP 20 ML; NO_ACR
1097100020109; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 20% AMP 10 ML; NO_ACR
1097100020117; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 20% AMP 20 ML; NO_ACR
1097100320013; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 0.9% AMPOLA 5 ML; NO_ACR
1201400020013; C.P.H.D. - CLORETO DE SÓDIO + ASSOCIADO - HEMOCON; C P H D CLORETO SODIO ASSOCIADO HEMOCON; NOT FOUND; NA 139.0 + K 1.0 MEQ SOL CONC A+B HD CX 2 GAL PLAS TRANS X 5000 ML; NO_ACR
1201400030019; C.P.H.D. - CLORETO DE SÓDIO + ASSOCIADO - HEMOCON; C P H D CLORETO SODIO ASSOCIADO HEMOCON; NOT FOUND; NA 140 + K 1.5 MEQ SOL CONC ACD + BIC HD CX GAL PLAS X 3430 ML; NO_ACR
1186102450055; CLORIDRATO DE AMBROXOL; CLORIDRATO AMBROXOL; CLORIDRATO AMBROXOL; 3 MG/ML XPE CT FR VD AMB X 100 ML + CP MED; NO_ACR
1186102450012; CLORIDRATO DE AMBROXOL; CLORIDRATO AMBROXOL; CLORIDRATO AMBROXOL; 6 MG/ML XPE CT FR VD AMB X 100 ML + CP MED; NO_ACR
1057701890011; CLORIDRATO DE AMBROXOL; CLORIDRATO AMBROXOL; CLORIDRATO AMBROXOL; 3 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; NO_ACR
1057701890028; CLORIDRATO DE AMBROXOL; CLORIDRATO AMBROXOL; CLORIDRATO AMBROXOL; 6 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; NO_ACR
1474200130018; CLORIDRATO DE AMBROXOL; CLORIDRATO AMBROXOL; CLORIDRATO AMBROXOL; 3 MG/ML XPE CT FR VD AMB X 120 ML + COL MED; NO_ACR
1039405230029; CLORIDRATO DE AMBROXOL; CLORIDRATO AMBROXOL; CLORIDRATO AMBROXOL; 3 MG/ML XPE CT FR VD AMB X 120 ML + COPO MED; NO_ACR
1039405230010; CLORIDRATO DE AMBROXOL; CLORIDRATO AMBROXOL; CLORIDRATO AMBROXOL; 6 MG/ML XPE CT FR VD AMB X 120 ML + COPO MED; NO_ACR
1121303340015; CLORIDRATO DE AMBROXOL; CLORIDRATO AMBROXOL; CLORIDRATO AMBROXOL; 3 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; NO_ACR
1121303340031; CLORIDRATO DE AMBROXOL; CLORIDRATO AMBROXOL; CLORIDRATO AMBROXOL; 6 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; NO_ACR
1121302840014; CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA; CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA; NOT FOUND; 5 MG + 50 MG COM CT 2 BL AL PLAS INC X 15; NO_ACR
1121302600013; CLORIDRATO DE AMIODARONA; CLORIDRATO AMIODARONA; CLORIDRATO AMIODARONA; 200 MG COM CT BL AL PLAS INC X 30 ; NO_ACR
1121302600048; CLORIDRATO DE AMIODARONA; CLORIDRATO AMIODARONA; CLORIDRATO AMIODARONA; 100 MG COM CT BL AL PLAS INC X 20; NO_ACR
