1039405320109; ACEBROFILINA; ACEBROFILINA; ACEBROFILINA; 10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED ; NO_ACR
1010702710035; AVAMYS; AVAMYS; NOT FOUND; 0.0275 MG/DOSE SPR NAS CT FR VD AMB X 120; NO_ACR
1010702740015; ARIXTRA; ARIXTRA; NOT FOUND; 2.5 MG SOL INJ CT 2 SER PREENCHIDA X 0.5 ML; NO_ACR
1010702740066; ARIXTRA; ARIXTRA; NOT FOUND; 5 MG SOL INJ CT 7 SER PREENCHIDA X 0.4 ML; NO_ACR
1010702740058; ARIXTRA; ARIXTRA; NOT FOUND; 5 MG SOL INJ CT 2 SER PREENCHIDA X 0.4 ML; NO_ACR
1010702740074; ARIXTRA; ARIXTRA; NOT FOUND; 5 MG SOL INJ CT 10 SER PREENCHIDA X 0.4 ML; NO_ACR
1010702740023; ARIXTRA; ARIXTRA; NOT FOUND; 2.5 MG SOL INJ CT 7 SER PREENCHIDA X 0.5 ML; NO_ACR
1010702740031; ARIXTRA; ARIXTRA; NOT FOUND; 2.5 MG SOL INJ CT 10 SER PREENCHIDA X 0.5 ML; NO_ACR
1010702740041; ARIXTRA; ARIXTRA; NOT FOUND; 2.5 MG SOL INJ CT 20 SER PREENCHIDA X 0.5 ML; NO_ACR
1010702740082; ARIXTRA; ARIXTRA; NOT FOUND; 7.5 MG SOL INJ CT 02 SER PREECH X 0.6 ML; NO_ACR
1010702740112; ARIXTRA; ARIXTRA; NOT FOUND; 10 MG SOL INJ CT 02 SER PREENCH X 0.8 ML; NO_ACR
1186100210189; ASMAX; ASMAX; NOT FOUND; 1 MG/ML SOL OR CT FR VD CGT X 30 ML; NO_ACR
1186100210170; ASMAX; ASMAX; NOT FOUND; 0.2 MG/ML XPE CT FR PET AMB X 100 ML + COP; NO_ACR
1057701610017; ASMIFEN; ASMIFEN; NOT FOUND; 0.2 MG/ML XPE CT FR VD AMB X 100 ML; NO_ACR
1171700590022; AMISTOFENO; AMISTOFENO; NOT FOUND; 1.0 MG/ML SOL OR CT FR VD AMB 30 ML + CGT; NO_ACR
1171700590014; AMISTOFENO; AMISTOFENO; NOT FOUND; 0.2 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; NO_ACR
1186100210073; ASMAX; ASMAX; NOT FOUND; 1 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
1057701610025; ASMIFEN; ASMIFEN; NOT FOUND; 1.0 MG COM CT BL AL PLAS INC X 20; NO_ACR
1028500020049; ATAPEC; ATAPEC; NOT FOUND; CX. FR. VD. SUSP. 60ML; NO_ACR
1028500020019; ATAPEC; ATAPEC; NOT FOUND; CX. STRIP C/ 12 COMP.; NO_ACR
1010701950016; AEROFLUX; AEROFLUX; NOT FOUND; 2MG/5ML + 100MG/5ML SOL OR CT FR VD AMB X 120 ML; NO_ACR
1376400930026; ALCACHOFRA COMPOSTA; ALCACHOFRA COMPOSTA; NOT FOUND; DRAGEAS CT 20 BLISTERS X 10; NO_ACR
1376400930034; ALCACHOFRA COMPOSTA; ALCACHOFRA COMPOSTA; NOT FOUND; DRAGEAS CX 10 BL X 10; NO_ACR
1376400930018; ALCACHOFRA COMPOSTA; ALCACHOFRA COMPOSTA; NOT FOUND; DRAGEAS CX 3BL X 10; NO_ACR
1064601110031; ACTPARIN; ACTPARIN; NOT FOUND; 5000 UI/ 0.25 ML SOL INJ CT 25 AMP VD INC X 0.25 ML; NO_ACR
1064601110041; ACTPARIN; ACTPARIN; NOT FOUND; 5000UI/ML - CX COM 5 FR/AMP; NO_ACR
1064601110066; ACTPARIN; ACTPARIN; NOT FOUND; 5000 UI/ML SOL INJ CX 50 FA VD INC X 5 ML; NO_ACR
1039402030010; ATENS H; ATENS H; NOT FOUND; 20 MG + 12.5 MG COMP CT 2 BL AL PLAST INC X 15; NO_ACR
1037202290039; ASEA HCT; ASEA HCT; NOT FOUND; 20 MG + 12.5 MG COM REV CT BL AL/AL X 30; NO_ACR
1037202290081; ASEA HCT; ASEA HCT; NOT FOUND; 40 MG + 12.5 MG COM REV CT BL AL/AL X 30; NO_ACR
1037202290136; ASEA HCT; ASEA HCT; NOT FOUND; 40 MG + 25 MG COM REV CT BL AL/AL X 30; NO_ACR
1027000960028; ARISCORTEN; ARISCORTEN; NOT FOUND; 100 MG PO LIOF INJ CX 50 FA VD INC + AMP DIL X 2 ML; NO_ACR
1027000960044; ARISCORTEN; ARISCORTEN; NOT FOUND; 500 MG PO LIOF INJ CX 50 FA VD INC + AMP DIL X 4 ML; NO_ACR
1027000960060; ARISCORTEN; ARISCORTEN; NOT FOUND; 100 MG PO LIOF INJ CX 100 FA VD INC; NO_ACR
1027000960052; ARISCORTEN; ARISCORTEN; NOT FOUND; 100 MG PO LIOF INJ CX 50 FA VD INC; NO_ACR
1027000960087; ARISCORTEN; ARISCORTEN; NOT FOUND; 500 MG PO LIOF INJ CX 100 FA VD INC; NO_ACR
1027000960079; ARISCORTEN; ARISCORTEN; NOT FOUND; 500 MG PO LIOF INJ CX 50 FA VD INC; NO_ACR
1121302390043; ÁGUA PARA INJETÁVEIS; AGUA PARA INJETAVEIS; AGUA PARA INJETAVEIS; FR 1000 ML; NO_ACR
1121302390027; ÁGUA PARA INJETÁVEIS; AGUA PARA INJETAVEIS; AGUA PARA INJETAVEIS; FR 250 ML; NO_ACR
1121302390035; ÁGUA PARA INJETÁVEIS; AGUA PARA INJETAVEIS; AGUA PARA INJETAVEIS; FR 500 ML; NO_ACR
1211000560107; ADVIL; ADVIL; NOT FOUND; 20 MG/ML SUS OR CT FR PLAS X 100 ML; NO_ACR
1039400010055; ARTRIL; ARTRIL; NOT FOUND; 300 MG COMP REV CT 2 BL AL PLAST INC X 10; NO_ACR
1039400010047; ARTRIL; ARTRIL; NOT FOUND; 600 MG COMP REV CT 2 BL AL PLAST INC X 10; NO_ACR
1068901600010; ALGI-REUMATRIL; ALGI REUMATRIL; NOT FOUND; 200 MG COM REV CT FR VD AMB X 20; NO_ACR
1211000560085; ADVIL; ADVIL; NOT FOUND; 200 MG COM REV CT BL AL PLAS INC X 100; NO_ACR
1211000560042; ADVIL; ADVIL; NOT FOUND; 200 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
1211000560220; ADVIL; ADVIL; NOT FOUND; 400 MG CAP GEL MOLE CT BL AL PLAS TRANS X 8; NO_ACR
1211000560182; ADVIL; ADVIL; NOT FOUND; 400 MG CAP GEL MOLE CT BL AL PLAS TRANS X 36 (EMB MULT); NO_ACR
1211000560204; ADVIL; ADVIL; NOT FOUND; 400 MG CAP GEL MOLE CT BL AL PLAS TRANS X 16; NO_ACR
1211000560190; ADVIL; ADVIL; NOT FOUND; 400 MG CAP GEL MOLE CT BL AL PLAS TRANS X 20; NO_ACR
1211000560212; ADVIL; ADVIL; NOT FOUND; 400 MG CAP GEL MOLE CT BL AL PLAS TRANS X 10; NO_ACR
1211000560263; ADVIL; ADVIL; NOT FOUND; 400 MG CAP GEL MOLE CT FR PLAS OPC X 16; NO_ACR
1168000090013; ALGI-REUMATRIL; ALGI REUMATRIL; NOT FOUND; 200MG COM FR VD X 20; NO_ACR
1002000930026; ALDARA; ALDARA; NOT FOUND; 250 MG 12 SACHES; NO_ACR
1620400010028; ALDARA; ALDARA; NOT FOUND; 50 MG/G CREM DERM CT 12 SACH X 0.25 G ; NO_ACR
1015100890011; ARMOGLOBULINA-P; ARMOGLOBULINA P; NOT FOUND; 1.0G PO LIOFILIZADO CARTELA FRASCO AMPOLA + DILUEN; NO_ACR
1015100890036; ARMOGLOBULINA-P; ARMOGLOBULINA P; NOT FOUND; 2.5G PO LIOFILIZADO CARTELA FRASCO AMPOLA + DILUEN; NO_ACR
1015100890028; ARMOGLOBULINA-P; ARMOGLOBULINA P; NOT FOUND; 5.0G PO LIOFILIZADO CARTELA FRASCO AMPOLA + DILUEN; NO_ACR
1045400390051; AGILISIN; AGILISIN; NOT FOUND; SOLUCAO TOPICA - FRASCO COM 50 ML; NO_ACR
9546446464552; ALCOOL IODADO; ALCOOL IODADO; NOT FOUND; 20G/100ML SOL TOP FR X 100ML; NO_ACR
ISENTO; ALCOOL IODADO; ALCOOL IODADO; NOT FOUND; 20G/1000ML SOL TOP FR X 1000 ML; NO_ACR
ISENTO; ALCOOL IODADO; ALCOOL IODADO; NOT FOUND; 20G/100ML SOL TOP FR X 30ML; NO_ACR
1009200020017; ANTIMICÓTICO LIFAR; ANTIMICOTICO LIFAR; NOT FOUND; 100 ML; NO_ACR
1451700010012; ANTIMICON; ANTIMICON; NOT FOUND; SOL TOP FR 60ML; NO_ACR
1055000690026; ANZOPROL; ANZOPROL; NOT FOUND; 30 MG CAP GEL LIB RETARD CT 2 BL AL PLAS INC X 7; NO_ACR
1055000690018; ANZOPROL; ANZOPROL; NOT FOUND; 30 MG CAP GEL LIB RETARD CT BL AL PLAS INC X 7; NO_ACR
1039401960065; ATENS; ATENS; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 20; NO_ACR
1039401960091; ATENS; ATENS; NOT FOUND; 20 MG COMP CT 2 BL AL PLAST INC X 15; NO_ACR
1039401960073; ATENS; ATENS; NOT FOUND; 20 MG COMP CT BL AL PLAST INC X 10; NO_ACR
1039401960081; ATENS; ATENS; NOT FOUND; 20 MG COMP CT BL AL PLAST INC X 20; NO_ACR
1039401960057; ATENS; ATENS; NOT FOUND; 5 MG COMP CT 2 BL AL PLAST INC X 15; NO_ACR
1010701540071; AVANDIA; AVANDIA; NOT FOUND; 4 MG COMP*56; NO_ACR
1010701540063; AVANDIA; AVANDIA; NOT FOUND; 4MG COMP REV 4 BL 7; NO_ACR
1010701540128; AVANDIA; AVANDIA; NOT FOUND; 4MG COMP REV BL 14; NO_ACR
1010701540047; AVANDIA; AVANDIA; NOT FOUND; 4MG COMP REV BL 7; NO_ACR
1010701540081; AVANDIA; AVANDIA; NOT FOUND; 8MG COMP REV BL 7; NO_ACR
1010701760012; ALKERAN; ALKERAN; NOT FOUND; 50 MG PO LIOF INJ CT FA VD INC + SOL DIL X 10 ML; NO_ACR
1010701760055; ALKERAN; ALKERAN; NOT FOUND; 2 MG COM REV CT FR VD AMB X 25; NO_ACR
1057701240023; ALFUZINA; ALFUZINA; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
1376401170017; ALDOMET; ALDOMET; NOT FOUND; 250 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
1376401170025; ALDOMET; ALDOMET; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
1002901380018; ALDOMET; ALDOMET; NOT FOUND; 250 MG COM REV CT 3 BL AL PLAS INC X 10; NO_ACR
1002901380026; ALDOMET; ALDOMET; NOT FOUND; 500 MG COM REV CT 3 BL AL PLAS INC X 10; NO_ACR
1106500090225; ALDOMET; ALDOMET; NOT FOUND; 250 MG. COM. CT.C/3 BL X 10; NO_ACR
1106500090110; ALDOMET; ALDOMET; NOT FOUND; 500 MG. COM. CT.C/3 BL X 10; NO_ACR
1929800010028; AURORIX; AURORIX; NOT FOUND; 150 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
1929800010036; AURORIX; AURORIX; NOT FOUND; 300 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
1105700470037; ACETYLEN; ACETYLEN; NOT FOUND; FR C/15ML PARACETAMOL 200MG; NO_ACR
1105700470010; ACETYLEN; ACETYLEN; NOT FOUND; 500 MG COM CT 50 BL AL PLAS X 4 COM; NO_ACR
1105700470029; ACETYLEN; ACETYLEN; NOT FOUND; 750 MG COM CT 50 BL AL PLAS X 4 COM; NO_ACR
1120900010011; ÁCIDO ACETILSALICÍLICO; ACIDO ACETILSALICILICO; ACIDO ACETILSALICILICO; 100 MG CX C/ 50 BLISTERES X 10 COMP; NO_ACR
1120900010028; ÁCIDO ACETILSALICÍLICO; ACIDO ACETILSALICILICO; ACIDO ACETILSALICILICO; 500 MG CX C/ 50 ENVELOPES X 10 COMP; NO_ACR
1055000310015; ATENASE; ATENASE; NOT FOUND; 500 MG CO MAST CT ENV KRAFT E POLIETILENO X 4; NO_ACR
1092201680014; ADALEX RETARD; ADALEX RETARD; NOT FOUND; 20 MG COM RETARD CT 02 BL AL PLAS AMB X 15; NO_ACR
1313400010018; ADCOR; ADCOR; NOT FOUND; 10 MG COM RET CT BL AL PLAS AMB X 20; NO_ACR
1313400010026; ADCOR; ADCOR; NOT FOUND; CX 20 COMP; NO_ACR
1039401000053; ANTIFLOGIL; ANTIFLOGIL; NOT FOUND; 50 MG/ML SUSP OR CT FR PLAST OPC GOT X 15 ML; NO_ACR
1039401000045; ANTIFLOGIL; ANTIFLOGIL; NOT FOUND; 100 MG COMP REV CT BL AL PLAST INC X 12; NO_ACR
1171700160011; AFTODERM; AFTODERM; NOT FOUND; 100.OOO UI/ML SUS OR CT FR VD AMB X 50 ML + CGT GRADUADO; NO_ACR
1521300360012; ALBISTAT; ALBISTAT; NOT FOUND; 100.000 UI/4 G CR VAG CT BG AL X 60 G; NO_ACR
1338200020041; AZICERIO; AZICERIO; NOT FOUND; 10 MG/G + 4.00 MG/G CREM DERM PT PLAS X 150 G; NO_ACR
1338200020058; AZICERIO; AZICERIO; NOT FOUND; 10 MG/G + 4.00 MG/G CREM DERM PT PLAS X 400 G; NO_ACR
1338200020031; AZICERIO; AZICERIO; NOT FOUND; 10 MG/G + 4.00 MG/G CREM DERM PT PLAS X 100 MG; NO_ACR
1338200020015; AZICERIO; AZICERIO; NOT FOUND; 10 MG/G + 4.00 MG/G CREM DERM CT BG PLAS X 50 G; NO_ACR
1338200020066; AZICERIO; AZICERIO; NOT FOUND; 10 MG/G + 4.00 MG/G CREM DERM PT PLAS X 500 G; NO_ACR
1338200020015; AZICERIO; AZICERIO; NOT FOUND; 10 MG/G + 4.00 MG/G CREM DERM CT BG PLAS X 50G ; NO_ACR
1338200020041; AZICERIO; AZICERIO; NOT FOUND; 10 MG/G + 4.00 MG/G CREM DERM PT PLAS  X 150G; NO_ACR
1338200020031; AZICERIO; AZICERIO; NOT FOUND; 10 MG/G + 4.00 MG/G CREM DERM PT PLAS X 100 G&NBSP;01; NO_ACR
1338200020058; AZICERIO; AZICERIO; NOT FOUND; 10 MG/G + 4.00 MG/G CREM DERM PT  PLAS X 400G ; NO_ACR
1338200020066; AZICERIO; AZICERIO; NOT FOUND; 10 MG/G + 4.00 MG/G CREM DERM PT PLAS X 500G ; NO_ACR
1376400990010; AMICOZOL; AMICOZOL; NOT FOUND; 20 MG/G CREM DERM CT BG AL REV X 28 G; NO_ACR
1039401230024; AMPLIUM; AMPLIUM; NOT FOUND; G - 30 MG/G + 20 MG/G CREM VAG CT BISN AL X 80 G + 14; NO_ACR
1781700510024; AMPLIUM G; AMPLIUM G; NOT FOUND; 20 MG/G + 30 MG/G CREM VAG CT BG AL X 80 G + 14 APLIC; NO_ACR
1039401220045; AMPLIUM; AMPLIUM; NOT FOUND; 500 MG COMP REV CT BL AL PLAS INC X 4; NO_ACR
1039401220037; AMPLIUM; AMPLIUM; NOT FOUND; 500 MG COMP. REV. CT. BL AL PLAS INC X 8; NO_ACR
1126000140010; AXID; AXID; NOT FOUND; AXID 150 MG - 1 CX COM 10 CAPS.; NO_ACR
1126000140029; AXID; AXID; NOT FOUND; AXID 150 MG - 1 CX COM 20 CAPS; NO_ACR
1126000140045; AXID; AXID; NOT FOUND; AXID 300 MG - 1 CX COM 10 CAPS.; NO_ACR
1126000140053; AXID; AXID; NOT FOUND; AXID 300 MG - 1 CX COM 20 CAPS.; NO_ACR
1313900080023; ANZATAX; ANZATAX; NOT FOUND; SOL. INJ. CT. FA. VD. INC. - 150MG/25ML; NO_ACR
1313900080015; ANZATAX; ANZATAX; NOT FOUND; SOL. INJ. CT. FA. VD. INC. - 30MG/5ML; NO_ACR
1468200080091; ANALGISEN; ANALGISEN; NOT FOUND; 750 MG COM CT 5 BL PVC X 4; NO_ACR
1468200080040; ANALGISEN; ANALGISEN; NOT FOUND; 500 MG COM CT 50 BL PVC X 4; NO_ACR
1468200080083; ANALGISEN; ANALGISEN; NOT FOUND; 750 MG COM CT 50 BL PVC X 4; NO_ACR
1126001660018; ALIMTA; ALIMTA; NOT FOUND; 500 MG PO LIOF INJ CT FA VD INC X 50 ML ; NO_ACR
1126001660026; ALIMTA; ALIMTA; NOT FOUND; 100 MG PO LIOF INJ CT FA VD INC X 10 ML; NO_ACR
1027001140024; ARTERON; ARTERON; NOT FOUND; 400 MG DRG AP CT 2 BL AL PLAS INC X 10; NO_ACR
8158156166666; AGUA OXIGENADA; AGUA OXIGENADA; NOT FOUND; 10 VOLUMES SOL TOP CX FR OPACO X 1000 ML; NO_ACR
isento; ÁGUA OXIGENADA; AGUA OXIGENADA; NOT FOUND; 3% (10 VOL) CX 12 FR X 100 ML; NO_ACR
isento; ÁGUA OXIGENADA; AGUA OXIGENADA; NOT FOUND; 3% (10 VOL) CX 12 FR X 1000 ML; NO_ACR
1206000008001; ÁGUA OXIGENADA; AGUA OXIGENADA; NOT FOUND; 30MG/ML SOL TOP CT FR OPC X 120ML; NO_ACR
8488113335555; AGUA OXIGENADA; AGUA OXIGENADA; NOT FOUND; 10 VOLUMES SOL TOP CX FR OPACO X 100 ML; NO_ACR
1026600580015; AGALAX; AGALAX; NOT FOUND; EMUL OR CT FR PLAS OPC X 200 ML; NO_ACR
1026600580031; AGALAX; AGALAX; NOT FOUND; EMUL OR MORANGO CT FR PLAS OPC X 200 ML; NO_ACR
1171700470027; ALERGCORTEM; ALERGCORTEM; NOT FOUND; 20 MG COM CT BL AL PLAS INC X 10; NO_ACR
1171700470019; ALERGCORTEM; ALERGCORTEM; NOT FOUND; 5 MG COM CT BL AL PLAS INC X 20; NO_ACR
1171700470035; ALERGCORTEM; ALERGCORTEM; NOT FOUND; 20 MG COM CT BL AL PLAS INC X 20; NO_ACR
1008100010022; ACROSIN; ACROSIN; NOT FOUND; CX C/ 100 AMP DE 5 ML; NO_ACR
1008100010022; ACROSIN; ACROSIN; NOT FOUND; CX C/ 5 AMP DE 5 ML; NO_ACR
1018301120038; AGUA PARA INJETAVEIS; AGUA PARA INJETAVEIS; AGUA PARA INJETAVEIS; CX. C/100 AMPOLAS X 10 ML; NO_ACR
1064601320036; AMPLOBAC; AMPLOBAC; NOT FOUND; 1G - CT COM 50 FR/AMP; NO_ACR
1064601320011; AMPLOBAC; AMPLOBAC; NOT FOUND; 500MG - CT COM 1 FR/AMP; NO_ACR
1064601320028; AMPLOBAC; AMPLOBAC; NOT FOUND; 1G - CT COM 1 FR/AMP; NO_ACR
1206900120018; ACICLOVIR; ACICLOVIR; ACICLOVIR; 250 MG PO LIOFILIZADO INJ CX C/ 1 FR/AMP 10 ML; NO_ACR
1206900230026; AMOXICILINA SÓDICA + CLAVULANATO DE POTÁSSIO; AMOXICILINA SODICA CLAVULANATO POTASSIO; NOT FOUND; 1000 MG + 200 MG PO INJ FR/AMP VD; NO_ACR
1206900230018; AMOXICILINA SÓDICA + CLAVULANATO DE POTÁSSIO; AMOXICILINA SODICA CLAVULANATO POTASSIO; NOT FOUND; 500 MG + 100 MG PO INJ FR/AMP VD; NO_ACR
1085800020094; AMPICILINA SOD; AMPICILINA SOD; AMPICILINA SODICA; CX 1 FR/AMP INCOLOR+DIL 10ML INJ 1G; NO_ACR
1085800020051; AMPICILINA SOD; AMPICILINA SOD; AMPICILINA SODICA; CX 1 FR/AMP INCOLOR+DIL 5ML INJ 1G; NO_ACR
1085800020124; AMPICILINA SOD; AMPICILINA SOD; AMPICILINA SODICA; CX 100 FR/AMP INCOLOR+DIL 10ML INJ 1G; NO_ACR
1085802200103; AMPICILINA SOD; AMPICILINA SOD; AMPICILINA SODICA; CX 25 FR/AMP INCOLOR+DIL 10ML INJ 1G; NO_ACR
1085802200065; AMPICILINA SOD; AMPICILINA SOD; AMPICILINA SODICA; CX 25 FR/AMP INCOLOR+DIL 5ML INJ 1G; NO_ACR
1085800020116; AMPICILINA SOD; AMPICILINA SOD; AMPICILINA SODICA; CX 50 FR/AMP INCOLOR+DIL 10ML INJ 1G; NO_ACR
1085800020078; AMPICILINA SOD; AMPICILINA SOD; AMPICILINA SODICA; CX 50 FR/AMP INCOLOR+DIL 5ML INJ 1G; NO_ACR
1085800020019; AMPICILINA SOD; AMPICILINA SOD; AMPICILINA SODICA; CX 1 FR/AMP INCOLOR+DIL 5ML INJ 500MG; NO_ACR
1085800020043; AMPICILINA SOD; AMPICILINA SOD; AMPICILINA SODICA; CX 100 FR/AMP INCOLOR+DIL 5ML INJ 500MG; NO_ACR
1085800020027; AMPICILINA SOD; AMPICILINA SOD; AMPICILINA SODICA; CX 25 FR/AMP INCOLOR+DIL 5ML INJ 500MG; NO_ACR
1085800020035; AMPICILINA SOD; AMPICILINA SOD; AMPICILINA SODICA; CX 50 FR/AMP INCOLOR+DIL 5ML INJ 500MG; NO_ACR
1006100040000; ARNICA MONTANA D20; ARNICA MONTANA D20; NOT FOUND; INJETAVEL 10 AMP.; NO_ACR
1006100040076; ARNICA WELEDA D3; ARNICA WELEDA D3; NOT FOUND; INJETAVEL 10 AMP.; NO_ACR
1081700010013; ÁGUA DE MELISSA; AGUA MELISSA; NOT FOUND; SOL ORAL CX C FR DE 50ML; NO_ACR
SI/NC; ÁGUA FLOR DE LARANJEIRA; AGUA FLOR LARANJEIRA; NOT FOUND; FR VD LIQ 100 ML; NO_ACR
1081701570018; ÁGUA INGLESA; AGUA INGLESA; NOT FOUND; SOL ORAL CX C FR DE 480ML; NO_ACR
1007700100013; ABACATEIRO; ABACATEIRO; NOT FOUND; ELIXIR 200 ML; NO_ACR
1007700010022; AGONIADA; AGONIADA; NOT FOUND; ELIXIR 200 ML; NO_ACR
100770002002; AGRIÃO; AGRIAO; NOT FOUND; XAROPE 200 ML; NO_ACR
1007700270016; ARTEMISIA; ARTEMISIA; NOT FOUND; XAROPE 100 ML; NO_ACR
1370700030017; ASTMOFLORA; ASTMOFLORA; NOT FOUND; SOL. ORAL 80 ML.; NO_ACR
1010700870010; ATURGYL; ATURGYL; NOT FOUND; ADULTO - GTS FR 10ML; NO_ACR
1010700870029; ATURGYL; ATURGYL; NOT FOUND; INFANTIL - GTS FR 10ML; NO_ACR
1186000490015; ALCALERGIN; ALCALERGIN; NOT FOUND; 120 ML; NO_ACR
SI/NC; ANTI HELMINTICO; ANTI HELMINTICO; NOT FOUND; 100 ML; NO_ACR
SI/NC; ASCARINASE; ASCARINASE; NOT FOUND; 30 ML; NO_ACR
121163781; ASMATIRON; ASMATIRON; NOT FOUND; ELIXIR 120 ML; NO_ACR
ISENTO; AGONIADA; AGONIADA; NOT FOUND; SOL OR CT FR VD AMB X 150 ML; NO_ACR
ISENTO; APIFLORA; APIFLORA; NOT FOUND; SOL OR CT FR VD AMB X 150 ML; NO_ACR
SI/NC; AGONIADA; AGONIADA; NOT FOUND; FRASCO 60ML; NO_ACR
SI/NC; ALLIUM SATIVUM; ALLIUM SATIVUM; ALLIUM SATIVUM; FRASCO 15ML; NO_ACR
2501600186192; AGONIADA; AGONIADA; NOT FOUND; TINTURA CX FR PLASTICO OPACO X 100 ML; NO_ACR
2501600034094; AGUA INGLESA; AGUA INGLESA; NOT FOUND; FR PLASTICO OPACO X 450 ML; NO_ACR
22700010018; AGUA PURGATIVA GLAUBERINA; AGUA PURGATIVA GLAUBERINA; NOT FOUND; FR VD X 200ML; NO_ACR
SI/NC; AGUARDENTE ALEMA; AGUARDENTE ALEMA; NOT FOUND; 20% FR VD AMBAR X 30ML; NO_ACR
1022700210081; ALUFLEX; ALUFLEX; NOT FOUND; 6.2% SUSP ORAL FR VD AMBAR X 150 ML; NO_ACR
1022700210081; ALUFLEX; ALUFLEX; NOT FOUND; FR VD 100ML; NO_ACR
ISENTO; AG.LAX.VIENENSE; AG LAX VIENENSE; NOT FOUND; 100ML.LIQ.VD.12 UN; NO_ACR
SI/NC; AGUA INGLEZA; AGUA INGLEZA; NOT FOUND; 400ML.LIQ.FR.12 UM; NO_ACR
ISENTO; AGUARDENTE ALEMÃ; AGUARDENTE ALEMA; NOT FOUND; 1000ML.LIQ.FR.12 UN; NO_ACR
SI/NC; AGUARDENTE ALEMÃ; AGUARDENTE ALEMA; NOT FOUND; 250ML.LIQ.VD.12UN; NO_ACR
ISENTO; AGUARDENTE ALEMÃ; AGUARDENTE ALEMA; NOT FOUND; 30ML.LIQ. VD. 12 UN; NO_ACR
ISENTO; ALFAZEMAS FLORES; ALFAZEMAS FLORES; NOT FOUND; 20 GRS.FLOR.CX. 12 UN; NO_ACR
SI/NC; ACOLDE; ACOLDE; NOT FOUND; ELIXIR FR C/60 ML; NO_ACR
1047600020017; ALCALINOL; ALCALINOL; NOT FOUND; SUSP VD 100 ML; NO_ACR
1047600030012; ALERGIDRIN; ALERGIDRIN; NOT FOUND; XPE VD 100 ML; NO_ACR
1047600040018; ALGITERMIN; ALGITERMIN; NOT FOUND; GTS FR 20ML; NO_ACR
1064601200073; AMOFLUX; AMOFLUX; NOT FOUND; 250MG SUSP FR COM 60ML; NO_ACR
1064601200081; AMOFLUX; AMOFLUX; NOT FOUND; 250MG/60ML - CX COM 50FR; NO_ACR
1064600500031; AMPLIBAC; AMPLIBAC; NOT FOUND; 250 MG/60 ML FR X 60 ML; NO_ACR
1064600050021; AMPLOBID; AMPLOBID; NOT FOUND; 125MG 60ML SUSP - CX COM 1 FR; NO_ACR
1057000200011; AMARGOL; AMARGOL; NOT FOUND; VIDRO 100 ML; NO_ACR
1057000200028; AMARGOL; AMARGOL; NOT FOUND; VIDRO 60 ML; NO_ACR
47700170010; ABACATEIROL; ABACATEIROL; NOT FOUND; FR C/15ML SOL; NO_ACR
SI/NC; ANEPATON B12; ANEPATON B12; NOT FOUND; LIQ. VD. 150 ML; NO_ACR
1047300230011; ACONITO COMPOSTO; ACONITO COMPOSTO; NOT FOUND; FR. 100ML; NO_ACR
1051100420001; AGUA DE FLORES DE LARANJEURAS; AGUA FLORES LARANJEURAS; NOT FOUND; FRASCOS COM 100ML; NO_ACR
3200020018; AGRIMEL; AGRIMEL; NOT FOUND; XPE FR.C/100 ML; NO_ACR
1085801620021; ADEDOIS; ADEDOIS; NOT FOUND; VD GTS FR 10ML; NO_ACR
1085800390010; ALERGITANIL; ALERGITANIL; NOT FOUND; VD 100ML; NO_ACR
SI/NC; A SAÚDE DO HOMEM; A SAUDE DO HOMEM; NOT FOUND; VD C/60ML; NO_ACR
2501643400; AGUA INGLESA; AGUA INGLESA; NOT FOUND; FR C/450ML; NO_ACR
ISENTO; AGUARDENTE ALEMÃ; AGUARDENTE ALEMA; NOT FOUND; FR C/ 30ML; NO_ACR
ISENTO; ASSEPTOHESS; ASSEPTOHESS; NOT FOUND; FR C/ 200ML; NO_ACR
ISENTO; ASSEPTOHESS; ASSEPTOHESS; NOT FOUND; FR C/90ML; NO_ACR
1006100070037; ADENON; ADENON; NOT FOUND; FR. LIQ. 50 ML; NO_ACR
1006100690011; ANSIODORON; ANSIODORON; NOT FOUND; LIQUIDO 50 ML; NO_ACR
1006100040084; ARNICA MONTANA D20; ARNICA MONTANA D20; NOT FOUND; LIQUIDO 50 ML; NO_ACR
1006100040011; ARNICA WELEDA; ARNICA WELEDA; NOT FOUND; LIQUIDO 50 ML; NO_ACR
SI/NC; ÁGUA DE ROSA; AGUA ROSA; NOT FOUND; FR VD LIQ 100 ML; NO_ACR
