1103901150033; FURP-DESMOPRESSINA; FURP DESMOPRESSINA; NOT FOUND; 0.1 MG/ML SOL NAS CT FR VD AMB X 5ML + CAN; NO_ACR
1018500070060; FEIBA IMMUNO ANTI-INIBIDOR DOS FATORES VIII E IX D; FEIBA IMMUNO ANTI INIBIDOR DOS FATORES VIII E IX D; NOT FOUND; FR AMP C/ 1000 UI LIOF + DILUENTE (20ML); NO_ACR
1018500070051; FEIBA IMMUNO ANTI-INIBIDOR DOS FATORES VIII E IX D; FEIBA IMMUNO ANTI INIBIDOR DOS FATORES VIII E IX D; NOT FOUND; FR AMP C/ 500 UI LIOF + DILUENTE (20ML); NO_ACR
1172900100027; FUNGOLAN; FUNGOLAN; NOT FOUND; AG.DIAG..VD AMBAR 2.5ML; NO_ACR
1172900100019; FUNGOLAN; FUNGOLAN; NOT FOUND; AG.DIAG..VD AMBAR 5ML; NO_ACR
SI/NC; FLUMAZENIL; FLUMAZENIL; FLUMAZENIL; 0.1 MG/ML SOL INJ CT 05 AMP X 5 ML; NO_ACR
SI/NC; FLUMILIB; FLUMILIB; NOT FOUND; 0.1MG/ML 5 AMP/5ML; NO_ACR
1206900110012; FOLINATO DE CÁLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 50 MG PO LIOFILIZADO CX C/ 1 FR/AMP; NO_ACR
1006100190013; FORMICA D3; FORMICA D3; NOT FOUND; INJETAVEL 10 AMP.; NO_ACR
1186101070070; FLORINY; FLORINY; NOT FOUND; SOL OR CT FR VD AMB X 100 ML; NO_ACR
1235200370023; FLORAZIN; FLORAZIN; NOT FOUND; 200MG/ G PO ORAL 4 ENV X 1 G; NO_ACR
1092200760057; FINETOSS; FINETOSS; NOT FOUND; XPE FR C/ 150 ML; NO_ACR
1155700150019; FLORAX; FLORAX; NOT FOUND; 100 MILHOES/ML SUS OR CT 5 FLAC X 5 ML; NO_ACR
1155700150020; FLORAX; FLORAX; NOT FOUND; 100 MILHOES/ML SUS OR CT 100 FLAC X 5 ML; NO_ACR
1155700150047; FLORAX; FLORAX; NOT FOUND; 50 MILHOES/ML SUS OR CT 100 FLAC X 5 ML; NO_ACR
1155700150039; FLORAX; FLORAX; NOT FOUND; 50 MILHOES/ML SUS OR CT 5 FLAC X 5 ML ; NO_ACR
1155700150160; FLORAX; FLORAX; NOT FOUND; 100 MILHOES/ML SUS OR CT 3 FLAC X 5 ML; NO_ACR
1155700150144; FLORAX; FLORAX; NOT FOUND; 50 MILHOES/ML SUS OR CT 3 FLAC X 5 ML; NO_ACR
1119300010025; FENOGAR; FENOGAR; NOT FOUND; LIQ 150 ML; NO_ACR
ISENTO; FIGABOM; FIGABOM; NOT FOUND; SOL OR CT FR VD AMB X 150 ML; NO_ACR
1022700080011; FERROMAX; FERROMAX; NOT FOUND; 25MG/ML XPE FR VD AMBAR X 100ML; NO_ACR
1051900230015; FERROMIL; FERROMIL; NOT FOUND; 100ML.LIQ.VD.12 UN; NO_ACR
1047600200015; FERROGLYNA; FERROGLYNA; NOT FOUND; SOL VD 200 ML; NO_ACR
1085800620025; FERROSOL; FERROSOL; NOT FOUND; 250MG VD 100ML; NO_ACR
1085800620037; FERROSOL; FERROSOL; NOT FOUND; VD 30ML GOTAS; NO_ACR
