73676; CLO TICLOPIDINA; CLORIDRATO TICLOPIDINA; CPR REVEST 250 MG x 30; LG6;5,08026E+14; CLORIDRATO TICLOPIDINA; CLORIDRATO TICLOPIDINA; 250 MG COM REV CT BL AL PLAS INCX 30; EUF
89191; CLOR PAROXETINA; CLORIDRATO PAROXETINA HEMI-HIDRATADO; CPR REVEST 20 MG x 30; GM2;5,2507E+14; CLORIDRATO PAROXETINA; CLORIDRATO PAROXETINA HEMI-HIDRATADO; 20 MG COM REV CT BL AL PLAS INC X 30 ; MD7
61790; TORAGESIC; NOT FOUND; CPR SUBLING. 10 MG x 10; E3S;5,26112E+14; TORAGESIC; NOT FOUND; 10MG FR X 10 COMP; GM2
70322; PARACETAMOL; PARACETAMOL; CPR REVEST 750 MG x 20; LG6;5,38809E+14; PARACETAMOL; PARACETAMOL; 750 MG COM REV CT BL AL PLAS LEIT X 20; LG6
49239; NATIVIT; NOT FOUND; CPR MINERAIS x 30; E3S;5,26109E+14; NATIVIT; NOT FOUND; FR X 30 COMP FLUOR; GM2
68311; PREDNISONA; PREDNISONA; CPR 5 MG x 20; N_Q;5,33009E+14; PREDNISON; NOT FOUND; 5MG COM CT BL AL PLAS INC X 20; U_Q
83343; CLOPIDO GRAN; NOT FOUND; CPR REVEST 75 MG x 28; LG6;5,38812E+14; CLOPIDO GRAN; NOT FOUND; 75 MG COM REV CT AL AL X 28; LG6
76981; GLIMEPIRIDA; GLIMEPIRIDA; CPR 4 MG x 30; GM2;5,07741E+14; GLIMEPIRIDA; GLIMEPIRIDA; 4 MG COM CT BL AL PLAS OPC X 30; E3S
75187; NITRA MICONAZOL; NITRATO MICONAZOL; CREME DERMAT 20 MG 28 G x 1 (/G); N_Q;5,28504E+14; NITRATO MICONAZOL; NITRATO MICONAZOL; 20 MG/G CREM DERM CT BG AL X 28 G; PZ8
70343; RINIDAL; NOT FOUND; SOL NAS. INF 0.25 MG 20 ML x 1 (/ML); N_Q;5,19026E+14; RINIDAL; NOT FOUND; 0.25MG/ML SOL NAS INF CT FR PLAS OPC X 20ML; N_Q
85399; BROMAZEPAM; BROMAZEPAM; CPR 3 MG x 30; N_Q;5,08001E+14; BROMAZEPAM; BROMAZEPAM; 3 MG COM CT 3 BL AL PLAS INC X 10; EUF
73623; ALPRAZOLAM; ALPRAZOLAM; CPR 2 MG x 30; MD7;5,25308E+14; ALPRAZOLAM; ALPRAZOLAM; 2 MG COM CT BL AL PLAS INC X 30 ; NO_ACR
72179; CLO SIBUTRAMINA; CLORIDRATO SIBUTRAMINA MONOIDRATADO; CAPS 15 MG x 10; MD7;5,11512E+14; CLORIDRATO SIBUTRAMINA MONOIDRATADO; CLORIDRATO SIBUTRAMINA MONOIDRATADO; 15 MG CAP GEL DURA CT BL AL PLAS INC X 10; SDZ
68155; ALPRAZOLAM; ALPRAZOLAM; CPR 1 MG x 20; LG6;5,38812E+14; ALPRAZOLAM; ALPRAZOLAM; 1.0 MG COM CT BL AL PLAS INC X 20; LG6
75024; FUROSEMIDA; FUROSEMIDA; CPR 40 MG x 20; S_A;5,28529E+14; FUROSEMIDA; FUROSEMIDA; 40 MG COM CT BL AL PVC OPC X 20; PZ8
57010; ATENOLOL; ATENOLOL; CPR 50 MG x 28; E3S;5,29913E+14; ATENOLOL; ATENOLOL; 50 MG COM CT BL AL PLAS INC X 28; RBY
59043; ATENOLOL; ATENOLOL; CPR 25 MG x 30; MD7;5,11501E+14; ATENOLOL; ATENOLOL; 25 MG COM REV CT BL AL PLAS INC X 30; SDZ
64442; ALPRAZOLAM; ALPRAZOLAM; CPR 0.25 MG x 20; E3S;5,08019E+14; ALPRAZOLAM; ALPRAZOLAM; 0.25 MG COM CT BL AL PLAS LEIT X 20; EUF
78660; HIDROQUINONA; HIDROQUINONA; CREME 40 MG 30 G x 1 (/G); E3S;5,388E+14; HIDROQUINONA; HIDROQUINONA; 40 MG/G GEL CT BG AL X 30; LG6
63027; SINVASTATINA; SINVASTATINA; CPR 80 MG x 10; MD7;5,25012E+14; SINVASTATINA; SINVASTATINA; 80 MG COM REVEST CT 1 BL AL PLAS INC X 10; MD7
77288; PURAN T 4; NOT FOUND; CPR 100 Y x 28; S_A;5,02817E+14; PURAN T4; NOT FOUND; 100 MCG COM CT BL AL PLAS INC X 28; NO_ACR
59794; BES ANLODIPINO; BESILATO ANLODIPINO; CPR 5 MG x 20; E3S;5,06717E+14; BESILATO ANLODIPINO; BESILATO ANLODIPINO; 5 MG COM CT BL AL PLAS AMB X 20; CT6
75010; CLONAZEPAM; CLONAZEPAM; CPR 2 MG x 30; E3S;5,38802E+14; CLONAZEPAM; CLONAZEPAM; 2 MG COM CT BL AL PLAS OPC X 30 ; LG6
66446; MEBENDAZOL; MEBENDAZOL; SUSP ORAL 20 MG 30 ML x 1 (/ML); MD7;5,06314E+14; MEBENDAZOL; MEBENDAZOL; 20 MG/ML SUS ORAL CT FR VD AMB X 30 ML; CF2
76645; CLOR CICLOBENZA; CLORIDRATO CICLOBENZAPRINA; CPR REVEST 10 MG x 10; GM2;5,25308E+14; CLORIDRATO CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; 10 MG COM REV CT BL AL PLAS OPC X 10; NO_ACR
67279; BES ANLODIPINO; BESILATO ANLODIPINO; CPR 5 MG x 30; N_Q;5,06717E+14; BESILATO ANLODIPINO; BESILATO ANLODIPINO; 5MG COM CT BL AL PLAS AMB X 30; CT6
57295; OMEPRAZOL; OMEPRAZOL; CAPS 20 MG x 14; MD7;5,11612E+14; OMEPRAZOL; OMEPRAZOL; 20 MG CAP GEL DURA CT FR PLAS OPC X 14 ; HPO
100157; IBUPROFENO; IBUPROFENO; CPR REVEST 400 MG x 10; MD7;5,19032E+14; IBUPROFENO; IBUPROFENO; 400 MG COM CT BL AL PVC X 10 ; N_Q
59046; BES ANLODIPINO; BESILATO ANLODIPINO; CPR 5 MG x 20; MD7;5,06905E+14; BESILATO ANLODIPINO; BESILATO ANLODIPINO; 5 MG COM CT BL AL PLAS AMB X 20; NO_ACR
76563; PREDNISONA; PREDNISONA; CPR 20 MG x 10; MD7;5,28529E+14; PREDNISONA; PREDNISONA; 20 MG COM CT BL AL PLAS INC X 10; PZ8
68524; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; POM. OFTAL 3.50 MG 3.50 G x 1 (/G); GM2;5,31611E+14; CLORIDRATO CIPROFLOXACINO; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; 3.5 MG / G POM OFT CT BG AL X 3.5 G; NO_ACR
67364; CLOR SERTRALINA; CLORIDRATO SERTRALINA; CPR REVEST 50 MG x 20; BF8;5,26125E+14; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 50 MG COM REV CT BL AL PLAS LEIT X 20; GM2
33695; GELMAX; NOT FOUND; SUSP 240 ML x 1; E3S;5,07715E+14; GELMAX; NOT FOUND; SUSP FR C/240ML; E3S
68515; ACETILCISTEINA; ACETILCISTEINA; XAR. INF 20 MG 120 ML x 1 (/ML); GM2;5,33019E+14; ACETILCISTEINA; ACETILCISTEINA; 20 MG/ML XPE CT FR VD AMB X 120 ML; U_Q
77291; PURAN T 4; NOT FOUND; CPR 150 MG x 28; S_A;5,02817E+14; PURAN T4; NOT FOUND; 150 MCG COM CT BL AL PLAS INC X 28; NO_ACR
85398; BROMAZEPAM; BROMAZEPAM; CPR 3 MG x 20; N_Q;5,38504E+14; BROMAZEPAM; BROMAZEPAM; 3 MG COM CT BL AL PLAS INC X 20; HY_
68967; LEVOFLOXACINO; LEVOFLOXACINO; CPR REVEST 500 MG x 10; E3S;5,26125E+14; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG COM REV CT BL AL PLAS LEIT X 10; GM2
73607; CLO TICLOPIDINA; CLORIDRATO TICLOPIDINA; CPR REVEST 250 MG x 30; MD7;5,31621E+14; CLORIDRATO TICLOPIDINA; CLORIDRATO TICLOPIDINA; 250 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
68157; AMOXICILINA; AMOXICILINA; CPR REVEST 875 MG x 14; LG6;5,11512E+14; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 875 MG + 125 MG COM REV CT FR PLAS OPC X 14; SDZ
154117; OMEPRAZOL; OMEPRAZOL; CAPS 20 MG x 28; N_Q;5,23703E+14; OMEPRAZOL; OMEPRAZOL; FR.20MG X 28 CAPS; LIB
68733; FUROAT MOMETASO; FUROATO MOMETASONA; POM. 1 MG 20 G x 1 (/G); E3S;5,21125E+14; FUROATO MOMETASONA; FUROATO MOMETASONA; 1 MG/G POM DERM CT BG AL X 20 G; NO_ACR
63983; ALBENDAZOL; ALBENDAZOL; CPR MASC 400 MG x 1; E3S;5,31609E+14; ALBENDAZOL; ALBENDAZOL; 400 MG COM MAST CT STR X 1; NO_ACR
66265; ITRACONAZOL; ITRACONAZOL; CAPS 100 MG x 10; BF8;5,04601E+14; ITRACONAZOL; ITRACONAZOL; 100 MG CAP GEL DURA CT BL AL PLAS INC X 10; BF8
75553; BROMOPRIDA; BROMOPRIDA; GOTAS 4 MG 20 ML x 1 (/ML); N_Q;5,19029E+14; BROMOPRIDA; BROMOPRIDA; 4 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; N_Q
50595; DICLONACO; NOT FOUND; CPR REVEST 50 MG x 20; N_Q;5,25302E+14; DICLOFENACO POTASSICO; DICLOFENACO POTASSICO; 50 MG DRG CT 2 STR AL X 10; NO_ACR
66742; LORAZEPAM; LORAZEPAM; CPR 1 MG x 20; GM2;5,25008E+14; LORAZEPAM; LORAZEPAM; 1 MG COM CT 1 BL AL PLAS INC X 20; MD7
63812; AMOXI CLAVU POT; NOT FOUND; CPR REVEST 500 MG x 6; BF8;5,29901E+14; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 500 MG + 125 MG COM REV CT STR AL X 6; RBY
69187; NIMESULIDA; NIMESULIDA; CPR 100 MG x 12; N_Q;5,29915E+14; NIMESULIDA; NIMESULIDA; 100 MG COM CT BL AL PLAS INC X 12 ; RBY
58166; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; GM2;5,28529E+14; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 21; PZ8
68278; MELOXICAM; MELOXICAM; CPR 7.50 MG x 10; LG6;5,25406E+14; MELOXICAM; MELOXICAM; 7.5 MG COM EST CART BL AL PLAS INC X 10; NO_ACR
78310; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 30; GM2;5,11509E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS INC X 30; SDZ
83357; CIT SILDENAFILA; CITRATO SILDENAFILA; CPR REVEST 50 MG x 8; MD7;5,11517E+14; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 50 MG COM CT BL AL PLAS INC X 8; SDZ
69560; TOPIRAMATO; TOPIRAMATO; CPR REVEST 50 MG x 60; GM2;5,07735E+14; TOPIRAMATO; TOPIRAMATO; 50 MG COM REV CT BL AL PLAS LEIT X 60; E3S
68190; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 500 MG x 30; LG6;5,11513E+14; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 500 MG COM REV CT BL AL PLAS INC X 30; SDZ
63851; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 30; SDZ;5,04602E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 30   ; BF8
59113; SECNIDAZOL; SECNIDAZOL; CPR REVEST 1000 MG x 2; MD7;5,29906E+14; SECNIDAZOL; SECNIDAZOL; 1000 MG COM REV CT 1BL AL PLAS OPC X 2; RBY
58374; CLOR BROMEXINA; CLORIDRATO BROMEXINA; XAR. 0.80 MG 120 ML x 1 (/ML); MD7;5,3162E+14; CLORIDRATO BROMEXINA; CLORIDRATO BROMEXINA; 0.8 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; NO_ACR
62535; CLO; NOT FOUND; CPR REVEST 25 MG x 20; E3S;5,25067E+14; CLORIDRATO AMITRIPTILINA; CLORIDRATO AMITRIPTILINA; 25 MG COM REV CT BL AL PLAS INC X 20; MD7
63662; OMEPRAZOL; OMEPRAZOL; CAPS GELATIN 20 MG x 28; E3S;5,11516E+14; OMEPRAZOL; OMEPRAZOL; 20 MG CAP GEL DURA MICROG CT BL AL PLAS INC X 28; SDZ
67942; BROMAZEPAM; BROMAZEPAM; CPR 6 MG x 30; E3S;5,2612E+14; BROMAZEPAM; BROMAZEPAM; 6 MG X 30 COMP; GM2
58064; SINVASTACOR; NOT FOUND; CPR REVEST 20 MG x 30; SDZ;5,11509E+14; SINVASTACOR; NOT FOUND; 20 MG COM REV CT BL AL PLAS INC X 30; SDZ
68175; CLOR DILTIAZEM; CLORIDRATO DILTIAZEM; CPR 60 MG x 50; LG6;5,31609E+14; CLOR DILTIAZEM; CLORIDRATO DILTIAZEM; 60 MG C/ 50 COMP; NO_ACR
66801; PIROXICAM; PIROXICAM; CAPS 20 MG x 10; GM2;5,06411E+14; PIROXICAM; PIROXICAM; 20 MG CAP GEL DURA CT BL AL PLAS INC X 10; CM5
77810; GLIBENCLAMIDA; GLIBENCLAMIDA; CPR 5 MG x 30; N_Q;5,26114E+14; GLIBENCLAMIDA; GLIBENCLAMIDA; 5MG COM CT BL AL PLAS INC X 30; GM2
66060; MALEA ENALAPRIL; MALEATO ENALAPRIL; CPR 5 MG x 30; N_Q;5,25303E+14; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 5MG COM CT 3 BL AL/AL X 10; NO_ACR
77009; CARVEDILOL; CARVEDILOL; CPR 6.25 MG x 15; MD7;5,21121E+14; CARVEDILOL; CARVEDILOL; 6.25 MG COM BL AL PLAS BCO X 15; NO_ACR
58872; MELOXICAM; MELOXICAM; CPR 15 MG x 10; MD7;5,08014E+14; MELOXICAM; MELOXICAM; 15 MG CT C/ 10 COMP; EUF
76488; SIMETICONA; SIMETICONA; CPR 40 MG x 20; S_A;5,25064E+14; SIMETICONA; SIMETICONA; 40 MG COM CT BL AL PLAS INC X 20; MD7
63613; BES ANLODIPINO; BESILATO ANLODIPINO; CPR 5 MG x 30; BF8;5,21101E+14; BESILATO ANLODIPINO; BESILATO ANLODIPINO; 5 MG COM CT 3 BL AL PLAS AMB X 10; NO_ACR
75251; PANTOPRAZOL; PANTOPRAZOL; CPR REVEST 20 MG x 28; SDZ;5,38804E+14; PANTOPRAZOL SODICO SESQUIHIIDRATADO; NOT FOUND; 20 MG COM REV CT BL AL/AL X 28; LG6
70194; PARACETAMOL; PARACETAMOL; CPR REVEST 750 MG x 20; GM2;5,25904E+14; PARACETAMOL; PARACETAMOL; 750 MG COM CT BL AL PLAS LAR X 20; MB9
71366; CLOR FLUOXETINA; CLORIDRATO FLUOXETINA; CAPS 20 MG x 28; MD7;5,25067E+14; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG CAP GEL DURA CT BL AL PLAS INC X 28; MD7
71474; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 850 MG x 30; FAS;5,25304E+14; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 850 MG COM REV CT 3 BL AL PLAS INC X 10; NO_ACR
72686; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 2; MD7;5,2507E+14; AZITROMICINA; AZITROMICINA; 500 MG COM REV CT BL AL PLAS INC X 2; MD7
58377; CLOR RANITIDINA; CLORIDRATO RANITIDINA; CPR REVEST 150 MG x 20; MD7;5,06501E+14; CLORIDRATO RANITIDINA; CLORIDRATO RANITIDINA; 150 MG COMP REV CT 2 BL AL/AL X 10; NO_ACR
73607; CLO TICLOPIDINA; CLORIDRATO TICLOPIDINA; CPR REVEST 250 MG x 30; MD7;5,25403E+14; CLORIDRATO TICLOPIDINA; CLORIDRATO TICLOPIDINA; 250 MG COM REV EST FR PLAS OPC X 30; NO_ACR
58000; FLOX; NOT FOUND; CPR 400 MG x 14; SDZ;5,11504E+14; FLOX; NOT FOUND; 400 MG COM REV CT STR AL/AL X 14; SDZ
75545; ATENOLOL; ATENOLOL; CPR 100 MG x 30; N_Q;5,01504E+14; ATENOLOL; ATENOLOL; 100 MG CVOM REV CT BL AL PLAS INC X 30; ATX
72320; CARBAMAZEPINA; CARBAMAZEPINA; CPR 200 MG x 20; MD7;5,30808E+14; CARBAMAZEPINA; CARBAMAZEPINA; 200 MG COM CT BL AL PLAS INC X 20; SNV
69769; CLOR ONDANSETRO; CLORIDRATO ONDANSETRONA; CPR REVEST 8 MG x 10; E3S;5,31617E+14; CLORIDRATO ONDANSETRONA; CLORIDRATO ONDANSETRONA; 8 MG COM REV CT BL AL PLAS LEIT X 10; NO_ACR
66678; ATENOLOL; ATENOLOL; CPR 25 MG x 30; GM2;5,28526E+14; ATENOLOL; ATENOLOL; 25 MG COM CT BL AL PLAS INC X 30; PZ8
53331; CEPROFEN; NOT FOUND; CAPS 50 MG x 24; N_Q;5,19002E+14; CEPROFEN; NOT FOUND; 50 MG CAP GEL DURA CT 2 BL AL PLAS INC X 12; N_Q
64430; MALEA ENALAPRIL; MALEATO ENALAPRIL; CPR 5 MG x 30; BF8;5,25008E+14; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 5 MG COMP CT C/ 3 STRIP X 10; MD7
68717; ACETILCISTEINA; ACETILCISTEINA; GRAN ENVELO. 600 MG 5 G x 16; GM2;5,38807E+14; ACETILCISTEINA; ACETILCISTEINA; 600 MG GRAN CT 16 ENV AL POLIET X 5 G ; LG6
66071; PROP CLOBETASOL; NOT FOUND; POM.DERMAT 0.50 MG 30 G x 1 (/G); N_Q;5,20726E+14; PROPIONATO CLOBETASOL; PROPIONATO CLOBETASOL; 0.5 MG/G POM DERM CT BG AL X 30 G; TTB
57508; DICLOFENACO SOD; DICLOFENACO SODICO; CPR REVEST 50 MG x 20; E3S;5,25005E+14; DICLOFENACO SODICO; DICLOFENACO SODICO; 50MG COMP CX C/ 20; MD7
79558; VALSARTANA; VALSARTANA; CPR REVEST 40 MG x 30; E3S;5,07744E+14; VALSARTANA; VALSARTANA; 40 MG COM REV CT BL AL AL X 30; E3S
66551; PROP CLOBETASOL; NOT FOUND; POM. 0.50 MG 30 G x 1 (/G); E3S;5,20726E+14; PROPIONATO CLOBETASOL; PROPIONATO CLOBETASOL; 0.5 MG/G CREM DERM CT BG AL X 30G; TTB
72906; AC DEXAMETASONA; ACETATO DEXAMETASONA; CREME DERMAT 1 MG 10 G x 1 (/G); E3S;5,28524E+14; ACETATO DEXAMETASONA; ACETATO DEXAMETASONA; 1 MG/G CREM DERM CT BG AL X 10 G; PZ8
71601; ATENOLOL; ATENOLOL; CPR 50 MG x 30; LG6;5,29913E+14; ATENOLOL; ATENOLOL; 50 MG COM CT BL AL PLAS INC X 30; RBY
57810; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 30; E3S;5,11509E+14; SINVASTATINA; SINVASTATINA; 10MG COM REV CT 3BL AL PLAS INC X 10; SDZ
66752; MELOXICAM; MELOXICAM; CPR 15 MG x 10; GM2;5,07717E+14; MELOXICAM; MELOXICAM; 15 MG COM CT BL AL PLAS BCO LEIT X 10; E3S
72990; CLONAZEPAM; CLONAZEPAM; CPR 2 MG x 20; MD7;5,26121E+14; CLONAZEPAM; CLONAZEPAM; 2 MG COM CT BL AL PLAS LEIT X 20; GM2
75757; NORFLOXACINO; NORFLOXACINO; CPR REVEST 400 MG x 14; N_Q;5,25904E+14; NORFLOXACINO; NORFLOXACINO; 400 MG COM REV CT BL AL/AL14 ; MB9
73183; IBUPROFENO; IBUPROFENO; GOTAS 50 MG 30 ML x 1 (/ML); N_Q;5,21125E+14; IBUPROFENO; IBUPROFENO; 50 MG/ML SUS OR CT FR PLAS OPC GOT X 30 ML; NO_ACR
56752; PENVIR LABIA; NOT FOUND; CREME 5 G x 1; E3S;5,2611E+14; PENVIR; NOT FOUND; BINS X 5G LABIA; GM2
68111; NORF; NOT FOUND; CPR 400 MG x 14; E3S;5,30805E+14; NORFLOXASAN; NOT FOUND; 400 MG COMP REV CT FR VD AMB X 14; SNV
78673; GLIMEPIRIDA; GLIMEPIRIDA; CPR 1 MG x 30; E3S;5,02815E+14; GLIMEPIRIDA; GLIMEPIRIDA; 1 MG COM CT BL AL PLAS INC X 30; NO_ACR
68285; PROP CLOBETASOL; NOT FOUND; SOLN CAPIL 0.50 MG 50 G x 1 (/G); LG6;5,07729E+14; PROPIONATO CLOBETASOL; PROPIONATO CLOBETASOL; 0.5 MG/G SOL CAP CT FR PLAS OPC GOT X 50 G; E3S
73818; DIAZEPAM; DIAZEPAM; CPR 10 MG x 20; LG6;5,29904E+14; DIAZEPAM; DIAZEPAM; 10 MG COM CT BL AL PLAS INC X 20; RBY
58907; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 3; E3S;5,253E+14; AZITROMICINA; AZITROMICINA; 500 MG COM REV CT 1 BL AL PLAS INC X 3; NO_ACR
69429; CLOR LIDOCAINA; CLORIDRATO LIDOCAINA; GEL. 20 MG 30 G x 1 (/G); GM2;5,07733E+14; CLORIDRATO LIDOCAINA; CLORIDRATO LIDOCAINA; 20 MG/ML GEL TOP CT BG AL X 30 G; E3S
68177; CAPTOPRIL; CAPTOPRIL; CPR 25 MG x 30; LG6;5,11501E+14; CAPTOPRIL; CAPTOPRIL; 25 MG COM CT 3 BL AL PLAS INC X 10; SDZ
75738; CLOR SERTRALINA; CLORIDRATO SERTRALINA; CPR REVEST 50 MG x 20; N_Q;5,0461E+14; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 50 MG COM REV CT BL AL PLAS OPC X 20; BF8
64432; MALEA ENALAPRIL; MALEATO ENALAPRIL; CPR 20 MG x 30; BF8;5,19023E+14; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 20 MG COM CT ENV AL X 30; N_Q
63756; ALBENDAZOL; ALBENDAZOL; CPR 400 MG x 1; N_Q;5,07701E+14; ALBENDAZOL; ALBENDAZOL; 400 MG COM MAST CT STRIP X 1; E3S
68966; LEVOFLOXACINO; LEVOFLOXACINO; CPR REVEST 500 MG x 7; E3S;5,08009E+14; LEVOFLOXACINO; LEVOFLOXACINO; CT C/ 7 COMP 500MG; EUF
85428; DICLOFENACO SOD; DICLOFENACO SODICO; CPR REVEST 50 MG x 20; N_Q;5,04901E+14; DICLOF; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 20; BRT
68278; MELOXICAM; MELOXICAM; CPR 7.50 MG x 10; LG6;5,2612E+14; MELOXICAM; MELOXICAM; 7.5 MG 1BLT C/ 10 COMP; GM2
64077; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; N_Q;5,00103E+14; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 21; AOB
68493; LOSARTAN POTAS; NOT FOUND; CPR REVEST 50 MG x 30; FAS;5,08019E+14; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 50 MG CT C/ 30 CPR; EUF
61439; MALEAT DEXCLORF; MALEATO DEXCLORFENIRAMINA; SOLN ORAL 0.40 MG 120 ML x 1 (/ML); E3S;5,26119E+14; MALEATO DEXCLORFENIRAMINA SULFATODE PSEUDOEFEDRINA GUAIFENESINA; NOT FOUND; 0.4MG/ML + 4MG/ML+20MG/ML SOL OR CT FR VD AMB X 120ML; GM2
75553; BROMOPRIDA; BROMOPRIDA; GOTAS 4 MG 20 ML x 1 (/ML); N_Q;5,25417E+14; BROMOPRIDA; BROMOPRIDA; 4MG/ML SOL OR CT FR PLAS OPC GOT X 20ML ; NO_ACR
76727; MALEAT DEXCLORF; MALEATO DEXCLORFENIRAMINA; CREME DERMAT 10 MG 30 G x 1 (/G); MD7;5,25905E+14; MALEATO DEXCLORFENIRAMINA; MALEATO DEXCLORFENIRAMINA; 10 MG/G CREM DERM CT BG AL X 30G ; MB9
76981; GLIMEPIRIDA; GLIMEPIRIDA; CPR 4 MG x 30; GM2;5,0521E+14; GLIMEPIRIDA; GLIMEPIRIDA; 4 MG COM CT BL AL PLAS INC X 30; BNK
59874; CARBAMAZEPINA; CARBAMAZEPINA; CPR 400 MG x 20; E3S;5,26526E+14; CARBAMAZEPINA; CARBAMAZEPINA; 400 MG COM CT BL AL PLAS INC X 20; NVR
68178; CAPTOPRIL; CAPTOPRIL; CPR 50 MG x 30; LG6;5,25002E+14; CAPTOPRIL; CAPTOPRIL; 50 MG COMP CT 1 BL AL PLAS INC X 30; MD7
67810; CLOR TRAMADOL; CLORIDRATO TRAMADOL; CAPS GELATIN 50 MG x 10; E3S;5,31606E+14; CLORIDRATO TRAMADOL; CLORIDRATO TRAMADOL; 50MG C/ 10 CAPS; NO_ACR
62590; LISINOVIL; NOT FOUND; CPR 5 MG x 30; SDZ;5,11506E+14; LISINOVIL; NOT FOUND; 5 MG COM CT 3 BL AL PLAS INC X 10; SDZ
73675; CLO TICLOPIDINA; CLORIDRATO TICLOPIDINA; CPR REVEST 250 MG x 20; LG6;5,08026E+14; CLORIDRATO TICLOPIDINA; CLORIDRATO TICLOPIDINA; 250 MG COM REV CT BL AL PLAS INC X 20; EUF
62752; PREDNISONA; PREDNISONA; CPR 20 MG x 10; BF8;5,04602E+14; PREDNISONA; PREDNISONA; 20MG COM CT BL AL PLAS INC X 10; BF8
64653; FINASTERIDA; FINASTERIDA; CPR REVEST 1 MG x 60; MD7;5,25404E+14; FINASTERIDA; FINASTERIDA; 1 MG COM REV CT 2 BL AL PLAS X 30; NO_ACR
79964; CEWIN; NOT FOUND; CPR EFE LARA 500 MG x 30; S_A;5,02822E+14; CEWIN; NOT FOUND; 500 MG COM DESINT LENTA CT BL AL/AL X 30; NO_ACR
69615; HIDROCLOROTIAZI; NOT FOUND; CPR 50 MG x 20; E3S;5,07735E+14; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; 50 MG COM CT BL AL PLAS LEIT X 20; E3S
68153; ALENDRONATO SOD; ALENDRONATO SODIO TRI-HIDRATADO; CPR 70 MG x 4; LG6;5,26122E+14; ALENDRONATO SODIO; ALENDRONATO SODIO TRI-HIDRATADO; 70 MG COM CT BL AL PLAS LEIT X 4; GM2
64449; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 1 G x 30; E3S;5,25403E+14; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 1G COM REV CT BL AL PLAS INC X 30; NO_ACR
53317; NEO AMPICILIN; NOT FOUND; CAPS 500 MG x 10; N_Q;5,19008E+14; NEO AMPICILIN; NOT FOUND; CAP 500MG (CX C/1 BL C/10); N_Q
70024; ALPRAZOLAM; ALPRAZOLAM; CPR 2 MG x 20; GM2;5,26118E+14; ALPRAZOLAM B1; NOT FOUND; 2 MG COM CT BL AL PLAS INC X 20; GM2
67084; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 30; SDZ;5,386E+14; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 30; UFB
53528; NEOPRAZOL; NOT FOUND; CAPS GASTROR 20 MG x 14; N_Q;5,19012E+14; NEOPRAZOL; NOT FOUND; CAPS 20MG (FR C/14); N_Q
76787; IBUPROFENO; IBUPROFENO; GOTAS 100 MG 20 ML x 1 (/ML); GM2;5,26123E+14; IBUPROFENO; IBUPROFENO; 100 MG/ML SUS OR CT FR PLAS OPC X 20 ML + CGT; GM2
75183; HIDROCLOROTIAZI; NOT FOUND; CPR 50 MG x 20; MD7;5,02816E+14; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; 50 MG COM CT BL AL PLAS INC X 20; NO_ACR
