525000101114413, ABSTEN S, ABSTEN S, NOT FOUND, 1 MG COMP CT 2 STR X 10, MD7
525068701117412, ALZEPINOL, ALZEPINOL, NOT FOUND, 600 MG COM REV CT BL AL PVC INC X 20, MD7
525000501139413, AMBRA-SINTO T, AMBRA SINTO T, NOT FOUND, SUSP FR C/30 ML, MD7
525000502135411, AMBRA-SINTO T, AMBRA SINTO T, NOT FOUND, SUSP FR C/60 ML, MD7
525073702118419, ANGIO II, ANGIO II, ANGIOTENSINA II, 160 MG COM REV CT BL AL/AL X 15, MD7
525073703114417, ANGIO II, ANGIO II, ANGIOTENSINA II, 160 MG COM REV CT BL AL/AL X 30, MD7
525073704110415, ANGIO II, ANGIO II, ANGIOTENSINA II, 160 MG COM REV CT BL AL/AL X 60, MD7
525073705117413, ANGIO II, ANGIO II, ANGIOTENSINA II, 160 MG COM REV CT BL AL/AL X 90 (EMB FRAC), MD7
525073706113411, ANGIO II, ANGIO II, ANGIOTENSINA II, 320 MG COM REV CT BL AL/AL X 15, MD7
525073707111412, ANGIO II, ANGIO II, ANGIOTENSINA II, 320 MG COM REV CT BL AL/AL X 30, MD7
525073708116418, ANGIO II, ANGIO II, ANGIOTENSINA II, 320 MG COM REV CT BL AL/AL X 60, MD7
525073709112416, ANGIO II, ANGIO II, ANGIOTENSINA II, 320 MG COM REV CT BL AL/AL X 90 (EMB FRAC), MD7
525073701111410, ANGIO II, ANGIO II, ANGIOTENSINA II, 80 MG COM REV CT BL AL/AL X 15, MD7
525073710110413, ANGIO II, ANGIO II, ANGIOTENSINA II, 80 MG COM REV CT BL AL/AL X 30, MD7
525073711117411, ANGIO II, ANGIO II, ANGIOTENSINA II, 80 MG COM REV CT BL AL/AL X 60, MD7
525073712113411, ANGIO II, ANGIO II, ANGIOTENSINA II, 80 MG COM REV CT BL AL/AL X 90 (EMB FRAC), MD7
525064504139119, ACEBROFILINA, ACEBROFILINA, ACEBROFILINA, 10 MG/ML XPE CT FR VD AMB X 120 ML + DOSADOR, MD7
525064501131117, ACEBROFILINA, ACEBROFILINA, ACEBROFILINA, 5 MG/ML XPE CT FR VD AMB X 120 ML + DOSADOR, MD7
525067109133116, ACETILCISTEÍNA, ACETILCISTEINA, ACETILCISTEINA, 120 MG/G GRAN CT 50 ENV POLIES AL PP X 5 G (EMB FRAC), MD7
525067110115118, ACETILCISTEÍNA, ACETILCISTEINA, ACETILCISTEINA, 20 MG/ G GRAN CT 60 ENV POLIES AL PP X 5 G (EMB FRAC) , MD7
525067111138111, ACETILCISTEÍNA, ACETILCISTEINA, ACETILCISTEINA, 40 MG/G GRAN CT 60 ENV POLIES AL PP X 5 G ( EMB FRAC), MD7
525001001113413, AVIRAL, AVIRAL, NOT FOUND, 200 MG CX C/5 BL X 5 COMP, MD7
525000301164112, ACICLOVIR, ACICLOVIR, ACICLOVIR, CREM DERM CT 1 BG AL X 10 G, MD7
525070501111110, ÁCIDO MEFENÂMICO, ACIDO MEFENAMICO, ACIDO MEFENAMICO, 500 MG COM CT BL AL PLAS AMB X 12, MD7
525070502118119, ÁCIDO MEFENÂMICO, ACIDO MEFENAMICO, ACIDO MEFENAMICO, 500 MG COM CT BL AL PLAS AMB X 24, MD7
525071902160412, ADAPEL, ADAPEL, NOT FOUND, 1 MG/G GEL CT BG AL X 20 G , MD7
525071901164414, ADAPEL, ADAPEL, NOT FOUND, 1 MG/G GEL CT BG AL X 30 G, MD7
525071701165115, ADAPALENO, ADAPALENO, ADAPALENO, 1 MG/G GEL DERM CT BG PLAS OPC X 30 G, MD7
525066601131115, ALBENDAZOL, ALBENDAZOL, ALBENDAZOL, 40 MG/ML SUS OR CT FR VD AMB X 10 ML, MD7
525066603118116, ALBENDAZOL, ALBENDAZOL, ALBENDAZOL, 400 MG COM MAST CT BL AL PLAS INC X 1, MD7
525071002119114, ALOPURINOL, ALOPURINOL, ALOPURINOL, 100 MG COM CT BL AL PLAS INC X 30 , MD7
525071001112116, ALOPURINOL, ALOPURINOL, ALOPURINOL, 300 MG COM CT BL AL PLAS INC X 30 , MD7
525070201118111, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 0.25 MG COM CT BL AL PLAS INC X 20 , MD7
525070202114118, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 0.25 MG COM CT BL AL PLAS INC X 30 , MD7
525070203110116, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 0.25 MG COM CT BL AL PLAS OPC X 20 , MD7
525070204117114, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 0.25 MG COM CT BL AL PLAS OPC X 30, MD7
525070205113112, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 0.5 MG COM CT BL AL PLAS INC X 20 , MD7
525070206111113, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 0.5 MG COM CT BL AL PLAS INC X 30 , MD7
525070207116119, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 0.5 MG COM CT BL AL PLAS OPC X 20, MD7
525070208112117, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 0.5 MG COM CT BL AL PLAS OPC X 30 , MD7
525070209119115, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 1 MG COM CT BL AL PLAS INC X 20 , MD7
525070210117112, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 1 MG COM CT BL AL PLAS INC X 30, MD7
525070211113110, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 1 MG COM CT BL AL PLAS OPC X 20 , MD7
525070212111111, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 1 MG COM CT BL AL PLAS OPC X 30 , MD7
525070213116117, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 2 MG COM CT BL AL PLAS INC X 30, MD7
525070214112115, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 2 MG COM CT BL AL PLAS OPC X 30 , MD7
525000601133115, AMOXICILINA, AMOXICILINA, AMOXICILINA, 125MG / 5ML PO P/ SUSP OR CT 1 FR VD P/ 150ML + DO, MD7
525000602131116, AMOXICILINA, AMOXICILINA, AMOXICILINA, 200 MG/5ML PO SUS OR CT FR VD AMB X 100 ML + DOSAD, MD7
525000603136111, AMOXICILINA, AMOXICILINA, AMOXICILINA, 250MG / 5ML PO P/ SUSP OR CT 1 FR VD P/ 150ML + DO, MD7
525000604132111, AMOXICILINA, AMOXICILINA, AMOXICILINA, 400 MG/5ML PO SUS OR CT FR VD AMB X 100 ML + DOSAD, MD7
525000606119110, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG CAPS GELAT DURA CT 1 BL AL PLAST INC X 15, MD7
525000607115119, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG CAPS GELAT DURA CT 2 BL AL PLAST INC X 15, MD7
525000608111117, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG CAPS GELAT DURA CT 3 BL AL PLAST INC X 7, MD7
525000605139118, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500MG / 5ML PO P/ SUSP OR CT 1 FR VD P/ 150ML + DO, MD7
525000901110110, ATENOLOL, ATENOLOL, ATENOLOL, 100 MG COM CT BL AL PLAS INC X 30 , MD7
525000902117119, ATENOLOL, ATENOLOL, ATENOLOL, 25 MG COM CT BL AL PLAS INC X 30 , MD7
525000903113117, ATENOLOL, ATENOLOL, ATENOLOL, 50 MG COM CT BL AL PLAS INC X 30 , MD7
525070302119111, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 100 MG + 25 MG COM CT BL AL PLAS INC X 30, MD7
525070303115111, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 100 MG + 25 MG COM CT BL AL PLAS INC X 60, MD7
525070304111118, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 50 MG + 12.5 MG COM CT BL AL PLAS INC X 30, MD7
525070301112113, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 50 MG + 12.5 MG COM CT BL AL PLAS INC X 60, MD7
525073501112111, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 10 MG COM REV CT BL AL/AL X 10, MD7
525073503115118, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 10 MG COM REV CT BL AL/AL X 200 (EMB HOSP), MD7
525073504111116, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 10 MG COM REV CT BL AL/AL X 30, MD7
525073505118114, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 10 MG COM REV CT BL AL/AL X 500 (EMB HOSP), MD7
525073506114112, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 10 MG COM REV CT BL AL/AL X 60, MD7
525073502119111, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 10 MG COM REV CT BL AL/AL X 90 (EMB FRAC), MD7
525073507110110, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 20 MG COM REV CT BL AL/AL X 10, MD7
525073508117119, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 20 MG COM REV CT BL AL/AL X 200 (EMB HOSP), MD7
525073509113117, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 20 MG COM REV CT BL AL/AL X 30, MD7
525073510111114, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 20 MG COM REV CT BL AL/AL X 500 (EMB HOSP), MD7
525073511118112, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 20 MG COM REV CT BL AL/AL X 60, MD7
525073512114110, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 20 MG COM REV CT BL AL/AL X 90 (EMB FRAC), MD7
525073513110119, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 40 MG COM REV CT BL AL/AL X 10, MD7
525073514117117, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 40 MG COM REV CT BL AL/AL X 200 (EMB HOSP), MD7
525073515113115, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 40 MG COM REV CT BL AL/AL X 30, MD7
525073516111116, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 40 MG COM REV CT BL AL/AL X 500 (EMB HOSP), MD7
525073517116111, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 40 MG COM REV CT BL AL/AL X 60, MD7
525073518112111, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 40 MG COM REV CT BL AL/AL X 90 (EMB FRAC), MD7
525073519119118, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 80 MG COM REV CT BL AL/AL X 10, MD7
525073520117115, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 80 MG COM REV CT BL AL/AL X 200( EMB HOSP), MD7
525073521113113, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 80 MG COM REV CT BL AL/AL X 30, MD7
525073522111114, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 80 MG COM REV CT BL AL/AL X 500 (EMB HOSP), MD7
525073523116111, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 80 MG COM REV CT BL AL/AL X 60, MD7
525073524112118, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 80 MG COM REV CT BL AL/AL X 90 ( EMB FRAC), MD7
525069501111117, AZITROMICINA, AZITROMICINA, AZITROMICINA, 500 MG COM REV CT BL AL PLAS INC X 2, MD7
525069502118115, AZITROMICINA, AZITROMICINA, AZITROMICINA, 500 MG COM REV CT BL AL PLAS INC X 3, MD7
525069504110111, AZITROMICINA, AZITROMICINA, AZITROMICINA, 500 MG COM REV CT BL AL PLAS INC X 40 (EMB FRAC), MD7
525069503114113, AZITROMICINA, AZITROMICINA, AZITROMICINA, 500 MG COM REV CT BL AL PLAS INC X 5, MD7
525068602119417, ALENTHUS XR, ALENTHUS XR, NOT FOUND, 150 MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 15, MD7
525068606114411, ALENTHUS XR, ALENTHUS XR, NOT FOUND, 37.5 MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 15, MD7
525068607110418, ALENTHUS XR, ALENTHUS XR, NOT FOUND, 37.5 MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 30, MD7
525068605118411, ALENTHUS XR, ALENTHUS XR, NOT FOUND, 37.5 MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 7 , MD7
525068604111413, ALENTHUS XR, ALENTHUS XR, NOT FOUND, 75 MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 15, MD7
525000401118414, ACTIVELLE, ACTIVELLE, NOT FOUND, 1.0 MG + 0.5MG COM REV CT 1 EST CALENDARIO X 28, MD7
525000101114413, ABSTEN S, ABSTEN S, NOT FOUND, 1 MG COMP CT 2 STR X 10, MD7
525068702113410, ALZEPINOL, ALZEPINOL, NOT FOUND, 300 MG COM REV CT BL AL PVC INC X 20, MD7
525068701117412, ALZEPINOL, ALZEPINOL, NOT FOUND, 600 MG COM REV CT BL AL PVC INC X 20, MD7
525000501139413, AMBRA-SINTO T, AMBRA SINTO T, NOT FOUND, SUSP FR C/30 ML, MD7
525000502135411, AMBRA-SINTO T, AMBRA SINTO T, NOT FOUND, SUSP FR C/60 ML, MD7
525073702118419, ANGIO II, ANGIO II, ANGIOTENSINA II, 160 MG COM REV CT BL AL/AL X 15, MD7
525073703114417, ANGIO II, ANGIO II, ANGIOTENSINA II, 160 MG COM REV CT BL AL/AL X 30, MD7
525073704110415, ANGIO II, ANGIO II, ANGIOTENSINA II, 160 MG COM REV CT BL AL/AL X 60, MD7
525073705117413, ANGIO II, ANGIO II, ANGIOTENSINA II, 160 MG COM REV CT BL AL/AL X 90 (EMB FRAC), MD7
525073706113411, ANGIO II, ANGIO II, ANGIOTENSINA II, 320 MG COM REV CT BL AL/AL X 15, MD7
525073707111412, ANGIO II, ANGIO II, ANGIOTENSINA II, 320 MG COM REV CT BL AL/AL X 30, MD7
525073708116418, ANGIO II, ANGIO II, ANGIOTENSINA II, 320 MG COM REV CT BL AL/AL X 60, MD7
525073709112416, ANGIO II, ANGIO II, ANGIOTENSINA II, 320 MG COM REV CT BL AL/AL X 90 (EMB FRAC), MD7
525073701111410, ANGIO II, ANGIO II, ANGIOTENSINA II, 80 MG COM REV CT BL AL/AL X 15, MD7
525073710110413, ANGIO II, ANGIO II, ANGIOTENSINA II, 80 MG COM REV CT BL AL/AL X 30, MD7
525073711117411, ANGIO II, ANGIO II, ANGIOTENSINA II, 80 MG COM REV CT BL AL/AL X 60, MD7
525073712113411, ANGIO II, ANGIO II, ANGIOTENSINA II, 80 MG COM REV CT BL AL/AL X 90 (EMB FRAC), MD7
