501800707151419, BENZATRON, BENZATRON, NOT FOUND, 1.200.000 UI PO INJ CX 100 FA VD INC (EMB. HOSP.), NO_ACR
532300202131418, BACSULFAPRIN, BACSULFAPRIN, NOT FOUND, 40MG/ML + 8MG/ML - 100ML CX C/12 (SULFAMETOXAZOL+TRIMETOPRIMA ADULTO), NO_ACR
532300205139411, BACSULFAPRIN, BACSULFAPRIN, NOT FOUND, 40MG/ML + 8MG/ML - 60ML CX C/12 (SULFAMETOXAZOL+TRIMETOPRIMA PEDIATRICO), NO_ACR
532300204132411, BACSULFAPRIN, BACSULFAPRIN, NOT FOUND, 40MG/ML + 8MG/ML SUS OR CT 100 FR VD AMB X 60 ML, NO_ACR
532300203136413, BACSULFAPRIN, BACSULFAPRIN, NOT FOUND, 40MG/ML + 8MG/ML SUS OR CT 60 FR PLAS OPC X 100 ML, NO_ACR
532300302177411, BENZOBEN, BENZOBEN, NOT FOUND, 0.2ML/ML - 60ML CX C/12, NO_ACR
540000101150411, BROMOGEX, BROMOGEX, NOT FOUND, 5 MG/ML SOL INJ CT 5 AMP VD AMB X 2 ML, NO_ACR
540000102157411, BROMOGEX, BROMOGEX, NOT FOUND, 5 MG/ML SOL INJ CT 50 AMP VD AMB X 2 ML (EMB HOSP), NO_ACR
532000301116310, BURINAX, BURINAX, NOT FOUND, 1 MG COMP CT 1 BL AL PLAS INC X 20, NO_ACR
532000201111317, BETASERC, BETASERC, NOT FOUND, 16 MG COM CT BL AL PLAS INC X 30, NO_ACR
532000202118412, BETASERC, BETASERC, NOT FOUND, 24 MG COM CT BL AL PLAS INC X 30, NO_ACR
532000203114410, BETASERC, BETASERC, NOT FOUND, 24 MG COM CT BL AL PLAS INC X 60, NO_ACR
501801002151416, BROMUC, BROMUC, NOT FOUND, 100 MG/ML SOL INJ CT 5 AMP VD AMB X 3 ML, NO_ACR
501801001153415, BROMUC, BROMUC, NOT FOUND, 100 MG/ML SOL INJ CX 100 AMP VD AMB X 3 ML, NO_ACR
501800707151419, BENZATRON, BENZATRON, NOT FOUND, 1.200.000 UI PO INJ CX 100 FA VD INC (EMB. HOSP.), NO_ACR
501800708156414, BENZATRON, BENZATRON, NOT FOUND, 1.200.000 UI PO INJ CX 50 FA VD INC + 50 AMP DIL PLAS X 5 ML (EMB. HOSP.), NO_ACR
501800712153416, BENZATRON, BENZATRON, NOT FOUND, 600.000 UI PO INJ CX 100 FA VD INC (EMB. HOSP.), NO_ACR
501800713151417, BENZATRON, BENZATRON, NOT FOUND, 600.000 UI PO INJ CX 50 FA VD INC + 50 AMP DIL PLAS X 5 ML (EMB. HOSP.), NO_ACR
506905102119111, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10 MG COM CT BL AL PLAS AMB X 100 (EMB HOSP), NO_ACR
506905103115111, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10 MG COM CT BL AL PLAS AMB X 20, NO_ACR
506905104111118, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10 MG COM CT BL AL PLAS AMB X 200 (EMB HOSP), NO_ACR
506905105118116, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10 MG COM CT BL AL PLAS AMB X 30, NO_ACR
506905106114114, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10 MG COM CT BL AL PLAS AMB X 60, NO_ACR
506905107110112, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL PLAS AMB X 100 (EMB HOSP), NO_ACR
506905108117110, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL PLAS AMB X 20, NO_ACR
506905109113119, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL PLAS AMB X 200 (EMB HOSP), NO_ACR
506905101112113, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL PLAS AMB X 30, NO_ACR
506905110111116, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL PLAS AMB X 60, NO_ACR
506906001111113, BISSULFATO DE CLOPIDOGREL, BISSULFATO CLOPIDOGREL, BISSULFATO CLOPIDOGREL, 75 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
506906002118111, BISSULFATO DE CLOPIDOGREL, BISSULFATO CLOPIDOGREL, BISSULFATO CLOPIDOGREL, 75 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
506902301110111, BROMAZEPAM, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL AL PLAS INC X 20, NO_ACR
506902305116112, BROMAZEPAM, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL AL PLAS INC X 200 (EMB HOSP), NO_ACR
506902303113116, BROMAZEPAM, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL AL PLAS INC X 30, NO_ACR
506902302117118, BROMAZEPAM, BROMAZEPAM, BROMAZEPAM, 6 MG COM CT BL AL PLAS INC X 20, NO_ACR
506902306112110, BROMAZEPAM, BROMAZEPAM, BROMAZEPAM, 6 MG COM CT BL AL PLAS INC X 200 (EMB HOSP), NO_ACR
506902304111117, BROMAZEPAM, BROMAZEPAM, BROMAZEPAM, 6 MG COM CT BL AL PLAS INC X 30, NO_ACR
505607510156410, BENZILPEN, BENZILPEN, NOT FOUND, 10000000 UI PO SOL INJ CT 100 FA VD INC, NO_ACR
505607511152419, BENZILPEN, BENZILPEN, NOT FOUND, 10000000 UI PO SOL INJ CT 50 FA VD INC, NO_ACR
505607508151415, BENZILPEN, BENZILPEN, NOT FOUND, 5000000 UI PO SOL INJ CT 50 FA VD INC, NO_ACR
505607501157418, BENZILPEN, BENZILPEN, NOT FOUND, 5000000 UI PO SOL INJ CT 50 FA VD INC + DIL X 5 ML, NO_ACR
505600802151411, BETAZIDIM, BETAZIDIM, NOT FOUND, 1 G PO INJ CX 50 FA, NO_ACR
505600801155413, BETAZIDIM, BETAZIDIM, NOT FOUND, 1G CX. 1FA + DIL 10ML, NO_ACR
505600703153416, BACTOCILIN, BACTOCILIN, NOT FOUND, 500 MG PO INJ CT 50 FA VD INC, NO_ACR
515600501167410, BAYCUTEN N, BAYCUTEN N, NOT FOUND, 1% CREM DERM CT BG X 40 G, NO_ACR
515600701115414, BINOTAL, BINOTAL, NOT FOUND, 1000 MG STRIP X 12 COMP, NO_ACR
515600702111412, BINOTAL, BINOTAL, NOT FOUND, 1000 MG STRIP X 18 COMP, NO_ACR
515600703118410, BINOTAL, BINOTAL, NOT FOUND, 500 MG STRIP X 12 COMP, NO_ACR
515600704114419, BINOTAL, BINOTAL, NOT FOUND, 500 MG STRIP X 18 COMP, NO_ACR
538902302115314, BINOTAL, BINOTAL, NOT FOUND, 1000 MG COM CT STR X 14, NO_ACR
538902303111312, BINOTAL, BINOTAL, NOT FOUND, 1000 MG COM CT STR X 21, NO_ACR
538902301119316, BINOTAL, BINOTAL, NOT FOUND, 500 MG COM CT STR X 14, NO_ACR
538902304118310, BINOTAL, BINOTAL, NOT FOUND, 500 MG COM CT STR X 21, NO_ACR
538900801114317, BONEFÓS, BONEFOS, NOT FOUND, 400 MG CAP GEL DURA CT FR PLAS POLIET OPC X 30, NO_ACR
538900802153316, BONEFÓS, BONEFOS, NOT FOUND, 60 MG/ML SOL INJ CT 5 AMP VD INC X 5 ML, NO_ACR
538900803151317, BONEFÓS, BONEFOS, NOT FOUND, 60 MG/ML SOL INJ CT AMP VD INC X 25 ML, NO_ACR
538900804113311, BONEFÓS, BONEFOS, NOT FOUND, 800 MG COM REV CT BL AL PLAS INC X 60, NO_ACR
538900401116411, BENERVA, BENERVA, NOT FOUND, 300 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
538900102161316, BEPANTOL, BEPANTOL, NOT FOUND, 50 MG/G POM DERM CT BG AL X 30 G, NO_ACR
538900101171318, BEPANTOL, BEPANTOL, NOT FOUND, 50 MG/ML SOL TOP CT FR PLAS AMB X 50 ML, NO_ACR
503600103133413, BIOGRIPE, BIOGRIPE, NOT FOUND, 100 MG/ML + 2 MG/ML + 2 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML, NO_ACR
503600101130417, BIOGRIPE, BIOGRIPE, NOT FOUND, 40 MG/ML + 4 MG/ML + 4 MG/ML XPE CT FR VD AMB X 100 ML, NO_ACR
503600104113416, BIOGRIPE, BIOGRIPE, NOT FOUND, 400 MG + 4 MG + 4 MG CAP GEL DURA CT DISPLAY X 25 BL X 4 CART, NO_ACR
503600102110411, BIOGRIPE, BIOGRIPE, NOT FOUND, 400 MG + 4 MG + 4 MG CAP GEL DURA CT FR PLAS OPC X 20, NO_ACR
503101301134315, BESIVANCE, BESIVANCE, NOT FOUND, 0.6 % SUS OFT CT FR PLAS OPC GOT X 5 ML, NO_ACR
503100201179319, BETA OPHTIOLE, BETA OPHTIOLE, NOT FOUND, 3 MG/ML SOL OFT CT FR PLAS OPC GOT X 5ML, NO_ACR
504400601154415, BLAUBIMAX, BLAUBIMAX, NOT FOUND, CX COM 1 FR AMP SOL INJ - 50 ML + EQUIPO - ALBUMINA HUMANA 20%, NO_ACR
504400801153412, BLAUFERON ALFA – 2A, BLAUFERON ALFA 2A, NOT FOUND,  3 M.U.I. INTERFERON ALFA 2A 3 - CX COM 1 FR AMP DE PO LIOFILO INJ + DILUENTE, NO_ACR
504400802151413, BLAUFERON ALFA – 2A, BLAUFERON ALFA 2A, NOT FOUND, 4.5 M.U.I. INTERFERON ALFA 2A - CX COM 1 FR AMP DE PO LIOFILO INJ + DILUENTE, NO_ACR
504400803156419, BLAUFERON ALFA – 2A, BLAUFERON ALFA 2A, NOT FOUND, 9 M.U.I. INTERFERON ALFA 2A 9 - CX COM 1 FR AMP DE PO LIOFILO INJ + DILUENTE, NO_ACR
504400702155417, BLAUFERON A, BLAUFERON A, NOT FOUND, CT. FA VD INC + AMP DIL X 1ML - INTERFERON ALFA 2A 18.000.000 UI PO L, NO_ACR
504400701159419, BLAUFERON A, BLAUFERON A, NOT FOUND, CT. FA VD INC X 1ML SOL. INJ. - INTERFERON ALFA 2A 3.000.000 UI/ML, NO_ACR
504400704158413, BLAUFERON A, BLAUFERON A, NOT FOUND, CT. FA VD INC X 1ML SOL. INJ. - INTERFERON ALFA 2A 4.500.000 UI/ML, NO_ACR
504400706150411, BLAUFERON A, BLAUFERON A, NOT FOUND, CT. FA VD INC X 1ML SOL. INJ. - INTERFERON ALFA 2A 9.000.000 UI/ML, NO_ACR
504400703151415, BLAUFERON A, BLAUFERON A, NOT FOUND, CT. SER-PREENC X 0.5ML SOL. INJ. - INTERFERON ALFA 2A 18.000.000 UI PO L, NO_ACR
504400705154411, BLAUFERON A, BLAUFERON A, NOT FOUND, CT. SER-PREENC X 0.5ML SOL. INJ. - INTERFERON ALFA 2A 6.000.000 UI/ML, NO_ACR
504400707157418, BLAUFERON A, BLAUFERON A, NOT FOUND, CT. SER-PREENC X 0.5ML SOL. INJ. - INTERFERON ALFA 2A 9.000.000 UI/ML, NO_ACR
504401003153413, BLAUFERON B-INTERFERON ALFA 2B, BLAUFERON B INTERFERON ALFA 2B, NOT FOUND, 1.000.000 UI PO LI - CX FR AMP VD INC 1ML + DIL, NO_ACR
504400901158416, BLAUFERON ALFA – 2B, BLAUFERON ALFA 2B, NOT FOUND, 10 M.U.I. INTERFERON ALFA 2B - CX COM 1 FR AMP DE PO LIOFILO INJ + DILUENTE, NO_ACR
504401004151414, BLAUFERON B-INTERFERON ALFA 2B, BLAUFERON B INTERFERON ALFA 2B, NOT FOUND, 10.000.000 UI - CX FR AMP VD INC 1ML SOL INJ, NO_ACR
504401005156411, BLAUFERON B-INTERFERON ALFA 2B, BLAUFERON B INTERFERON ALFA 2B, NOT FOUND, 10.000.000 UI - CX FR AMP VD INC 2ML SOL INJ, NO_ACR
504401006152418, BLAUFERON B-INTERFERON ALFA 2B, BLAUFERON B INTERFERON ALFA 2B, NOT FOUND, 18.000.000 UI - CX FR AMP VD INC 3ML SOL INJ, NO_ACR
504401007159416, BLAUFERON B-INTERFERON ALFA 2B, BLAUFERON B INTERFERON ALFA 2B, NOT FOUND, 25.000.000 UI - CX FR AMP VD INC 2.5ML SOL INJ, NO_ACR
504401008155414, BLAUFERON B-INTERFERON ALFA 2B, BLAUFERON B INTERFERON ALFA 2B, NOT FOUND, 25.000.000 UI - CX FR AMP VD INC 5ML SOL INJ, NO_ACR
504400902154414, BLAUFERON ALFA – 2B, BLAUFERON ALFA 2B, NOT FOUND, 3 M.U.I. INTERFERON ALFA 2B 3 - CX COM 1 FR AMP DE PO LIOFILO INJ + DILUENTE, NO_ACR
504401001150417, BLAUFERON B-INTERFERON ALFA 2B, BLAUFERON B INTERFERON ALFA 2B, NOT FOUND, 3.000.000 UI - CT. SER-PREENC X 0.5ML SOL. INJ., NO_ACR
504400903150412, BLAUFERON ALFA – 2B, BLAUFERON ALFA 2B, NOT FOUND, 5 M.U.I. INTERFERON ALFA 2B 5 - CX COM 1 FR AMP DE PO LIOFILO INJ + DILUENTE, NO_ACR
504401002157415, BLAUFERON B-INTERFERON ALFA 2B, BLAUFERON B INTERFERON ALFA 2B, NOT FOUND, 5.000.000 UI - CT. SER-PREENC X 0.5ML SOL. INJ., NO_ACR
504401304153412, B-PLATIN, B PLATIN, NOT FOUND, 10 MG / ML SOL INJ CT FA VD AMB X 15 ML, NO_ACR
504401303157414, B-PLATIN, B PLATIN, NOT FOUND, 10 MG / ML SOL INJ CT FA VD AMB X 45 ML, NO_ACR
504401302150416, B-PLATIN, B PLATIN, NOT FOUND, 10 MG / ML SOL INJ CT FA VD AMB X 5 ML, NO_ACR
504401201151417, BLAUIMUNO - IMUNOGLOBULINA HUMANA, BLAUIMUNO IMUNOGLOBULINA HUMANA, NOT FOUND, 0.6 G - CX COM 1 FR AMP DE PO LIOFILO INJ+ DILUENTE DE 10, NO_ACR
504401101155410, BLAUGLOBULINA IMUNOGLOBULINA HUMANA, BLAUGLOBULINA IMUNOGLOBULINA HUMANA, NOT FOUND, 2.5 G - CX COM 1 FR AMP DE PO LIOFILO INJ, NO_ACR
504401202156412, BLAUIMUNO - IMUNOGLOBULINA HUMANA, BLAUIMUNO IMUNOGLOBULINA HUMANA, NOT FOUND, 3.0 G - CX COM 1 FR AMP DE PO LIOFILO INJ+ DILUENTE DE 50, NO_ACR
504401203152410, BLAUIMUNO - IMUNOGLOBULINA HUMANA, BLAUIMUNO IMUNOGLOBULINA HUMANA, NOT FOUND, 9.0 G - CX COM 1 FR AMP DE PO LIOFILO INJ+ DILUENTE DE 150, NO_ACR
505100501152311, BECENUN, BECENUN, NOT FOUND, CARTUCHO COM 10 FA, NO_ACR
505100901118313, BUSPAR, BUSPAR, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 20, NO_ACR
505100902114311, BUSPAR, BUSPAR, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 20, NO_ACR
505107601111213, BARACLUDE, BARACLUDE, NOT FOUND, 0.5 MG COM REV CT FR PLAS OPC X 30, NO_ACR
505107602116219, BARACLUDE, BARACLUDE, NOT FOUND, 1 MG COM REV CT FR PLAS OPC X 30, NO_ACR
505100601157313, BLENOXANE, BLENOXANE, NOT FOUND, CARTUCHO COM 1 FA, NO_ACR
534100502152419, BUPICAN, BUPICAN, NOT FOUND, 5 MG/ML SOL INJ CX 01 AMP VD INC X 4 ML, NO_ACR
534100501156410, BUPICAN, BUPICAN, NOT FOUND, 5 MG/ML SOL INJ CX FA VD INC X 20 ML, NO_ACR
507200301178411, BENZOTOP, BENZOTOP, NOT FOUND, 200 MG/G GEL PT PLAS X 12 G (SABOR MENTA), NO_ACR
507200302174418, BENZOTOP, BENZOTOP, NOT FOUND, 200 MG/G GEL PT PLAS X 12 G (SABOR PINA COLADA), NO_ACR
507200303170416, BENZOTOP, BENZOTOP, NOT FOUND, 200 MG/G GEL PT PLAS X 12 G (SABOR TUTTI-FRUTTI), NO_ACR
507501201156314, BLAZTERE, BLAZTERE, NOT FOUND,  4MG PO LIOF INJ IV CT FA VD INC, NO_ACR
507501202152312, BLAZTERE, BLAZTERE, NOT FOUND, 4MG PO LIOF INJ IV CT 10 FA VD INC, NO_ACR
507501203159310, BLAZTERE, BLAZTERE, NOT FOUND, 4MG PO LIOF INJ IV CT 4 FA VD INC, NO_ACR
507604001151311, BYETTA, BYETTA, NOT FOUND, 250 MCG/ML SOL INJ CT CARP VD INC X 1.2 ML X SIST APLIC PLAS , NO_ACR
507604002156315, BYETTA, BYETTA, NOT FOUND, 250 MCG/ML SOL INJ CT CARP VD INC X 2.4 ML X SIST APLIC PLAS, NO_ACR
531604503115116, BETAMETASONA, BETAMETASONA, BETAMETASONA, 0.5 MG COM CT BL AL PLAS BCO LEIT X 20, NO_ACR
531604501139115, BETAMETASONA, BETAMETASONA, BETAMETASONA, 0.5MG/ML SOL OR CT FR VD AMB X 15ML, NO_ACR
531604502119118, BETAMETASONA, BETAMETASONA, BETAMETASONA, 2.0 MG COM CT BL AL PLAS BCO LEIT X 10, NO_ACR
531609501110118, BEZAFIBRATO, BEZAFIBRATO, BEZAFIBRATO, 200 MG 2 BLT C/ 10 COMP, NO_ACR
531600501118417, BROMOPIRIN, BROMOPIRIN, NOT FOUND, 2BL X 10 CAPS, NO_ACR
531623401111118, BROMIDRATO DE CITALOPRAM , BROMIDRATO CITALOPRAM, BROMIDRATO CITALOPRAM, 20 MG COM REV CT BL AL PLAS OPC X 28, NO_ACR
531610401132113, BROMIDRATO DE FENOTEROL, BROMIDRATO FENOTEROL, BROMIDRATO FENOTEROL, 0.25 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, NO_ACR
531610402139111, BROMIDRATO DE FENOTEROL, BROMIDRATO FENOTEROL, BROMIDRATO FENOTEROL, 0.5 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, NO_ACR
531610403135111, BROMIDRATO DE FENOTEROL, BROMIDRATO FENOTEROL, BROMIDRATO FENOTEROL, 5 MG/ML SOL OR CT FR VD AMB GOT X 20 ML, NO_ACR
531610501137117, BROMOPRIDA, BROMOPRIDA, BROMOPRIDA, 1 MG/ML SOL OR CT FR VD AMB X 120 ML + CP MED, NO_ACR
531610502133115, BROMOPRIDA, BROMOPRIDA, BROMOPRIDA, 4 MG/ML SOL OR CT FR VD AMB X 20 ML + CGT, NO_ACR
531606501136112, BUTILBROMETO DE ESCOPOLAMINA, BUTILBROMETO ESCOPOLAMINA, BUTILBROMETO ESCOPOLAMINA, 10 MG / ML SOL OR FR VD CGT X 20 ML, NO_ACR
531618801131111, BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA SÓDICA, BUTILBROMETO ESCOPOLAMINA DIPIRONA SODICA, NOT FOUND, 6.67 MG/ML + 333.4 MG/ML SOL OR CT FR VD AMB X 20 ML, NO_ACR
531623502110419, BRASART, BRASART, NOT FOUND, 160 MG COM REV CT BL AL AL X 30, NO_ACR
531623503117417, BRASART, BRASART, NOT FOUND, 320 MG COM REV CT BL AL AL X 30, NO_ACR
531623501114410, BRASART, BRASART, NOT FOUND, 80 MG COM REV CT BL AL AL X 30, NO_ACR
510601606166318, BETNOVATE, BETNOVATE, NOT FOUND, Q - CREME 30G, NO_ACR
510601404156419, BARALGIN, BARALGIN, NOT FOUND, INJETAVEL 50 AMPOLAS X 5ML, NO_ACR
510601503170312, BECLOSOL, BECLOSOL, NOT FOUND, 50MCG AQUOSO NASAL SPRAY X 200 DS, NO_ACR
510601701118317, BIOVIR, BIOVIR, NOT FOUND, 60CPDS, NO_ACR
510601301160316, BACTROBAN, BACTROBAN, NOT FOUND, 15G CREME TUBO, NO_ACR
510601609165312, BETNOVATE, BETNOVATE, NOT FOUND, N - CREME 30G, NO_ACR
510601610163311, BETNOVATE, BETNOVATE, NOT FOUND, N - POMADA 30G, NO_ACR
510601608177317, BETNOVATE, BETNOVATE, NOT FOUND, CAPILAR - 50G, NO_ACR
510601601164317, BETNOVATE, BETNOVATE, NOT FOUND, CREME 15G, NO_ACR
510601602160315, BETNOVATE, BETNOVATE, NOT FOUND, CREME 30G, NO_ACR
510601603175316, BETNOVATE, BETNOVATE, NOT FOUND, LOCAO 50G, NO_ACR
510601604163311, BETNOVATE, BETNOVATE, NOT FOUND, POMADA 15G, NO_ACR
510601605161312, BETNOVATE, BETNOVATE, NOT FOUND, POMADA 30G, NO_ACR
513000401173411, BENZOATO DE BENZILA, BENZOATO BENZILA, BENZOATO BENZILA, 250 MG/ML LOC EMUL CX 50 FR VD AMB X 100 ML (EMB HOSP), NO_ACR
511304101130414, BIOFLORIN, BIOFLORIN, NOT FOUND, AD. CX. C/ 5 FLACTE., NO_ACR
511304102137412, BIOFLORIN, BIOFLORIN, NOT FOUND, PED.CX. C/ 5 FLACTE., NO_ACR
513900301132417, BRONCOFAN, BRONCOFAN, NOT FOUND, ADULTO FR SOL COM 100 ML, NO_ACR
513900302139415, BRONCOFAN, BRONCOFAN, NOT FOUND, INFANTIL FR SOL COM 100 ML, NO_ACR
513900201111418, BEVICOMPLEX, BEVICOMPLEX, NOT FOUND, FR COM 20 DRG, NO_ACR
513900202118416, BEVICOMPLEX, BEVICOMPLEX, NOT FOUND, FR COM 50 DRG, NO_ACR
513900203130411, BEVICOMPLEX, BEVICOMPLEX, NOT FOUND, FR COM SOL 100 ML, NO_ACR
537300302161316, BERLISON, BERLISON, NOT FOUND, 10 MG/G CREM DERM CT BG AL X 15 G, NO_ACR
537300301163315, BERLISON, BERLISON, NOT FOUND, 10 MG/G CREM DERM CT BG AL X 30 G, NO_ACR
537300303166311, BERLISON, BERLISON, NOT FOUND, 10 MG/G POM DERM CT BG AL X 15 G, NO_ACR
537300304162311, BERLISON, BERLISON, NOT FOUND, 10 MG/G POM DERM CT BG AL X 30 G, NO_ACR
516200601154418, BROMALGINA, BROMALGINA, NOT FOUND, CX C/ 5 AMP DE 2 ML, NO_ACR
516200602134410, BROMALGINA, BROMALGINA, NOT FOUND, GOTAS (*) FR C/ 10 ML, NO_ACR
516200501151417, BELACODID, BELACODID, NOT FOUND, CX C/ 5 AMP DE 2 ML, NO_ACR
516200502131411, BELACODID, BELACODID, NOT FOUND, GOTAS (*) FR C/ 10 ML, NO_ACR
516200503136415, BELACODID, BELACODID, NOT FOUND, XPE CT FR VD AMB X 120 ML , NO_ACR
517000602155410, BENZ.PENIC.BENZ., BENZ PENIC BENZ, NOT FOUND, 600.000 CX. 5O FR.AMP+DILUENTES, NO_ACR
517006102111316, BENZNIDAZOL, BENZNIDAZOL, BENZNIDAZOL, 100 MG COM CT BL AL PVC X 100, NO_ACR
517006103118314, BENZNIDAZOL, BENZNIDAZOL, BENZNIDAZOL, 100 MG COM CT BL AL PVDC X 100, NO_ACR
517006104114312, BENZNIDAZOL, BENZNIDAZOL, BENZNIDAZOL, 100 MG COM CX 35 FR PLAS OPC X 100, NO_ACR
517006101115318, BENZNIDAZOL, BENZNIDAZOL, BENZNIDAZOL, 100 MG COM CX 35 FR VD AMB X 100, NO_ACR
517000701171414, BENZOATO DE BENZILA, BENZOATO BENZILA, BENZOATO BENZILA, CX. C/50 FRASCOS X 100 ML, NO_ACR
517000801158411, BICARB. DE SÓDIO, BICARB SODIO, BICARBONATO SODIO, CX. C/100 AMPOLAS X 10 ML, NO_ACR
519507502178419, BROMOVENT, BROMOVENT, NOT FOUND, 0.250 MG/ML SOL INAL CT 10 FR PLAS GOT X 20 ML, NO_ACR
519507503174417, BROMOVENT, BROMOVENT, NOT FOUND, 0.250 MG/ML SOL INAL CT 50 FR PLAS GOT X 20 ML (EMB HOSP), NO_ACR
519507501171410, BROMOVENT, BROMOVENT, NOT FOUND, 0.250 MG/ML SOL INAL CT FR PLAS GOT X 20 ML, NO_ACR
519500802117418, BECORTEM, BECORTEM, NOT FOUND, 20 MG - CX COM 400 COMPRIMIDOS, NO_ACR
519500803113416, BECORTEM, BECORTEM, NOT FOUND, 5 MG - CX COM 400 COMPRIMIDOS, NO_ACR
519500703135418, BATROX, BATROX, NOT FOUND, 50ML SUSP - CX COM 50FR, NO_ACR
519508601153412, BOTULIFT, BOTULIFT, NOT FOUND, 100 U PO LIOF INJ CT 1 FA VD INC, NO_ACR
519508602151413, BOTULIFT, BOTULIFT, NOT FOUND, 100 U PO LIOF INJ CT 5 FA VD INC, NO_ACR
521101203114113, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10 MG COM CT BL AL PLAS AMB X 20, NO_ACR
521101201111117, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10 MG COM CT BL AL PLAS AMB X 30 , NO_ACR
521101204110111, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10 MG COM CT BL AL PLAS AMB X 60, NO_ACR
521101205117111, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL PLAS AMB X 20, NO_ACR
521101202118115, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL PLAS AMB X 30  , NO_ACR
521101206113118, BESILATO DE ANLODIPINO, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL PLAS AMB X 60, NO_ACR
521101304115311, BETALOR, BETALOR, NOT FOUND, 5 MG (COM REV) + 25 MG (GRAN) CAP GEL DURA CT BL AL PLAST INC X 7, NO_ACR
521101303119311, BETALOR, BETALOR, NOT FOUND, 5 MG (COM REV) + 50 MG (GRAN) CAP GEL DURA CT BL AL PLAST INC X 7, NO_ACR
521101301116412, BETALOR, BETALOR, NOT FOUND, 5 MG + 25 MG COM CT 2 BL AL PLAS AMB X 15, NO_ACR
521101302112410, BETALOR, BETALOR, NOT FOUND, 5 MG + 50 MG COM CT 2 BL AL PLAS AMB X 15, NO_ACR
521121602111112, BROMAZEPAM, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL AL PLAS INC X 20, NO_ACR
521121603118110, BROMAZEPAM, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL AL PLAS INC X 30, NO_ACR
521121604114119, BROMAZEPAM, BROMAZEPAM, BROMAZEPAM, 6 MG COM CT BL AL PLAS INC X 20, NO_ACR
521121601115114, BROMAZEPAM, BROMAZEPAM, BROMAZEPAM, 6 MG COM CT BL AL PLAS INC X 30, NO_ACR
521123601171118, BROMETO DE IPRATRÓPIO, BROMETO IPRATROPIO, BROMETO IPRATROPIO, 0.25 MG/ML SOL P/ INAL CT FR VD AMB GOT X 20 ML, NO_ACR
521123201130112, BROMOPRIDA, BROMOPRIDA, BROMOPRIDA, 1 MG/ML SOL OR CT FR VD AMB X 120 ML + CP MED, NO_ACR
521123202137110, BROMOPRIDA, BROMOPRIDA, BROMOPRIDA, 4.0 MG/ML SOL OR CT FR VD AMB GOT X 20 ML, NO_ACR
521102901133413, BUSONID, BUSONID, NOT FOUND, 0.05 MG/DOSE AER BUCAL CT FR AL X 5 ML (100 DOSES), NO_ACR
521102902172412, BUSONID, BUSONID, NOT FOUND, 0.05 MG/DOSE AER NASAL CT FR AL X 10 ML (200 DOSES), NO_ACR
521102903136411, BUSONID, BUSONID, NOT FOUND, 0.200 MG DOSE AER BUCAL CT FR AL X 5 ML (100 DOSES), NO_ACR
521102905171417, BUSONID, BUSONID, NOT FOUND, 100 MCG/DOSE SUS AQUOSA NAS CT FR PLAS OPC X 10 ML (200 DOSES), NO_ACR
