537900201151313, CERETEC, CERETEC, NOT FOUND, 0.5 MG PO LIOF INJ IV CX 5 FA VD INC X 10ML, NO_ACR
507501001114413, CLOPIVIX, CLOPIVIX, NOT FOUND, 75 MG COM REV CT BL AL/AL X 07, NO_ACR
507501002110411, CLOPIVIX, CLOPIVIX, NOT FOUND, 75 MG COM REV CT BL AL/AL X 14, NO_ACR
507501003117411, CLOPIVIX, CLOPIVIX, NOT FOUND, 75 MG COM REV CT BL AL/AL X 20, NO_ACR
507501004113418, CLOPIVIX, CLOPIVIX, NOT FOUND, 75 MG COM REV CT BL AL/AL X 28, NO_ACR
507501007112412, CLOPIVIX, CLOPIVIX, NOT FOUND, 75 MG COM REV CT BL AL/AL X 30, NO_ACR
507501005111419, CLOPIVIX, CLOPIVIX, NOT FOUND, 75 MG COM REV CT BL AL/AL X 60, NO_ACR
507501006116414, CLOPIVIX, CLOPIVIX, NOT FOUND, 75 MG COM REV CT BL AL/AL X 98, NO_ACR
507603307115312, CYMBALTA, CYMBALTA, NOT FOUND,  60 MG CAP GEL DURA C/ MGRAN RETARD CT BL AL AL X 14, NO_ACR
507603304116210, CYMBALTA, CYMBALTA, NOT FOUND, 30 MG CAP GEL DURA C/ MGRAN RETARD CT BL AL PLAS INC X 14 , NO_ACR
507603306119314, CYMBALTA, CYMBALTA, NOT FOUND, 30 MG CAP GEL DURA C/ MGRAN RETARD CT BL AL PLAS INC X 7, NO_ACR
507603308111310, CYMBALTA, CYMBALTA, NOT FOUND, 60 MG CAP GEL DURA C/ MGRAN RETARD CT BL AL AL X 28, NO_ACR
507603309118319, CYMBALTA, CYMBALTA, NOT FOUND, 60 MG CAP GEL DURA C/ MGRAN RETARD CT BL AL AL X 7, NO_ACR
507600502111210, CIALIS, CIALIS, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 2, NO_ACR
507600501115212, CIALIS, CIALIS, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 4, NO_ACR
507600503118219, CIALIS, CIALIS, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 8, NO_ACR
507600504114217, CIALIS, CIALIS, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 28, NO_ACR
531616001160119, CLOTRIMAZOL + ACETATO DE DEXAMETASONA, CLOTRIMAZOL ACETATO DEXAMETASONA, NOT FOUND, 10 MG/G + 0.4 MG/G CREM DERM CT BG AL X 40 G, NO_ACR
531615901168118, CLORIDRATO DE TETRACICLINA + ANFOTERICINA B, CLORIDRATO TETRACICLINA ANFOTERICINA B, NOT FOUND, 25 MG/G + 12.5 MG/G CREM VAG CT BG AL X 45 G + 10 APLIC VAG, NO_ACR
531604901110114, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 12.5 MG COM CT BL AL PLAS INC X 30, NO_ACR
531604902117112, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25 MG COM CT BL AL PLAS INC X 30, NO_ACR
531604903113110, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 50 MG COM CT BL AL PLAS INC X 30, NO_ACR
531610602138119, CARBOCISTEÍNA, CARBOCISTEINA, CARBOCISTEINA, 20 MG/ML XPE CT FR VD AMB X 100 ML + CP MED, NO_ACR
531610601131110, CARBOCISTEÍNA, CARBOCISTEINA, CARBOCISTEINA, 50 MG/ML SOL OR CT FR VD AMB GOT X 20 ML, NO_ACR
531610603134117, CARBOCISTEÍNA, CARBOCISTEINA, CARBOCISTEINA, 50 MG/ML XPE CT FR VD AMB X 100 ML + CP MED, NO_ACR
531608201113415, CARVEDILAT, CARVEDILAT, NOT FOUND, 12.5 MG 3 BLT C/ 10 COMP, NO_ACR
531608202111416, CARVEDILAT, CARVEDILAT, NOT FOUND, 25 MG 3 BLT X 10 COMP, NO_ACR
531608203116411, CARVEDILAT, CARVEDILAT, NOT FOUND, 3.125 MG 3 BLT C/ 10 COMP, NO_ACR
531608204112411, CARVEDILAT, CARVEDILAT, NOT FOUND, 6.25 MG 3 BLT C/ 10 COMP, NO_ACR
531610701111111, CEFACLOR, CEFACLOR, CEFACLOR, 250 MG CAP GEL DURA CT BL AL PLAS LEIT X 10, NO_ACR
531600701133312, CECLOR, CECLOR, NOT FOUND, 250MG/5ML SUSP ORAL FR X 80ML, NO_ACR
531600703136319, CECLOR, CECLOR, NOT FOUND, 375/5ML SUSP ORAL FR X 80 ML, NO_ACR
531600704116311, CECLOR, CECLOR, NOT FOUND, 500 MG 1BL X 10 CAPS, NO_ACR
531610702116117, CEFACLOR, CEFACLOR, CEFACLOR, 500 MG CAP GEL DURA CT BL AL PLAS LEIT X 10, NO_ACR
531600707131419, CECLOR, CECLOR, NOT FOUND, 250 MG/5ML SUS OR CT FR VD AMB X 100 ML + SER PLAS DOS, NO_ACR
531600706135410, CECLOR, CECLOR, NOT FOUND, 375 MG/5ML SUS OR CT FR VD AMB X 100 ML + SER PLAS DOS, NO_ACR
531616801132111, CEFACLOR MONOIDRATADA, CEFACLOR MONOIDRATADA, NOT FOUND, 50 MG/ML SUS OR CT FR VD AMB X 80 ML + SER PLAS DOSAD, NO_ACR
531600804110412, CECLOR BD, CECLOR BD, NOT FOUND, 500 MG COM REV AP CT BL AL PVDC X 10, NO_ACR
531616802139118, CEFACLOR MONOIDRATADA, CEFACLOR MONOIDRATADA, NOT FOUND, 75 MG/ML SUS OR CT FR VD AMB X 80 ML + SER PLAS DOSAD, NO_ACR
531600802118319, CECLOR BD, CECLOR BD, NOT FOUND, 750 MG COM REV AP CT BL AL PVDC X 10, NO_ACR
531600803114317, CECLOR BD, CECLOR BD, NOT FOUND, 750 MG COM REV AP CT BL AL PVDC X 14, NO_ACR
531610801114112, CEFALEXINA, CEFALEXINA, CEFALEXINA, 1 G COM REV CT BL AL PLAS LEIT X 8 MONOIDRATADA, NO_ACR
531615601113113, CEFALEXINA MONOIDRATADA, CEFALEXINA MONOIDRATADA, CEFALEXINA MONOIDRATADA, 500 MG COM REV CT BL AL PLAS LEIT X 8, NO_ACR
531610902166118, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, 20 MG/G CREM DERM CT BG AL X 30 G, NO_ACR
531610901119116, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, 200 MG COM CT BL AL PLAS BCO LEIT X 10, NO_ACR
531611002169119, CETOPROFENO, CETOPROFENO, CETOPROFENO, 25 MG/G GEL CT BG AL X 30 G, NO_ACR
531611001154118, CETOPROFENO, CETOPROFENO, CETOPROFENO, 50 MG/ML SOL INJ CT 50 AMP VD AMB X 2 ML (EMBE HOSP), NO_ACR
531600901159412, CEDOZELIN, CEDOZELIN, NOT FOUND, INJ CX 3AMP X A 5ML+3AMP B X 10ML, NO_ACR
531611101116110, CICLOSPORINA, CICLOSPORINA, CICLOSPORINA, 100 MG CAP GEL MOLE C/ MCEMU CT BL AL/AL X 50, NO_ACR
531611102112119, CICLOSPORINA, CICLOSPORINA, CICLOSPORINA, 25 MG CAP GEL MOLE C/ MCEMU CT BL AL/AL X 50, NO_ACR
531611103119117, CICLOSPORINA, CICLOSPORINA, CICLOSPORINA, 50 MG CAP GEL MOLE C/ MCEMU CT BL AL/AL X 50, NO_ACR
531618701135113, CITRATO DE ORFENADRINA + DIPIRONA SÓDICA + CAFEÍNA ANIDRA, CITRATO ORFENADRINA DIPIRONA SODICA CAFEINA ANIDRA, NOT FOUND, 35 MG/ML + 300 MG/ML + 50 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML, NO_ACR
531611201137111, CLONAZEPAM, CLONAZEPAM, CLONAZEPAM, 2.5 MG/ML SOL OR CT FR VD AMB CGT X 20ML, NO_ACR
531615701134112, CLORIDRATO DE AMBROXOL, CLORIDRATO AMBROXOL, CLORIDRATO AMBROXOL, 3 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, NO_ACR
531615702130110, CLORIDRATO DE AMBROXOL, CLORIDRATO AMBROXOL, CLORIDRATO AMBROXOL, 6 MG/ML XPE CT FR VD AMB X 120 ML, NO_ACR
531605201112112, CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA, CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA, NOT FOUND, 2.5 MG + 25 MG COM CT BL AL PLAS LEITOSO X 30, NO_ACR
531605202119110, CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA, CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA, NOT FOUND, 5/50 MG 3 BLT C/ 10 COMP, NO_ACR
531611301115118, CLORIDRATO DE ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, 25 MG COM CT BL AL PLAS LEIT X 20, NO_ACR
531611302111116, CLORIDRATO DE ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, 75 MG COM LIB LENTA CT BL AL PLAS LEIT X 20, NO_ACR
531618301171112, CLORIDRATO DE AZELASTINA, CLORIDRATO AZELASTINA, CLORIDRATO AZELASTINA, 1 MG/ML SOL NAS CT FR PLAS AMB SPRAY X 10 ML, NO_ACR
531613401176115, CLORIDRATO DE BETAXOLOL, CLORIDRATO BETAXOLOL, CLORIDRATO BETAXOLOL, 5 MG/ML SOL OFT CT FR PLAS TRANS GOT X 5 ML, NO_ACR
531619901138114, CLORIDRATO DE BROMEXINA, CLORIDRATO BROMEXINA, CLORIDRATO BROMEXINA, 0.8 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, NO_ACR
531611401160115, CLORIDRATO DE CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 3.5 MG / G POM OFT CT BG AL X 3.5 G, NO_ACR
531618401115117, CLORIDRATO DE CLINDAMICINA, CLORIDRATO CLINDAMICINA, CLORIDRATO CLINDAMICINA MONOIDRATADO, 300 MG CAP GEL DURA CT BL AL PLAS LEIT X 16, NO_ACR
531620001137115, CLORIDRATO DE CLOBUTINOL, CLORIDRATO CLOBUTINOL, CLORIDRATO CLOBUTINOL, 4 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, NO_ACR
531605601110117, CLORIDRATO DE CLOMIPRAMINA, CLORIDRATO CLOMIPRAMINA, CLORIDRATO CLOMIPRAMINA, 10 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
531605602117115, CLORIDRATO DE CLOMIPRAMINA, CLORIDRATO CLOMIPRAMINA, CLORIDRATO CLOMIPRAMINA, 25 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
531608301118117, CLOR. DILTIAZEM, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, 30 MG FR C/ 50 COMP, NO_ACR
531608302114115, CLOR. DILTIAZEM, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, 60 MG C/ 25 COMP, NO_ACR
531609301111110, CLOR. DILTIAZEM, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, 60 MG C/ 50 COMP, NO_ACR
531611501157116, CLORIDRATO DE DOBUTAMINA, CLORIDRATO DOBUTAMINA, CLORIDRATO DOBUTAMINA, 12.5 MG/ML SOL INJ CT 50 AMP VD INC X 20 ML (EMB HOSP), NO_ACR
531605701115110, CLORIDRATO DE DOXICICLINA, CLORIDRATO DOXICICLINA, CLORIDRATO DOXICICLINA, 100 MG COM REV CT BL AL PLAS INC X 15, NO_ACR
531618901177111, CLORIDRATO DE FENOXAZOLINA, CLORIDRATO FENOXAZOLINA, CLORIDRATO FENOXAZOLINA, 0.5 MG/ML SOL NAS CT FR PLAS TRANS GOT X 10 ML, NO_ACR
531618902173111, CLORIDRATO DE FENOXAZOLINA, CLORIDRATO FENOXAZOLINA, CLORIDRATO FENOXAZOLINA, 1 MG/ML SOL NAS CT FR PLAS TRANS GOT X 10 ML, NO_ACR
531606605111116, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 10 MG CAP GEL DURA CT BL AL PLAS INC X 20, NO_ACR
531606606116111, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 10 MG CAP GEL DURA CT BL AL PLAS INC X 28, NO_ACR
531606607112111, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG CAP GEL DURA CT BL AL PLAS INC X 30, NO_ACR
531606601114110, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG COM REV CT BL AL PLAS BCO LEIT X 28, NO_ACR
531606602110119, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG COM REV CT BL AL PLAS LEIT X 30, NO_ACR
531606604113115, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG X 28 CAPS, NO_ACR
531606603133112, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, GTS FR C/ 20 ML, NO_ACR
531615801163114, CLORIDRATO DE LIDOCAÍNA, CLORIDRATO LIDOCAINA, CLORIDRATO LIDOCAINA, 20 MG/ML GEL TOP CT BG AL X 30 G, NO_ACR
531605401111111, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 1G COM REV CT BL AL PLAS INC X 30, NO_ACR
531605402118118, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
531605403114116, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG 3 BLT C/ 10 COMP, NO_ACR
531608401139116, CLOR. METOCLOPRAMIDA, CLOR METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA MONOIDRATADO, 4 MG/ML FR C/ 10ML, NO_ACR
531609401132111, CLOR. NAFAZOLINA, CLOR NAFAZOLINA, CLORIDRATO NAFAZOLINA, SOL NASAL FR C/ 30 ML, NO_ACR
531616901110118, CLORIDRATO DE ONDANSETRONA, CLORIDRATO ONDANSETRONA, CLORIDRATO ONDANSETRONA, 8 MG COM REV CT BL AL PLAS LEIT X 10, NO_ACR
531616501139119, CLORIDRATO DE OXIBUTININA, CLORIDRATO OXIBUTININA, CLORIDRATO OXIBUTININA, 1MG/ML XPE 120ML, NO_ACR
531614001171114, CLORIDRATO DE OXIMETAZOLINA, CLORIDRATO OXIMETAZOLINA, CLORIDRATO OXIMETAZOLINA, 0.25 MG/ML SOL NAS CT FR PLAS OPC GOT X 20 ML, NO_ACR
531614002178112, CLORIDRATO DE OXIMETAZOLINA, CLORIDRATO OXIMETAZOLINA, CLORIDRATO OXIMETAZOLINA, 0.5 MG/ML SOL NAS CT FR PLAS OPC GOT X 20 ML, NO_ACR
531613501111112, CLORIDRATO DE PROPRANOLOL + HIDROCLOROTIAZIDA, CLORIDRATO PROPRANOLOL HIDROCLOROTIAZIDA, NOT FOUND, 40 MG + 25 MG COM CT BL AL PLAS LEIT X 30, NO_ACR
531613502118110, CLORIDRATO DE PROPRANOLOL + HIDROCLOROTIAZIDA, CLORIDRATO PROPRANOLOL HIDROCLOROTIAZIDA, NOT FOUND, 80 MG + 25 MG COM CT BL AL PLAS LEIT X 30, NO_ACR
531620101131119, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 15 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, NO_ACR
531620102111111, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 150 MG COM REV CT BL AL/AL X 20, NO_ACR
531620103118111, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 300 MG COM REV CT STR X 20, NO_ACR
531617001113119, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 100 MG COM REV CT BL AL PLAS LEIT X 14, NO_ACR
531617002111111, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS LEIT X 10, NO_ACR
531617003116115, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS LEIT X 20, NO_ACR
531617004112113, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS LEIT X 28, NO_ACR
531606701135111, CLORIDRATO DE TERBINAFINA, CLORIDRATO TERBINAFINA, CLORIDRATO TERBINAFINA, 1)	10 MG/ML SOL TOP CT FR AL PLAS OPC SPRAY X 30 ML, NO_ACR
531606703162114, CLORIDRATO DE TERBINAFINA, CLORIDRATO TERBINAFINA, CLORIDRATO TERBINAFINA, 10 MG/G CREM DERM CT BG AL X 20 G, NO_ACR
531606702131118, CLORIDRATO DE TERBINAFINA, CLORIDRATO TERBINAFINA, CLORIDRATO TERBINAFINA, 10 MG/ML SOL TOP CT FR AL PLAS OPC GOT X 30 ML, NO_ACR
531620801117119, CLORIDRATO DE TICLOPIDINA, CLORIDRATO TICLOPIDINA, CLORIDRATO TICLOPIDINA, 250 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
531620802113117, CLORIDRATO DE TICLOPIDINA, CLORIDRATO TICLOPIDINA, CLORIDRATO TICLOPIDINA, 250 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
531605801136111, CLORIDRATO DE TRAMADOL, CLORIDRATO TRAMADOL, CLORIDRATO TRAMADOL, 100 MG SOL OR CT FR VD AMB X 15 ML, NO_ACR
531605802116112, CLORIDRATO DE TRAMADOL, CLORIDRATO TRAMADOL, CLORIDRATO TRAMADOL, 50 MG C/ 10 CAPS, NO_ACR
531610001118113, CLORIDRATO DE VERAPAMIL, CLORIDRATO VERAPAMIL, CLORIDRATO VERAPAMIL, 80 MG com reves ct bl al plas leit x 30, NO_ACR
531606803167118, CLOTRIMAZOL, CLOTRIMAZOL, CLOTRIMAZOL, 10 MG/G CREM DERM CT BG AL X 20 G, NO_ACR
531606801164111, CLOTRIMAZOL, CLOTRIMAZOL, CLOTRIMAZOL, 10 MG/G CREME VAG CT BG AL X 35 G + 6 APLIC, NO_ACR
531606802160111, CLOTRIMAZOL, CLOTRIMAZOL, CLOTRIMAZOL, 20 MG/G CREME VAG CT BG AL X 20 G + 3 APLIC, NO_ACR
531620902169416, CORTIFUNGIN, CORTIFUNGIN, NOT FOUND, 20 MG/G + 0.5 MG/G CREM DERM CT BG AL X 30 G, NO_ACR
531613902167119, CETOCONAZOL + DIPROPIONATO DE BETAMETASONA, CETOCONAZOL DIPROPIONATO BETAMETASONA, NOT FOUND, 20 MG/G + 0.5 MG/G CREM DERM CT BG AL X 30G, NO_ACR
531620901162418, CORTIFUNGIN, CORTIFUNGIN, NOT FOUND, 20 MG/G + 0.5 MG/G POM DERM CT BG AL X 30 G, NO_ACR
531613901160110, CETOCONAZOL + DIPROPIONATO DE BETAMETASONA, CETOCONAZOL DIPROPIONATO BETAMETASONA, NOT FOUND, 20 MG/G + 0.5 MG/G POM DERM CT BG AL X 30G, NO_ACR
531617801152313, CYSTISTAT, CYSTISTAT, NOT FOUND, 0.8 MG/ML SOL INJ CT FA VD INC X 50 ML, NO_ACR
531617901114413, CHRON-ASA 5, CHRON ASA 5, NOT FOUND, 500 MG COM REV CT FR VD AMB X 50, NO_ACR
531601001119412, CINCORDIL, CINCORDIL, NOT FOUND, 20 MG COM CT 2 BL AL PLAS INC X 15, NO_ACR
531601002115410, CINCORDIL, CINCORDIL, NOT FOUND, 40 MG 2 BL X15 COMP, NO_ACR
531615201166112, CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA, CETOCONAZOL DIPROPIONATO BETAMETASONA SULFATO NEOMICINA, NOT FOUND, 20 MG/G + 0.5 MG/G + 2.5 MG/G CREM DERM CT BG AL X 30 G, NO_ACR
531615202162110, CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA, CETOCONAZOL DIPROPIONATO BETAMETASONA SULFATO NEOMICINA, NOT FOUND, 20MG + 0.5MG + 2.5MG POM DERM CT BG AL X 30G, NO_ACR
531609902158111, CETOROLACO DE TROMETAMINA, CETOROLACO TROMETAMINA, NOT FOUND, 30 MG/ML SOL INJ CT 3 AMP VD AMB X 1 ML, NO_ACR
531609903154111, CETOROLACO DE TROMETAMINA, CETOROLACO TROMETAMINA, NOT FOUND, 30 MG/ML SOL INJ CT 3 AMP VD AMB X 2 ML, NO_ACR
531609901135118, CETOROLACO DE TROMETAMINA, CETOROLACO TROMETAMINA, NOT FOUND, 5 MG/ML SOL OFT ESTERIL CT FR PLAST OPC GOT X 5 ML, NO_ACR
508600802172415, CPHD FARMARIN, CPHD FARMARIN, NOT FOUND, 0.084 G/ML SOL HEMO CX 04 FR PLAS TRANS X 6 L, NO_ACR
508600801176417, CPHD FARMARIN, CPHD FARMARIN, NOT FOUND, 0.084 G/ML SOL HEMO CX 4 FR PLAS TRANS X 5 L, NO_ACR
508601901174414, CPHD SÓLIDO, CPHD SOLIDO, NOT FOUND, PO SECO HD BIC FR PLAS X 1100 G, NO_ACR
508601902170412, CPHD SÓLIDO, CPHD SOLIDO, NOT FOUND, PO SECO HD BIC FR PLAS X 720 G, NO_ACR
508601903177410, CPHD SÓLIDO, CPHD SOLIDO, NOT FOUND, PO SECO HD BIC FR PLAS X 900 G, NO_ACR
508600701155418, CONC.BÁSICO HEMODIÁLISE.F3, CONC BASICO HEMODIALISE F3, NOT FOUND, PO SECO HD BIC SACO PLAS X 840 G, NO_ACR
508600302153411, CONC.ÁCIDO HEMODIÁLISE.F2, CONC ACIDO HEMODIALISE F2, NOT FOUND, (137+ 1.5+ 2.5+ 1.0) MEQ/L + 1.0 G/L SOL HEMO CX FR PLAS TRANS X 5 L, NO_ACR
508601101178415, CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE, CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE, NOT FOUND, NA 138 + K 1.0 + CA 2.5 + CL 104.5 SOL HEMO CX 4 FR PLAS X 5 L, NO_ACR
508601201172419, CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE, CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE, NOT FOUND, NA 138 + K 1.0 + CA 3.5 + CL 105.5 SOL HEMO CX 4 FR PLAS X 5 L, NO_ACR
508601301177412, CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE, CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE, NOT FOUND, NA 138 + K 1.5 + CA 2.5 + CI 105.0 SOL HEMO FR PLAS TRANS X 5 L, NO_ACR
508600902177419, CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE, CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE, NOT FOUND, NA 138 + K 1.5 + CA 3.5 + CL 106.0 SOL HEMO CX 4 FR PLAS X 5 L, NO_ACR
508601401171416, CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE, CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE, NOT FOUND, NA 138 + K 2.0 + CA 2.5 + CL 105.5 SOL HEMO CX 4 FR PLAS X 5 L, NO_ACR
508600903173417, CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE, CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE, NOT FOUND, NA 138 + K 2.5 + CA 2.5 + CL 106.0 SOL HEMO CX 4 FR PLAS X 5 L, NO_ACR
508600904171418, CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE, CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE, NOT FOUND, NA 138 + K 2.5 + CA 3.5 + CL 107.0 SOL HEMO CX 4 FR PLAS X 5 L, NO_ACR
508600905176413, CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE, CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE, NOT FOUND, NA 138 + K 3.0 + CA 2.5 + CL 106.5 SOL HEMO CX 4 FR PLAS X 5 L, NO_ACR
508600901170410, CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE, CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE, NOT FOUND, NA 138 + CA 2.5 + CL 103.5 SOL HEMO CX 4 FR PLAS X 5 L, NO_ACR
508601001173411, CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE, CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE, NOT FOUND, NA 138 + CA 3.5 + CL 104.5 SOL HEMO CX 4 FR PLAS X 5 L, NO_ACR
508600301157413, CONC.ÁCIDO HEMODIÁLISE.F2, CONC ACIDO HEMODIALISE F2, NOT FOUND, (137+ 1.5+ 3.5+ 1.0) MEQ/L + 1.0 G/L SOL HEMO CX FR PLAS TRANS X 5 L, NO_ACR
509900601111413, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25 MG COM CX 50 BL AL PLAS INC X 10 (EMB. HOSP.), NO_ACR
510602201151410, CLAVULIN IV, CLAVULIN IV, NOT FOUND, 0.5G INJ 10 FA, NO_ACR
510602203154417, CLAVULIN IV, CLAVULIN IV, NOT FOUND, 1G INJ 10 FA, NO_ACR
510602007134311, CLAVULIN, CLAVULIN, NOT FOUND, 125 MG + 31.25 MG / 5 ML PO SUS OR CT FR VD TRANS X 100 ML, NO_ACR
510602001136418, CLAVULIN, CLAVULIN, NOT FOUND, 125MG SUSP FR 75ML, NO_ACR
510602101130411, CLAVULIN BD, CLAVULIN BD, NOT FOUND, 200MG SUSP FR 70ML, NO_ACR
510602008130318, CLAVULIN, CLAVULIN, NOT FOUND, 250 MG + 62.50 MG / 5 ML PO SUS OR CT FR VD TRANS X 100 ML , NO_ACR
510602102137411, CLAVULIN BD, CLAVULIN BD, NOT FOUND, 400MG SUSP FR 70ML, NO_ACR
510602009110310, CLAVULIN, CLAVULIN, NOT FOUND, 500 MG + 125 MG COM REV CT BL AL PLAS TRANS + ENV X 30 , NO_ACR
510602010119318, CLAVULIN, CLAVULIN, NOT FOUND, 500 MG + 125 MG COM REV CT BL AL PLAS TRANS+ ENV X 21 , NO_ACR
510602003112419, CLAVULIN, CLAVULIN, NOT FOUND, 500 MG COMP REV FR 12, NO_ACR
510602004119417, CLAVULIN, CLAVULIN, NOT FOUND, 500 MG COMP REV FR 18, NO_ACR
510602104113410, CLAVULIN BD, CLAVULIN BD, NOT FOUND, 875 MG COMP REV 14, NO_ACR
510602105111411, CLAVULIN BD, CLAVULIN BD, NOT FOUND, 875 MG COMP REV 20, NO_ACR
510602006138311, CLAVULIN, CLAVULIN, NOT FOUND, ES - 600MG + 42.9MG/5ML PO EXT CT FR VD AMB X 100ML, NO_ACR
510602005131313, CLAVULIN, CLAVULIN, NOT FOUND, ES - 600MG + 42.9MG/5ML PO EXT CT FR VD AMB X 50ML, NO_ACR
510612402117314, CELSENTRI, CELSENTRI, NOT FOUND, 150 MG COM REV CT AL PLAS INC X 180 , NO_ACR
510612401110316, CELSENTRI, CELSENTRI, NOT FOUND, 150 MG COM REV CT AL PLAS INC X 30 , NO_ACR
510612403113312, CELSENTRI, CELSENTRI, NOT FOUND, 150 MG COM REV CT AL PLAS INC X 60 , NO_ACR
510612404111313, CELSENTRI, CELSENTRI, NOT FOUND, 150 MG COM REV CT AL PLAS INC X 90, NO_ACR
