506904603114416, RISLEPTIC, RISLEPTIC, NOT FOUND, 1 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
516706202110418, RANITINOL, RANITINOL, NOT FOUND, COMP 300MG (CX C/05 ENV AL C/04), NO_ACR
517005101111411, RIFAMPICINA, RIFAMPICINA, RIFAMPICINA, CX. C/50 ENV. X 10 CAPSULAS 300 MG, NO_ACR
517005102134415, RIFAMPICINA, RIFAMPICINA, RIFAMPICINA, CX.C/50 FRASCOX50 ML 50 MG / ML, NO_ACR
519502601151410, RUBIDOX, RUBIDOX, NOT FOUND, 10MG - CX COM 1 FR/AMP + DIL, NO_ACR
519502603154417, RUBIDOX, RUBIDOX, NOT FOUND, 50 MG PO LIOF INJ CT FA VD INC, NO_ACR
521120304117114, RAMIPRIL, RAMIPRIL, RAMIPRIL, 2.5 MG COM CT STRIP AL/AL X 20, NO_ACR
521120303110116, RAMIPRIL, RAMIPRIL, RAMIPRIL, 2.5 MG COM CT STRIP AL/AL X 30, NO_ACR
521120302114118, RAMIPRIL, RAMIPRIL, RAMIPRIL, 5 MG COM CT STRIP AL/AL X 20, NO_ACR
521120301118111, RAMIPRIL, RAMIPRIL, RAMIPRIL, 5 MG COM CT STRIP AL/AL X 30, NO_ACR
521112101113415, RIBAV, RIBAV, NOT FOUND, 250 MG CAP GEL DURA CT 3 BL AL PLAS INC X 10, NO_ACR
521126001116110, RISPERIDONA, RISPERIDONA, RISPERIDONA, 1 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
521126002112119, RISPERIDONA, RISPERIDONA, RISPERIDONA, 2 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
521126003119117, RISPERIDONA, RISPERIDONA, RISPERIDONA, 3 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
521112301112218, RUPAFIN, RUPAFIN, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 10, NO_ACR
521112302119216, RUPAFIN, RUPAFIN, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 6, NO_ACR
521602001131416, REAFIX, REAFIX, NOT FOUND, SOLUCAO CX. FR. VD. 2 X 30ML, NO_ACR
500400704112411, RESFENAX GRIPE, RESFENAX GRIPE, NOT FOUND, (400+4+4) MG CAP GEL DURA CT BL AL/PVC X 20, NO_ACR
525304604116116, RAMIPRIL, RAMIPRIL, RAMIPRIL, 2.5 MG COM REV CT STRIP AL X 30, NO_ACR
525304607115110, RAMIPRIL, RAMIPRIL, RAMIPRIL, 5 MG COM REV CT STRIP AL X 30, NO_ACR
525420402151415, REBIF, REBIF, NOT FOUND, 22 MCG/ML SOL INJ CT 12 SER PREENCH VD INC X 0.5 ML , NO_ACR
525420401153414, REBIF, REBIF, NOT FOUND, 44 MCG/ML SOL INJ CT 12 SER PREENCH VD INC X 0.5 ML, NO_ACR
525420201111114, RISPERIDONA, RISPERIDONA, RISPERIDONA, 1 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
525420202118112, RISPERIDONA, RISPERIDONA, RISPERIDONA, 2 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
525420203114110, RISPERIDONA, RISPERIDONA, RISPERIDONA, 3 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
525407801119410, ROXFLAN, ROXFLAN, NOT FOUND, 10 MG COM CT BL AL PLAS OPC X 20, NO_ACR
525407803111417, ROXFLAN, ROXFLAN, NOT FOUND, 10 MG COM CT CART 3 BL AL PLAS OPC X 10, NO_ACR
525407802115419, ROXFLAN, ROXFLAN, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 20, NO_ACR
525407804118415, ROXFLAN, ROXFLAN, NOT FOUND, 5 MG COM CT CART BL AL PLAS OP X 30, NO_ACR
525501901113314, RENITEC, RENITEC, NOT FOUND, 10 MG CX. 6 BL X 5 CPD, NO_ACR
525501902111315, RENITEC, RENITEC, NOT FOUND, 20 MG CX. 2 BL X 5 CPD, NO_ACR
525501903116310, RENITEC, RENITEC, NOT FOUND, 20 MG CX. 6 BL X 5 CPD, NO_ACR
525501904112319, RENITEC, RENITEC, NOT FOUND, 5 MG CX. 6 BL X 5 CPD, NO_ACR
525504001113411, RESPEXIL, RESPEXIL, NOT FOUND, 400 MG COM REV CT 2 BL AL/AL X 7, NO_ACR
525504002111410, RESPEXIL, RESPEXIL, NOT FOUND, 400 MG COM REV CT BL AL/AL X6, NO_ACR
501102906173317, REPARIL, REPARIL, NOT FOUND, 10 MG/G + 50 MG/G CT BG AL X 100 G, NO_ACR
501103601171319, REPARIL, REPARIL, NOT FOUND, 10 MG/G + 50 MG/G CT BG AL X 30 G, NO_ACR
501103002111416, RIOPAN, RIOPAN, NOT FOUND, PLUS COMP CX C/ 20, NO_ACR
501103003134411, RIOPAN, RIOPAN, NOT FOUND, PLUS GEL FR C/ 240 ML, NO_ACR
501103004130418, RIOPAN, RIOPAN, NOT FOUND, SUS FR C/ 240 ML, NO_ACR
527303305111311, REMERON, REMERON, NOT FOUND, 15 MG COMP ORODISPERSIVEIS CARTUCHO 5 BL ALUMINIO SOLTAB, NO_ACR
527303306118318, REMERON, REMERON, NOT FOUND, 30 MG COM ORODISPERSIVEIS CT 5 BL AL X 6 SOLTAB, NO_ACR
527303301116317, REMERON, REMERON, NOT FOUND, 30 MG COM REV CT BL AL PLAS INC X 14 , NO_ACR
527303302112315, REMERON, REMERON, NOT FOUND, 30 MG COM REV CT BL AL PLAS INC X 28 , NO_ACR
527303307114316, REMERON, REMERON, NOT FOUND, 45 MG COM ORODISPERSIVEIS CT 5 BL AL X 6 SOLTAB, NO_ACR
527303303119313, REMERON, REMERON, NOT FOUND, 45 MG COMP REV CARTUCHO 2 BL ALUMINIO PLASTICO INC, NO_ACR
527303304115311, REMERON, REMERON, NOT FOUND, 45 MG COMP REV CARTUCHO 4 BL ALUMINIO PLASTICO INC, NO_ACR
527303401171311, RISELLE, RISELLE, NOT FOUND, 25 MG COMP P/ IMPLANTE CARTUCHO AMPOLA VD INCOLOR, NO_ACR
502815802119113, RAMIPRIL, RAMIPRIL, RAMIPRIL, 2.5 MG COM CT BL AL/AL X 30, NO_ACR
502815801112115, RAMIPRIL, RAMIPRIL, RAMIPRIL, 5 MG COM CT BL AL/AL X 30, NO_ACR
502815803115111, RAMIPRIL, RAMIPRIL, RAMIPRIL, 5 MG COM CT BL AL/AL X 60, NO_ACR
502810801130317, RIFALDIN, RIFALDIN, NOT FOUND, 150 MG/ML SOL OR PED CT FR VD AMB X 5 ML, NO_ACR
502810802137315, RIFALDIN, RIFALDIN, NOT FOUND, 20 MG/ML SUS OR CT FR VD AMB X 100 ML, NO_ACR
502810803133313, RIFALDIN, RIFALDIN, NOT FOUND, 20 MG/ML SUS OR CT FR VD AMB X 60 ML, NO_ACR
502810804113316, RIFALDIN, RIFALDIN, NOT FOUND, 300 MG CAP GEL CT 1 BL AL PLAS INC X 6, NO_ACR
502810901178311, RIFOCINA, RIFOCINA, NOT FOUND, 10 MG/ML SOL TOP SPRAY CT FR VD AMB X 20 ML, NO_ACR
502810902158314, RIFOCINA, RIFOCINA, NOT FOUND, 250 MG/AMP SOL INJ IM CT 5 AMP VD INC X 3 ML, NO_ACR
502810903154312, RIFOCINA, RIFOCINA, NOT FOUND, 50 MG/ML SOL INJ IV CT 10 AMP VD INC X 10 ML, NO_ACR
502811001154317, RIFOCINA M, RIFOCINA M, NOT FOUND, 50 MG/ML SOL INJ CX 5 AMP VD INC X 1.5 ML, NO_ACR
502811002150315, RIFOCINA M, RIFOCINA M, NOT FOUND, 50 MG/ML SOL INJ CX 5 AMP VD INC X 3 ML, NO_ACR
502811101116311, RILUTEK, RILUTEK, NOT FOUND, 50 MG COM REV CT 4 BL AL PLAS OPC X 14, NO_ACR
502811201110313, ROVAMICINA, ROVAMICINA, NOT FOUND, 1.5 MUI COM REV CT 2 BL AL PLAS INC X 8, NO_ACR
537700701150313, REMICADE, REMICADE, NOT FOUND, 10 MG/ML PO LIOF CT FA VD INC X 10 ML, NO_ACR
531201601151311, RAPTIVA, RAPTIVA, NOT FOUND, 125 MG PO LIOF INJ C/4 FR AMP VIDRO INCOLOR + 4 SERINGAS VIDRO DIL X 1.3 ML, NO_ACR
531621201113412, RAMIPRESS HCT, RAMIPRESS HCT, NOT FOUND, 5 MG + 25 MG COM CT BL AL/AL X 30, NO_ACR
531619401119110, RAMIPRIL + HIDROCLOROTIAZIDA, RAMIPRIL HIDROCLOROTIAZIDA, NOT FOUND, 5 MG + 25 MG COM CT BL AL/AL X 30, NO_ACR
531603301111413, REBATEN, REBATEN, NOT FOUND, 160MG FR X 30 CAPS, NO_ACR
531603302116419, REBATEN, REBATEN, NOT FOUND, 80MG FR X 30 CAPS, NO_ACR
531609101171111, RIFAMICINA, RIFAMICINA, RIFAMICINA, 10MG/ML SOL TOP SPRAY CT FR VD AMB X 20ML, NO_ACR
531619501113416, RISEDROSS, RISEDROSS, NOT FOUND, 35 MG COM REV BL AL PVD OPC X 2, NO_ACR
531619502111417, RISEDROSS, RISEDROSS, NOT FOUND, 35 MG COM REV BL AL PVD OPC X 4, NO_ACR
532003003116317, REVECTINA, REVECTINA, NOT FOUND, 6 MG COM CT BL AL PVDC TRANS X 2, NO_ACR
532003004112315, REVECTINA, REVECTINA, NOT FOUND, 6 MG COM CT BL AL PVDC TRANS X 4, NO_ACR
532003001113310, REVECTINA, REVECTINA, NOT FOUND, 6 MG COMP CT STR AL X 2, NO_ACR
532003002111311, REVECTINA, REVECTINA, NOT FOUND, 6 MG COMP CT STR AL X 4, NO_ACR
532301701113413, RANITHEO, RANITHEO, NOT FOUND, 150 MG COM REV CT 5 STRIP AL/AL X 4, NO_ACR
522703101113312, RAPAMUNE, RAPAMUNE, NOT FOUND, 1 MG DRG CT 6 BL AL PLAS INC X 10, NO_ACR
522703105119412, RAPAMUNE, RAPAMUNE, NOT FOUND, 2 MG DRG CT 3 BL AL PLAS INC X 10, NO_ACR
522703102136316, RAPAMUNE, RAPAMUNE, NOT FOUND, CARTUCHO COM 1 FRASCO COM 60 ML DE SOLUCAO ORAL; 1, NO_ACR
522710402158318, RELISTOR, RELISTOR, NOT FOUND, 20 MG/ML SOL INJ CT 7 EST FA VD INC X 0.6ML + SER + 2 LENCOS, NO_ACR
522710401151311, RELISTOR, RELISTOR, NOT FOUND, 20 MG/ML SOL INJ CT FA VD INC X 0.6ML, NO_ACR
506904603114416, RISLEPTIC, RISLEPTIC, NOT FOUND, 1 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
506904604110414, RISLEPTIC, RISLEPTIC, NOT FOUND, 1 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
506904605117412, RISLEPTIC, RISLEPTIC, NOT FOUND, 1 MG COM REV CT BL AL PLAS INC X 200 (EMB HOSP), NO_ACR
506904606113410, RISLEPTIC, RISLEPTIC, NOT FOUND, 1 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
506904607111411, RISLEPTIC, RISLEPTIC, NOT FOUND, 2 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
506904602118418, RISLEPTIC, RISLEPTIC, NOT FOUND, 2 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
506904608116417, RISLEPTIC, RISLEPTIC, NOT FOUND, 2 MG COM REV CT BL AL PLAS INC X 200 (EMB HOSP), NO_ACR
506904609112415, RISLEPTIC, RISLEPTIC, NOT FOUND, 2 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
506904610110412, RISLEPTIC, RISLEPTIC, NOT FOUND, 3 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
506904611117410, RISLEPTIC, RISLEPTIC, NOT FOUND, 3 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
506904601111411, RISLEPTIC, RISLEPTIC, NOT FOUND, 3 MG COM REV CT BL AL PLAS INC X 200 (EMB HOSP), NO_ACR
506904612113419, RISLEPTIC, RISLEPTIC, NOT FOUND, 3 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
506905401116114, RISPERIDONA, RISPERIDONA, RISPERIDONA, 1 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
506905402112112, RISPERIDONA, RISPERIDONA, RISPERIDONA, 1 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
506905403119110, RISPERIDONA, RISPERIDONA, RISPERIDONA, 1 MG COM REV CT BL AL PLAS INC X 200 (EMB HOSP), NO_ACR
506905404115119, RISPERIDONA, RISPERIDONA, RISPERIDONA, 1 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
506905405111117, RISPERIDONA, RISPERIDONA, RISPERIDONA, 2 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
506905406118115, RISPERIDONA, RISPERIDONA, RISPERIDONA, 2 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
506905412118113, RISPERIDONA, RISPERIDONA, RISPERIDONA, 2 MG COM REV CT BL AL PLAS INC X 200 (EMB HOSP), NO_ACR
506905407114113, RISPERIDONA, RISPERIDONA, RISPERIDONA, 2 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
506905408110111, RISPERIDONA, RISPERIDONA, RISPERIDONA, 3 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
506905409117111, RISPERIDONA, RISPERIDONA, RISPERIDONA, 3 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
506905410115117, RISPERIDONA, RISPERIDONA, RISPERIDONA, 3 MG COM REV CT BL AL PLAS INC X 200 (EMB HOSP), NO_ACR
506905411111115, RISPERIDONA, RISPERIDONA, RISPERIDONA, 3 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
502101401114418, RESCUVOLIN, RESCUVOLIN, NOT FOUND, 15 MG COM CT BL AL PLAS INC X 10, NO_ACR
502101402153417, RESCUVOLIN, RESCUVOLIN, NOT FOUND, 50 MG PO LIOF INJ CT FR AMP VD INC X 99 MG, NO_ACR
503600701111413, REDUSTATIN, REDUSTATIN, NOT FOUND, 20 MG COM CT 3 BL AL PLAS INC X 10, NO_ACR
504403401113418, REVIRAX, REVIRAX, NOT FOUND, ZIDOVUDINA 100 MG - CX COM 1 FRASCO DE 100 CAPSULAS, NO_ACR
504403402111419, REVIRAX, REVIRAX, NOT FOUND, ZIDOVUDINA 250 MG - CX COM 1 FRASCO DE 40 CAPSULAS, NO_ACR
504403501118411, RIBAVIRIN, RIBAVIRIN, NOT FOUND, CX COM FRASCO COM 20 CAP, NO_ACR
504403502114411, RIBAVIRIN, RIBAVIRIN, NOT FOUND, CX COM FRASCO COM 40 CAP, NO_ACR
504403503110418, RIBAVIRIN, RIBAVIRIN, NOT FOUND, CX COM FRASCO COM 60 CAP, NO_ACR
505107902111212, REYATAZ, REYATAZ, NOT FOUND, 200 MG CAP CT FR PLAS OPC X 60 , NO_ACR
505107903116315, REYATAZ, REYATAZ, NOT FOUND, 300 MG CAP GEL CT FR PLAS OPC X 30, NO_ACR
505105301151310, RUBRANOVA, RUBRANOVA, NOT FOUND, 15000 INJ. COM 1 AMP X 2 ML, NO_ACR
505105302158319, RUBRANOVA, RUBRANOVA, NOT FOUND, 5000 INJ. COM 1 AMP X 2 ML, NO_ACR
505400202118313, RHEUMAFIM, RHEUMAFIM, NOT FOUND, 10 MG + 1MG + 2500MCG + 35MG COM REV CT 2 BL AL PLAS INC X 10, NO_ACR
505400201111315, RHEUMAFIM, RHEUMAFIM, NOT FOUND, 10 MG + 1MG + 2500MCG + 35MG COM REV CT BL AL PLAS INC X 10, NO_ACR
507501101119417, RIPEVIL, RIPEVIL, NOT FOUND, 1 MG/COM REV CT BL AL PVC PVDC INC X 20 , NO_ACR
507501102115415, RIPEVIL, RIPEVIL, NOT FOUND, 2 MG/COM REV CT BL AL PVC PVDC INC X 20 , NO_ACR
507501103111413, RIPEVIL, RIPEVIL, NOT FOUND, 3 MG/COM REV CT BL AL PVC PVDC INC X 20, NO_ACR
507602501155210, REOPRO, REOPRO, NOT FOUND, REOPRO 10 MG - 1 FRASCO-AMPOLA COM 5 ML, NO_ACR
531621201113412, RAMIPRESS HCT, RAMIPRESS HCT, NOT FOUND, 5 MG + 25 MG COM CT BL AL/AL X 30, NO_ACR
531619401119110, RAMIPRIL + HIDROCLOROTIAZIDA, RAMIPRIL HIDROCLOROTIAZIDA, NOT FOUND, 5 MG + 25 MG COM CT BL AL/AL X 30, NO_ACR
531603301111413, REBATEN, REBATEN, NOT FOUND, 160MG FR X 30 CAPS, NO_ACR
531603302116419, REBATEN, REBATEN, NOT FOUND, 80MG FR X 30 CAPS, NO_ACR
531609101171111, RIFAMICINA, RIFAMICINA, RIFAMICINA, 10MG/ML SOL TOP SPRAY CT FR VD AMB X 20ML, NO_ACR
531619501113416, RISEDROSS, RISEDROSS, NOT FOUND, 35 MG COM REV BL AL PVD OPC X 2, NO_ACR
531619502111417, RISEDROSS, RISEDROSS, NOT FOUND, 35 MG COM REV BL AL PVD OPC X 4, NO_ACR
510606301150311, REFORTRIX DTPA, REFORTRIX DTPA, NOT FOUND, SUS INJ CT SER PREENCHIDA VD INC X 0.5 ML, NO_ACR
510606401171310, RELENZA, RELENZA, NOT FOUND, 5MG VD, NO_ACR
510609805117312, REQUIP, REQUIP, NOT FOUND, 0.25 MG COM REV CT BL AL PLAS OPC X 126, NO_ACR
510609801111212, REQUIP, REQUIP, NOT FOUND, 0.25 MG COM REV CT BL AL PLAS OPC X 21, NO_ACR
510609802118210, REQUIP, REQUIP, NOT FOUND, 1 MG COM REV CT BL AL PLAS OPC X 21, NO_ACR
510609803114219, REQUIP, REQUIP, NOT FOUND, 2 MG COM REV CT BL AL PLAS OPC X 21, NO_ACR
510609804110217, REQUIP, REQUIP, NOT FOUND, 5 MG COM REV CT BL AL PLAS OPC X 21, NO_ACR
512500701151418, RINGER COM LACTADO, RINGER LACTADO, NOT FOUND, SOL INJ AMP 1000 ML, NO_ACR
512500702158416, RINGER COM LACTADO, RINGER LACTADO, NOT FOUND, SOL INJ AMP 500 ML, NO_ACR
512500801156411, RINGER SIMPLES, RINGER SIMPLES, NOT FOUND, SOL INJ AMP 500 ML, NO_ACR
512701401112418, RANITIMOR 150MG, RANITIMOR 150MG, NOT FOUND, CAIXA COM 20 CPDS, NO_ACR
512701501117411, RANITIMOR 300MG, RANITIMOR 300MG, NOT FOUND, CAIXA COM 20 CPDS, NO_ACR
513003301110410, RANITIDINA (CLORIDRATO), RANITIDINA CLORIDRATO, NOT FOUND, 150 MG COM REV CX ENV AL POLIET X 500 (EMB. HOSP.) , NO_ACR
513902001111410, REGULAPRESS, REGULAPRESS, NOT FOUND, 100MG CX COM 30 COMP, NO_ACR
513902002116416, REGULAPRESS, REGULAPRESS, NOT FOUND, 50MG CX COM 30 COMP, NO_ACR
513902101130417, RHINODEX, RHINODEX, NOT FOUND, FR COM SOL 20 ML, NO_ACR
515000504157418, RELIEV, RELIEV, NOT FOUND, 600 MG/ML SOL INJ CX 25 FA X 100 ML, NO_ACR
515000505153416, RELIEV, RELIEV, NOT FOUND, 600 MG/ML SOL INJ CX 25 FA X 20 ML, NO_ACR
515000506151417, RELIEV, RELIEV, NOT FOUND, 600 MG/ML SOL INJ CX 25 FA X 50 ML, NO_ACR
515000501158413, RELIEV, RELIEV, NOT FOUND, FRASCO 100 ML 60%, NO_ACR
515000502154411, RELIEV, RELIEV, NOT FOUND, FRASCO 20 ML 60%, NO_ACR
515000503150411, RELIEV, RELIEV, NOT FOUND, FRASCO 50 ML 60%, NO_ACR
516706201114411, RANITINOL, RANITINOL, NOT FOUND, COMP 150MG (CX C/05 ENV AL C/04), NO_ACR
516706202110418, RANITINOL, RANITINOL, NOT FOUND, COMP 300MG (CX C/05 ENV AL C/04), NO_ACR
517005101111411, RIFAMPICINA, RIFAMPICINA, RIFAMPICINA, CX. C/50 ENV. X 10 CAPSULAS 300 MG, NO_ACR
517005102134415, RIFAMPICINA, RIFAMPICINA, RIFAMPICINA, CX.C/50 FRASCOX50 ML 50 MG / ML, NO_ACR
519502601151410, RUBIDOX, RUBIDOX, NOT FOUND, 10MG - CX COM 1 FR/AMP + DIL, NO_ACR
519502603154417, RUBIDOX, RUBIDOX, NOT FOUND, 50 MG PO LIOF INJ CT FA VD INC, NO_ACR
521120304117114, RAMIPRIL, RAMIPRIL, RAMIPRIL, 2.5 MG COM CT STRIP AL/AL X 20, NO_ACR
521120303110116, RAMIPRIL, RAMIPRIL, RAMIPRIL, 2.5 MG COM CT STRIP AL/AL X 30, NO_ACR
521120302114118, RAMIPRIL, RAMIPRIL, RAMIPRIL, 5 MG COM CT STRIP AL/AL X 20, NO_ACR
521120301118111, RAMIPRIL, RAMIPRIL, RAMIPRIL, 5 MG COM CT STRIP AL/AL X 30, NO_ACR
521112101113415, RIBAV, RIBAV, NOT FOUND, 250 MG CAP GEL DURA CT 3 BL AL PLAS INC X 10, NO_ACR
521126001116110, RISPERIDONA, RISPERIDONA, RISPERIDONA, 1 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
521126002112119, RISPERIDONA, RISPERIDONA, RISPERIDONA, 2 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
521126003119117, RISPERIDONA, RISPERIDONA, RISPERIDONA, 3 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
521112301112218, RUPAFIN, RUPAFIN, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 10, NO_ACR
521112302119216, RUPAFIN, RUPAFIN, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 6, NO_ACR
521602001131416, REAFIX, REAFIX, NOT FOUND, SOLUCAO CX. FR. VD. 2 X 30ML, NO_ACR
500400704112411, RESFENAX GRIPE, RESFENAX GRIPE, NOT FOUND, (400+4+4) MG CAP GEL DURA CT BL AL/PVC X 20, NO_ACR
525304604116116, RAMIPRIL, RAMIPRIL, RAMIPRIL, 2.5 MG COM REV CT STRIP AL X 30, NO_ACR
525304607115110, RAMIPRIL, RAMIPRIL, RAMIPRIL, 5 MG COM REV CT STRIP AL X 30, NO_ACR
525420402151415, REBIF, REBIF, NOT FOUND, 22 MCG/ML SOL INJ CT 12 SER PREENCH VD INC X 0.5 ML , NO_ACR
525420401153414, REBIF, REBIF, NOT FOUND, 44 MCG/ML SOL INJ CT 12 SER PREENCH VD INC X 0.5 ML, NO_ACR
525420201111114, RISPERIDONA, RISPERIDONA, RISPERIDONA, 1 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
525420202118112, RISPERIDONA, RISPERIDONA, RISPERIDONA, 2 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
525420203114110, RISPERIDONA, RISPERIDONA, RISPERIDONA, 3 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
525407801119410, ROXFLAN, ROXFLAN, NOT FOUND, 10 MG COM CT BL AL PLAS OPC X 20, NO_ACR
525407803111417, ROXFLAN, ROXFLAN, NOT FOUND, 10 MG COM CT CART 3 BL AL PLAS OPC X 10, NO_ACR
525407802115419, ROXFLAN, ROXFLAN, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 20, NO_ACR
525407804118415, ROXFLAN, ROXFLAN, NOT FOUND, 5 MG COM CT CART BL AL PLAS OP X 30, NO_ACR
525501901113314, RENITEC, RENITEC, NOT FOUND, 10 MG CX. 6 BL X 5 CPD, NO_ACR
525501902111315, RENITEC, RENITEC, NOT FOUND, 20 MG CX. 2 BL X 5 CPD, NO_ACR
525501903116310, RENITEC, RENITEC, NOT FOUND, 20 MG CX. 6 BL X 5 CPD, NO_ACR
525501904112319, RENITEC, RENITEC, NOT FOUND, 5 MG CX. 6 BL X 5 CPD, NO_ACR
525504001113411, RESPEXIL, RESPEXIL, NOT FOUND, 400 MG COM REV CT 2 BL AL/AL X 7, NO_ACR
525504002111410, RESPEXIL, RESPEXIL, NOT FOUND, 400 MG COM REV CT BL AL/AL X6, NO_ACR
501102906173317, REPARIL, REPARIL, NOT FOUND, 10 MG/G + 50 MG/G CT BG AL X 100 G, NO_ACR
501103601171319, REPARIL, REPARIL, NOT FOUND, 10 MG/G + 50 MG/G CT BG AL X 30 G, NO_ACR
501103002111416, RIOPAN, RIOPAN, NOT FOUND, PLUS COMP CX C/ 20, NO_ACR
501103003134411, RIOPAN, RIOPAN, NOT FOUND, PLUS GEL FR C/ 240 ML, NO_ACR
501103004130418, RIOPAN, RIOPAN, NOT FOUND, SUS FR C/ 240 ML, NO_ACR
527303305111311, REMERON, REMERON, NOT FOUND, 15 MG COMP ORODISPERSIVEIS CARTUCHO 5 BL ALUMINIO SOLTAB, NO_ACR
527303306118318, REMERON, REMERON, NOT FOUND, 30 MG COM ORODISPERSIVEIS CT 5 BL AL X 6 SOLTAB, NO_ACR
527303301116317, REMERON, REMERON, NOT FOUND, 30 MG COM REV CT BL AL PLAS INC X 14 , NO_ACR
527303302112315, REMERON, REMERON, NOT FOUND, 30 MG COM REV CT BL AL PLAS INC X 28 , NO_ACR
527303307114316, REMERON, REMERON, NOT FOUND, 45 MG COM ORODISPERSIVEIS CT 5 BL AL X 6 SOLTAB, NO_ACR
527303303119313, REMERON, REMERON, NOT FOUND, 45 MG COMP REV CARTUCHO 2 BL ALUMINIO PLASTICO INC, NO_ACR
527303304115311, REMERON, REMERON, NOT FOUND, 45 MG COMP REV CARTUCHO 4 BL ALUMINIO PLASTICO INC, NO_ACR
527303401171311, RISELLE, RISELLE, NOT FOUND, 25 MG COMP P/ IMPLANTE CARTUCHO AMPOLA VD INCOLOR, NO_ACR
502815802119113, RAMIPRIL, RAMIPRIL, RAMIPRIL, 2.5 MG COM CT BL AL/AL X 30, NO_ACR
502815801112115, RAMIPRIL, RAMIPRIL, RAMIPRIL, 5 MG COM CT BL AL/AL X 30, NO_ACR
502815803115111, RAMIPRIL, RAMIPRIL, RAMIPRIL, 5 MG COM CT BL AL/AL X 60, NO_ACR
502810801130317, RIFALDIN, RIFALDIN, NOT FOUND, 150 MG/ML SOL OR PED CT FR VD AMB X 5 ML, NO_ACR
502810802137315, RIFALDIN, RIFALDIN, NOT FOUND, 20 MG/ML SUS OR CT FR VD AMB X 100 ML, NO_ACR
502810803133313, RIFALDIN, RIFALDIN, NOT FOUND, 20 MG/ML SUS OR CT FR VD AMB X 60 ML, NO_ACR
502810804113316, RIFALDIN, RIFALDIN, NOT FOUND, 300 MG CAP GEL CT 1 BL AL PLAS INC X 6, NO_ACR
502810901178311, RIFOCINA, RIFOCINA, NOT FOUND, 10 MG/ML SOL TOP SPRAY CT FR VD AMB X 20 ML, NO_ACR
502810902158314, RIFOCINA, RIFOCINA, NOT FOUND, 250 MG/AMP SOL INJ IM CT 5 AMP VD INC X 3 ML, NO_ACR
502810903154312, RIFOCINA, RIFOCINA, NOT FOUND, 50 MG/ML SOL INJ IV CT 10 AMP VD INC X 10 ML, NO_ACR
502811001154317, RIFOCINA M, RIFOCINA M, NOT FOUND, 50 MG/ML SOL INJ CX 5 AMP VD INC X 1.5 ML, NO_ACR
502811002150315, RIFOCINA M, RIFOCINA M, NOT FOUND, 50 MG/ML SOL INJ CX 5 AMP VD INC X 3 ML, NO_ACR
502811101116311, RILUTEK, RILUTEK, NOT FOUND, 50 MG COM REV CT 4 BL AL PLAS OPC X 14, NO_ACR
502811201110313, ROVAMICINA, ROVAMICINA, NOT FOUND, 1.5 MUI COM REV CT 2 BL AL PLAS INC X 8, NO_ACR
537700701150313, REMICADE, REMICADE, NOT FOUND, 10 MG/ML PO LIOF CT FA VD INC X 10 ML, NO_ACR
531201601151311, RAPTIVA, RAPTIVA, NOT FOUND, 125 MG PO LIOF INJ C/4 FR AMP VIDRO INCOLOR + 4 SERINGAS VIDRO DIL X 1.3 ML, NO_ACR
532003003116317, REVECTINA, REVECTINA, NOT FOUND, 6 MG COM CT BL AL PVDC TRANS X 2, NO_ACR
532003004112315, REVECTINA, REVECTINA, NOT FOUND, 6 MG COM CT BL AL PVDC TRANS X 4, NO_ACR
