8649, DIMETICONA, DIMETICONA 
8650, DINITRATO ISOSSORBIDA, DIN ISOSSORBIDA 
8651, DORICAL, DORICAL 
8652, DORICAL, DORICAL VIT 
8653, DOXAL, DOXAL 
8654, EXPECTAMIN, EXPECTAMIN 
8655, FINASTERIDA, FINASTERIDA 
8656, FINASTERIDA, FINASTERIDA 
8657, FLUCONAZOL, FLUCONAZOL 
8658, FLUCONAZOL, FLUCONAZOL 
8659, FOSFOCAPS, FOSFOCAPS 
8660, HELICOPAC, HELICOPAC 
8661, HEMOBLOCK, HEMOBLOCK 
8662, HEMOBLOCK, HEMOBLOCK 
8663, IMUSSUPREX, IMUSSUPREX 
8665, IODEX SIMPLES, IODEX 
8666, LISINOPRIL, LISINOPRIL 
8667, LISINOPRIL, LISINOPRIL 
8668, LISINOPRIL, LISINOPRIL 
8669, LISINOPRIL, LISINOPRIL 
8670, MUCOTOSS, MUCOTOSS 
8671, MUCOTOSS, MUCOTOSS 
8672, NATIVIT, NATIVIT 
8673, NATUS, NATUS GERIN 
8674, NATUS, NATUS GERIN 
8675, PREDNISONA, PREDNISONA 
8676, PREDNISONA, PREDNISONA 
8677, REPOCAL, REPOCAL 
8678, SALVELOX, SALVELOX 
8680, SIGMASPORIN, SIGMASPORIN MICROR 
8681, SIGMASPORIN, SIGMASPORIN MICROR 
8682, SIGMASPORIN, SIGMASPORIN MICROR 
8683, SIGMASPORIN, SIGMASPORIN MICROR 
8684, SULFA TRI, SULFAMET TRIMET 
8685, TIOCONAZOL TINIDAZOL, TIOCO TINIDAZOL 
8686, INDAPAMIDA, INDAPAMIDA 
8687, DROSPIRENONA ETINILESTRADIOL, DROSPI ETINILES 
8688, DESLORATADINA, DESLORATADINA 
8689, HEMITARTARATO RIVASTIGMINA, HE RIVASTIGMINA 
8690, HEMITARTARATO RIVASTIGMINA, HE RIVASTIGMINA 
8691, HEMITARTARATO RIVASTIGMINA, HE RIVASTIGMINA 
8692, HEMITARTARATO RIVASTIGMINA, HE RIVASTIGMINA 
8693, VALSARTANA HIDROCLOROTIAZIDA, VALSAR HIDROCL 
8694, VALSARTANA HIDROCLOROTIAZIDA, VALSAR HIDROCL 
8695, VALSARTANA HIDROCLOROTIAZIDA, VALSAR HIDROCL 
8696, VALSARTANA HIDROCLOROTIAZIDA, VALSAR HIDROCL 
8697, PREDNISOLONA, PREDNISOLONA 
8698, OXALATO ESCITALOPRAM, OX ESCITALOPRAM 
8699, OXALATO ESCITALOPRAM, OX ESCITALOPRAM 
8700, OXALATO ESCITALOPRAM, OX ESCITALOPRAM 
8701, LIPIBLOCK, LIPIBLOCK 
8702, LIPIBLOCK, LIPIBLOCK 
8703, ACECLOFENACO, ACECLOFENACO CP 
8704, ACECLOFENACO, ACECLOFENACO CP 
8705, HEMITARTARATO ZOLPIDEM, HEM ZOLPIDEM 
8706, CARVEDILOL, CARVEDILOL 
8707, CARVEDILOL, CARVEDILOL 
8708, CARVEDILOL, CARVEDILOL 
8709, CARVEDILOL, CARVEDILOL 
8710, CARVEDILOL, CARVEDILOL 
8711, CARVEDILOL, CARVEDILOL 
8712, CARVEDILOL, CARVEDILOL 
8713, CARVEDILOL, CARVEDILOL 
8714, CLORIDRATO PIOGLITAZONA, CLO PIOGLITAZO 
8715, CLORIDRATO PIOGLITAZONA, CLO PIOGLITAZO 
8716, CLORIDRATO PIOGLITAZONA, CLO PIOGLITAZO 
8717, TELMISARTANA, TELMISARTANA 
8718, TELMISARTANA, TELMISARTANA 
8719, ISOTRETINOINA, ISOTRETINOINA 
8720, SEROLEX, SEROLEX 
8721, SEROLEX, SEROLEX 
8722, COSARTAN HCT, COSARTAN HCT 
8723, COSARTAN HCT, COSARTAN HCT 
8724, COSARTAN HCT, COSARTAN HCT 
8725, COSARTAN HCT, COSARTAN HCT 
8726, TIBOLONA, TIBOLONA 
8727, DEEPLIN, DEEPLIN 
8729, BROMETO PINAVERIO, BROM PINAVERIO 
8730, BROMETO PINAVERIO, BROM PINAVERIO 
8731, VIDYN, VIDYN 
8732, VITONICO, VITONICO 
8733, VYTINAL, VYTINAL 
8734, FUMARATO CETOTIFENO, FUMARATO CETOTI 
8735, ORLISTATE, ORLISTATE 
8736, ORLISTATE, ORLISTATE 
8737, ESOMEPRAZOL MAGNESIO, ESOMEPRAZOL MAG 
8738, ESOMEPRAZOL MAGNESIO, ESOMEPRAZOL MAG 
8739, ESOMEPRAZOL MAGNESIO, ESOMEPRAZOL MAG 
8740, ESOMEPRAZOL MAGNESIO, ESOMEPRAZOL MAG 
8741, LIARA, LIARA 
8742, TILOGER, TILOGER 
8743, MEZOLIUM, MEZOLIUM 
8744, MEZOLIUM, MEZOLIUM 
8745, CLORIDRATO VENLAFAXINA, CLO VENLAFAXINA 
8746, BROMEPINA, BROMEPINA 
8747, BROMEPINA, BROMEPINA 
8749, ACETILCISTEINA, ACETILCISTEINA 
8751, ACETILCISTEINA, ACETILCISTEINA 
8752, ACETILCISTEINA, ACETILCISTEINA 
8753, ACETILCISTEINA, ACETILCISTEINA 
8754, ACETILCISTEINA, ACETILCISTEINA 
8755, ACETILCISTEINA, ACETILCISTEINA 
8756, CLORIDRATO CLOMIPRAMINA, CLOR CLOMIPRAMI 
8757, CLORIDRATO CLOMIPRAMINA, CLOR CLOMIPRAMI 
8759, PENTOXIFILINA, PENTOXIFILINA 
8760, BETAMETASONA, BETAMETASONA 
8761, BETAMETASONA, BETAMETASONA 
8762, ATENOLOL, ATENOLOL 
8763, ATENOLOL, ATENOLOL 
8764, ATENOLOL, ATENOLOL 
8765, PIROXICAM, PIROXICAM 
8766, PIROXICAM, PIROXICAM 
8767, PIROXICAM, PIROXICAM 
8768, NISTATINA OXIDO ZINCO, NIST OXID ZINCO 
8771, CLORIDRATO METFORMINA, CLOR METFORMINA 
8772, CLORIDRATO METFORMINA, CLOR METFORMINA 
8773, CLORIDRATO METFORMINA, CLOR METFORMINA 
8774, CLORIDRATO METFORMINA, CLOR METFORMINA 
8775, CLORIDRATO METFORMINA, CLOR METFORMINA 
8776, NORFLOXACINO, NORFLOXACINO 
8777, RIFAMICINA, RIFAMICINA 
8778, BEZAFIBRATO, BEZAFIBRATO 
8779, GLIBENCLAMIDA, GLIBENCLAMIDA 
8780, MALEATO ENALAPRIL, MALEA ENALAPRIL 
8781, MALEATO ENALAPRIL, MALEA ENALAPRIL 
8782, MALEATO ENALAPRIL, MALEA ENALAPRIL 
8783, CLORIDRATO DOXICICLINA, CLO DOXICICLINA 
8784, PANTOPRAZOL, PANTOPRAZOL 
8785, PANTOPRAZOL, PANTOPRAZOL 
8786, PANTOPRAZOL, PANTOPRAZOL 
8787, PANTOPRAZOL, PANTOPRAZOL 
8788, NITRATO MICONAZOL, NITRA MICONAZOL 
8791, MALEATO DEXCLORFENIRAMINA, MALEAT DEXCLORF 
8792, MALEATO DEXCLORFENIRAMINA, MALEAT DEXCLORF 
8793, MALEATO DEXCLORFENIRAMINA, MALEAT DEXCLORF 
8794, CETOPROFENO, CETOPROFENO 
8795, OMEPRAZOL, OMEPRAZOL 
8796, OMEPRAZOL, OMEPRAZOL 
8797, OMEPRAZOL, OMEPRAZOL 
8798, OMEPRAZOL, OMEPRAZOL 
8799, OMEPRAZOL, OMEPRAZOL 
8800, BUTILBROMETO ESCOPOLAMINA, BUTILB ESCOPOLA 
8801, CLOTRIMAZOL, CLOTRIMAZOL 
8802, CLOTRIMAZOL, CLOTRIMAZOL 
8803, CLOTRIMAZOL, CLOTRIMAZOL 
8804, DEXAMETASONA, DEXAMETASONA 
8806, DEXAMETASONA, DEXAMETASONA 
8807, DEXAMETASONA, DEXAMETASONA 
8808, DICLOFENACO COLESTIRAMINA, DICLOF COLESTIR 
8809, DICLOFENACO COLESTIRAMINA, DICLOF COLESTIR 
8810, DICLOFENACO COLESTIRAMINA, DICLOF COLESTIR 
8811, DIPROPIONATO BETAMETASONA, DIPROP BETAMETA 
8812, DIPROPIONATO BETAMETASONA, DIPROP BETAMETA 
8814, SOMALGIN CARDIO, SOMALGIN CARDIO 
8815, SOMALGIN CARDIO, SOMALGIN CARDIO 
8816, SOMALGIN CARDIO, SOMALGIN CARDIO 
8817, TINIDAZOL NITRATO MICONAZOL, TINID NIT MICON 
8818, NITRAZEPAM, NITRAZEPAM 
8819, GUAIFENESINA, GUAIFENESINA 
8821, CLORIDRATO FLUOXETINA, CLOR FLUOXETINA 
8822, CLORIDRATO FLUOXETINA, CLOR FLUOXETINA 
8823, CLORIDRATO FLUOXETINA, CLOR FLUOXETINA 
8824, CLORIDRATO FLUOXETINA, CLOR FLUOXETINA 
8825, CLORIDRATO FLUOXETINA, CLOR FLUOXETINA 
8826, CLORIDRATO FLUOXETINA, CLOR FLUOXETINA 
8827, CARBOCISTEINA, CARBOCISTEINA 
8828, CARBOCISTEINA, CARBOCISTEINA 
8829, CARBOCISTEINA, CARBOCISTEINA 
8830, CLORIDRATO DILTIAZEM, CLOR DILTIAZEM 
8831, CLORIDRATO DILTIAZEM, CLOR DILTIAZEM 
8832, CLORIDRATO DILTIAZEM, CLOR DILTIAZEM 
8834, CLORIDRATO NAFAZOLINA, CLOR NAFAZOLINA 
8835, CLORIDRATO TERBINAFINA, CLO TERBINAFINA 
8836, CLORIDRATO TERBINAFINA, CLO TERBINAFINA 
8837, CLORIDRATO TERBINAFINA, CLO TERBINAFINA 
8838, CLORIDRATO TRAMADOL, CLOR TRAMADOL 
8839, DIPROPIONATO BETAMETASONA SULFATO GENTAMICINA, DIP BET SUL GEN 
8840, DIPROPIONATO BETAMETASONA SULFATO GENTAMICINA, DIP BET SUL GEN 
8842, PROPIONATO CLOBETASOL, PROP CLOBETASOL 
8843, PROPIONATO CLOBETASOL, PROP CLOBETASOL 
8844, PROPIONATO CLOBETASOL, PROP CLOBETASOL 
8845, SECNIDAZOL, SECNIDAZOL 
8846, ACETONIDA TRIANCINOLONA, ACETON TRIANCIN 
8847, CLORIDRATO TRAMADOL, CLOR TRAMADOL 
8848, FOSFATO CLINDAMICINA, FOS CLINDAMICIN 
8849, FOSFATO CLINDAMICINA, FOS CLINDAMICIN 
8850, ALBENDAZOL, ALBENDAZOL 
8851, ALBENDAZOL, ALBENDAZOL 
8852, ALBENDAZOL, ALBENDAZOL SUSP 
8853, ALPRAZOLAM B1, ALPRAZOLAM 
8854, ALPRAZOLAM B1, ALPRAZOLAM 
8855, ALPRAZOLAM B1, ALPRAZOLAM 
8856, ALPRAZOLAM B1, ALPRAZOLAM 
8857, ALPRAZOLAM B1, ALPRAZOLAM 
8858, ALPRAZOLAM B1, ALPRAZOLAM 
8859, ALPRAZOLAM B1, ALPRAZOLAM 
8860, ATENOLOL CLORTALIDONA, ATENOLOL CLORTA 
8861, ATENOLOL CLORTALIDONA, ATENOLOL CLORTA 
8862, CLORIDRATO VERAPAMIL, CLOR VERAPAMIL 
8863, DESONIDA, DESONIDA 
8864, DESONIDA, DESONIDA 
8865, DESONIDA, DESONIDA 
8867, DICLOFENACO DIETILAMONIO, DICLOFEN DIETIL 
8868, DICLOFENACO RESINATO, DICLOF RESINATO 
8869, LANSOPRAZOL, LANSOPRAZOL 
8870, LANSOPRAZOL, LANSOPRAZOL 
8871, LANSOPRAZOL, LANSOPRAZOL 
8872, LANSOPRAZOL, LANSOPRAZOL 
8873, VALERATO BETAMETASONA, VALER BETAMETA 
8875, ACEBROFILINA, ACEBROFILINA 
8876, ACEBROFILINA, ACEBROFILINA 
8877, ESPIRONOLACTONA, ESPIRONOLACTONA 
8878, ESPIRONOLACTONA, ESPIRONOLACTONA 
8879, ESPIRONOLACTONA, ESPIRONOLACTONA 
8881, GENFIBROZILA, GENFIBROZILA 
8882, GENFIBROZILA, GENFIBROZILA 
8883, MELOXICAM, MELOXICAM 
8884, MELOXICAM, MELOXICAM 
8885, ACETONIDA TRIANCINOLONA SULFATO NEOMICINA GRAMICIDINA NISTATINA, AC TR S N GR NI 
8886, ACETONIDA TRIANCINOLONA SULFATO NEOMICINA GRAMICIDINA NISTATINA, AC TR S N GR NI 
8887, ADAPALENO, ADAPALENO 
8888, ADAPALENO, ADAPALENO 
8889, BROMAZEPAM, BROMAZEPAM 
8890, BROMAZEPAM, BROMAZEPAM 
8891, BROMAZEPAM, BROMAZEPAM 
8892, BROMAZEPAM, BROMAZEPAM 
8893, BROMAZEPAM, BROMAZEPAM 
8896, BROMIDRATO FENOTEROL, BROM FENOTEROL 
8899, BROMOPRIDA, BROMOPRIDA 
8900, CEFACLOR, CEFACLOR 
8901, CETOCONAZOL, CETOCONAZOL 
8902, CETOCONAZOL, CETOCONAZOL CRE 
8903, CETOCONAZOL DIPROPIONATO BETAMETASONA SULFATO NEOMICINA, CET D BET S NEO 
8904, CETOCONAZOL DIPROPIONATO BETAMETASONA SULFATO NEOMICINA, CET D BET S NEO 
8905, CLONAZEPAM, CLONAZEPAM 
8906, CLORIDRATO CIPROFLOXACINO, CLOR CIPROFLOXA 
8907, CLORIDRATO CIPROFLOXACINO, CLOR CIPROFLOXA 
8908, CLORIDRATO CIPROFLOXACINO, CLOR CIPROFLOXA 
8909, CLORIDRATO CIPROFLOXACINO, CLOR CIPROFLOXA 
8910, CLORIDRATO DOBUTAMINA, CLOR DOBUTAMINA 
8912, DEFLAZACORTE, DEFLAZACORTE 
8915, LORAZEPAM, LORAZEPAM 
8916, LORAZEPAM, LORAZEPAM 
8920, NITRATO ISOCONAZOL, NITR ISOCONAZOL 
8921, PARACETAMOL, PARACETAMOL 
8922, PARACETAMOL, PARACETAMOL 
8923, PARACETAMOL, PARACETAMOL 
8924, TIABENDAZOL, TIABENDAZOL 
8926, ALENDRONATO SODIO, ALENDRONATO SOD 
8927, ALENDRONATO SODIO, ALENDRONATO SOD 
8931, CLORIDRATO OXIMETAZOLINA, CLOR OXIMETAZOL 
8934, IBUPROFENO, IBUPROFENO 
8935, IBUPROFENO, IBUPROFENO 
8936, IBUPROFENO, IBUPROFENO 
8938, LORATADINA, LORATADINA 
8939, MALEATO TIMOLOL, MALEATO TIMOLOL 
8940, MALEATO TIMOLOL, MALEATO TIMOLOL 
8941, MESALAZINA, MESALAZINA 
8942, MESALAZINA, MESALAZINA 
8943, MESILATO DOXAZOSINA, MESI DOXAZOSINA 
8944, NISTATINA, NISTATINA 
8946, VALERATO BETAMETASONA SULFATO NEOMICINA, VAL BETA S NEOM 
8947, VALERATO BETAMETASONA SULFATO NEOMICINA, VAL BETA S NEOM 
8948, ACICLOVIR, ACICLOVIR 
8949, ALGESTONA ACETONIDA ENANTATO ESTRADIOL, ALGE AC ENA EST 
8950, CLORIDRATO AMBROXOL, CLOR AMBROXOL 
8952, CLORIDRATO LIDOCAINA, CLOR LIDOCAINA 
8953, CLORIDRATO TETRACICLINA ANFOTERICINA B, CLO TETR ANFO B 
8954, FUROATO MOMETASONA, FUROAT MOMETASO 
8955, FUROATO MOMETASONA, FUROAT MOMETASO 
8956, LEVOFLOXACINO, LEVOFLOXACINO 
8957, LEVOFLOXACINO, LEVOFLOXACINO 
8958, LEVOFLOXACINO, LEVOFLOXACINO 
8959, METRONIDAZOL, METRONIDAZOL 
8960, DIPIRONA SODICA, DIPIRONA SODICA 
8961, DIPIRONA SODICA, DIPIRONA SODICA 
8962, DIPIRONA SODICA, DIPIRONA SODICA 
8963, DIPIRONA SODICA, DIPIRONA SODICA 
8964, AZITROMICINA, AZITROMICINA 
8966, CLORIDRATO SERTRALINA, CLOR SERTRALINA 
8967, CLORIDRATO SERTRALINA, CLOR SERTRALINA 
8968, CLORIDRATO SERTRALINA, CLOR SERTRALINA 
8969, HIDROCLOROTIAZIDA, HIDROCLOROTIAZI 
8970, HIDROCLOROTIAZIDA, HIDROCLOROTIAZI 
8971, CEFACLOR, CEFACLOR 
8972, CEFACLOR, CEFACLOR 
8973, HIDROCORTISONA, HIDROCORTISONA 
8974, HIDROCORTISONA, HIDROCORTISONA 
8975, TOPIRAMATO, TOPIRAMATO 
8976, TOPIRAMATO, TOPIRAMATO 
8977, TOPIRAMATO, TOPIRAMATO 
8978, NIMODIPINO, NIMODIPINO 
8982, CLORIDRATO FENOXAZOLINA, CLOR FENOXAZOLI 
8983, CLORIDRATO FENOXAZOLINA, CLOR FENOXAZOLI 
8984, GABAPENTINA, GABAPENTINA 
8985, GABAPENTINA, GABAPENTINA 
8986, GABAPENTINA, GABAPENTINA 
8987, MEBENDAZOL, MEBENDAZOL 
8989, CLORIDRATO BROMEXINA, CLOR BROMEXINA 
8990, CLORIDRATO RANITIDINA, CLOR RANITIDINA 
8991, CLORIDRATO RANITIDINA, CLOR RANITIDINA 
8992, RISPERIDONA, RISPERIDONA 
8993, CLORIDRATO TICLOPIDINA, CLO TICLOPIDINA 
8994, CLORIDRATO TICLOPIDINA, CLO TICLOPIDINA 
8995, LOSARTANA POTASSICA, LOSARTAN POTAS 
8996, LOSARTANA POTASSICA, LOSARTAN POTAS 
8997, AMOXICILINA CLAVULANATO POTASSIO, AMOXI CLAVU POT 
8998, AMOXICILINA CLAVULANATO POTASSIO, AMOXI CLAVU POT 
9000, SULFATO SALBUTAMOL GUAIFENESINA, SULF SALB GUAIF 
9001, TINIDAZOL, TINIDAZOL 
9002, TINIDAZOL, TINIDAZOL 
9003, PARACETAMOL CAFEINA, PARACET CAFEINA 
9004, CLORIDRATO AMITRIPTILINA, CLOR AMITRIPTIL 
9005, CLORIDRATO AMITRIPTILINA, CLOR AMITRIPTIL 
9006, ACIDO MEFENAMICO, ACID MEFENAMICO 
9007, ACETATO DEXAMETASONA, AC DEXAMETASONA 
9008, NIMESULIDA, NIMESULIDA 
9009, DERMATOL, DERMATOL 
9010, DERMATOL, DERMATOL 
9011, DERMATOL, DERMATOL 
9012, SODEN, SODEN 
9013, SODEN, SODEN 
9014, HORMOSKIN, HORMOSKIN 
9015, HORMOSKIN, HORMOSKIN 
9017, CLORIDRATO SIBUTRAMINA, CLO SIBUTRAMINA 
9018, CLORIDRATO SIBUTRAMINA, CLO SIBUTRAMINA 
9019, CLORIDRATO SIBUTRAMINA, CLO SIBUTRAMINA 
9021, CLAQUINONA, CLAQUINONA 
9022, BROMETO IPRATROPIO, BROMETO IPRATRO 
9023, CICLOPIROX OLAMINA, CICLOPIROX OLAM 
9024, CLORIDRATO DORZOLAMIDA, CLO DORZOLAMIDA 
9025, CLORIDRATO VENLAFAXINA, CLO VENLAFAXINA 
9026, CLORIDRATO CICLOBENZAPRINA, CLOR CICLOBENZA 
9027, CLORIDRATO CICLOBENZAPRINA, CLOR CICLOBENZA 
9028, CLORIDRATO CICLOBENZAPRINA, CLOR CICLOBENZA 
9029, CLORIDRATO CICLOBENZAPRINA, CLOR CICLOBENZA 
9030, CLORIDRATO CICLOBENZAPRINA, CLOR CICLOBENZA 
9031, CLORIDRATO CICLOBENZAPRINA, CLOR CICLOBENZA 
9032, TARTARATO METOPROLOL, TAR METOPROLOL 
9033, GLIMEPIRIDA, GLIMEPIRIDA 
9034, GLIMEPIRIDA, GLIMEPIRIDA 
9035, GLIMEPIRIDA, GLIMEPIRIDA 
9036, GLIMEPIRIDA, GLIMEPIRIDA 
9037, BIMATOPROSTA, BIMATOPROSTA 
9038, BIMATOPROSTA, BIMATOPROSTA 
9039, CLORIDRATO DORZOLAMIDA MALEATO TIMOLOL, CLO DOR MAL TIM 
9040, FENOFIBRATO, FENOFIBRATO 
9041, HIDROQUINONA, HIDROQUINONA 
9042, HIDROQUINONA, HIDROQUINONA 
9043, SULFATO GENTAMICINA FOSFATO DISSODICO BETAMETASONA, SU GENT F D BET 
9044, TOBRAMICINA, TOBRAMICINA 
9045, BROMIDRATO CITALOPRAM, BROM CITALOPRAM 
9046, CLORIDRATO HIDROXIZINA, CLO HIDROXIZINA 
9047, CLORIDRATO HIDROXIZINA, CLO HIDROXIZINA 
9048, DESLORATADINA, DESLORATADINA 
9049, DESLORATADINA, DESLORATADINA 
9050, DESLORATADINA, DESLORATADINA 
9051, TERCONAZOL, TERCONAZOL 
9052, CLORIDRATO PAROXETINA, CLOR PAROXETINA 
9053, CLORIDRATO PAROXETINA, CLOR PAROXETINA 
9054, CITRATO SILDENAFILA, CIT SILDENAFILA 
9055, CITRATO SILDENAFILA, CIT SILDENAFILA 
9056, CITRATO SILDENAFILA, CIT SILDENAFILA 
9057, CITRATO SILDENAFILA, CIT SILDENAFILA 
9058, CITRATO SILDENAFILA, CIT SILDENAFILA 
9059, CITRATO SILDENAFILA, CIT SILDENAFILA 
9060, DERMAZELAIC, DERMAZELAIC 
9062, ATORVASTATINA CALCICA, ATORVASTATINA 
9063, ATORVASTATINA CALCICA, ATORVASTATINA 
9064, ATORVASTATINA CALCICA, ATORVASTATINA 
9065, ATORVASTATINA CALCICA, ATORVASTATINA 
9066, DOMPERIDONA, DOMPERIDONA 
9068, NITRATO FENTICONAZOL, NITRATO FENTICO 
9069, SINVASTATINA, SINVASTATINA 
9070, SINVASTATINA, SINVASTATINA 
9071, SINVASTATINA, SINVASTATINA 
9072, SINVASTATINA, SINVASTATINA 
9073, SINVASTATINA, SINVASTATINA 
9074, DIABEMED, DIABEMED 
9075, DIABEMED, DIABEMED 
9076, DIABEMED, DIABEMED 
9077, OLANZAPINA, OLANZAPINA 
9078, OLANZAPINA, OLANZAPINA 
9079, OLANZAPINA, OLANZAPINA 
9080, VALSARTANA, VALSARTANA 
9081, VALSARTANA, VALSARTANA 
9083, ATORLESS, ATORLESS 
9084, ATORLESS, ATORLESS 
9085, ATORLESS, ATORLESS 
9086, MODIK, MODIK 
9087, MODIK, MODIK 
9088, COSARTAN, COSARTAN 
9089, COSARTAN, COSARTAN 
9090, COSARTAN, COSARTAN 
9091, ROSUVASTATINA CALCICA, ROSUVASTATI CAL 
9092, ROSUVASTATINA CALCICA, ROSUVASTATI CAL 
9093, ROSTATIN, ROSTATIN 
9094, ROSTATIN, ROSTATIN 
9095, PIOTAZ, PIOTAZ 
9096, PIOTAZ, PIOTAZ 
9097, PIOTAZ, PIOTAZ 
9098, PIOTAZ, PIOTAZ 
9099, PIOTAZ, PIOTAZ 
9100, REPAGLINIDA, REPAGLINIDA 
9101, FUMARATO QUETIAPINA, FUM QUETIAPINA 
9102, FUMARATO QUETIAPINA, FUM QUETIAPINA 
9103, FUMARATO QUETIAPINA, FUM QUETIAPINA 
9104, FUMARATO QUETIAPINA, FUM QUETIAPINA 
9105, LIPIBLOCK, LIPIBLOCK 
9106, LIPIBLOCK, LIPIBLOCK 
9107, GLYFLUCAN, GLYFLUCAN 
9108, GLYFLUCAN, GLYFLUCAN 
9109, SIGMATRIOL, SIGMATRIOL 
9110, ACNOVA, ACNOVA 
9111, ACNOVA, ACNOVA 
9112, SIGRAN, SIGRAN 
9113, SIGRAN, SIGRAN 
9114, INIP, INIP 
9115, CLORIDRATO BUPROPIONA, CLOR BUPROPIONA 
9116, CLORIDRATO BUPROPIONA, CLOR BUPROPIONA 
9117, TIGMA, TIGMA 
9118, TIGMA, TIGMA 
9119, TIGMA, TIGMA 
9120, CLOFEN K, CLOFEN K 
9121, CLOFEN S, CLOFEN S 
9122, DIETAMINA, DIETAMINA 
9123, DORFEBRIL, DORFEBRIL 
9124, LIDOPASS, LIDOPASS 
9125, VANTIL, VANTIL 
9126, AMPLATIL, AMPLATIL 
9127, GENTAMICINA GENTAMICIN, GENTAMICIN 
9128, GENTAMICINA GENTAMICIN, GENTAMICIN 
9129, GENTAMICINA GENTAMICIN, GENTAMICIN 
9130, OXACILIL, OXACILIL 
9131, AGASTEN, AGASTEN 
9132, AGASTEN, AGASTEN 
9133, AMINOFILINA SANDOZ, AMINOFILINA 
9134, AMINOFILINA SANDOZ, AMINOFILINA 
9135, ANAFRANIL, ANAFRANIL 
9136, ANAFRANIL SR, ANAFRANIL SR 
9137, APRESOLINA, APRESOLINA 
9138, APRESOLINA, APRESOLINA 
9139, CALSAN, CALSAN 
9140, CATAFLAM, CATAFLAM 
9141, CATAFLAM, CATAFLAM 
9142, CATAFLAM, CATAFLAM 
9143, CATAFLAM, CATAFLAM 
9144, CATAFLAM D, CATAFLAM 
9145, CATAFLAM, CATAFLAM 
9146, CIBALENA A, CIBALENA A 
9147, CODATEN, CODATEN 
9148, CODATEN, CODATEN 
9149, COMTAN, COMTAN 
9150, DESERILA, DESERILA 
9151, DESFERAL, DESFERAL 
9152, DICLOFENACO SODICO, DICLOFENACO SOD 
9153, DIOVAN, DIOVAN 
9154, DIOVAN, DIOVAN 
9155, DIOVAN, DIOVAN 
9156, DIOVAN, DIOVAN 
9157, DIOVAN, DIOVAN 
9158, DIOVAN, DIOVAN 
9159, DIOVAN AMLO, DIOVAN AMLO 
9160, DIOVAN AMLO, DIOVAN AMLO 
9161, DIOVAN HCT, DIOVAN HCT 
9162, DIOVAN HCT, DIOVAN HCT 
9163, DIOVAN HCT, DIOVAN HCT 
9164, DIOVAN HCT, DIOVAN HCT 
9165, ELIDEL, ELIDEL 
9166, ELIDEL, ELIDEL 
9167, ESTALIS, ESTALIS 
9168, ESTRADOT, ESTRADOT 
9169, ESTRADOT, ESTRADOT 
9170, ESTRADOT, ESTRADOT 
9171, ESTRAGEST TTS, ESTRAGEST TTS 
9172, EXELON, EXELON 
9173, EXELON, EXELON 
9174, EXELON, EXELON 
9175, EXELON, EXELON 
9176, EXELON, EXELON 
9177, FEMARA, FEMARA 
9178, FLOTAC, FLOTAC 
9179, FLOTAC, FLOTAC 
9180, FORASEQ, FORASEQ 
9181, FORASEQ, FORASEQ 
9182, GENTEAL, GENTEAL 
9183, GLIVEC, GLIVEC 
9184, GLIVEC, GLIVEC 
9185, GLYVENOL, GLYVENOL 
9186, HIGROTON, HIGROTON 
9187, HIGROTON, HIGROTON 
9188, HIGROTON, HIGROTON 
9189, HYDERGINE, HYDERGINE 
9190, HYDERGINE, HYDERGINE 
9191, HYDERGINE, HYDERGINE 
9192, HYDERGINE, HYDERGINE 
9193, HYDERGINE, HYDERGINE SRO 
9194, HYDERGINE, HYDERGINE SRO 
9195, HYPOTEARS PLUS, HYPOTEARS PLUS 
9196, LACRIGEL A, LACRIGEL A 
9197, LAMISIL, LAMISIL 
9198, LAMISIL, LAMISIL 
9199, LAMISIL, LAMISIL 
9200, LEPONEX, LEPONEX 
9201, LEPONEX, LEPONEX 
9202, LIORESAL, LIORESAL 
9203, LOCORTEN VIOFORMIO, LOCORTEN VIOF 
9204, LOPRESSOR, LOPRESSOR 
9205, LOTENSIN, LOTENSIN 
9206, LOTENSIN, LOTENSIN 
9207, LOTENSIN, LOTENSIN 
9208, LUDIOMIL, LUDIOMIL 
9209, LUDIOMIL, LUDIOMIL 
9210, MERIGEST, MERIGEST 
9211, METHERGIN, METHERGIN 
9212, METHERGIN, METHERGIN 
9213, MIACALCIC, MIACALCIC 
9214, MIACALCIC, MIACALCIC 
9215, MIFLASONA, MIFLASONA 
9216, MIFLASONA, MIFLASONA 
9217, MIFLONIDE, MIFLONIDE 
9218, MIFLONIDE, MIFLONIDE 
9219, MURICALM, MURICALM 
9220, MYFORTIC, MYFORTIC 
9221, MYFORTIC, MYFORTIC 
9222, NITRODERM TTS, NITRODERM TTS 
9223, NITRODERM TTS, NITRODERM TTS 
9224, NYOLOL GEL, NYOLOL 
9225, OLCADIL, OLCADIL 
9226, OTRIVINA, OTRIVINA 
9227, OTRIVINA, OTRIVINA 
9228, PAMELOR, PAMELOR 
9229, PAMELOR, PAMELOR 
9230, PAMELOR, PAMELOR 
9231, PAMELOR, PAMELOR 
9232, PAMELOR, PAMELOR 
9233, PAMELOR, PAMELOR 
9234, PAMELOR, PAMELOR 
9235, PAMELOR, PAMELOR 
9236, PAMELOR, PAMELOR 
9237, PARLODEL, PARLODEL 
9238, PARLODEL, PARLODEL 
9239, PRIVINA, PRIVINA 
