77104, MICOF.MOFETILA MG , MICOF MOFETILA, MICOFENOLATO MOFETILA, CPR REVEST 500 MG x 500, A1F
64105, MIRTAZAPINA MG , MIRTAZAPINA, MIRTAZAPINA, CPR REVEST 45 MG x 28, SDZ

71618, MIRTAZAPINA MG , MIRTAZAPINA, MIRTAZAPINA, CPR REVEST 30 MG x 7, SDZ

59260, MESI.DOXAZOSINA MG , MESI DOXAZOSINA, MESILATO DOXAZOSINA, CPR 4 MG x 10, SDZ

99995, MIRTAZAPINA MG , MIRTAZAPINA, MIRTAZAPINA, CPR ORODISPE 45 MG x 28, SDZ

71402, MESI.DOXAZOSINA MG , MESI DOXAZOSINA, MESILATO DOXAZOSINA, CPR 4 MG x 20, SDZ

59366, MICOSTEN , MICOSTEN, NOT FOUND, CREME 20 G x 1, SDZ

6875, MICROVACIN , MICROVACIN, NOT FOUND, CAPS x 45, SIN

54881, METOCLOSAN , METOCLOSAN, NOT FOUND, CPR 10 MG x 20, SNV

54693, MEDROXON , MEDROXON, NOT FOUND, CPR 10 MG x 10, SNV

54885, METROVAL , METROVAL, NOT FOUND, GEL. VAG. 500 MG 50 G x 1 (/5G), SNV

48071, MICOSTYL , MICOSTYL, NOT FOUND, LOC CREMOSA 10 MG 60 ML x 1 (/ML), STF

48070, MICOSTYL , MICOSTYL, NOT FOUND, CREME 10 MG 45 G x 1 (/G), STF

85663, MINANCORA COSMETIC , MINANCORA COSMETIC, NOT FOUND, POM ACNE 25 G x 1, S_A

92401, MOBILITY , MOBILITY, NOT FOUND, SACHES 10 G x 15, S_A

62788, MINANCORA ALIV PES , MINANCORA ALIV PES, NOT FOUND, CREME 80 G x 1, S_A

67673, MINANCORA ACTION , MINANCORA ACTION, NOT FOUND, CREME FPS 10 30 G x 1, S_A

73568, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, CPR REVEST 400 MG x 24, S_A

73569, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, GEL. VAG. 100 MG 50 G x 1 (/G), S_A

52758, MAALOX , MAALOX, NOT FOUND, SUSP MENTA 240 ML x 1, S_A

74588, METRO+NISTATINA MG , METRO NISTATINA, NOT FOUND, GEL VAG C/AP 50 G x 1, S_A

6907, MINANCORA , MINANCORA, NOT FOUND, POM. 30 G x 1, S_A

92403, MOBILITY , MOBILITY, NOT FOUND, SACHES 10 G x 30, S_A

63650, MAALOX , MAALOX, NOT FOUND, CPR MASC CER x 30, S_A

52754, MAALOX , MAALOX, NOT FOUND, SUSP CEREJA 240 ML x 1, S_A

52759, MAALOX , MAALOX, NOT FOUND, CPR MASC CER x 48, S_A

63649, MAALOX , MAALOX, NOT FOUND, CPR MASC MEN x 30, S_A

71406, MINANCORA ACTION , MINANCORA ACTION, NOT FOUND, POM.FPS 9 25 G x 1, S_A

61205, MINANCORA ALIV PES , MINANCORA ALIV PES, NOT FOUND, CREME 45 G x 1, S_A

60921, MESACOL , MESACOL, NOT FOUND, CPR 800 MG x 30, TAK

60922, MESACOL , MESACOL, NOT FOUND, SUP. 250 MG x 10, TAK

96551, MESACOL MMX , MESACOL MMX, NOT FOUND, CPR REVEST 1200 MG x 10, TAK

60923, MESACOL , MESACOL, NOT FOUND, SUP. 500 MG x 10, TAK

7002, MUCOLITIC , MUCOLITIC, NOT FOUND, XAR. INF 100 MG 100 ML x 1 (/5ML), TAK

81164, MESACOL MMX , MESACOL MMX, NOT FOUND, CPR REVEST 1200 MG x 30, TAK

31452, MUCOLITIC , MUCOLITIC, NOT FOUND, GOTAS 20 ML x 1, TAK

58132, MUCOLITIC , MUCOLITIC, NOT FOUND, GRAN ENVELO. 250 MG 4 G x 15, TAK

7004, MUCOLITIC , MUCOLITIC, NOT FOUND, XAR. AD 250 MG 100 ML x 1 (/5ML), TAK

58131, MUCOLITIC , MUCOLITIC, NOT FOUND, GRAN ENVELO. 100 MG 4 G x 15, TAK

60920, MESACOL , MESACOL, NOT FOUND, CPR 400 MG x 30, TAK

74000, MENELAT , MENELAT, NOT FOUND, CPR REVEST 30 MG x 30, TNT

75795, METTA SR , METTA SR, NOT FOUND, CPR 500 MG x 30, TNT

74001, MENELAT , MENELAT, NOT FOUND, CPR REVEST 45 MG x 30, TNT

77101, MALEATO TIMOLOL MG , MALEATO TIMOLOL, MALEATO TIMOLOL, SOLN OFTAL 0.50 % 5 ML x 50, TTB

53263, MICOZEN , MICOZEN, NOT FOUND, CR.VAG.C/APL 20 MG 80 G x 1 (/G), TTB

59818, MATERSUPRE , MATERSUPRE, NOT FOUND, DRAG x 30, TTB

58754, MICOSIL , MICOSIL, NOT FOUND, CREME 1 % 20 G x 1, TTB

64278, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 10 MG x 30, TTB

77102, MELOXICAM MG , MELOXICAM, MELOXICAM, CPR 15 MG x 10, TTB

55755, MEVAMOX , MEVAMOX, NOT FOUND, CPR 7.50 MG x 10, TTB

70872, MALEATO TIMOLOL MG , MALEATO TIMOLOL, MALEATO TIMOLOL, SOLN OFTAL 0.50 % 5 ML x 1, TTB

80428, MENTHOLATU TYLIDOL , MENTHOLATU TYLIDOL, NOT FOUND, ADESIVO x 12 (ADLT), TTB

70074, MARFARIN , MARFARIN, NOT FOUND, CPR 5 MG x 10, TTB

104594, MAX AIR , MAX AIR, NOT FOUND, TIRAS GRANDE x 10, TTB

104593, MAX AIR , MAX AIR, NOT FOUND, TIRAS MEDIA x 10, TTB

106876, MELOXICAM MG , MELOXICAM, MELOXICAM, CPR 7.50 MG x 10, TTB

64280, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 20 MG x 30, TTB

56465, MEBENDAZOL MG , MEBENDAZOL, MEBENDAZOL, CPR 100 MG x 6, TTB

53385, MICOZEN , MICOZEN, NOT FOUND, LOC. 20 MG 30 ML x 1 (/ML), TTB

62022, MAL.DEXCLO+BETA.MG , MAL DEXCLO BETA, NOT FOUND, XAROPE 120 ML x 1, TTB

162476, MICOZEN , MICOZEN, NOT FOUND, CR.VAG.14APL 20 MG 80 G x 1 (/G), TTB

78941, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, CREME 10 MG 30 G x 1 (/G), TTB

57894, MEVAMOX , MEVAMOX, NOT FOUND, CPR 15 MG x 10, TTB

57135, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, XAROPE 0.40 MG 100 ML x 1 (/ML), TTB

56466, MEBENDAZOL MG , MEBENDAZOL, MEBENDAZOL, SUSP 100 MG 30 ML x 1 (/5ML), TTB

75463, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, XAROPE 2 MG 100 ML x 50 (/5ML), TTB

64277, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 5 MG x 30, TTB

89914, MEN FENAFLAN PATCH , MEN FENAFLAN PATCH, NOT FOUND, SACHE ADES x 12, TTB

53500, MAGNEZIOL , MAGNEZIOL, NOT FOUND, LIQD NATURAL 120 ML x 1, TTB

131992, MIRTAZAPINA MG , MIRTAZAPINA, MIRTAZAPINA, CPR ORODISPE 30 MG x 10, TTB

77892, MESI.DOXAZOSINA MG , MESI DOXAZOSINA, MESILATO DOXAZOSINA, CPR 2 MG x 30, TTB

69820, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, GEL. VAG. 500 MG 50 G x 50 (/5G), TTB

80445, MENTHOLATU TYLIDOL , MENTHOLATU TYLIDOL, NOT FOUND, ADESIVO x 12 (INF), TTB

53139, MUCOXOLAN , MUCOXOLAN, NOT FOUND, XAR. PED. 15 MG 120 ML x 1 (/5ML), TTB

158166, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, GE VAG 10APL 100 MG 50 G x 1 (/G), TTB

56613, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, GEL. VAG. 500 MG 50 G x 1 (/5G), TTB

131987, MIRTAZAPINA MG , MIRTAZAPINA, MIRTAZAPINA, CPR ORODISPE 15 MG x 10, TTB

53140, MUCOXOLAN , MUCOXOLAN, NOT FOUND, XAR. AD 30 MG 120 ML x 1 (/5ML), TTB

83468, MAMYDRAT , MAMYDRAT, NOT FOUND, CREME. 120 G x 1, U_Q

44134, MODERINE , MODERINE, NOT FOUND, CPR x 20, U_Q

49121, MAX PAX , MAX PAX, NOT FOUND, CPR 2 MG x 20, U_Q

117576, MAMYDRAT , MAMYDRAT, NOT FOUND, CREME S/PERF 120 G x 1, U_Q

73188, MAXINOM , MAXINOM, NOT FOUND, SUSP OFTAL 5 ML x 1, U_Q

54692, MAZITRON , MAZITRON, NOT FOUND, CAPS 500 MG x 3, U_Q

47745, MUCOFAN , MUCOFAN, NOT FOUND, GOTAS 50 MG 20 ML x 1 (/ML), U_Q

86037, MAMYLAN , MAMYLAN, NOT FOUND, POM. 30 G x 1, U_Q

63710, MIDAZOLAM MG , MIDAZOLAM, MIDAZOLAM, AMP. 15 MG 3 ML x 5, U_Q

65236, MAL.DEXCLO+BETA.MG , MAL DEXCLO BETA, NOT FOUND, XAR. 120 ML x 1, U_Q

31056, MUCOFAN , MUCOFAN, NOT FOUND, XAR ADU 50 MG 100 ML x 1 (/ML), U_Q

105210, MALEATO TIMOLOL MG , MALEATO TIMOLOL, MALEATO TIMOLOL, SOL OFTAL 5 MG 5 ML x 1 (/ML), U_Q

73187, MAXINOM , MAXINOM, NOT FOUND, POM. OFTAL 3.50 G x 1, U_Q

31055, MUCOFAN , MUCOFAN, NOT FOUND, XAR PED 20 MG 100 ML x 1 (/ML), U_Q

59976, MIOCARDIL , MIOCARDIL, NOT FOUND, CPR REVEST 30 MG x 30, VAP

61729, MUCOVIT , MUCOVIT, NOT FOUND, XAR. AD 30 MG 120 ML x 1 (/5ML), VAP

66367, MICOTRIN , MICOTRIN, NOT FOUND, LOC. 2 % 30 ML x 1, VAP

61728, MUCOVIT , MUCOVIT, NOT FOUND, XAR. INF 15 MG 120 ML x 1 (/5ML), VAP

67578, MIODAREN , MIODAREN, NOT FOUND, CPR 200 MG x 20, VAP

51436, MELLERIL , MELLERIL, NOT FOUND, GOTAS 30 MG 50 ML x 1 (/ML), VLT

46488, MELLERIL , MELLERIL, NOT FOUND, DRAG 100 MG x 20, VLT

49433, MELLERIL , MELLERIL, NOT FOUND, DRAG 10 MG x 20, VLT

58604, MESTINON , MESTINON, NOT FOUND, CPR 60 MG x 60, VLT

6665, MELLERIL , MELLERIL, NOT FOUND, DRAG 50 MG x 20, VLT

46574, MELLERIL , MELLERIL, NOT FOUND, DRAG RETARD 200 MG x 20, VLT

49434, MELLERIL , MELLERIL, NOT FOUND, DRAG 25 MG x 20, VLT

6737, MESTINON , MESTINON, NOT FOUND, CPR 60 MG x 20, VLT

112087, MONTELUCASTE SO MG , MONTELUCASTE SO, MONTELUCASTE SODIO, CPR REVEST 10 MG x 30, ZYD

69264, MON ISOSSORBIDA MG , MON ISOSSORBIDA, NOT FOUND, CPR 20 MG x 30, ZYD

67964, MELOXICAM MG , MELOXICAM, MELOXICAM, CPR 7.50 MG x 10, ZYD

67965, MELOXICAM MG , MELOXICAM, MELOXICAM, CPR 15 MG x 10, ZYD

69265, MON ISOSSORBIDA MG , MON ISOSSORBIDA, NOT FOUND, CPR 40 MG x 20, ZYD

146905, MON ISOSSORBIDA MG , MON ISOSSORBIDA, NOT FOUND, CPR 20 MG x 100, ZYD

77104, MICOF.MOFETILA MG , MICOF MOFETILA, MICOFENOLATO MOFETILA, CPR REVEST 500 MG x 500, A1F

77103, MICOF.MOFETILA MG , MICOF MOFETILA, MICOFENOLATO MOFETILA, CPR REVEST 500 MG x 50, A1F

132972, MELISSA OFFICINALI , MELISSA OFFICINALI, MELISSA OFFICINALIS L., GOTAS 30 ML x 1, A1_

54250, MELOXIL , MELOXIL, NOT FOUND, CPR 7.50 MG x 10, A3N

49435, MELXI , MELXI, NOT FOUND, SUSP 100 ML x 1, A3N

56469, MELOXIL , MELOXIL, NOT FOUND, F.AMP 15 MG 1.50 ML x 5, A3N

63966, MENOP , MENOP, NOT FOUND, CAPS GEL 125 MG x 30, A3N

70440, MENOP , MENOP, NOT FOUND, CAPS GEL 150 MG x 30, A3N

54251, MELOXIL , MELOXIL, NOT FOUND, CPR 15 MG x 10, A3N

59268, MYLERAN , MYLERAN, NOT FOUND, CPR 2 MG x 25, A3N

64795, MICOF.MOFETILA MG , MICOF MOFETILA, MICOFENOLATO MOFETILA, CPR 500 MG x 50, A3N

112486, MOTORE , MOTORE, NOT FOUND, CAPS 250 MG x 60, A4H

72262, MIRTAX , MIRTAX, NOT FOUND, CPR REVEST 5 MG x 10, A4H

56187, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 5 MG x 30, A4H

72263, MIRTAX , MIRTAX, NOT FOUND, CPR REVEST 10 MG x 10, A4H

84388, MAL.DEXCLO+BETA.MG , MAL DEXCLO BETA, NOT FOUND, XAROPE 120 ML x 1, A4H

73567, MEBENDAZOL MG , MEBENDAZOL, MEBENDAZOL, SUSP ORAL 20 MG 30 ML x 1 (/ML), A4H

76426, MERITOR , MERITOR, NOT FOUND, CPR REVEST 2 MG x 30, A4H

61695, MAL.ENALA+HCLTZ.MG , MAL ENALA HCLTZ, NOT FOUND, CPR 12.5 MG x 30 (/20), A4H

91067, MONTELUCASTE SO MG , MONTELUCASTE SO, MONTELUCASTE SODIO, SACHE GRAN 4 MG 0.35 G x 30, A4H

93544, MONTELAIR , MONTELAIR, NOT FOUND, SACHE GRAN 4 MG 0.35 G x 30, A4H

66140, MIRTAX , MIRTAX, NOT FOUND, CPR REVEST 10 MG x 15, A4H

60901, MAXICALC D , MAXICALC D, NOT FOUND, CPR REVEST 400 IU x 60 (/500), A4H

76427, MERITOR , MERITOR, NOT FOUND, CPR REVEST 4 MG x 10, A4H

48564, MERACILINA , MERACILINA, NOT FOUND, CPR x 12, A4H

62651, MALEATO TIMOLOL MG , MALEATO TIMOLOL, MALEATO TIMOLOL, SOLN OFTAL 0.50 % 5 ML x 1, A4H

85195, MONTELAIR , MONTELAIR, NOT FOUND, CPR REVEST 10 MG x 10, A4H

67248, MON ISOSSORBIDA MG , MON ISOSSORBIDA, NOT FOUND, CPR 20 MG x 30, A4H

91065, MONTELUCASTE SO MG , MONTELUCASTE SO, MONTELUCASTE SODIO, SACHE GRAN 4 MG 0.35 G x 10, A4H

32521, MENOPAX CICLOFENIL , MENOPAX CICLOFENIL, NOT FOUND, CPR x 20, A4H

60900, MAXICALC D , MAXICALC D, NOT FOUND, CPR REVEST 200 IU x 60 (/500), A4H

30958, MIO NEVRIX , MIO NEVRIX, NOT FOUND, CPR x 20, A4H

61696, MAL.ENALA+HCLTZ.MG , MAL ENALA HCLTZ, NOT FOUND, CPR 25 MG x 30 (/10), A4H

67249, MON ISOSSORBIDA MG , MON ISOSSORBIDA, NOT FOUND, CPR 40 MG x 20, A4H

76945, MILLAR , MILLAR, NOT FOUND, POM. 30 G x 1, A4H

56189, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 20 MG x 30, A4H

84389, MONTELUCASTE SO MG , MONTELUCASTE SO, MONTELUCASTE SODIO, CPR REVEST 10 MG x 10, A4H

165365, MAXAPRAN , MAXAPRAN, NOT FOUND, CPR REVEST 20 MG x 60, A4H

6712, MERACILINA , MERACILINA, NOT FOUND, CPR x 250, A4H

76425, MERITOR , MERITOR, NOT FOUND, CPR REVEST 2 MG x 10, A4H

48360, MITICOCAN , MITICOCAN, NOT FOUND, SABAO 80 G x 1, A4H

71997, MAXAPRAN , MAXAPRAN, NOT FOUND, CPR REVEST 20 MG x 28, A4H

64515, MIRTAX , MIRTAX, NOT FOUND, CPR REVEST 5 MG x 30, A4H

84390, MONTELUCASTE SO MG , MONTELUCASTE SO, MONTELUCASTE SODIO, CPR REVEST 10 MG x 30, A4H

71998, MAXAPRAN , MAXAPRAN, NOT FOUND, CPR REVEST 20 MG x 14, A4H

58753, METILDOPA MG , METILDOPA, METILDOPA, CPR REVEST 500 MG x 30, A4H

66320, MELOXICAM MG , MELOXICAM, MELOXICAM, CPR 15 MG x 10, A4H

77441, MES CODERGOCRIN MG , MES CODERGOCRIN, MESILATO CODERGOCRINA, SOLN ORAL 4.50 MG 15 ML x 1 (/, A4H

67247, MON ISOSSORBIDA MG , MON ISOSSORBIDA, NOT FOUND, CPR 20 MG x 20, A4H

77442, MES CODERGOCRIN MG , MES CODERGOCRIN, MESILATO CODERGOCRINA, SOLN ORAL 1 MG 30 ML x 1 (/ML), A4H

67250, MON ISOSSORBIDA MG , MON ISOSSORBIDA, NOT FOUND, CPR 40 MG x 30, A4H

64516, MIRTAX , MIRTAX, NOT FOUND, CPR REVEST 10 MG x 30, A4H

59908, MICETAL , MICETAL, NOT FOUND, SOLN TOP. 1 % 30 ML x 1, A4H

30567, MIODARON , MIODARON, NOT FOUND, CPR 200 MG x 20, A4H

56188, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 10 MG x 30, A4H

93543, MONTELAIR , MONTELAIR, NOT FOUND, SACHE GRAN 4 MG 0.35 G x 10, A4H

6940, MITICOCAN , MITICOCAN, NOT FOUND, LIQD TOP. 100 ML x 1, A4H

59906, MICETAL , MICETAL, NOT FOUND, CREME 1 % 15 G x 1, A4H

56463, MAXILIV , MAXILIV, NOT FOUND, GOTAS 500 MG 20 ML x 1 (/ML), A4H

59907, MICETAL , MICETAL, NOT FOUND, CREME 1 % 30 G x 1, A4H

64028, MALEATO TIMOLOL MG , MALEATO TIMOLOL, MALEATO TIMOLOL, SOLN OFTA 0.25 % 5 ML x 1, A4H

66139, MIRTAX , MIRTAX, NOT FOUND, CPR REVEST 5 MG x 15, A4H

85196, MONTELAIR , MONTELAIR, NOT FOUND, CPR REVEST 10 MG x 30, A4H

112484, MOTORE , MOTORE, NOT FOUND, CAPS 250 MG x 120, A4H

164619, MONTELAIR , MONTELAIR, NOT FOUND, CPR MAST 4 MG x 30, A4H

76428, MERITOR , MERITOR, NOT FOUND, CPR REVEST 4 MG x 30, A4H

164620, MONTELAIR , MONTELAIR, NOT FOUND, CPR MAST 5 MG x 30, A4H

66321, MELOXICAM MG , MELOXICAM, MELOXICAM, CPR 7.50 MG x 10, A4H

61712, METILDOPA MG , METILDOPA, METILDOPA, CPR REVEST 250 MG x 30, A4H

73844, MENADION , MENADION, NOT FOUND, AMP. 10 MG 0.20 ML x 50, AA0

86915, MIMPARA , MIMPARA, NOT FOUND, CPR REV . 60 MG x 30, AAI

86914, MIMPARA , MIMPARA, NOT FOUND, CPR REV . 30 MG x 30, AAI

73571, MYOGRAF , MYOGRAF, NOT FOUND, F.AMP 300 Y 1 ML x 5, AAI

68974, MEROPENEM MG , MEROPENEM, MEROPENEM, F.AMP 500 MG x 10, AB3

68973, MEROPENEM MG , MEROPENEM, MEROPENEM, F.AMP BOLSA 500 MG x 1, AB3

68972, MEROPENEM MG , MEROPENEM, MEROPENEM, F.AMP 1 G x 10, AB3

68971, MEROPENEM MG , MEROPENEM, MEROPENEM, F.AMP BOLSA 1 G x 1, AB3

6697, MENOTENSIL , MENOTENSIL, NOT FOUND, DRAG x 21, ABT

48120, MUCOLIN , MUCOLIN, NOT FOUND, XAROPE 15 MG 120 ML x 1 (/5ML), ABT

48297, MUCOLIN , MUCOLIN, NOT FOUND, GOTAS 7.50 MG 60 ML x 1 (/ML), ABT

48121, MUCOLIN , MUCOLIN, NOT FOUND, XAROPE 30 MG 120 ML x 1 (/5ML), ABT

44059, MUCOLIN , MUCOLIN, NOT FOUND, CPR 30 MG x 20, ABT

128671, MENOEX , MENOEX, NOT FOUND, CPR x 30, AEA

59607, MENCIRAX , MENCIRAX, NOT FOUND, CPR REVEST 20 MG x 30, AEE

86899, MYCAMINE , MYCAMINE, NOT FOUND, F.AMP LIOF 100 MG x 1, AES

93782, MYCAMINE , MYCAMINE, NOT FOUND, F.AMP LIOF 50 MG x 1, AES

131248, MARAFIBRA , MARAFIBRA, NOT FOUND, PO FIB MA IN 130 G x 1, AFA

103471, MAL TRIMEBUTINA MG , MAL TRIMEBUTINA, MALEATO TRIMEBUTINA, CAPS GEL 200 MG x 30, AH_

47149, MAXICROM , MAXICROM, NOT FOUND, COLIRIO 4 % 5 ML x 1, ALC

7059, MYDRIACYL , MYDRIACYL, NOT FOUND, SOLN OFTAL 1 % 5 ML x 1, ALC

57281, MALEATO TIMOLOL MG , MALEATO TIMOLOL, MALEATO TIMOLOL, SOLN OFTAL 0.50 % 5 ML x 1, ALC

6617, MAXIDEX , MAXIDEX, NOT FOUND, POM. OFTAL 0.10 % 3.50 G x 1, ALC

6619, MAXITROL , MAXITROL, NOT FOUND, POM. OFTAL 3.50 G x 1, ALC

6616, MAXIDEX , MAXIDEX, NOT FOUND, COLIRIO 0.10 % 5 ML x 1, ALC

47148, MAXICROM , MAXICROM, NOT FOUND, COLIRIO 2 % 5 ML x 1, ALC

30857, MINIDEX , MINIDEX, NOT FOUND, SOLN OFTAL 0.50 MG 5 ML x 1 (/ML), ALC

6618, MAXITROL , MAXITROL, NOT FOUND, SOLN OFTAL 5 ML x 1, ALC

58965, MALEATO TIMOLOL MG , MALEATO TIMOLOL, MALEATO TIMOLOL, SOLN OFTAL 0.50 % 10 ML x 1, ALL

58748, MALEATO TIMOLOL MG , MALEATO TIMOLOL, MALEATO TIMOLOL, SOLN OFTAL 0.25 % 5 ML x 1, ALL

58749, MALEATO TIMOLOL MG , MALEATO TIMOLOL, MALEATO TIMOLOL, SOLN OFTAL 0.50 % 5 ML x 1, ALL

30443, MIRABEL , MIRABEL, NOT FOUND, COLIRIO 10 ML x 1, ALL

106651, MIRTAZAPINA MG , MIRTAZAPINA, MIRTAZAPINA, CPR ORODISPE 30 MG x 10, AOB

106652, MIRTAZAPINA MG , MIRTAZAPINA, MIRTAZAPINA, CPR ORODISPE 45 MG x 10, AOB

55540, MIOSAN , MIOSAN, NOT FOUND, CPR REVEST 10 MG x 30, APS

99990, MIOSAN CAF , MIOSAN CAF, NOT FOUND, CPR REVEST 5 MG x 4 (/30), APS

66365, MECLIN , MECLIN, NOT FOUND, CPR 50 MG x 15, APS

99989, MIOSAN CAF , MIOSAN CAF, NOT FOUND, CPR REVEST 10 MG x 4 (/60), APS

74002, MENTALIV , MENTALIV, NOT FOUND, CAPS GELATIN 200 MG x 60, APS

53264, MOMENT , MOMENT, NOT FOUND, CREME 0.025 % 50 G x 1, APS

50660, MIODRINA , MIODRINA, NOT FOUND, CPR 10 MG x 20, APS

76430, MIOSAN CAF , MIOSAN CAF, NOT FOUND, CPR REVEST 10 MG x 15 (/60), APS

52279, METENAN , METENAN, NOT FOUND, CPR 5 MG x 30, APS

54686, METENAN , METENAN, NOT FOUND, F.AMP 5 MG 1 ML x 6 (/ML), APS

63149, MOMENT , MOMENT, NOT FOUND, LOC. 0.025 % 60 ML x 1, APS

55541, MIOSAN , MIOSAN, NOT FOUND, CPR REVEST 5 MG x 30, APS

54687, METENAN , METENAN, NOT FOUND, CPR 25 MG x 30, APS

53265, MOMENT , MOMENT, NOT FOUND, CREME 0.075 % 50 G x 1, APS

99016, MIOSAN , MIOSAN, NOT FOUND, CPR REVEST 5 MG x 4, APS

76429, MIOSAN CAF , MIOSAN CAF, NOT FOUND, CPR REVEST 5 MG x 15 (/30), APS

66512, MIOSAN , MIOSAN, NOT FOUND, CPR REVEST 5 MG x 10, APS

66513, MIOSAN , MIOSAN, NOT FOUND, CPR REVEST 10 MG x 10, APS

77276, MENTALIV , MENTALIV, NOT FOUND, CAPS GELATIN 200 MG x 20, APS

103008, MENTALIV , MENTALIV, NOT FOUND, CAPS GELATIN 200 MG x 10, APS

62805, MECLIN , MECLIN, NOT FOUND, CPR 25 MG x 15, APS

52280, METENAN , METENAN, NOT FOUND, CPR 10 MG x 30, APS

56863, MANITOL , MANITOL, MANITOL, SOLN INJ. 20 % 250 ML x 40, AS_

55020, MANITOL , MANITOL, MANITOL, SOLN INJ. 20 % 250 ML x 1, AS_

48973, MENOSTRESS , MENOSTRESS, NOT FOUND, CPR 5 MG x 20, ATV

48974, MENOSTRESS , MENOSTRESS, NOT FOUND, CPR 10 MG x 20, ATV

60282, MALEATO TIMOLOL MG , MALEATO TIMOLOL, MALEATO TIMOLOL, GOTAS OFTAL 0.50 % 5 ML x 1, ATX

81102, MOVIDIL , MOVIDIL, NOT FOUND, SACHE. 8 G x 30, AV7

81100, MOVIDIL , MOVIDIL, NOT FOUND, SACHE. 8 G x 10, AV7

109609, MICELAR , MICELAR, NOT FOUND, LOCAO 200 ML x 1, AVN

69862, MERONEM , MERONEM, NOT FOUND, F.IV S/F 1 G x 10, AZN

51308, MERONEM , MERONEM, NOT FOUND, F.IV SOLV 500 MG x 10, AZN

69861, MERONEM , MERONEM, NOT FOUND, F.IV S/F 500 MG x 10, AZN

51309, MERONEM , MERONEM, NOT FOUND, F.IV SOLV 1 G x 10, AZN

132934, MEGA EPA OMEGA 3 , MEGA EPA OMEGA 3, NOT FOUND, CAPS 1000 MG x 30, AZV

115493, MAX LIFE PLUS , MAX LIFE PLUS, NOT FOUND, CAPS 500 MG x 60, AZV

128668, MEGA EPA OMEGA 3 , MEGA EPA OMEGA 3, NOT FOUND, CAPS 1000 MG x 60, AZV

132782, MAGNE+CALCIO+VIT D , MAGNE CALCIO VIT D, NOT FOUND, CPR 500 MG x 60, A_U

114273, MATERNITEST , MATERNITEST, NOT FOUND, TEST MIDSTRE x 1, A_X

130537, MATERNITEST , MATERNITEST, NOT FOUND, TESTE GRAV x 1, A_X

141664, MAGNESIO Z , MAGNESIO Z, NOT FOUND, CAPS 500 MG x 90, B1O

145264, MATHERFEMY , MATHERFEMY, NOT FOUND, CAPS x 60, B3F

77537, MAGVIT , MAGVIT, NOT FOUND, GOTAS 50 ML x 1, B4U

6684, MEMORIOL B-6 200 , MEMORIOL B 6 200, NOT FOUND, DRAG x 20, BAL

74231, METADOXIL , METADOXIL, NOT FOUND, CPR 500 MG x 30, BAL

46132, MONOCORDIL , MONOCORDIL, NOT FOUND, CPR 40 MG x 20, BAL

50894, MONOCORDIL , MONOCORDIL, NOT FOUND, CAPS RETARD 50 MG x 24, BAL

46275, MONOCORDIL , MONOCORDIL, NOT FOUND, CPR 20 MG x 20, BAL

51837, MONOCORDIL , MONOCORDIL, NOT FOUND, CPR SUBLING. 5 MG x 30, BAL

72495, MONOCORDIL , MONOCORDIL, NOT FOUND, CAPS RETARD 50 MG x 30, BAL

48566, MONOCORDIL , MONOCORDIL, NOT FOUND, AMP.INFUSION 10 MG 1 ML x 50, BAL

58030, MONOCORDIL , MONOCORDIL, NOT FOUND, CPR 40 MG x 30, BAL

57766, MONOCORDIL , MONOCORDIL, NOT FOUND, CPR 20 MG x 30, BAL

72476, METRONIFLEX , METRONIFLEX, NOT FOUND, SOL INJ BOLS 500 MG 100 ML x 72, BAX

54269, MITEXAN , MITEXAN, NOT FOUND, CPR 400 MG x 20, BAX

