
425538; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ACAROS MIX(D.PTERONYSSINUS.D.FARINAE.B.TROPICALIS). P/IMUNOTERAPIA. DILUICAO 1/1.000.000. DEPOT; NO_ACR; FRASCO-AMPOLA; 0

361507; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ANTI-HPV (PAPILOMA VIRUS). TETRAVALENTE. MONODOSE. SUSPENSAO INJETAVEL. SERINGA PREENCHIDA; NO_ACR; SERINGA; 0

267573; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 120 MG. ACAO PROLONGADA; NO_ACR; COMPRIMIDO; 0

272381; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 37.5 MG; NO_ACR; COMPRIMIDO; 0

273593; VIOLETA DE GENCIANA; VIOLETA GENCIANA; NOT FOUND; SOLUCAO A 1%. USO TOPICO; NO_ACR; FRASCO; 30.00 ML

328529; VALPROATO DE SÃDIO; VALPROATO SODIO; VALPROATO SODIO; 250 MG; NO_ACR; FRASCO; 5.00 ML

273593; VIOLETA DE GENCIANA; VIOLETA GENCIANA; NOT FOUND; SOLUCAO A 1%. USO TOPICO; NO_ACR; FRASCO; 1000.00 ML

406975; VALPROATO DE SÃDIO; VALPROATO SODIO; VALPROATO SODIO; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; COMPRIMIDO; 0

338046; VACINA HUMANA; VACINA HUMANA; NOT FOUND; CONTRA VIRUS DA HEPATITE B. RECOMBINANTE. 20 MCG/ML. SUSPENSAO INJETAVEL; NO_ACR; DOSE(S); 0

268540; VANCOMICINA CLORIDRATO; VANCOMICINA CLORIDRATO; NOT FOUND; 500 MG. INJETAVEL; NO_ACR; CONJUNTO; 0

394772; VACINA HUMANA; VACINA HUMANA; NOT FOUND; CONTRA SARAMPO. CAXUMBA. RUBEOLA E VARICELA. TETRAVIRAL. MONODOSE. PO LIOFILO P/ INJETAVEL; NO_ACR; DOSE(S); 0

272092; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO ORAL - GOTAS; NO_ACR; FRASCO; 100.00 ML

340122; VARENICLINA TARTARATO; VARENICLINA TARTARATO; NOT FOUND; 0.5 MG + 1 MG. 11 + 154 UNIDADES; NO_ACR; COMPRIMIDO; 0

383786; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 10 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 1.00 ML

352226; VACINA HUMANA; VACINA HUMANA; NOT FOUND; PNEUMOCOCICA POLISSACARIDA. 23-VALENTE. MONODOSE. SUSPENSAO INJETAVEL. C/ SISTEMA DE PREPARO E APLICACAO; NO_ACR; SERINGA; 0.50 ML

276041; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ANTIGRIPAL. AQUOSA. 0.50 ML. INJETAVEL; NO_ACR; FRASCO; 10.00 DOSE(S)

401225; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ADSORVIDA. DTP (DIFTERIA. TETANO E PERTUSSIS). SUSPENSAO INJETAVEL; NO_ACR; AMPOLA; 0.50 ML

278483; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO ORAL; NO_ACR; AMPOLA; 2.00 ML

272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG; NO_ACR; AMPOLA; 2.00 ML

368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6; NO_ACR; COMPRIMIDO; 0

363068; VACINA HUMANA; VACINA HUMANA; NOT FOUND; POLIOMIELITE TIPOS I.II E III. INATIVADA. 40 UD + 8 UD + 32 UD/DOSE. SUSPENSAO INJETAVEL; NO_ACR; FRASCO; 10.00 DOSE(S)

376357; VALSARTANA; VALSARTANA; VALSARTANA; 40 MG; NO_ACR; COMPRIMIDO; 0

292791; VALSARTANA; VALSARTANA; VALSARTANA; ASSOCIADO A HIDROCLOROTIAZIDA. 160 MG + 12.5 MG; NO_ACR; COMPRIMIDO; 0

272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG; NO_ACR; COMPRIMIDO; 0

327275; VACINA HUMANA; VACINA HUMANA; NOT FOUND; VIRUS VIVO ATENUADO POLIOMIELITE TIPO I. II E III. SUSPENSAO ORAL; NO_ACR; FRASCO; 20.00 DOSE(S)

272382; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 75 MG; NO_ACR; COMPRIMIDO; 0

394768; VACINA HUMANA; VACINA HUMANA; NOT FOUND; CONTRA HEPATITE A. ADSORVIDA. INATIVADA. 1440 U.EL / 1ML. SUSPENSAO INJETAVEL; NO_ACR; SERINGA; 0

396695; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; COMPOSICAO MINIMA DE VITAMINAS: B1.B2.B3.B5 E B6. XAROPE; NO_ACR; FRASCO; 100.00 ML

406975; VALPROATO DE SÃDIO; VALPROATO SODIO; VALPROATO SODIO; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 100.00 ML

268541; VANCOMICINA CLORIDRATO; VANCOMICINA CLORIDRATO; NOT FOUND; 1 G. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

396109; VACINA HUMANA; VACINA HUMANA; NOT FOUND; CONTRA INFLUENZA. FRAGMENTADA E INATIVADA. CEPAS SIMILARES AO TIPO A (H1N1 + H3N2) E TIPO B. SUSPENSAO INJETAVEL; NO_ACR; SERINGA; 0.50 ML

394768; VACINA HUMANA; VACINA HUMANA; NOT FOUND; CONTRA HEPATITE A. ADSORVIDA. INATIVADA. 1440 U.EL / 1ML. SUSPENSAO INJETAVEL; NO_ACR; SERINGA; 1.00 ML

368254; VACINA HUMANA; VACINA HUMANA; NOT FOUND; BCG. MYCOBACTERIUM BOVIS - (BACILLUS CALMETTE-GUERIN). 81 MG. PO LIOFILO P/ INJETAVEL + DILUENTE; NO_ACR; FRASCO; 3.00 ML

318324; VACINA HUMANA; VACINA HUMANA; NOT FOUND; CONTRA MENINGITE MENINGOCOCICA. SOROGRUPOS (A + C) NEISSERIA MENINGITIDIS. 50 MCG + 50 MCG /DOSE DE 0.5ML. PO LIOFILO P/ INJETAVEL + DILUENTE; NO_ACR; FRASCO-AMPOLA; 0

423264; VACINA HUMANA; VACINA HUMANA; NOT FOUND; CONTRA HPV. CEPAS 6. 11. 16. 18 (QUADRIVALENTE). MONODOSE. SUSPENSAO INJETAVEL. RECOMBINANTE; NO_ACR; SERINGA; 0.50 ML

269568; VECURÃNIO BROMETO; VECURONIO BROMETO; NOT FOUND; 4 MG. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

391484; VACINA HUMANA; VACINA HUMANA; NOT FOUND; PARA IMUNOTERAPIA. PROPIONIBACTERIUM PARVUM. 101o UFC/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 6.00 ML

272380; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 150 MG. LIBERACAO CONTROLADA; NO_ACR; CÃPSULA; 0

400436; VALPROATO DE SÃDIO; VALPROATO SODIO; VALPROATO SODIO; ASSOCIADO AO ACIDO VALPROICO. 333 MG + 145 MG. LIBERACAO PROLONGADA; NO_ACR; COMPRIMIDO; 0

276041; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ANTIGRIPAL. AQUOSA. 0.50 ML. INJETAVEL; NO_ACR; SERINGA; 0

279271; VARFARINA SÃDICA; VARFARINA SODICA; VARFARINA SODICA; 1 MG; NO_ACR; COMPRIMIDO; 0

381294; VACINA HUMANA; VACINA HUMANA; NOT FOUND; PNEUMOCOCICA POLISSACARIDA 10-VALENTE CONJUGADA. POLISSACARIDEOS 1.4.5.6B.7F.9V.14.18C.19F E 23F. MONODOSE. SUSPENSAO INJETAVEL; NO_ACR; DOSE(S); 0

272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG; NO_ACR; DRÃGEA; 0

358969; VACINA HUMANA; VACINA HUMANA; NOT FOUND; PNEUMOCOCICA POLISSACARIDA 7-VALENTE CONJUGADA. SOROTIPOS 4.6B.9V.14.18C.19F E 23F DE S.PNEMONIAE. ASSOC. PROTEINA DIFTERICA CRM 197. 16MG DE POLISSACARIDES TOTAIS + 20MG CRM 197/0.5ML. SUSPENSAO INJETAVEL. COM SISTEMA DE APLICACAO. MO; NO_ACR; DOSE(S); 0

425539; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ACAROS MIX(D.PTERONYSSINUS.D.FARINAE.B.TROPICALIS). P/IMUNOTERAPIA. 1:10.000. DEPOT; NO_ACR; FRASCO-AMPOLA; 0

333566; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ACAROS E FUNGOS DO AR. 60% + 40%. NA DILUICAO 1/100. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 6.00 ML

272379; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 75 MG. LIBERACAO CONTROLADA; NO_ACR; CÃPSULA; 0

272369; VALACICLOVIR; VALACICLOVIR; VALACICLOVIR; 500 MG; NO_ACR; COMPRIMIDO; 0

396557; VALSARTANA; VALSARTANA; VALSARTANA; ASSOCIADO A HIDROCLOROTIAZIDA. ANLODIPINO BESILATO. 160 MG + 12.5 MG + 5 MG; NO_ACR; COMPRIMIDO; 0

363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL; NO_ACR; DRÃGEA; 0

267424; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 2.5 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 2.00 ML

394768; VACINA HUMANA; VACINA HUMANA; NOT FOUND; CONTRA HEPATITE A. ADSORVIDA. INATIVADA. 1440 U.EL / 1ML. SUSPENSAO INJETAVEL; NO_ACR; FRASCO; 1.00 ML

328531; VALPROATO DE SÃDIO; VALPROATO SODIO; VALPROATO SODIO; 300 MG; NO_ACR; COMPRIMIDO; 0

383786; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 10 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 5.00 ML

424391; VINFLUNINA; VINFLUNINA; VINFLUNINA; 25 MG/ML. SOLUCAO P/ INFUSAO INJETAVEL; NO_ACR; FRASCO; 10.00 ML

279270; VARFARINA SÃDICA; VARFARINA SODICA; VARFARINA SODICA; 2.5 MG; NO_ACR; COMPRIMIDO; 0

406975; VALPROATO DE SÃDIO; VALPROATO SODIO; VALPROATO SODIO; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 5.00 ML

363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 2.00 ML

425537; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ACAROS MIX(D.PTERONYSSINUS.D.FARINAE.B.TROPICALIS). P/IMUNOTERAPIA. DILUICAO 1/1.000. DEPOT; NO_ACR; FRASCO-AMPOLA; 0

267426; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 40 MG; NO_ACR; COMPRIMIDO; 0

286909; VACINA HUMANA; VACINA HUMANA; NOT FOUND; P/ IMUNOTERAPIA.DERMATOPHAGOIDES PTERONYSSINUS. 1.000 FTU/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 6.00 ML

327275; VACINA HUMANA; VACINA HUMANA; NOT FOUND; VIRUS VIVO ATENUADO POLIOMIELITE TIPO I. II E III. SUSPENSAO ORAL; NO_ACR; FRASCO; 264.00 ML

368254; VACINA HUMANA; VACINA HUMANA; NOT FOUND; BCG. MYCOBACTERIUM BOVIS - (BACILLUS CALMETTE-GUERIN). 81 MG. PO LIOFILO P/ INJETAVEL + DILUENTE; NO_ACR; FRASCO-AMPOLA; 0

318750; VACINA HUMANA; VACINA HUMANA; NOT FOUND; MENINGOCOCICA CONJUGADA GRUPO "C". SUSPENSAO INJETAVEL; NO_ACR; SERINGA; 0

279269; VARFARINA SÃDICA; VARFARINA SODICA; VARFARINA SODICA; 5 MG; NO_ACR; COMPRIMIDO; 0

306145; VALSARTANA; VALSARTANA; VALSARTANA; 160 MG; NO_ACR; CÃPSULA; 0

270376; VINCRISTINA; VINCRISTINA; VINCRISTINA; 1 MG. INJETAVEL; NO_ACR; FRASCO; 1.00 ML

394769; VACINA HUMANA; VACINA HUMANA; NOT FOUND; CONTRA HEPATITE A. ADSORVIDA. INATIVADA. 720 U.EL / 0.5ML. SUSPENSAO INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

367768; VANCOMICINA CLORIDRATO; VANCOMICINA CLORIDRATO; NOT FOUND; 500 MG. PO LIOFILO P/ INJETAVEL. COM BOLSA DILUENTE NACL 0.9%  100ML; NO_ACR; FRASCO-AMPOLA; 0

272381; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 37.5 MG; NO_ACR; CÃPSULA; 0

368254; VACINA HUMANA; VACINA HUMANA; NOT FOUND; BCG. MYCOBACTERIUM BOVIS - (BACILLUS CALMETTE-GUERIN). 81 MG. PO LIOFILO P/ INJETAVEL + DILUENTE; NO_ACR; AMPOLA; 0.50 ML

358969; VACINA HUMANA; VACINA HUMANA; NOT FOUND; PNEUMOCOCICA POLISSACARIDA 7-VALENTE CONJUGADA. SOROTIPOS 4.6B.9V.14.18C.19F E 23F DE S.PNEMONIAE. ASSOC. PROTEINA DIFTERICA CRM 197. 16MG DE POLISSACARIDES TOTAIS + 20MG CRM 197/0.5ML. SUSPENSAO INJETAVEL. COM SISTEMA DE APLICACAO. MO; NO_ACR; SERINGA; 0

328532; VALPROATO DE SÃDIO; VALPROATO SODIO; VALPROATO SODIO; 50 MG/ML. XAROPE; NO_ACR; COMPRIMIDO; 0

328532; VALPROATO DE SÃDIO; VALPROATO SODIO; VALPROATO SODIO; 50 MG/ML. XAROPE; NO_ACR; FRASCO; 100.00 ML

401225; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ADSORVIDA. DTP (DIFTERIA. TETANO E PERTUSSIS). SUSPENSAO INJETAVEL; NO_ACR; SERINGA; 1.00 ML

336107; VERTEPORFINA; VERTEPORFINA; VERTEPORFINA; 15 MG. PO LIOFILO P/ INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

276041; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ANTIGRIPAL. AQUOSA. 0.50 ML. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

276041; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ANTIGRIPAL. AQUOSA. 0.50 ML. INJETAVEL; NO_ACR; DOSE(S); 0

328535; VALPROATO DE SÃDIO; VALPROATO SODIO; VALPROATO SODIO; 200 MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 40.00 ML

267732; VITELINATO DE PRATA; VITELINATO PRATA; VITELINATO PRATA; 10%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 5.00 ML

272379; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 75 MG. LIBERACAO CONTROLADA; NO_ACR; COMPRIMIDO; 0

274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 100.00 ML

274484; VITELINATO DE PRATA; VITELINATO PRATA; VITELINATO PRATA; 1 %. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 5.00 ML

318324; VACINA HUMANA; VACINA HUMANA; NOT FOUND; CONTRA MENINGITE MENINGOCOCICA. SOROGRUPOS (A + C) NEISSERIA MENINGITIDIS. 50 MCG + 50 MCG /DOSE DE 0.5ML. PO LIOFILO P/ INJETAVEL + DILUENTE; NO_ACR; SERINGA; 0

328529; VALPROATO DE SÃDIO; VALPROATO SODIO; VALPROATO SODIO; 250 MG; NO_ACR; FRASCO; 100.00 ML

277184; VALGANCICLOVIR CLORIDRATO; VALGANCICLOVIR CLORIDRATO; NOT FOUND; 450 MG; NO_ACR; COMPRIMIDO; 0

396109; VACINA HUMANA; VACINA HUMANA; NOT FOUND; CONTRA INFLUENZA. FRAGMENTADA E INATIVADA. CEPAS SIMILARES AO TIPO A (H1N1 + H3N2) E TIPO B. SUSPENSAO INJETAVEL; NO_ACR; DOSE(S); 0

318324; VACINA HUMANA; VACINA HUMANA; NOT FOUND; CONTRA MENINGITE MENINGOCOCICA. SOROGRUPOS (A + C) NEISSERIA MENINGITIDIS. 50 MCG + 50 MCG /DOSE DE 0.5ML. PO LIOFILO P/ INJETAVEL + DILUENTE; NO_ACR; SERINGA; 0.50 ML

272092; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO ORAL - GOTAS; NO_ACR; FRASCO; 20.00 ML

395162; VALSARTANA; VALSARTANA; VALSARTANA; ASSOCIADO A HIDROCLOROTIAZIDA. 320 MG + 25 MG; NO_ACR; COMPRIMIDO; 0

368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6; NO_ACR; DRÃGEA; 0

272853; VIGABATRINA; VIGABATRINA; VIGABATRINA; 500 MG; NO_ACR; COMPRIMIDO; 0

342328; VARFARINA SÃDICA; VARFARINA SODICA; VARFARINA SODICA; 2 MG; NO_ACR; COMPRIMIDO; 0

383788; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 20 MG; NO_ACR; CÃPSULA; 0

338298; VORICONAZOL; VORICONAZOL; VORICONAZOL; 200 MG. PO LIOFILO P/ INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

397960; VACINA HUMANA; VACINA HUMANA; NOT FOUND; TOXOIDE TETANICO. SUSPENSAO INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

328532; VALPROATO DE SÃDIO; VALPROATO SODIO; VALPROATO SODIO; 50 MG/ML. XAROPE; NO_ACR; FRASCO; 40.00 ML

383789; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 40 MG; NO_ACR; FRASCO; 1.00 ML

272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG; NO_ACR; FRASCO; 20.00 ML

267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG; NO_ACR; COMPRIMIDO; 0

424391; VINFLUNINA; VINFLUNINA; VINFLUNINA; 25 MG/ML. SOLUCAO P/ INFUSAO INJETAVEL; NO_ACR; FRASCO; 4.00 ML

318347; VACINA HUMANA; VACINA HUMANA; NOT FOUND; CONTRA VARICELA. VIRUS VIVO DE VARICELA ZOSTER ATENUADO. PO LIOFILO P/ INJETAVEL + DILUENTE; NO_ACR; FRASCO-AMPOLA; 0

383789; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 40 MG; NO_ACR; FRASCO; 5.00 ML

397960; VACINA HUMANA; VACINA HUMANA; NOT FOUND; TOXOIDE TETANICO. SUSPENSAO INJETAVEL; NO_ACR; SERINGA; 0

272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL; NO_ACR; COMPRIMIDO; 0

270376; VINCRISTINA; VINCRISTINA; VINCRISTINA; 1 MG. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

274438; VALSARTANA; VALSARTANA; VALSARTANA; 80 MG; NO_ACR; CÃPSULA; 0

383788; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 20 MG; NO_ACR; FRASCO; 5.00 ML

411846; VACINA HUMANA; VACINA HUMANA; NOT FOUND; BCG INTRADERMICA (BACTERIA VIVA ATENUADA). 0.1 MG /DOSE DE 0.1ML. PO LIOFILO P/ INJETAVEL + DILUENTE; NO_ACR; DOSE(S); 0

328530; VALPROATO DE SÃDIO; VALPROATO SODIO; VALPROATO SODIO; 500 MG; NO_ACR; COMPRIMIDO; 0

338297; VORICONAZOL; VORICONAZOL; VORICONAZOL; 200 MG; NO_ACR; FRASCO-AMPOLA; 0

274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 20.00 ML

395910; VALSARTANA; VALSARTANA; VALSARTANA; ASSOCIADO A HIDROCLOROTIAZIDA. 320 MG + 12.5 MG; NO_ACR; COMPRIMIDO; 0

327275; VACINA HUMANA; VACINA HUMANA; NOT FOUND; VIRUS VIVO ATENUADO POLIOMIELITE TIPO I. II E III. SUSPENSAO ORAL; NO_ACR; FRASCO; 1680.00 ML

391660; VACINA HUMANA; VACINA HUMANA; NOT FOUND; PNEUMOCOCICA CONJUGADA 13-VALENTE. SOROTIPOS: 4.6B.9V.14.18C.19F.23F.1.3.5.6A.7F.19A. SUSPENSAO INJETAVEL; NO_ACR; SERINGA; 0

361507; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ANTI-HPV (PAPILOMA VIRUS). TETRAVALENTE. MONODOSE. SUSPENSAO INJETAVEL. SERINGA PREENCHIDA; NO_ACR; DOSE(S); 0

368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6; NO_ACR; FRASCO; 20.00 ML

356935; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 37.5 MG. LIBERACAO CONTROLADA; NO_ACR; CÃPSULA; 0

396695; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; COMPOSICAO MINIMA DE VITAMINAS: B1.B2.B3.B5 E B6. XAROPE; NO_ACR; FRASCO; 20.00 ML

396109; VACINA HUMANA; VACINA HUMANA; NOT FOUND; CONTRA INFLUENZA. FRAGMENTADA E INATIVADA. CEPAS SIMILARES AO TIPO A (H1N1 + H3N2) E TIPO B. SUSPENSAO INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 20.00 ML

363068; VACINA HUMANA; VACINA HUMANA; NOT FOUND; POLIOMIELITE TIPOS I.II E III. INATIVADA. 40 UD + 8 UD + 32 UD/DOSE. SUSPENSAO INJETAVEL; NO_ACR; DOSE(S); 0

423264; VACINA HUMANA; VACINA HUMANA; NOT FOUND; CONTRA HPV. CEPAS 6. 11. 16. 18 (QUADRIVALENTE). MONODOSE. SUSPENSAO INJETAVEL. RECOMBINANTE; NO_ACR; FRASCO; 4.00 ML

370335; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ACAROS MIX(D.PTERONYSSINUS.D.FARINAE.B.TROPICALIS). P/IMUNOTERAPIA. DILUICAO 1/100. DEPOT; NO_ACR; FRASCO; 6.00 ML

333565; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ACAROS E FUNGOS DO AR. 60% + 40%. NA DILUICAO 1/1.000. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 6.00 ML

306145; VALSARTANA; VALSARTANA; VALSARTANA; 160 MG; NO_ACR; COMPRIMIDO; 0

367768; VANCOMICINA CLORIDRATO; VANCOMICINA CLORIDRATO; NOT FOUND; 500 MG. PO LIOFILO P/ INJETAVEL. COM BOLSA DILUENTE NACL 0.9%  100ML; NO_ACR; CÃPSULA; 0

370335; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ACAROS MIX(D.PTERONYSSINUS.D.FARINAE.B.TROPICALIS). P/IMUNOTERAPIA. DILUICAO 1/100. DEPOT; NO_ACR; FRASCO-AMPOLA; 0

268540; VANCOMICINA CLORIDRATO; VANCOMICINA CLORIDRATO; NOT FOUND; 500 MG. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

328530; VALPROATO DE SÃDIO; VALPROATO SODIO; VALPROATO SODIO; 500 MG; NO_ACR; FRASCO; 5.00 ML

358811; VACINA HUMANA; VACINA HUMANA; NOT FOUND; CONTRA VARICELA. VIRUS VIVO ATENUADO. MINIMO DE 1350 UFP/DOSE DE 0.5ML. PO LIOFILO P/ INJETAVEL + DILUENTE; NO_ACR; SERINGA; 0

333564; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ACAROS E FUNGOS DO AR. 60% + 40%. NA DILUICAO 1/10.000. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 6.00 ML

357683; VACINA HUMANA; VACINA HUMANA; NOT FOUND; VIRUS DA HEPATITE A + ANTIGENO DE SUPERFICIE DA. HEPATITE B. 720 UNIDADES ELISA + 20 MCG/ DOSE (1ML). SUSPENSAO INJETAVEL; NO_ACR; DOSE(S); 0

278306; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ALERGENA EM ALUMEN PRECIPITADO 1:1. LIQUIDO. INALANTE + ANTIESTROFULO; NO_ACR; FRASCO; 6.00 ML

394770; VACINA HUMANA; VACINA HUMANA; NOT FOUND; CONTRA HPV ONCOGENICO (16 E 18). RECOMBINANTE. COM ADJUVANTE ASO4. 20 MCG. MONODOSE. SUSPENSAO INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

383790; VINORELBINA; VINORELBINA; VINORELBINA; SAL TARTARATO. 30 MG; NO_ACR; FRASCO; 5.00 ML

338298; VORICONAZOL; VORICONAZOL; VORICONAZOL; 200 MG. PO LIOFILO P/ INJETAVEL; NO_ACR; COMPRIMIDO; 0

278483; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO ORAL; NO_ACR; FRASCO; 100.00 ML

292790; VALSARTANA; VALSARTANA; VALSARTANA; ASSOCIADO A HIDROCLOROTIAZIDA. 80 MG + 12.5 MG; NO_ACR; COMPRIMIDO; 0

267425; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 80 MG; NO_ACR; DRÃGEA; 0

267424; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 2.5 MG/ML. SOLUCAO INJETAVEL; NO_ACR; COMPRIMIDO; 0

394770; VACINA HUMANA; VACINA HUMANA; NOT FOUND; CONTRA HPV ONCOGENICO (16 E 18). RECOMBINANTE. COM ADJUVANTE ASO4. 20 MCG. MONODOSE. SUSPENSAO INJETAVEL; NO_ACR; FRASCO; 50.00 DOSE(S)

356935; VENLAFAXINA; VENLAFAXINA; VENLAFAXINA; SAL CLORIDRATO. 37.5 MG. LIBERACAO CONTROLADA; NO_ACR; COMPRIMIDO; 0

