56094; ANTUX ; ANTUX; NOT FOUND; XAR. 30 MG 120 ML x 1 (/5ML); A4H
68156; ALPRAZOLAM MG ; ALPRAZOLAM; ALPRAZOLAM; CPR 0.25 MG x 20; LG6

137559; AH-ZUL ; AH ZUL; NOT FOUND; CPR REVEST 50 MG x 12; LG6

68149; ALBENDAZOL MG ; ALBENDAZOL; ALBENDAZOL; CPR MASC 400 MG x 1; LG6

69898; ALPRAZOLAM MG ; ALPRAZOLAM; ALPRAZOLAM; CPR 2 MG x 20; LG6

71598; ACETILCISTEINA MG ; ACETILCISTEINA; ACETILCISTEINA; GRAN ENVELO. 600 MG 5 G x 10; LG6

68153; ALENDRONATO SOD.MG ; ALENDRONATO SOD; NOT FOUND; CPR 70 MG x 4; LG6

58097; ALERGALIV ; ALERGALIV; NOT FOUND; CPR 10 MG x 15; LG6

78694; ATORVASTATINA MG ; ATORVASTATINA; ATORVASTATINA; CPR REVEST 40 MG x 30; LG6

71600; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 25 MG x 30; LG6

76239; ASMALIV ; ASMALIV; NOT FOUND; SOLN INALT 0.25 MG 20 ML x 1 (/ML); LG6

68146; ACETON.TRIANCIN.MG ; ACETON TRIANCIN; NOT FOUND; POM.BUCAL 1 MG 10 G x 1 (/G); LG6

71601; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 50 MG x 30; LG6

72909; ATENOLOL+CLORTA.MG ; ATENOLOL CLORTA; NOT FOUND; CPR 12.5 MG x 30 (/50); LG6

68614; ALBENDAZOL MG ; ALBENDAZOL; ALBENDAZOL; CPR MASC 200 MG x 2; LG6

85595; ADAPTIS FRESH ; ADAPTIS FRESH; NOT FOUND; SOL OFTAL 0.40 % 10 ML x 1; LG6

68148; ADAPALENO MG ; ADAPALENO; ADAPALENO; GEL. 1 MG 30 G x 1 (/G); LG6

57324; AZITROGRAN ; AZITROGRAN; NOT FOUND; CPR 500 MG x 3; LG6

68144; ACETILCISTEINA MG ; ACETILCISTEINA; ACETILCISTEINA; XPE ADLT 40 MG 120 ML x 1 (/ML); LG6

75729; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; LG6

58098; ALERGALIV ; ALERGALIV; NOT FOUND; XAR. 1 MG 100 ML x 1 (/ML); LG6

68157; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CPR REVEST 875 MG x 14; LG6

85593; ADAPTIS ; ADAPTIS; NOT FOUND; SOL OFTAL 1 % 10 ML x 1; LG6

81131; AC TRANEXAMICO MG ; AC TRANEXAMICO; ACIDO TRANEXAMICO; CPR 250 MG x 12; LG6

68554; ALBENDAZOL SUSP MG ; ALBENDAZOL SUSP; NOT FOUND; SUSP 40 MG 10 ML x 1 (/ML); LG6

78695; ATORVASTATINA MG ; ATORVASTATINA; ATORVASTATINA; CPR REVEST 80 MG x 30; LG6

73802; AMOXI+CLAVU.POT.MG ; AMOXI CLAVU POT; NOT FOUND; CPR REVEST 875 MG x 12 (/125); LG6

68135; AC TR+S.N+GR+NI.MG ; AC TR S N GR NI; NOT FOUND; POM. 30 G x 1; LG6

72908; ATENOLOL+CLORTA.MG ; ATENOLOL CLORTA; NOT FOUND; CPR 25 MG x 30 (/100); LG6

78693; ATORVASTATINA MG ; ATORVASTATINA; ATORVASTATINA; CPR REVEST 20 MG x 30; LG6

77948; AH-ZUL ; AH ZUL; NOT FOUND; CPR REVEST 25 MG x 2; LG6

77951; AH-ZUL ; AH ZUL; NOT FOUND; CPR REVEST 50 MG x 4; LG6

77952; AH-ZUL ; AH ZUL; NOT FOUND; CPR REVEST 50 MG x 8; LG6

77953; AH-ZUL ; AH ZUL; NOT FOUND; CPR REVEST 100 MG x 4; LG6

68139; ACEBROFILINA MG ; ACEBROFILINA; ACEBROFILINA; XAR. AD 50 MG 120 ML x 1 (/5ML); LG6

78320; AH-ZUL ; AH ZUL; NOT FOUND; CPR REVEST 50 MG x 1; LG6

68720; ALERGALIV D ; ALERGALIV D; NOT FOUND; XAR. 1 MG 60 ML x 1 (/12); LG6

51145; ADENOCARD ; ADENOCARD; NOT FOUND; AMP. 3 MG 2 ML x 2 (/ML); LIB

775; ANSILIVE ; ANSILIVE; NOT FOUND; CPR 5 MG x 20; LIB

93178; ANASTROLIBBS ; ANASTROLIBBS; NOT FOUND; CPR REVEST 1 MG x 28; LIB

100836; ATRED ; ATRED; NOT FOUND; F A PO LIOF 100 MG x 1; LIB

51146; ADENOCARD ; ADENOCARD; NOT FOUND; AMP. 3 MG 2 ML x 50 (/ML); LIB

46516; ANSITEC ; ANSITEC; NOT FOUND; CPR 5 MG x 20; LIB

50945; ANCORON ; ANCORON; NOT FOUND; CPR 100 MG x 20; LIB

102996; ANASTROLIBBS ; ANASTROLIBBS; NOT FOUND; CPR REVEST 1 MG x 30; LIB

30573; ANCORON ; ANCORON; NOT FOUND; CPR 200 MG x 20; LIB

89068; ANCORON ; ANCORON; NOT FOUND; CPR REVEST 100 MG x 30; LIB

31919; ANCORON ; ANCORON; NOT FOUND; GOTAS 200 MG 30 ML x 1 (/ML); LIB

46517; ANSITEC ; ANSITEC; NOT FOUND; CPR 10 MG x 20; LIB

31217; ANCORON ; ANCORON; NOT FOUND; AMP. 150 MG 3 ML x 50; LIB

89069; ANCORON ; ANCORON; NOT FOUND; CPR REVEST 200 MG x 30; LIB

100834; ATRED ; ATRED; NOT FOUND; F A PO LIOF 500 MG x 1; LIB

31216; ANCORON ; ANCORON; NOT FOUND; AMP. 150 MG 3 ML x 6; LIB

113882; AGUA F LARANJEIRAS ; AGUA F LARANJEIRAS; NOT FOUND; LIQD 100 ML x 1; LQN

145328; AGUA INGLESA ; AGUA INGLESA; NOT FOUND; SOL CI OF D1 450 ML x 1; LQN

89696; AGUA OXIGENADA ; AGUA OXIGENADA; NOT FOUND; LIQD 10 VOL 100 ML x 1; LQN

122047; ALCOOL IODADO ; ALCOOL IODADO; NOT FOUND; LIQD 100 ML x 1; LQN

113832; ALCOOL ; ALCOOL; NOT FOUND; LIQ 70% 50 ML x 12; LQN

69900; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; PO P/SUSP 250 MG 150 ML x 1 (/5ML); LR3

63853; AZITROSOL ; AZITROSOL; NOT FOUND; PO P/SUSP 600 MG 15 ML x 1; LR3

69511; AMBROFLUX ; AMBROFLUX; NOT FOUND; XAR. AD 30 MG 120 ML x 1 (/5ML); LR3

60013; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; LR3

33964; ALCAFLOR ; ALCAFLOR; NOT FOUND; DRAG x 100; LR3

59142; AMOXIBEL ; AMOXIBEL; NOT FOUND; CAPS 500 MG x 21; LR3

69512; AMBROFLUX ; AMBROFLUX; NOT FOUND; XAR. PED. 15 MG 120 ML x 1 (/5ML); LR3

67092; ACEROGRIP C ; ACEROGRIP C; NOT FOUND; CPR EFER 1 G x 10; LR3

53597; APETIBE ; APETIBE; NOT FOUND; SUSP 240 ML x 1; LR3

71538; ALCAFLOR UNO ; ALCAFLOR UNO; NOT FOUND; CPR 200 MG x 120; LR3

59145; AMOXIBEL ; AMOXIBEL; NOT FOUND; PO P/SUSP 500 MG 150 ML x 1 (/5ML); LR3

28968; ALCAFELOL ; ALCAFELOL; NOT FOUND; LIQD 150 ML x 1; LR3

73102; ARNICA ; ARNICA; NOT FOUND; GEL. 30 G x 1; MB9

70833; ATENOLAB ; ATENOLAB; NOT FOUND; CPR 100 MG x 700; MB9

66582; ALOPURIMILIUM ; ALOPURIMILIUM; NOT FOUND; CPR 300 MG x 30; MB9

94309; ATENOLAB ; ATENOLAB; NOT FOUND; CPR 100 MG x 30; MB9

79886; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; MB9

94313; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 50 MG x 30; MB9

66428; AZITROLAB ; AZITROLAB; NOT FOUND; PO P/SUSP 600 MG 15 ML x 1; MB9

86870; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 25 MG x 28; MB9

61625; AMPICILAB ; AMPICILAB; NOT FOUND; PO P/SUSP 250 MG 60 ML x 1 (/5ML); MB9

66427; AZITROLAB ; AZITROLAB; NOT FOUND; CPR 500 MG x 3; MB9

81772; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; SUSP ORAL 500 MG 150 ML x 1; MB9

86872; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 50 MG x 28; MB9

69590; ACALMIL ; ACALMIL; NOT FOUND; CPR REVEST x 20; MB9

66426; AZITROLAB ; AZITROLAB; NOT FOUND; CPR 1 G x 1; MB9

74756; AQUABEN ; AQUABEN; NOT FOUND; PO ENV.NATU 27.9 G x 4; MB9

66581; ALOPURIMILIUM ; ALOPURIMILIUM; NOT FOUND; CPR 100 MG x 30; MB9

66297; ATENOLAB ; ATENOLAB; NOT FOUND; CPR 100 MG x 28; MB9

79885; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 15; MB9

66429; AZITROLAB ; AZITROLAB; NOT FOUND; PO P/SUSP 900 MG 22.5 ML x 1; MB9

78033; ALCACHOFRA ; ALCACHOFRA; NOT FOUND; CPR 200 MG x 240; MB9

61624; AMPICILAB ; AMPICILAB; NOT FOUND; CAPS 500 MG x 10; MB9

78032; ALCACHOFRA ; ALCACHOFRA; NOT FOUND; CPR 200 MG x 120; MB9

71305; AMPICILAB ; AMPICILAB; NOT FOUND; CAPS 500 MG x 200; MB9

71650; ACALMIL ; ACALMIL; NOT FOUND; CPR REVEST x 40; MB9

76069; AMPICILINA MG ; AMPICILINA; AMPICILINA; CAPS 500 MG x 10; MB9

94306; ATENOLAB ; ATENOLAB; NOT FOUND; CPR 50 MG x 30; MB9

71533; ACICLOVIR MG ; ACICLOVIR; ACICLOVIR; CREME 50 MG 10 G x 1 (/G); MB9

93130; ATENOLAB ; ATENOLAB; NOT FOUND; CPR 25 MG x 30; MB9

81771; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; SUSP ORAL 250 MG 150 ML x 1; MB9

77639; ACECLOFENACO MG ; ACECLOFENACO; ACECLOFENACO; CPR REVEST 100 MG x 12; MB9

77320; ALCACHOFRA ; ALCACHOFRA; NOT FOUND; CPR 200 MG x 30; MB9

94316; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 100 MG x 30; MB9

61626; ATENOLAB ; ATENOLAB; NOT FOUND; CPR 50 MG x 28; MB9

74893; AZITROLAB ; AZITROLAB; NOT FOUND; CPR 500 MG x 6; MB9

74754; AQUABEN ; AQUABEN; NOT FOUND; PO ENV.COCO 27.9 G x 4; MB9

74757; AQUABEN ; AQUABEN; NOT FOUND; PO ENV.UVA 27.9 G x 4; MB9

74755; AQUABEN ; AQUABEN; NOT FOUND; PO ENV.FRAMB 27.9 G x 4; MB9

80930; ATENOLAB ; ATENOLAB; NOT FOUND; CPR 25 MG x 28; MB9

68722; AMPICILAB ; AMPICILAB; NOT FOUND; CAPS 500 MG x 600; MB9

81773; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; SUSP ORAL 250 MG 60 ML x 1; MB9

78034; ALCACHOFRA ; ALCACHOFRA; NOT FOUND; CPR 200 MG x 60; MB9

73103; ARNICA ; ARNICA; NOT FOUND; GEL MENTA 30 G x 1; MB9

86868; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 100 MG x 28; MB9

94311; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 25 MG x 30; MB9

70019; ABFOR GERIN ; ABFOR GERIN; NOT FOUND; CPR REVEST x 30; MD6

65600; ABIFLAN ; ABIFLAN; NOT FOUND; CPR 50 MG x 20; MD6

78401; ABEDERIL ; ABEDERIL; NOT FOUND; CPR x 400; MD6

73196; ALCAGEST ; ALCAGEST; NOT FOUND; CAPS 350 MG x 45; MD6

73142; ABIDOR ; ABIDOR; NOT FOUND; GOTAS 200 MG 20 ML x 1; MD6

76681; ABCLER ; ABCLER; NOT FOUND; SOL ORAL ABA 120 ML x 1; MD6

75586; ABEDOSEC ; ABEDOSEC; NOT FOUND; CAPS 20 MG x 28; MD6

72658; ABCALCIUM B12 ; ABCALCIUM B12; NOT FOUND; SUSP ORAL 200 ML x 1; MD6

70017; ABCLER ; ABCLER; NOT FOUND; FLACONETES 10 ML x 12; MD6

66340; ABERALGINA ; ABERALGINA; NOT FOUND; GOTAS 500 MG 10 ML x 1 (/ML); MD6

70030; APEVINAT BC ; APEVINAT BC; NOT FOUND; LIQD 200 ML x 1; MD6

66339; ABEPOTEN ; ABEPOTEN; NOT FOUND; CPR 50 MG x 20; MD6

65601; ABIFLAN ; ABIFLAN; NOT FOUND; GOTAS 15 MG 20 ML x 1 (/ML); MD6

78683; ABEDERIL ; ABEDERIL; NOT FOUND; CPR x 100; MD6

86225; ALCAGEST ; ALCAGEST; NOT FOUND; CAPS 350 MG x 100; MD6

65597; ABEDOSEC ; ABEDOSEC; NOT FOUND; CAPS 20 MG x 14; MD6

70018; ABCLER ; ABCLER; NOT FOUND; FLACONETES 10 ML x 60; MD6

66341; ABERALGINA ; ABERALGINA; NOT FOUND; GOTAS 500 MG 20 ML x 1 (/ML); MD6

73041; ABEDERIL ; ABEDERIL; NOT FOUND; CPR x 30; MD6

79600; ATORVASTATINA MG ; ATORVASTATINA; ATORVASTATINA; CPR REVEST 20 MG x 30; MD7

73628; ALPRAZOLAM MG ; ALPRAZOLAM; ALPRAZOLAM; CPR 1 MG x 30; MD7

113343; AIXA ; AIXA; NOT FOUND; CPR REV x 21; MD7

61914; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; SUSP 400 MG 100 ML x 1 (/5ML); MD7

72961; AC TR+S.N+GR+NI.MG ; AC TR S N GR NI; NOT FOUND; CREME 30 G x 1; MD7

150183; ARACELI ; ARACELI; NOT FOUND; CPR REVEST 75 MG x 84; MD7

79602; ATORVASTATINA MG ; ATORVASTATINA; ATORVASTATINA; CPR REVEST 10 MG x 30; MD7

84458; ANGIO II ; ANGIO II; ANGIOTENSINA II; CPR REVEST 160 MG x 30; MD7

72687; AZITROMICINA MG ; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 5; MD7

79619; ALENTHUS XR ; ALENTHUS XR; NOT FOUND; CAPS L.C. 37.5 MG x 15; MD7

544; AMPICIL ; AMPICIL; NOT FOUND; CAPS 500 MG x 6; MD7

69466; ACETILCISTEINA MG ; ACETILCISTEINA; ACETILCISTEINA; GRAN ENVELO. 100 MG 5 G x 60; MD7

79606; ATORVASTATINA MG ; ATORVASTATINA; ATORVASTATINA; CPR REVEST 80 MG x 30; MD7

68553; ACETILCISTEINA MG ; ACETILCISTEINA; ACETILCISTEINA; GRAN ENVELO. 600 MG 5 G x 16; MD7

68552; ACETILCISTEINA MG ; ACETILCISTEINA; ACETILCISTEINA; GRAN ENVELO. 100 MG 5 G x 16; MD7

74876; ALENTHUS XR ; ALENTHUS XR; NOT FOUND; CAPS L.C. 75 MG x 30; MD7

68151; ALBENDAZOL MG ; ALBENDAZOL; ALBENDAZOL; CPR MASC 400 MG x 1; MD7

56665; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 15; MD7

59045; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 100 MG x 30; MD7

74934; ATENOLOL+CLORTA.MG ; ATENOLOL CLORTA; NOT FOUND; CPR 12.5 MG x 60 (/50); MD7

84457; ANGIO II ; ANGIO II; ANGIOTENSINA II; CPR REVEST 320 MG x 30; MD7

74875; ALENTHUS XR ; ALENTHUS XR; NOT FOUND; CAPS L.C. 150 MG x 30; MD7

72686; AZITROMICINA MG ; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 2; MD7

72832; ALZEPINOL ; ALZEPINOL; NOT FOUND; CPR REVEST 600 MG x 20; MD7

73629; ALPRAZOLAM MG ; ALPRAZOLAM; ALPRAZOLAM; CPR 0.25 MG x 30; MD7

113345; AIXA ; AIXA; NOT FOUND; CPR REV x 63; MD7

72238; ALENTHUS XR ; ALENTHUS XR; NOT FOUND; CAPS L.C. 75 MG x 15; MD7

72833; ALZEPINOL ; ALZEPINOL; NOT FOUND; CPR REVEST 300 MG x 20; MD7

72978; AC TR+S.N+GR+NI.MG ; AC TR S N GR NI; NOT FOUND; POM. 30 G x 1; MD7

72237; ALENTHUS XR ; ALENTHUS XR; NOT FOUND; CAPS L.C. 150 MG x 15; MD7

68984; ACETILCISTEINA MG ; ACETILCISTEINA; ACETILCISTEINA; GRAN ENVELO. 200 MG 5 G x 16; MD7

73623; ALPRAZOLAM MG ; ALPRAZOLAM; ALPRAZOLAM; CPR 2 MG x 30; MD7

59043; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 25 MG x 30; MD7

58808; ACICLOVIR MG ; ACICLOVIR; ACICLOVIR; CREME 50 MG 10 G x 1 (/G); MD7

76274; ALOPURINOL MG ; ALOPURINOL; ALOPURINOL; CPR 300 MG x 30; MD7

84455; ANGIO II ; ANGIO II; ANGIOTENSINA II; CPR REVEST 80 MG x 30; MD7

72688; AZITROMICINA MG ; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 3; MD7

66251; ACEBROFILINA MG ; ACEBROFILINA; ACEBROFILINA; XAR. AD 50 MG 120 ML x 1 (/5ML); MD7

481; AMBRA-SINTO-T ; AMBRA SINTO T; NOT FOUND; SUSP 100 MG 60 ML x 1 (/5ML); MD7

56667; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 30; MD7

73625; ALPRAZOLAM MG ; ALPRAZOLAM; ALPRAZOLAM; CPR 0.50 MG x 20; MD7

77729; ADAPEL ; ADAPEL; NOT FOUND; GEL. 1 MG 20 G x 1 (/G); MD7

73627; ALPRAZOLAM MG ; ALPRAZOLAM; ALPRAZOLAM; CPR 0.50 MG x 30; MD7

73626; ALPRAZOLAM MG ; ALPRAZOLAM; ALPRAZOLAM; CPR 1 MG x 20; MD7

56670; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; SUSP 500 MG 150 ML x 1 (/5ML); MD7

480; AMBRA-SINTO-T ; AMBRA SINTO T; NOT FOUND; SUSP 100 MG 30 ML x 1 (/5ML); MD7

52257; ACETOFEN ; ACETOFEN; NOT FOUND; GOTAS 200 MG 15 ML x 1 (/ML); MD7

150182; ARACELI ; ARACELI; NOT FOUND; CPR REVEST 75 MG x 28; MD7

76275; ALOPURINOL MG ; ALOPURINOL; ALOPURINOL; CPR 100 MG x 30; MD7

74935; ATENOLOL+CLORTA.MG ; ATENOLOL CLORTA; NOT FOUND; CPR 25 MG x 30 (/100); MD7

74874; ACID.MEFENAMICO MG ; ACID MEFENAMICO; ACIDO MEFENAMICO; CPR REVEST 500 MG x 12; MD7

74932; ATENOLOL+CLORTA.MG ; ATENOLOL CLORTA; NOT FOUND; CPR 25 MG x 60 (/100); MD7

50568; ABSTEN S ; ABSTEN S; NOT FOUND; CPR 1 MG x 20; MD7

74873; ACID.MEFENAMICO MG ; ACID MEFENAMICO; ACIDO MEFENAMICO; CPR REVEST 500 MG x 24; MD7

99510; ALENTHUS XR ; ALENTHUS XR; NOT FOUND; CAPS L.C. 37.5 MG x 30; MD7

74994; AMPICILINA MG ; AMPICILINA; AMPICILINA; PO P/SUSP 250 MG 150 ML x 1 (/5ML); MD7

66250; ACEBROFILINA MG ; ACEBROFILINA; ACEBROFILINA; XAR. PED. 25 MG 120 ML x 1 (/5ML); MD7

61913; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; SUSP 200 MG 100 ML x 1 (/5ML); MD7

73624; ALPRAZOLAM MG ; ALPRAZOLAM; ALPRAZOLAM; CPR 0.25 MG x 20; MD7

72212; ADAPALENO MG ; ADAPALENO; ADAPALENO; GEL. 1 MG 30 G x 1 (/G); MD7

56669; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; SUSP 250 MG 150 ML x 1 (/5ML); MD7

74995; AMPICILINA MG ; AMPICILINA; AMPICILINA; PO P/SUSP 250 MG 60 ML x 1 (/5ML); MD7

67000; ALBENDAZOL MG ; ALBENDAZOL; ALBENDAZOL; SUSP ORAL 40 MG 10 ML x 1 (/ML); MD7

74933; ATENOLOL+CLORTA.MG ; ATENOLOL CLORTA; NOT FOUND; CPR 12.5 MG x 30 (/50); MD7

69725; ACETILCISTEINA MG ; ACETILCISTEINA; ACETILCISTEINA; GRAN ENVELO. 200 MG 5 G x 60; MD7

56666; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; MD7

49857; AVIRAL ; AVIRAL; NOT FOUND; CPR 200 MG x 25; MD7

76768; ALENTHUS XR ; ALENTHUS XR; NOT FOUND; CAPS L.C. 37.5 MG x 7; MD7

79605; ATORVASTATINA MG ; ATORVASTATINA; ATORVASTATINA; CPR REVEST 40 MG x 30; MD7

69465; ACETILCISTEINA MG ; ACETILCISTEINA; ACETILCISTEINA; GRAN ENVELO. 600 MG 5 G x 50; MD7

59044; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 50 MG x 30; MD7

56668; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; SUSP 125 MG 150 ML x 1 (/5ML); MD7

63046; AS-MED ; AS MED; NOT FOUND; CPR 100 MG x 100 (INF); MDQ

65011; ATROVEX NF ; ATROVEX NF; NOT FOUND; CPR REVEST x 20; MDQ

96946; ASSEPMED ; ASSEPMED; NOT FOUND; SPRAY 1 % 50 ML x 1; MDQ

72107; ATROVEX NF ; ATROVEX NF; NOT FOUND; CPR REVEST x 100; MDQ

95754; ALIVGLOS ; ALIVGLOS; NOT FOUND; POM BABY 45 G x 1; MDQ

63048; AS-MED ; AS MED; NOT FOUND; CPR 500 MG x 200 (ADLT); MDQ

63047; AS-MED ; AS MED; NOT FOUND; CPR 100 MG x 200 (INF); MDQ

64749; ATROVEX NF ; ATROVEX NF; NOT FOUND; GOTAS 20 ML x 1; MDQ

63107; AZITROMED ; AZITROMED; NOT FOUND; CPR 500 MG x 3; MDQ

96938; ASSEPMED ; ASSEPMED; NOT FOUND; SOL TOP. 1 % 30 ML x 1; MDQ

95749; ALIVGLOS ; ALIVGLOS; NOT FOUND; POM. 45 G x 1; MDQ

62600; AEROMED ; AEROMED; NOT FOUND; XAR. 2 MG 120 ML x 1 (/5ML); MDQ

64157; AMPLIMED ; AMPLIMED; NOT FOUND; CAPS 500 MG x 12; MDQ

63106; AZITROMED ; AZITROMED; NOT FOUND; CPR 500 MG x 2; MDQ

60836; APLAUSE ; APLAUSE; NOT FOUND; CPR REVEST 20 MG x 30; MJA

48662; ALIN ; ALIN; NOT FOUND; CPR MASC 400 MG x 1; MLL

48661; ALIN ; ALIN; NOT FOUND; SUSP 40 MG 10 ML x 1 (/ML); MLL

44644; ANABRON ; ANABRON; NOT FOUND; XAR. 100 ML x 1 (PAED); MLL

44643; ANABRON ; ANABRON; NOT FOUND; XAR. 100 ML x 1 (ADLT); MLL

76687; ALIVIUM ; ALIVIUM; NOT FOUND; SUSP ORAL 30 MG 100 ML x 1 (/ML); MQF

56095; APRAZ ; APRAZ; NOT FOUND; CPR 0.25 MG x 20; MQF

62178; ALIVIUM ; ALIVIUM; NOT FOUND; GOTAS 50 MG 30 ML x 1 (/ML); MQF

95739; AGECARE OLHOS ; AGECARE OLHOS; NOT FOUND; CREME 15 G x 1; MQF

69211; ALIVIUM ; ALIVIUM; NOT FOUND; CPR REVEST 400 MG x 10; MQF

71765; ALIVIUM ; ALIVIUM; NOT FOUND; GOTAS 100 MG 20 ML x 1 (/ML); MQF

76386; ALIVIUM 600 ; ALIVIUM 600; NOT FOUND; CPR REVEST 600 MG x 96; MQF

77265; ALIVIUM ; ALIVIUM; NOT FOUND; GOTAS 50 MG 20 ML x 1 (/ML); MQF

69445; APRAZ ; APRAZ; NOT FOUND; CPR 2 MG x 30; MQF

77262; AGECARE ; AGECARE; NOT FOUND; CREME FPS 20 45 G x 1; MQF

69213; ALIVIUM 600 ; ALIVIUM 600; NOT FOUND; CPR REVEST 600 MG x 192; MQF

69212; ALIVIUM 600 ; ALIVIUM 600; NOT FOUND; CPR REVEST 600 MG x 10; MQF

69443; APRAZ ; APRAZ; NOT FOUND; CPR 0.50 MG x 30; MQF

69444; APRAZ ; APRAZ; NOT FOUND; CPR 1 MG x 30; MQF

69442; APRAZ ; APRAZ; NOT FOUND; CPR 0.25 MG x 30; MQF

60004; ALGINAC ; ALGINAC; NOT FOUND; CPR REVEST x 30; M_S

61832; ATENOLOL+CLORTA.MG ; ATENOLOL CLORTA; NOT FOUND; CPR REVEST 12.5 MG x 30 (/50); M_S

77453; AZITROMICINA MG ; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 3; M_S

46652; ARTREN ; ARTREN; NOT FOUND; CAPS 100 MG x 10; M_S

57222; ALBENDAZOL MG ; ALBENDAZOL; ALBENDAZOL; CPR 400 MG x 1; M_S

43861; ASALIT ; ASALIT; NOT FOUND; ENEMA 3 G 100 ML x 1; M_S

59793; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 100 MG x 28; M_S

76961; ALGINAC ; ALGINAC; NOT FOUND; CPR REVEST x 4; M_S

63854; ALGINAC ; ALGINAC; NOT FOUND; CPR REVEST x 14; M_S

57405; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 100 MG x 30; M_S

50309; ASALIT ; ASALIT; NOT FOUND; CPR LAQ. 400 MG x 20; M_S

57404; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 50 MG x 30; M_S

56245; ACICLOVIR MG ; ACICLOVIR; ACICLOVIR; CREME 50 MG 10 G x 1 (/G); M_S

43862; ASALIT ; ASALIT; NOT FOUND; SUP. 250 MG x 10; M_S

140286; ALGINAC RETARD ; ALGINAC RETARD; NOT FOUND; CPR REV L/R x 10; M_S

140288; ALGINAC RETARD ; ALGINAC RETARD; NOT FOUND; CPR REV L/R x 4; M_S

77454; AZITROMICINA MG ; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 5; M_S

60003; ALGINAC ; ALGINAC; NOT FOUND; AMP.A+B 2 ML x 3; M_S

61107; ACICLOVIR MG ; ACICLOVIR; ACICLOVIR; CPR 400 MG x 30; M_S

49576; ASMALERGIN ; ASMALERGIN; NOT FOUND; XAR. 0.20 MG 100 ML x 1 (/ML); M_S

67203; ALGINAC ; ALGINAC; NOT FOUND; CPR REVEST x 15; M_S

59135; ACICLOVIR MG ; ACICLOVIR; ACICLOVIR; CPR 200 MG x 25; M_S

77452; AZITROMICINA MG ; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 2; M_S

129100; ALCACHOFRA ; ALCACHOFRA; NOT FOUND; CPS 300 MG x 30; NAU

95743; AFOLIC ; AFOLIC; NOT FOUND; CPR REVEST 5 MG x 20; NAU

76096; ALUMIMAX ; ALUMIMAX; NOT FOUND; SUSP TRAD 61.5 MG 100 ML x 1 (/ML); NAU

134995; ARPYNFLAN ; ARPYNFLAN; NOT FOUND; CPR REV 450 MG x 30; NAU

87807; AFTLIV ; AFTLIV; NOT FOUND; SPRAY 100 MG 25 ML x 1 (/ML); NAU

