508010203157418, PACLITAX, PACLITAX, NOT FOUND, 6 MG/ML SOL INJ CT FA VD INC X 25 ML REST HOSP, EUF
508010303151111, PACLITAXEL, PACLITAXEL, PACLITAXEL, 6 MG/ML SOL INJ CT 10 FA VD INC X 16.7 ML, EUF
508010204153416, PACLITAX, PACLITAX, NOT FOUND, 6 MG/ML SOL INJ CT 10 FA VD INC X 25 ML, EUF
508010304158118, PACLITAXEL, PACLITAXEL, PACLITAXEL, 6 MG/ML SOL INJ CT 10 FA VD INC X 5 ML, EUF
508010305154116, PACLITAXEL, PACLITAXEL, PACLITAXEL, 6 MG/ML SOL INJ CT 20 FA VD INC X 16.7 ML, EUF
508010306150114, PACLITAXEL, PACLITAXEL, PACLITAXEL, 6 MG/ML SOL INJ CT 20 FA VD INC X 5 ML, EUF
508010301159113, PACLITAXEL, PACLITAXEL, PACLITAXEL, 6 MG/ML SOL INJ CT FA VD INC X 16.7 ML, EUF
508010302155111, PACLITAXEL, PACLITAXEL, PACLITAXEL, 6 MG/ML SOL INJ CT FA VD INC X 5 ML, EUF
508010202150411, PACLITAX, PACLITAX, NOT FOUND, 6MG/ML SOL INJ CT FA VD INC X 5 ML, EUF
508010203157418, PACLITAX, PACLITAX, NOT FOUND, 6 MG/ML SOL INJ CT FA VD INC X 25 ML REST HOSP, EUF
508010404152111, PAMIDRONATO DISSÓDICO, PAMIDRONATO DISSODICO, PAMIDRONATO DISSODICO, 30 MG PO LIOF P/ SOL INJ CT 2 FA VD INC + 2 AMP PLAS INC DIL X 10 ML  , EUF
508010406155118, PAMIDRONATO DISSÓDICO, PAMIDRONATO DISSODICO, PAMIDRONATO DISSODICO, 60 MG PO LIOF P/ SOL INJ CT FA VD INC + AMP PLAS INC DIL X 10 ML , EUF
508010405159111, PAMIDRONATO DISSÓDICO, PAMIDRONATO DISSODICO, PAMIDRONATO DISSODICO, 90 MG PO LIOF P/ SOL INJ CT FA VD INC + AMP PLAS INC DIL X 10 ML , EUF
508010501115411, PANTOCAL, PANTOCAL, NOT FOUND, 20 MG COM REV CT FR PLAS OPC X 14, EUF
508010502111411, PANTOCAL, PANTOCAL, NOT FOUND, 20 MG COM REV CT FR PLAS OPC X 28, EUF
508010503118418, PANTOCAL, PANTOCAL, NOT FOUND, 20 MG COM REV CT FR PLAS OPC X 7, EUF
508010509116417, PANTOCAL, PANTOCAL, NOT FOUND, 40 MG COM REV CT BL AL PLAS INC X 14, EUF
508010510114414, PANTOCAL, PANTOCAL, NOT FOUND, 40 MG COM REV CT BL AL PLAS INC X 7, EUF
508010603112111, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 40 MG COM REV CT BL AL/AL X 14, EUF
508010604119118, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 40 MG COM REV CT BL AL/AL X 28, EUF
508010602116111, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 40 MG COM REV CT BL AL/AL X 7, EUF
508010504114416, PANTOCAL, PANTOCAL, NOT FOUND, 40 MG COM REV CT FR PLAS OPC X 14, EUF
508010505110414, PANTOCAL, PANTOCAL, NOT FOUND, 40 MG COM REV CT FR PLAS OPC X 28, EUF
508010506117412, PANTOCAL, PANTOCAL, NOT FOUND, 40 MG COM REV CT FR PLAS OPC X 7, EUF
508010507156411, PANTOCAL, PANTOCAL, NOT FOUND, 40 MG PO LIOF INJ CT FA VD INC + AMP DIL X 10 ML, EUF
508010511153413, PANTOCAL, PANTOCAL, NOT FOUND, 40 MG PO LIOF INJ CT VD INC + AMP PLAS DIL X 10 ML, EUF
508010601152114, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 40 MG PO LIOF P/ SOL INJ CT 50 FA VD INC + 50 AMP DIL X 10 ML (EMB HOSP), EUF
508010605158117, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 40 MG PO LIOF P/ SOL INJ CT 50 FA VD INC + 50 AMP PLAS DIL X 10 (EMB HOSP), EUF
508010513113419, PANTOCAL, PANTOCAL, NOT FOUND, 20 MG COM REV CT 2 BL AL PLAS INC X 7, EUF
508010514111411, PANTOCAL, PANTOCAL, NOT FOUND, 20 MG COM REV CT 4 BL AL PLAS INC X 7, EUF
508010512117410, PANTOCAL, PANTOCAL, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 7, EUF
508026801113410, PACO, PACO, NOT FOUND, 500 MG + 30 MG COM CT BL AL PLAS INC X 12, EUF
508028401112111, PARACETAMOL + FOSFATO DE CODEÍNA , PARACETAMOL FOSFATO CODEINA, NOT FOUND, 500MG + 30MG COM CT BL AL PLAS INC X 12, EUF
508011002112415, PONDERA, PONDERA, NOT FOUND, 10 MG COM REV CT 2 BL AL PLAS INC X 10, EUF
508011001116417, PONDERA, PONDERA, NOT FOUND, 10 MG COM REV CT BL AL PLAS INC X 10, EUF
508011003119413, PONDERA, PONDERA, NOT FOUND, 40 MG COM REV CT BL AL PLAS INC X 10, EUF
508018501114119, PREDNISONA, PREDNISONA, PREDNISONA, 20 MG COM CT BL AL PLAS INC X 10  , EUF
508018502110117, PREDNISONA, PREDNISONA, PREDNISONA, 5 MG COM CT BL AL PLAS INC X 20  , EUF
508016901166111, PROPIONATO DE CLOBETASOL, PROPIONATO CLOBETASOL, PROPIONATO CLOBETASOL, 0.5 MG/G CREM DERM CT BG AL X 30 G, EUF
508016902162118, PROPIONATO DE CLOBETASOL, PROPIONATO CLOBETASOL, PROPIONATO CLOBETASOL, 0.5 MG/G POM DERM CT BG AL X 30 G , EUF
508021401151111, PROPOFOL, PROPOFOL, PROPOFOL, 10 MG/ML EMU INJ CT 10 AMP VD INC X 20 ML, EUF
508011101153411, PREDMETIL, PREDMETIL, NOT FOUND, 125 MG PO LIOF SOL INJ DISP CT 50 FA VD INC + 50 AMP DIL X 2ML , EUF
508011102151412, PREDMETIL, PREDMETIL, NOT FOUND, 500 MG PO LIOF SOL INJ DISP 50 FA VD INC + 50 AMP DIL X 8ML , EUF
