501301810133114, CEFALEXINA, CEFALEXINA, CEFALEXINA, 100 MG/ML SUS OR CT FR VD AMB X 100 ML + COL DOSAD, AB3
501302508155117, CEFTRIAXONA DISSÓDICA, CEFTRIAXONA DISSODICA, CEFTRIAXONA DISSODICA HEMIEPTAIDRATADA, 1 G PO P/ SOL INJ IV CT 25 FA VD TRANS X 10 ML + 25 DIL AMP PLAS TRANS X 10 ML (EMB HOSP), AB3
501302509151115, CEFTRIAXONA DISSÓDICA, CEFTRIAXONA DISSODICA, CEFTRIAXONA DISSODICA HEMIEPTAIDRATADA, 1 G PO P/ SOL INJ IV CT 50 FA VD TRANS X 10 ML (EMB HOSP), AB3
501302510151115, CEFTRIAXONA DISSÓDICA, CEFTRIAXONA DISSODICA, CEFTRIAXONA DISSODICA HEMIEPTAIDRATADA, 1 G PO P/ SOL INJ IV CT 50 FA VD TRANS X 10 ML + 50 DIL AMP PLAS TRANS X 10 ML (EMB HOSP), AB3
501301903158117, CLARITROMICINA, CLARITROMICINA, CLARITROMICINA, 500 MG PO LIOF P/ SOL INJ IV CT FA VD INC X 30ML, AB3
501302202153419, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 10 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO), AB3
501302203151411, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 10 BOLS PLAS PVC INC X 200 ML (SIST FECHADO), AB3
501302204156415, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 10 BOLS PLAS PVC INC X 250 ML (SIST FECHADO), AB3
501302205152413, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 10 BOLS PLAS PVC INC X 500 ML (SIST FECHADO), AB3
501302206159411, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 10 BOLS PVC INC SIST FECH X 100 ML , AB3
501302234152418, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 100 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO), AB3
501302207155411, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 100 BOLS PLAS PVC INC X 200 ML (SIST FECHADO), AB3
501302208151418, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 100 BOLS PLAS PVC INC X 250 ML (SIST FECHADO), AB3
501302209158416, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 100 BOLS PLAS PVC INC X 500 ML (SIST FECHADO), AB3
501302210156413, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 100 BOLS PVC INC SIST FECH X 100 ML, AB3
501302211152411, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 25 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO), AB3
501302212159411, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 25 BOLS PLAS PVC INC X 200 ML (SIST FECHADO), AB3
501302213155418, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 25 BOLS PLAS PVC INC X 250 ML (SIST FECHADO), AB3
501302214151416, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 25 BOLS PLAS PVC INC X 500 ML (SIST FECHADO), AB3
501302215158414, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 25 BOLS PVC INC SIST FECH X 100 ML , AB3
501302216154412, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 40 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO), AB3
501302217150410, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 40 BOLS PLAS PVC INC X 200 ML (SIST FECHADO), AB3
501302201157410, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 40 BOLS PLAS PVC INC X 250 ML (SIST FECHADO) , AB3
501302218157419, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 40 BOLS PLAS PVC INC X 500 ML (SIST FECHADO), AB3
501302219153417, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 40 BOLS PVC INC SIST FECH X 100 ML , AB3
501302220151414, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 50 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO0, AB3
501302221158412, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 50 BOLS PLAS PVC INC X 200 ML (SIST FECHADO), AB3
501302222154410, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 50 BOLS PLAS PVC INC X 250 ML (SIST FECHADO), AB3
501302223150419, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 50 BOLS PLAS PVC INC X 500 ML (SIST FECHADO), AB3
501302224157417, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 50 BOLS PVC INC SIST FECH X 100 ML, AB3
501302225153415, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 60 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO), AB3
501302226151416, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 60 BOLS PLAS PVC INC X 200 ML (SIST FECHADO), AB3
501302227156411, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 60 BOLS PLAS PVC INC X 250 ML (SIST FECHADO), AB3
501302228152411, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 60 BOLS PLAS PVC INC X 500 ML (SIST FECHADO), AB3
501302229159418, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 60 BOLS PVC INC SIST FECH X 100 ML, AB3
501302235159416, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 72 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO), AB3
501302230157415, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 72 BOLS PLAS PVC INC X 200 ML (SIST FECHADO), AB3
501302231153413, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 72 BOLS PLAS PVC INC X 250 ML (SIST FECHADO), AB3
501302232151414, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 72 BOLS PLAS PVC INC X 500 ML (SIST FECHADO), AB3
501302233156411, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 72 BOLS PVC INC SIST FECH X 100 ML, AB3
501301002150116, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1 G PO INJ CT FA VD INC X 20 ML + BOLS FLEXIVEL X 100 ML (SIST FECHADO), AB3
501301003157114, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1 G PO INJ CT FA VD INC X 20 ML + DIL AMP PLAS X 10 ML, AB3
501301007152117, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO INJ IV CT FA VD INC X 50 ML, AB3
501301008159115, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO INJ IV CT FA VD INC X 50 ML + BOLS FLEXIVEL X 100 ML (SIST FECHADO), AB3
501302701151111, CLORIDRATO DE VANCOMICINA, CLORIDRATO VANCOMICINA, CLORIDRATO VANCOMICINA, 500 MG PO LIOF P/ SOL INJ IV CT FA VD INC X 10 ML , AB3
501302702156115, CLORIDRATO DE VANCOMICINA, CLORIDRATO VANCOMICINA, CLORIDRATO VANCOMICINA, 500 MG PO LIOF P/ SOL INJ IV CX 25 FA VD INC X 10 ML (EMB HOSP), AB3
501301801118116, CEFALEXINA, CEFALEXINA, CEFALEXINA, 1 G DRG CT BL AL PLAS INC X 14, AB3
501301803110112, CEFALEXINA, CEFALEXINA, CEFALEXINA, 1 G DRG CT BL AL PLAS INC X 40, AB3
501301802114114, CEFALEXINA, CEFALEXINA, CEFALEXINA, 1 G DRG CT BL AL PLAS INC X 8, AB3
501301804133116, CEFALEXINA, CEFALEXINA, CEFALEXINA, 1.5 G PO P/ PREP EXT OR CT FR VD AMB X 15 ML + CGT, AB3
501301810133114, CEFALEXINA, CEFALEXINA, CEFALEXINA, 100 MG/ML SUS OR CT FR VD AMB X 100 ML + COL DOSAD, AB3
501301812136110, CEFALEXINA, CEFALEXINA, CEFALEXINA, 100 MG/ML SUS OR CT FR VD AMB X 100 ML + CP MED, AB3
501301813132119, CEFALEXINA, CEFALEXINA, CEFALEXINA, 50 MG/ML SUS OR CT FR VD AMB X 100 ML + CP MED, AB3
501301806136112, CEFALEXINA, CEFALEXINA, CEFALEXINA, 50 MG/ML SUS OR CT FR VD AMB X 60 ML + COL DOSAD, AB3
501301814139117, CEFALEXINA, CEFALEXINA, CEFALEXINA, 50 MG/ML SUS OR CT FR VD AMB X 60 ML + CP MED, AB3
501301811113117, CEFALEXINA, CEFALEXINA, CEFALEXINA, 500 MG DRG CT BL AL PLAS INC X 200 (EMB HOSP), AB3
501301807116115, CEFALEXINA, CEFALEXINA, CEFALEXINA, 500 MG DRG CT BL AL PLAS INC X 28, AB3
501301808112113, CEFALEXINA, CEFALEXINA, CEFALEXINA, 500 MG DRG CT BL AL PLAS INC X 40, AB3
501302102159113, CEFALOTINA SÓDICA, CEFALOTINA SODICA, CEFALOTINA SODICA, 1G PO P/ SOL INJ CX 100 FA VD INC X 10ML (EMB HOSP) , AB3
501302101152115, CEFALOTINA SÓDICA, CEFALOTINA SODICA, CEFALOTINA SODICA, 1G PO P/ SOL INJ CX 100 FA VD INC X 10ML + 100 DIL AMP PLAS X 10 ML (EMB HOSP), AB3
501302103155111, CEFALOTINA SÓDICA, CEFALOTINA SODICA, CEFALOTINA SODICA, 1G PO P/ SOL INJ CX 150 FA VD INC X 10ML (EMB HOSP) , AB3
501302104151111, CEFALOTINA SÓDICA, CEFALOTINA SODICA, CEFALOTINA SODICA, 1G PO P/ SOL INJ CX 150 FA VD INC X 10ML + 150 DIL AMP PLAS X 10 ML (EMB HOSP) , AB3
501302105158118, CEFALOTINA SÓDICA, CEFALOTINA SODICA, CEFALOTINA SODICA, 1G PO P/ SOL INJ CX 200 FA VD INC X 10ML (EMB HOSP) , AB3
501302106154116, CEFALOTINA SÓDICA, CEFALOTINA SODICA, CEFALOTINA SODICA, 1G PO P/ SOL INJ CX 200 FA VD INC X 10ML + 200 DIL AMP PLAS X 10 ML (EMB HOSP) , AB3
501302107150114, CEFALOTINA SÓDICA, CEFALOTINA SODICA, CEFALOTINA SODICA, 1G PO P/ SOL INJ CX 50 FA VD INC X 10ML (EMB HOSP) , AB3
501302108157112, CEFALOTINA SÓDICA, CEFALOTINA SODICA, CEFALOTINA SODICA, 1G PO P/ SOL INJ CX 50 FA VD INC X 10ML + 50 DIL AMP PLAS X 10 ML (EMB HOSP) , AB3
501302109153110, CEFALOTINA SÓDICA, CEFALOTINA SODICA, CEFALOTINA SODICA, 1G PO SOL INJ IV CX 100 FA VD INC X 10ML + 100 BOLS PLAS SIST FECH X 100 ML (EMB HOSP), AB3
501302302158110, CEFAZOLINA SÓDICA, CEFAZOLINA SODICA, CEFAZOLINA SODICA, 1 G PO P/ SOL INJ CX 100 FA VD INC + 100 DIL AMP PLAS INC X 10 ML (EMB HOSP), AB3
501302303154119, CEFAZOLINA SÓDICA, CEFAZOLINA SODICA, CEFAZOLINA SODICA, 1 G PO P/ SOL INJ CX 100 FA VD INC X 10 ML (EMB HOSP), AB3
501302304150117, CEFAZOLINA SÓDICA, CEFAZOLINA SODICA, CEFAZOLINA SODICA, 1 G PO P/ SOL INJ CX 150 FA VD INC + 150 DIL AMP PLAS INC X 10 ML (EMB HOSP), AB3
501302305157115, CEFAZOLINA SÓDICA, CEFAZOLINA SODICA, CEFAZOLINA SODICA, 1 G PO P/ SOL INJ CX 150 FA VD INC X 10 ML (EMB HOSP), AB3
501302306153113, CEFAZOLINA SÓDICA, CEFAZOLINA SODICA, CEFAZOLINA SODICA, 1 G PO P/ SOL INJ CX 200 FA VD INC + 200 DIL AMP PLAS INC X 10 ML (EMB HOSP), AB3
501302308156111, CEFAZOLINA SÓDICA, CEFAZOLINA SODICA, CEFAZOLINA SODICA, 1 G PO P/ SOL INJ CX 200 FA VD INC X 10 ML (EMB HOSP) , AB3
501302307151114, CEFAZOLINA SÓDICA, CEFAZOLINA SODICA, CEFAZOLINA SODICA, 1 G PO P/ SOL INJ CX 50 FA VD INC + 50 DIL AMP PLAS INC X 10 ML (EMB HOSP), AB3
501302301151112, CEFAZOLINA SÓDICA, CEFAZOLINA SODICA, CEFAZOLINA SODICA, 1 G PO P/ SOL INJ CX 50 FA VD INC X 10 ML (EMB HOSP), AB3
501302309152118, CEFAZOLINA SÓDICA, CEFAZOLINA SODICA, CEFAZOLINA SODICA, 1 G PO P/ SOL INJ IV CX 100 FA VD INC + 100 BOLS PLAS SIST FECH X 100 ML (EMB HOSP), AB3
501302502157118, CEFTRIAXONA DISSÓDICA, CEFTRIAXONA DISSODICA, CEFTRIAXONA DISSODICA HEMIEPTAIDRATADA, 1 G PO P/ SOL INJ IV CT 100 FA VD TRANS X 10 ML (EMB HOSP), AB3
501302503153116, CEFTRIAXONA DISSÓDICA, CEFTRIAXONA DISSODICA, CEFTRIAXONA DISSODICA HEMIEPTAIDRATADA, 1 G PO P/ SOL INJ IV CT 100 FA VD TRANS X 10 ML + 100 DIL AMP PLAS TRANS X 10 ML (EMB HOSP), AB3
501302504151117, CEFTRIAXONA DISSÓDICA, CEFTRIAXONA DISSODICA, CEFTRIAXONA DISSODICA HEMIEPTAIDRATADA, 1 G PO P/ SOL INJ IV CT 150 FA VD TRANS X 10 ML (EMB HOSP), AB3
501302505156112, CEFTRIAXONA DISSÓDICA, CEFTRIAXONA DISSODICA, CEFTRIAXONA DISSODICA HEMIEPTAIDRATADA, 1 G PO P/ SOL INJ IV CT 150 FA VD TRANS X 10 ML + 150 DIL AMP PLAS TRANS X 10 ML (EMB HOSP), AB3
501302501150111, CEFTRIAXONA DISSÓDICA, CEFTRIAXONA DISSODICA, CEFTRIAXONA DISSODICA HEMIEPTAIDRATADA, 1 G PO P/ SOL INJ IV CT 200 FA VD TRANS X 10 ML (EMB HOSP), AB3
501302506152110, CEFTRIAXONA DISSÓDICA, CEFTRIAXONA DISSODICA, CEFTRIAXONA DISSODICA HEMIEPTAIDRATADA, 1 G PO P/ SOL INJ IV CT 200 FA VD TRANS X 10 ML + 200 DIL AMP PLAS TRANS X 10 ML (EMB HOSP), AB3
501302507159119, CEFTRIAXONA DISSÓDICA, CEFTRIAXONA DISSODICA, CEFTRIAXONA DISSODICA HEMIEPTAIDRATADA, 1 G PO P/ SOL INJ IV CT 25 FA VD TRANS X 10 ML (EMB HOSP), AB3
501302508155117, CEFTRIAXONA DISSÓDICA, CEFTRIAXONA DISSODICA, CEFTRIAXONA DISSODICA HEMIEPTAIDRATADA, 1 G PO P/ SOL INJ IV CT 25 FA VD TRANS X 10 ML + 25 DIL AMP PLAS TRANS X 10 ML (EMB HOSP), AB3
501302509151115, CEFTRIAXONA DISSÓDICA, CEFTRIAXONA DISSODICA, CEFTRIAXONA DISSODICA HEMIEPTAIDRATADA, 1 G PO P/ SOL INJ IV CT 50 FA VD TRANS X 10 ML (EMB HOSP), AB3
501302510151115, CEFTRIAXONA DISSÓDICA, CEFTRIAXONA DISSODICA, CEFTRIAXONA DISSODICA HEMIEPTAIDRATADA, 1 G PO P/ SOL INJ IV CT 50 FA VD TRANS X 10 ML + 50 DIL AMP PLAS TRANS X 10 ML (EMB HOSP), AB3
501301902151119, CLARITROMICINA, CLARITROMICINA, CLARITROMICINA, 500 MG PO LIOF P/ SOL INJ IV CT FA VD INC X 30 ML + BOLS FLEX X 250 ML, AB3
501301903158117, CLARITROMICINA, CLARITROMICINA, CLARITROMICINA, 500 MG PO LIOF P/ SOL INJ IV CT FA VD INC X 30ML, AB3
501301904154115, CLARITROMICINA, CLARITROMICINA, CLARITROMICINA, 500 MG PO LIOF P/ SOL INJ IV CX 10 FA VD INC X 30 ML, AB3
501301905150113, CLARITROMICINA, CLARITROMICINA, CLARITROMICINA, 500 MG PO LIOF P/ SOL INJ IV CX 25 FA VD INC X 30 ML, AB3
501301901155110, CLARITROMICINA, CLARITROMICINA, CLARITROMICINA, 500 MG PO LIOF P/ SOL INJ IV CX 5 FA VD INC X 30ML, AB3
501302202153419, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 10 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO), AB3
501302203151411, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 10 BOLS PLAS PVC INC X 200 ML (SIST FECHADO), AB3
501302204156415, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 10 BOLS PLAS PVC INC X 250 ML (SIST FECHADO), AB3
501302205152413, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 10 BOLS PLAS PVC INC X 500 ML (SIST FECHADO), AB3
501302206159411, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 10 BOLS PVC INC SIST FECH X 100 ML , AB3
501302234152418, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 100 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO), AB3
501302207155411, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 100 BOLS PLAS PVC INC X 200 ML (SIST FECHADO), AB3
501302208151418, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 100 BOLS PLAS PVC INC X 250 ML (SIST FECHADO), AB3
501302209158416, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 100 BOLS PLAS PVC INC X 500 ML (SIST FECHADO), AB3
501302210156413, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 100 BOLS PVC INC SIST FECH X 100 ML, AB3
501302211152411, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 25 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO), AB3
501302212159411, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 25 BOLS PLAS PVC INC X 200 ML (SIST FECHADO), AB3
501302213155418, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 25 BOLS PLAS PVC INC X 250 ML (SIST FECHADO), AB3
501302214151416, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 25 BOLS PLAS PVC INC X 500 ML (SIST FECHADO), AB3
501302215158414, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 25 BOLS PVC INC SIST FECH X 100 ML , AB3
501302216154412, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 40 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO), AB3
501302217150410, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 40 BOLS PLAS PVC INC X 200 ML (SIST FECHADO), AB3
501302201157410, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 40 BOLS PLAS PVC INC X 250 ML (SIST FECHADO) , AB3
501302218157419, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 40 BOLS PLAS PVC INC X 500 ML (SIST FECHADO), AB3
501302219153417, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 40 BOLS PVC INC SIST FECH X 100 ML , AB3
501302220151414, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 50 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO0, AB3
501302221158412, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 50 BOLS PLAS PVC INC X 200 ML (SIST FECHADO), AB3
501302222154410, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 50 BOLS PLAS PVC INC X 250 ML (SIST FECHADO), AB3
501302223150419, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 50 BOLS PLAS PVC INC X 500 ML (SIST FECHADO), AB3
501302224157417, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 50 BOLS PVC INC SIST FECH X 100 ML, AB3
501302225153415, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 60 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO), AB3
501302226151416, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 60 BOLS PLAS PVC INC X 200 ML (SIST FECHADO), AB3
501302227156411, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 60 BOLS PLAS PVC INC X 250 ML (SIST FECHADO), AB3
501302228152411, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 60 BOLS PLAS PVC INC X 500 ML (SIST FECHADO), AB3
501302229159418, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 60 BOLS PVC INC SIST FECH X 100 ML, AB3
501302235159416, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 72 BOLS PLAS PVC INC X 1000 ML (SIST FECHADO), AB3
501302230157415, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 72 BOLS PLAS PVC INC X 200 ML (SIST FECHADO), AB3
501302231153413, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 72 BOLS PLAS PVC INC X 250 ML (SIST FECHADO), AB3
501302232151414, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 72 BOLS PLAS PVC INC X 500 ML (SIST FECHADO), AB3
501302233156411, CLORETO DE SÓDIO, CLORETO SODIO, CLORETO SODIO 22 NA, 9 MG/ML SOL INJ IV CX 72 BOLS PVC INC SIST FECH X 100 ML, AB3
501301001154118, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1 G PO INJ CT FA VD INC X 20 ML, AB3
501301002150116, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1 G PO INJ CT FA VD INC X 20 ML + BOLS FLEXIVEL X 100 ML (SIST FECHADO), AB3
501301003157114, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1 G PO INJ CT FA VD INC X 20 ML + DIL AMP PLAS X 10 ML, AB3
501301004153112, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1 G PO INJ CX 10 FA VD INC X 20 ML, AB3
501301005151113, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1 G PO INJ CX 10 FA VD INC X 20 ML + 10 BOLS FLEXIVEL X 100 ML (SIST FECHADO), AB3
501301006156119, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1 G PO INJ CX 25 FA VD INC X 20 ML, AB3
501301007152117, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO INJ IV CT FA VD INC X 50 ML, AB3
501301008159115, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO INJ IV CT FA VD INC X 50 ML + BOLS FLEXIVEL X 100 ML (SIST FECHADO), AB3
501301009155113, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO INJ IV CT FA VD INC X 50 ML + DIL AMP PLAS X 10 ML, AB3
501301010153110, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO INJ IV CX 10 FA VD INC X 50 ML, AB3
501301011151111, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO INJ IV CX 10 FA VD INC X 50 ML + 10 BOLS FLEXIVEL X 100 ML, AB3
501301012156117, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO INJ IV CX 25 FA VD INC X 50 ML, AB3
501302701151111, CLORIDRATO DE VANCOMICINA, CLORIDRATO VANCOMICINA, CLORIDRATO VANCOMICINA, 500 MG PO LIOF P/ SOL INJ IV CT FA VD INC X 10 ML , AB3
501302702156115, CLORIDRATO DE VANCOMICINA, CLORIDRATO VANCOMICINA, CLORIDRATO VANCOMICINA, 500 MG PO LIOF P/ SOL INJ IV CX 25 FA VD INC X 10 ML (EMB HOSP), AB3
501301801118116, CEFALEXINA, CEFALEXINA, CEFALEXINA, 1 G DRG CT BL AL PLAS INC X 14, AB3
