520733801133414, DILABRONCO, DILABRONCO, NOT FOUND, 10 MG/ML XPE CT FR PLAS OPC X 120 ML + CP MED, NO_ACR
519020601134113, DROPROPIZINA, DROPROPIZINA, DROPROPIZINA, 1.5 MG/ML XPE CT FR VD AMB X 120 ML + CP MED X 10 ML , NO_ACR
525005601131113, DROPROPIZINA, DROPROPIZINA, DROPROPIZINA, 1.5 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, NO_ACR
521113090058806, DROPROPIZINA, DROPROPIZINA, DROPROPIZINA, 1.5 MG/ML XPE CT FR PLAS AMB X 120 ML + SER DOS, NO_ACR
500513090052506, DROPROPIZINA, DROPROPIZINA, DROPROPIZINA, 1.5 MG/ML XPE CT FR PLAS AMB X 120 ML + SER DOS, NO_ACR
528502601134116, DROPROPIZINA, DROPROPIZINA, DROPROPIZINA, 1.5 MG/ML XPE CT FR VD AMB X 120 ML + CP MED , NO_ACR
528502603137112, DROPROPIZINA, DROPROPIZINA, DROPROPIZINA, 1.5 MG/ML XPE CX 50 FR VD AMB X 120 ML + 50 CP MED (EMB HOSP), NO_ACR
519020602130111, DROPROPIZINA, DROPROPIZINA, DROPROPIZINA, 3 MG/ML XPE CT FR VD AMB X 120 ML + CP MED X 10 ML, NO_ACR
525005602138111, DROPROPIZINA, DROPROPIZINA, DROPROPIZINA, 3.0 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, NO_ACR
521113090058906, DROPROPIZINA, DROPROPIZINA, DROPROPIZINA, 3 MG/ML XPE CT FR PLAS AMB X 120 COP, NO_ACR
500513090052606, DROPROPIZINA, DROPROPIZINA, DROPROPIZINA, 3 MG/ML XPE CT FR PLAS AMB X 120 ML + COP, NO_ACR
533005201134119, DROPROPIZINA, DROPROPIZINA, DROPROPIZINA, 3 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, NO_ACR
528502606136117, DROPROPIZINA, DROPROPIZINA, DROPROPIZINA, 3 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, NO_ACR
528502608139113, DROPROPIZINA, DROPROPIZINA, DROPROPIZINA, 3.0 MG/ML XPE CX 50 FR VD AMB X 120 ML + 50 CP MED (EMB HOSP), NO_ACR
531627801112416, DALYNE, DALYNE, NOT FOUND, 3 MG + 0.03 MG COM REV CT BL AL PLAS OPC X 21, NO_ACR
526112030083406, DROSPIRENONA+ETINILESTRADIOL, DROSPIRENONA ETINILESTRADIOL, NOT FOUND, 3 MG + 0.03 MG COM REV CT BL AL PLAS OPC X 21 , NO_ACR
507747001110117, DROSPIRENONA + ETINILESTRADIOL, DROSPIRENONA ETINILESTRADIOL, NOT FOUND, 3 MG + 0.03 MG COM REV CT BL AL PLAS OPC X 21, NO_ACR
531613110071903, DALYNE, DALYNE, NOT FOUND, 3 MG + 0.03 MG COM REV CT 3 BL AL PLAS OPC X 21, NO_ACR
540512060003706, DROSPIRENONA+ETINILESTRADIOL, DROSPIRENONA ETINILESTRADIOL, NOT FOUND, 3 MG + 0.03 MG COM REV CT BL AL PLAS TRANS X 21 , NO_ACR
525012110101506, DROSPIRENONA+ETINILESTRADIOL, DROSPIRENONA ETINILESTRADIOL, NOT FOUND, 3 MG + 0.03 MG COM REV CT BL AL PLAS TRANS X 21 , NO_ACR
525012110101606, DROSPIRENONA+ETINILESTRADIOL, DROSPIRENONA ETINILESTRADIOL, NOT FOUND, 3 MG + 0.03 MG COM REV CT BL AL PLAS TRANS X 63, NO_ACR
540514060004103, DIVA, DIVA, NOT FOUND, 3 MG + 0.03 MG COM REV CT BL AL/PLAS TRANS X 63, NO_ACR
540512070004004, DIVA, DIVA, NOT FOUND, 3 MG + 0.03 MG COM REV CT BL AL/PLAS TRANS X 21 , NO_ACR
542112060000006, DROSPIRENONA+ETINILESTRADIOL, DROSPIRENONA ETINILESTRADIOL, NOT FOUND, 3 MG + 0.03 MG COM REV CT BL CALEND AL PLAS INC X 21, NO_ACR
511514020058006, DROSPIRENONA / ETINILESTRADIOL, DROSPIRENONA ETINILESTRADIOL, NOT FOUND, 3.00 MG + 0.03 MG COM REV CT BL AL PLAS TRANS X 21., NO_ACR
542113080001106, DROSPIRENONA + ETINILESTRADIOL, DROSPIRENONA ETINILESTRADIOL, NOT FOUND, 3 MG + 0.02 MG COM REV CT BL CALEND AL PLAS TRANS X 24 , NO_ACR
542112060000106, DROSPIRENONA+ETINILESTRADIOL, DROSPIRENONA ETINILESTRADIOL, NOT FOUND, 3 MG + 0.03 MG COM REV CT BL CALEND AL PLAS INC X 63, NO_ACR
525312080036606, DROSPIRENONA+ETINILESTRADIOL, DROSPIRENONA ETINILESTRADIOL, NOT FOUND, 3 MG + 0.03 MG COM REV CT BL AL PLAS OPC X 21, NO_ACR
538821201114118, DROSPIRENONA + ETINILESTRADIOL, DROSPIRENONA ETINILESTRADIOL, NOT FOUND, 3 MG+ 0.03MG COM REV CT BL AL PLAS OPC X 21, NO_ACR
538813070046606, DROSPIRENONA+ETINILESTRADIOL, DROSPIRENONA ETINILESTRADIOL, NOT FOUND, 3 MG+ 0.03MG COM REV CT 3 BL AL PLAS OPC X 21  , NO_ACR
515812120000503, DYSPNÉ-INHAL, DYSPNE INHAL, NOT FOUND, 30 MG/ML SOL P/ INAL CT FR VD AMB X 10 ML, NO_ACR
515800201175410, DYSPNE-INHAL, DYSPNE INHAL, NOT FOUND, 30 MG/ML INAL CT FR VD AMB X 6 ML , NO_ACR
508023203118414, DIACQUA, DIACQUA, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 16, NO_ACR
508023204114412, DIACQUA, DIACQUA, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 10 , NO_ACR
508023201115418, DIACQUA, DIACQUA, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 30, NO_ACR
508023205110410, DIACQUA, DIACQUA, NOT FOUND, 50 MG COM CT BL AL PLAS INC X 10 , NO_ACR
508023202111416, DIACQUA, DIACQUA, NOT FOUND, 50 MG COM CT BL AL PLAS INC X 30, NO_ACR
523701202115417, DIMINUT, DIMINUT, NOT FOUND, 0.075 MG + 0.02 MG COM REV CT BL AL PLAS INC 21 CALEND, NO_ACR
523701201119419, DIMINUT, DIMINUT, NOT FOUND, 0.075 MG + 0.02 MG COM REV CT 3 BL AL PLAS INC X 21 CALEND, NO_ACR
505512070020303, DANTALIN, DANTALIN, NOT FOUND, 100 MG COM CT BL AL PLAS TRANS X 100 (EMB HOSP), NO_ACR
505503301119416, DANTALIN, DANTALIN, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 25, NO_ACR
505512070020203, DANTALIN, DANTALIN, NOT FOUND, 100 MG COM CT BL AL PLAS TRANS X 30, NO_ACR
505512070020403, DANTALIN, DANTALIN, NOT FOUND, 100 MG COM CT BL AL PLAS TRANS X 500 (EMB HOSP), NO_ACR
514506802177315, DUROGESIC D-TRANS, DUROGESIC D TRANS, NOT FOUND, 12.6 MG ADES TRANSD MATRICIAL CT ENV X 5, NO_ACR
514506803173313, DUROGESIC D-TRANS, DUROGESIC D TRANS, NOT FOUND, 16.8 MG ADES TRANSD MATRICIAL CT ENV X 5, NO_ACR
514506801170317, DUROGESIC D-TRANS, DUROGESIC D TRANS, NOT FOUND, 2.1 MG ADES TRANSD MATRICIAL CT ENV X 5, NO_ACR
514506804171314, DUROGESIC D-TRANS, DUROGESIC D TRANS, NOT FOUND, 4.2 MG ADES TRANSD MATRICIAL CT ENV X 5, NO_ACR
514506805176311, DUROGESIC D-TRANS, DUROGESIC D TRANS, NOT FOUND, 8.4 MG ADES TRANSD MATRICIAL CT ENV X 5, NO_ACR
508013080098703, DUOMO HP, DUOMO HP, NOT FOUND, 2 MG COMP + 5 MG COMP REV CAP GEL DURA CT BL AL/PLAS INC X 20, NO_ACR
508013050096805, DUOMO HP, DUOMO HP, NOT FOUND, 2 MG COMP + 5 MG COMP REV CAP GEL DURA CT BL AL/PLAS INC X 30, NO_ACR
504102301160311, DRENISON, DRENISON, NOT FOUND, 0.125 MG/G POM DERM CT BG AL X 30 G, NO_ACR
504102302167318, DRENISON, DRENISON, NOT FOUND, 0.125 MG/G CREM DERM CT BG AL X 30 G, NO_ACR
504111001131313, DRENISON, DRENISON, NOT FOUND, 0.5 MG/ML LOC CT FR PLAS OPC GOT X 30 ML, NO_ACR
504102401173316, DRENISON, DRENISON, NOT FOUND, 4 MCG CM2 CUR CT RL 200 CM X 7.5, NO_ACR
504102704176419, DRENISON, DRENISON, NOT FOUND, 4 MCG CM2 CUR CT RL 60 CM X 7.5, NO_ACR
504102303163316, DRENISON N, DRENISON N, NOT FOUND, N - CREM DERM CT BG AL X 30 G, NO_ACR
504102201166316, DRENISON N, DRENISON N, NOT FOUND, 0.125 MG + 3.5 MG/G POM DERM CT BG AL X 30 G, NO_ACR
505202801163417, DERMOXIN, DERMOXIN, NOT FOUND, TB 10 G, NO_ACR
512000401116410, DALMADORM, DALMADORM, NOT FOUND, 30 MG COM REV CT BL AL PVC X 30, NO_ACR
522242601173313, DALACIN T, DALACIN T, NOT FOUND, 10 MG/ML SOL TOP CT FR PLAS OPC X 30 ML + APLIC, NO_ACR
522234804176413, DALACIN T, DALACIN T, NOT FOUND, 10 MG/ML SOL TOP CT FR VD INC X 30 ML + APLIC, NO_ACR
522234802157411, DALACIN C, DALACIN C, NOT FOUND, 150 MG/ML SOL INJ CT AMP VD INC X 2 ML, NO_ACR
522234801118412, DALACIN C, DALACIN C, NOT FOUND, 300 MG CAP GEL DURA CT BL AL PLAS INC X 16, NO_ACR
519513120023004, DAFLUBYN, DAFLUBYN, NOT FOUND, 50 MG PO LIOF SOL INJ IV CT FA VD TRANS , NO_ACR
519513120023104, DAFLUBYN, DAFLUBYN, NOT FOUND, 50 MG PO LIOF SOL INJ IV CT 5 FA VD TRANS, NO_ACR
519513120023204, DAFLUBYN, DAFLUBYN, NOT FOUND, 50 MG PO LIOF SOL INJ IV CT 20 FA VD TRANS, NO_ACR
511800501151418, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 2MG 1ML CX. C/50 AMPS., NO_ACR
519030102157417, DEXANIL, DEXANIL, NOT FOUND, 2 MG/ML SOL INJ CT 2 AMP VD INC X 1 ML, NO_ACR
519030103153415, DEXANIL, DEXANIL, NOT FOUND, 2 MG/ML SOL INJ CT 50 AMP VD INC X 1 ML (EMB HOSP), NO_ACR
500514020054803, DECADRON INJETÁVEL, DECADRON INJETAVEL, NOT FOUND, 2MG/ML SOL INJ CT 100 AMP VD TRANS X 1 ML (EMB HOSP), NO_ACR
500514020054903, DECADRON INJETÁVEL, DECADRON INJETAVEL, NOT FOUND, 4MG/ML SOL INJ CT 100 FA VD TRANS  X 2.5 ML  (EMB HOSP), NO_ACR
511800502156413, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 4MG 2.5ML CX. C/50 AMPS., NO_ACR
519030101150419, DEXANIL, DEXANIL, NOT FOUND, 4.0 MG/ML SOL INJ CT FR AMP VD INC X 2.5 ML, NO_ACR
519030104151416, DEXANIL, DEXANIL, NOT FOUND, 4.0 MG/ML SOL INJ CT 50 FR AMP VD INC 2.5 ML (EMB HOSP), NO_ACR
520708701171410, DEXAVISON, DEXAVISON, NOT FOUND, 1 MG/ML + 3.5 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML, NO_ACR
500508801178415, DECADRON COLÍRIO, DECADRON COLIRIO, NOT FOUND, 1.33 MG/ML + 6.25 MG/ML SOL OCUL CT FR PLAS OPC GOT X 5 ML, NO_ACR
521902603161411, DERMOTIL, DERMOTIL, NOT FOUND, 1.0 MG/G CREM DERM CT BG AL X 10 G , NO_ACR
521902602165411, DERMOTIL, DERMOTIL, NOT FOUND, 1 MG/ G POM DERM CT BG AL X 20 G, NO_ACR
521902604168418, DERMOTIL, DERMOTIL, NOT FOUND, 1.0 MG/G CREM DERM CT BG AL X 20 G , NO_ACR
521913100019105, DERMOTIL FUSID, DERMOTIL FUSID, NOT FOUND, 1 MG/G + 20 MG/G CREM DERM CT BG AL X 10 G, NO_ACR
534101104150414, DIRETIF TM, DIRETIF TM, NOT FOUND, 10 MG/ML SOL INJ CT 50 AMP VD INC X 2 ML, NO_ACR
510400601116419, DIUREMIDA, DIUREMIDA, NOT FOUND, 40 MG COM CT BL AL PLAS AMB X 20, NO_ACR
526212060008303, DIURIT, DIURIT, NOT FOUND, 40 MG COM CT BL AL PLAS LAR X 20 , NO_ACR
510400602112417, DIUREMIDA, DIUREMIDA, NOT FOUND, 40 MG COM CT BL AL PLAS AMB X 500 (EMB HOSP) , NO_ACR
526213120008903, DIURIT, DIURIT, NOT FOUND, 40 MG COM CT BL AL PLAS LAR X 500 (EMB HOSP) , NO_ACR
502803801112316, DIMETROSE, DIMETROSE, NOT FOUND, 2.5 MG CAP GEL CT BL AL PLAS OPC X 8, NO_ACR
502803401114311, DAONIL, DAONIL, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 30, NO_ACR
531300601117316, DIAMICRON MR, DIAMICRON MR, NOT FOUND, 30 MG COM CT BL AL PLAS INC X 15, NO_ACR
531300602113314, DIAMICRON MR, DIAMICRON MR, NOT FOUND, 30 MG COM CX BL AL PLAS INC X 30, NO_ACR
531300603111315, DIAMICRON MR, DIAMICRON MR, NOT FOUND, 30 MG COM CX BL AL PLAS INC X 60, NO_ACR
531300604116310, DIAMICRON MR, DIAMICRON MR, NOT FOUND, 60 MG COM LIB PROL CX CT BL AL PLAS INC X 15, NO_ACR
531300605112319, DIAMICRON MR, DIAMICRON MR, NOT FOUND, 60 MG COM LIB PROL CX CT BL AL PLAS INC X 30, NO_ACR
531300504111317, DIAMICRON MR, DIAMICRON MR, NOT FOUND, 60 MG COM LIB PROL CX CT BL AL PLAS INC X 60, NO_ACR
528528403178420, DUXIDINA, DUXIDINA, NOT FOUND, 10 MG/ML SOL TOP CT FR PLAS OPC X 100 ML, NO_ACR
528528406177425, DUXIDINA, DUXIDINA, NOT FOUND, 10 MG/ML SOL TOP CT FR VD AMB X 100 ML, NO_ACR
528528409176421, DUXIDINA, DUXIDINA, NOT FOUND, 10 MG/ML SOL TOP CX 100 FR VD AMB X 100 ML (EMB HOSP), NO_ACR
528528404174429, DUXIDINA, DUXIDINA, NOT FOUND, 10 MG/ML SOL TOP CT FR PLAS OPC X 30 ML, NO_ACR
528528407173423, DUXIDINA, DUXIDINA, NOT FOUND, 10 MG/ML SOL TOP CX 100 FR PLAS OPC X 30ML (EMB HOSP), NO_ACR
528528410174427, DUXIDINA, DUXIDINA, NOT FOUND, 10 MG/ML SOL TOP CX 100 FR VD AMB X 30 ML (EMB HOSP), NO_ACR
528528411170417, DUXIDINA, DUXIDINA, NOT FOUND, 10 MG/ML SOL TOP CT FR VD AMB X 30 ML, NO_ACR
528528401175424, DUXIDINA, DUXIDINA, NOT FOUND, 10 MG/ML SOL TOP CX 100 FR PLAS OPC SPR X 45 ML (EMB HOSP), NO_ACR
528528402171422, DUXIDINA, DUXIDINA, NOT FOUND, 10 MG/ML SOL TOP CT FR PLAS OPC SPR X 45 ML, NO_ACR
528528405170427, DUXIDINA, DUXIDINA, NOT FOUND, 10 MG/ML SOL TOP CT FR VD AMB SPRAY X 45 ML, NO_ACR
528528408171424, DUXIDINA, DUXIDINA, NOT FOUND, 10 MG/ML SOL TOP CX 100 FR VD AMB SPRAY X 45 ML (EMB HOSP), NO_ACR
526114070093803, DIABEMED, DIABEMED, NOT FOUND, 1 MG COM CT BL AL PLAS OPC X 30, NO_ACR
526114070093903, DIABEMED, DIABEMED, NOT FOUND, 2 MG COM CT BL AL PLAS OPC X 30, NO_ACR
526114070094003, DIABEMED, DIABEMED, NOT FOUND, 4 MG COM CT BL AL PLAS OPC X 30, NO_ACR
540500102113414, DIAMELLITIS, DIAMELLITIS, NOT FOUND, 1 MG COM CT BL AL PLAS INC X 30, NO_ACR
526133701110417, DIABEMED, DIABEMED, NOT FOUND, 1 MG COM CT BL AL PLAS OPC X 60, NO_ACR
540500103111415, DIAMELLITIS, DIAMELLITIS, NOT FOUND, 2 MG COM CT BL AL PLAS INC X 30, NO_ACR
540500104116410, DIAMELLITIS, DIAMELLITIS, NOT FOUND, 2 MG COM CT BL AL PLAS INC X 480 (EMB HOSP), NO_ACR
526133702117415, DIABEMED, DIABEMED, NOT FOUND, 2 MG COM CT BL AL PLAS OPC X 60, NO_ACR
540500101117416, DIAMELLITIS, DIAMELLITIS, NOT FOUND, 4 MG COM CT BL AL PLAS INC X 30, NO_ACR
526133703113413, DIABEMED, DIABEMED, NOT FOUND, 4 MG COM CT BL AL PLAS OPC X 60, NO_ACR
522710101131313, DIMETAPP EXPECTORANTE, DIMETAPP EXPECTORANTE, NOT FOUND, 20MG/ML XPE CT FR PLAS OPC X 120 ML, NO_ACR
500401201130418, DETOSS, DETOSS, NOT FOUND, (5.0 + 2.5 + 0.1) MG/ML XPE CT FR VD AMB X 120 ML(PEDIATRICO) , NO_ACR
500401202137416, DETOSS, DETOSS, NOT FOUND, (6.667 + 3.333 + 0.12) MG/ML XPE CT FR VD AMB X 120ML, NO_ACR
522714010033004, DUOQUEL, DUOQUEL, NOT FOUND, 100 MG COM REV CT BL AL PVDC OPC X 10, NO_ACR
522714010034804, DUOQUEL, DUOQUEL, NOT FOUND, 100 MG COM REV CT BL AL PVC OPC X 10, NO_ACR
522714010032504, DUOQUEL, DUOQUEL, NOT FOUND, 100 MG COM REV CT BL AL PVC OPC X 14, NO_ACR
522714010034704, DUOQUEL, DUOQUEL, NOT FOUND, 100 MG COM REV CT BL AL PVDC OPC X 14, NO_ACR
522714010032604, DUOQUEL, DUOQUEL, NOT FOUND, 100 MG COM REV CT BL AL PVC OPC X 15, NO_ACR
522714010033104, DUOQUEL, DUOQUEL, NOT FOUND, 100 MG COM REV CT BL AL PVDC OPC X 15, NO_ACR
522714010032704, DUOQUEL, DUOQUEL, NOT FOUND, 100 MG COM REV CT BL AL PVC OPC X 20, NO_ACR
522714010033204, DUOQUEL, DUOQUEL, NOT FOUND, 100 MG COM REV CT BL AL PVDC OPC X 20, NO_ACR
522714010032804, DUOQUEL, DUOQUEL, NOT FOUND, 100 MG COM REV CT BL AL PVC OPC X 28, NO_ACR
522714010033304, DUOQUEL, DUOQUEL, NOT FOUND, 100 MG COM REV CT BL AL PVDC OPC X 28, NO_ACR
522714010032904, DUOQUEL, DUOQUEL, NOT FOUND, 100 MG COM REV CT BL AL PVC OPC X 30, NO_ACR
522714010033404, DUOQUEL, DUOQUEL, NOT FOUND, 100 MG COM REV CT BL AL PVDC OPC X 30, NO_ACR
522714010031304, DUOQUEL, DUOQUEL, NOT FOUND, 200 MG COM REV CT BL AL PVC OPC X 10, NO_ACR
522714010031904, DUOQUEL, DUOQUEL, NOT FOUND, 200 MG COM REV CT BL AL PVDC OPC X 10, NO_ACR
522714010031504, DUOQUEL, DUOQUEL, NOT FOUND, 200 MG COM REV CT BL AL PVC OPC X 14, NO_ACR
522714010032004, DUOQUEL, DUOQUEL, NOT FOUND, 200 MG COM REV CT BL AL PVDC OPC X 14, NO_ACR
522714010031604, DUOQUEL, DUOQUEL, NOT FOUND, 200 MG COM REV CT BL AL PVC OPC X 15, NO_ACR
522714010032104, DUOQUEL, DUOQUEL, NOT FOUND, 200 MG COM REV CT BL AL PVDC OPC X 15, NO_ACR
522714010031704, DUOQUEL, DUOQUEL, NOT FOUND, 200 MG COM REV CT BL AL PVC OPC X 20, NO_ACR
522714010032204, DUOQUEL, DUOQUEL, NOT FOUND, 200 MG COM REV CT BL AL PVDC OPC X 20, NO_ACR
522714010031804, DUOQUEL, DUOQUEL, NOT FOUND, 200 MG COM REV CT BL AL PVC OPC X 28, NO_ACR
522714010032404, DUOQUEL, DUOQUEL, NOT FOUND, 200 MG COM REV CT BL AL PVDC OPC X 28, NO_ACR
522714010031404, DUOQUEL, DUOQUEL, NOT FOUND, 200 MG COM REV CT BL AL PVC OPC X 30 , NO_ACR
522714010032304, DUOQUEL, DUOQUEL, NOT FOUND, 200 MG COM REV CT BL AL PVDC OPC X 30, NO_ACR
522714010033504, DUOQUEL, DUOQUEL, NOT FOUND, 25 MG COM REV CT BL AL PVDC OPC X 10, NO_ACR
522714010034104, DUOQUEL, DUOQUEL, NOT FOUND, 25 MG COM REV CT BL AL PVDC OPC X 10, NO_ACR
522714010033604, DUOQUEL, DUOQUEL, NOT FOUND, 25 MG COM REV CT BL AL PVDC OPC X 14, NO_ACR
522714010034204, DUOQUEL, DUOQUEL, NOT FOUND, 25 MG COM REV CT BL AL PVDC OPC X 14, NO_ACR
522714010033704, DUOQUEL, DUOQUEL, NOT FOUND, 25 MG COM REV CT BL AL PVDC OPC X 15, NO_ACR
522714010034304, DUOQUEL, DUOQUEL, NOT FOUND, 25 MG COM REV CT BL AL PVDC OPC X 15, NO_ACR
522714010033804, DUOQUEL, DUOQUEL, NOT FOUND, 25 MG COM REV CT BL AL PVDC OPC X 20, NO_ACR
522714010034404, DUOQUEL, DUOQUEL, NOT FOUND, 25 MG COM REV CT BL AL PVDC OPC X 20, NO_ACR
522714010033904, DUOQUEL, DUOQUEL, NOT FOUND, 25 MG COM REV CT BL AL PVDC OPC X 28, NO_ACR
522714010034504, DUOQUEL, DUOQUEL, NOT FOUND, 25 MG COM REV CT BL AL PVDC OPC X 28, NO_ACR
522714010034004, DUOQUEL, DUOQUEL, NOT FOUND, 25 MG COM REV CT BL AL PVDC OPC X 30, NO_ACR
522714010034604, DUOQUEL, DUOQUEL, NOT FOUND, 25 MG COM REV CT BL AL PVDC OPC X 30, NO_ACR
501802701159414, DISOTRON, DISOTRON, NOT FOUND, 5.000 UI/ML SOL INJ CX C/ 25 FA X 5 ML, NO_ACR
520709601111414, DIURIX, DIURIX, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 20, NO_ACR
505503801111414, DIUREZIN, DIUREZIN, NOT FOUND, 25 MG COM CT ENV KRAFT POLIET X 20, NO_ACR
530202101111410, DIURETIC, DIURETIC, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 20, NO_ACR
520709605117417, DIURIX, DIURIX, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 30, NO_ACR
505512060019803, DIUREZIN, DIUREZIN, NOT FOUND, 25 MG COM CT ENV PAP PLAS X 30, NO_ACR
530212060016803, DIURETIC, DIURETIC, NOT FOUND, 25 MG COM CT BL AL PLAS TRANS X 30, NO_ACR
520709603114410, DIURIX, DIURIX, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 300 ( EMB HOSP) , NO_ACR
505512060019903, DIUREZIN, DIUREZIN, NOT FOUND, 25 MG COM CT ENV PAP PLAS X 500 (EMB HOSP), NO_ACR
530202104110415, DIURETIC, DIURETIC, NOT FOUND, 25 MG COM CX BL AL PLAS INC X 500, NO_ACR
520709602118412, DIURIX, DIURIX, NOT FOUND, 50 MG COM CT BL AL PLAS INC X 20, NO_ACR
533502901118415, DIURECLOR, DIURECLOR, NOT FOUND, 50 MG COM CT BL AL PLAS INC X 20, NO_ACR
505503802118412, DIUREZIN, DIUREZIN, NOT FOUND, 50 MG COMP CX CT 2 ENV KRAFT X 10, NO_ACR
530202102118419, DIURETIC, DIURETIC, NOT FOUND, 50 MG COM CT BL AL PLAS INC X 20, NO_ACR
520709606113415, DIURIX, DIURIX, NOT FOUND, 50 MG COM CT BL AL PLAS INC X 30, NO_ACR
505512060020003, DIUREZIN, DIUREZIN, NOT FOUND, 50 MG COM CT ENV PAP PLAS X 30, NO_ACR
522236101113414, DRENOL, DRENOL, NOT FOUND, 50 MG COM CT BL AL PLAS INC X 30, NO_ACR
520709604110419, DIURIX, DIURIX, NOT FOUND, 50 MG COM CT BL AL PLAS INC X 300 ( EMB HOSP), NO_ACR
505512060020103, DIUREZIN, DIUREZIN, NOT FOUND, 50 MG COM CT ENV PAP PLAS X 500 (EMB HOSP), NO_ACR
530202103114417, DIURETIC, DIURETIC, NOT FOUND, 50 MG COM CX BL AL PLAS INC X 500, NO_ACR
505504101113412, DIUREZIN - E, DIUREZIN E, NOT FOUND, 25 MG COM CX C/ 42, NO_ACR
526505102116310, DIOVAN HCT, DIOVAN HCT, NOT FOUND, 160 MG + 12.5 MG COM REV CT BL AL / AL X 28, NO_ACR
505613070037704, DOPCOR HCT, DOPCOR HCT, NOT FOUND, 80 + 12.5 MG COM REV CT BL AL/AL X 10 , NO_ACR
505613070038104, DOPCOR HCT, DOPCOR HCT, NOT FOUND, 160 + 12.5 MG COM REV CT BL AL/AL X 10 , NO_ACR
505613070038904, DOPCOR HCT, DOPCOR HCT, NOT FOUND, 320 + 12.5 MG COM REV CT BL AL/AL X 10, NO_ACR
505613070037804, DOPCOR HCT, DOPCOR HCT, NOT FOUND, 80 + 12.5 MG COM REV CT BL AL/AL X 14, NO_ACR
505613070038204, DOPCOR HCT, DOPCOR HCT, NOT FOUND, 160 + 12.5 MG COM REV CT BL AL/AL X 14, NO_ACR
505613070039004, DOPCOR HCT, DOPCOR HCT, NOT FOUND, 320 + 12.5 MG COM REV CT BL AL/AL X 14, NO_ACR
526505105115315, DIOVAN HCT, DIOVAN HCT, NOT FOUND, 80 MG + 12.5 MG COM REV CT BL AL/AL X 14, NO_ACR
526505109110318, DIOVAN HCT, DIOVAN HCT, NOT FOUND, 320 MG + 12.5 MG COM REV CT BL AL/AL X 14  , NO_ACR
505613070037904, DOPCOR HCT, DOPCOR HCT, NOT FOUND, 80 + 12.5 MG COM REV CT BL AL/AL X 28, NO_ACR
505613070038304, DOPCOR HCT, DOPCOR HCT, NOT FOUND, 160 + 12.5 MG COM REV CT BL AL/AL X 28, NO_ACR
505613070039204, DOPCOR HCT, DOPCOR HCT, NOT FOUND, 320 + 12.5 MG COM REV CT BL AL/AL X 28, NO_ACR
526505101111315, DIOVAN HCT, DIOVAN HCT, NOT FOUND, 160 MG + 12.5 MG COM REV CT BL AL / AL X 14, NO_ACR
526505106111313, DIOVAN HCT, DIOVAN HCT, NOT FOUND, 80 MG + 12.5 MG COM REV CT BL AL/AL X 28, NO_ACR
526505107118311, DIOVAN HCT, DIOVAN HCT, NOT FOUND, 320 MG + 12.5 MG COM REV CT BL AL/AL X 28  , NO_ACR
505613070038004, DOPCOR HCT, DOPCOR HCT, NOT FOUND, 80 + 12.5 MG COM REV CT BL AL/AL X 30, NO_ACR
505613070038404, DOPCOR HCT, DOPCOR HCT, NOT FOUND, 160 + 12.5 MG COM REV CT BL AL/AL X 30, NO_ACR
505613070039304, DOPCOR HCT, DOPCOR HCT, NOT FOUND, 320 + 12.5 MG COM REV CT BL AL/AL X 30, NO_ACR
505613070038504, DOPCOR HCT, DOPCOR HCT, NOT FOUND, 160 + 25 MG COM REV CT BL AL/AL X 10 , NO_ACR
505613070039404, DOPCOR HCT, DOPCOR HCT, NOT FOUND, 320 + 25 MG COM REV CT BL AL/AL X 10, NO_ACR
505613070038604, DOPCOR HCT, DOPCOR HCT, NOT FOUND, 160 + 25 MG COM REV CT BL AL/AL X 14, NO_ACR
505613070039504, DOPCOR HCT, DOPCOR HCT, NOT FOUND, 320 + 25 MG COM REV CT BL AL/AL X 14, NO_ACR
505613070038704, DOPCOR HCT, DOPCOR HCT, NOT FOUND, 160 + 25 MG COM REV CT BL AL/AL X 28, NO_ACR
505613070039604, DOPCOR HCT, DOPCOR HCT, NOT FOUND, 320 + 25 MG COM REV CT BL AL/AL X 28, NO_ACR
526505103112319, DIOVAN HCT, DIOVAN HCT, NOT FOUND, 160 MG + 25 MG COM REV CT BL AL/AL X 28, NO_ACR
526505108114311, DIOVAN HCT, DIOVAN HCT, NOT FOUND, 320 MG + 25 MG COM REV CT BL AL/AL X 28  , NO_ACR
505613070038804, DOPCOR HCT, DOPCOR HCT, NOT FOUND, 160 + 25 MG COM REV CT BL AL/AL X 30, NO_ACR
