531613701110411; AGLUCOSE; AGLUCOSE; NOT FOUND; 100 MG COM CT 3 BL AL PVDC LEIT X 10; NO_ACR
510914050004604; ALPHANATE; ALPHANATE; NOT FOUND; 1000 UI PO LIOF INJ CX FA VD INC + SER DIL X 10 ML + EQUIPO INFUS ; NO_ACR
510914050004704; ALPHANATE; ALPHANATE; NOT FOUND; 1500 UI PO LIOF INJ CX FA VD INC + SER DIL X 10 ML + EQUIPO INFUS ; NO_ACR
510914050004404; ALPHANATE; ALPHANATE; NOT FOUND; 250 UI PO LIOF INJ CX FA VD INC + SER DIL X 5 ML + EQUIPO INFUS  ; NO_ACR
510914050004504; ALPHANATE; ALPHANATE; NOT FOUND; 500 UI PO LIOF INJ CX FA VD INC + SER DIL X 5 ML + EQUIPO INFUS ; NO_ACR
522100201132413; AURIS-SEDINA; AURIS SEDINA; NOT FOUND; 0.0186 G/ML + 0.0013 G/ML SOL OT CT FR PLAS OPC GOT X 10 ML; NO_ACR
510611301139217; AVAMYS; AVAMYS; NOT FOUND; 0.0275 MG/DOSE SPR NAS CT FR VD AMB X 120; NO_ACR
510611602155319; ARIXTRA; ARIXTRA; NOT FOUND; 5 MG SOL INJ CT 7 SER PREENCHIDA X 0.4 ML; NO_ACR
510611603151317; ARIXTRA; ARIXTRA; NOT FOUND; 5 MG SOL INJ CT 2 SER PREENCHIDA X 0.4 ML; NO_ACR
510611604158315; ARIXTRA; ARIXTRA; NOT FOUND; 5 MG SOL INJ CT 10 SER PREENCHIDA X 0.4 ML; NO_ACR
510611608153318; ARIXTRA; ARIXTRA; NOT FOUND; 7.5 MG SOL INJ CT 02 SER PREECH X 0.6 ML; NO_ACR
510611609151319; ARIXTRA; ARIXTRA; NOT FOUND; 10 MG SOL INJ CT 02 SER PREENCH X 0.8 ML; NO_ACR
510611601159310; ARIXTRA; ARIXTRA; NOT FOUND; 2.5 MG SOL INJ CT 2 SER PREENCHIDA X 0.5 ML; NO_ACR
510611605154313; ARIXTRA; ARIXTRA; NOT FOUND; 2.5 MG SOL INJ CT 7 SER PREENCHIDA X 0.5 ML; NO_ACR
510611606150311; ARIXTRA; ARIXTRA; NOT FOUND; 2.5 MG SOL INJ CT 10 SER PREENCHIDA X 0.5 ML; NO_ACR
510611607157311; ARIXTRA; ARIXTRA; NOT FOUND; 2.5 MG SOL INJ CT 20 SER PREENCHIDA X 0.5 ML; NO_ACR
505200901136415; ASMIFEN; ASMIFEN; NOT FOUND; 0.2 MG/ML XPE CT FR VD AMB X 100 ML; NO_ACR
505200902116418; ASMIFEN; ASMIFEN; NOT FOUND; 1.0 MG COM CT BL AL PLAS INC X 20; NO_ACR
507726101061115; ACETO.TRIA+SULF NEO+GRAM+NIST; ACETO TRIA SULF NEO GRAM NIST; NOT FOUND; CR BISN X 30G; NO_ACR
507726001065119; ACETO.TRIA+SULF NEO+GRAM+NIST; ACETO TRIA SULF NEO GRAM NIST; NOT FOUND; POM BISN X 30G; NO_ACR
510600101133317; AEROFLUX; AEROFLUX; NOT FOUND; 2MG/5ML + 100MG/5ML SOL OR CT FR VD AMB X 120 ML; NO_ACR
542614030001404; ASEA HCT; ASEA HCT; NOT FOUND; 20 MG + 12.5 MG COM REV CT BL AL/AL X 30; NO_ACR
542614030001504; ASEA HCT; ASEA HCT; NOT FOUND; 40 MG + 12.5 MG COM REV CT BL AL/AL X 30; NO_ACR
542614030001604; ASEA HCT; ASEA HCT; NOT FOUND; 40 MG + 25 MG COM REV CT BL AL/AL X 30; NO_ACR
501802401155413; ARISCORTEN; ARISCORTEN; NOT FOUND; 100 MG PO LIOF INJ CX 50 FA VD INC + AMP DIL X 2 ML; NO_ACR
501802403158411; ARISCORTEN; ARISCORTEN; NOT FOUND; 100 MG PO LIOF INJ CX 100 FA VD INC; NO_ACR
501802404154418; ARISCORTEN; ARISCORTEN; NOT FOUND; 100 MG PO LIOF INJ CX 50 FA VD INC; NO_ACR
501802402151411; ARISCORTEN; ARISCORTEN; NOT FOUND; 500 MG PO LIOF INJ CX 50 FA VD INC + AMP DIL X 4 ML; NO_ACR
501802405150416; ARISCORTEN; ARISCORTEN; NOT FOUND; 500 MG PO LIOF INJ CX 100 FA VD INC; NO_ACR
501802406157414; ARISCORTEN; ARISCORTEN; NOT FOUND; 500 MG PO LIOF INJ CX 50 FA VD INC; NO_ACR
522714070040503; ADVIL; ADVIL; NOT FOUND; 400 MG CAP GEL MOLE CT FR PLAS OPC X 16; NO_ACR
522708902114423; ADVIL; ADVIL; NOT FOUND; 200 MG COM REV CT BL AL PLAS INC X 100; NO_ACR
507700901115410; ALGIFLEX; ALGIFLEX; NOT FOUND; 200 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
522708903110421; ADVIL; ADVIL; NOT FOUND; 200 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
515107301113411; ALGI-REUMATRIL; ALGI REUMATRIL; NOT FOUND; 200 MG COM REV CT FR VD AMB X 20; NO_ACR
522714030039503; ADVIL; ADVIL; NOT FOUND; 400 MG CAP GEL MOLE CT BL AL PLAS TRANS X 10; NO_ACR
522712050025103; ADVIL; ADVIL; NOT FOUND; 400 MG CAP GEL MOLE CT BL AL PLAS TRANS X 16; NO_ACR
522712050025203; ADVIL; ADVIL; NOT FOUND; 400 MG CAP GEL MOLE CT BL AL PLAS TRANS X 20; NO_ACR
522708905113411; ADVIL; ADVIL; NOT FOUND; 400 MG CAP GEL MOLE CT BL AL PLAS TRANS X 36 (EMB MULT); NO_ACR
522708904117411; ADVIL; ADVIL; NOT FOUND; 400 MG CAP GEL MOLE CT BL AL PLAS TRANS X 8; NO_ACR
507300203135410; ATINAC; ATINAC; NOT FOUND; 1MG/ML XPE CT FR VD AMB X 100 ML; NO_ACR
507300202112417; ATINAC; ATINAC; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 12; NO_ACR
507300201116419; ATINAC; ATINAC; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 6; NO_ACR
507300105117418; ANGIOPRIL; ANGIOPRIL; NOT FOUND; 10 MG COM CT BL AL/AL X 30; NO_ACR
507300104110411; ANGIOPRIL; ANGIOPRIL; NOT FOUND; 20 MG COM CT BL AL/AL X 30; NO_ACR
507300106113416; ANGIOPRIL; ANGIOPRIL; NOT FOUND; 5 MG COM CT BL AL/AL X 30; NO_ACR
510600501115316; ALKERAN; ALKERAN; NOT FOUND; 2 MG COM REV CT FR VD AMB X 25; NO_ACR
510600502154315; ALKERAN; ALKERAN; NOT FOUND; 50 MG PO LIOF INJ CT FA VD INC + SOL DIL X 10 ML; NO_ACR
505609001119416; ALDOMET; ALDOMET; NOT FOUND; 250 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
505609002115317; ALDOMET; ALDOMET; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
505203101114411; ALFUZINA; ALFUZINA; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
532900401117413; ATENASE; ATENASE; NOT FOUND; 500 MG CO MAST CT ENV KRAFT E POLIETILENO X 4; NO_ACR
507301901111310; ARFLEX RETARD; ARFLEX RETARD; NOT FOUND; 200 MG CAP AP CT 2 BL AL PLAS INC X 6; NO_ACR
507301902118319; ARFLEX RETARD; ARFLEX RETARD; NOT FOUND; 200 MG CAP AP CT BL AL PLAS INC X 6; NO_ACR
537613070001104; AZICERIO; AZICERIO; NOT FOUND; 10 MG/G + 4.00 MG/G CREM DERM PT PLAS X 100 G&NBSP;01; NO_ACR
537613070001004; AZICERIO; AZICERIO; NOT FOUND; 10 MG/G + 4.00 MG/G CREM DERM PT PLAS  X 150G; NO_ACR
537613070001204; AZICERIO; AZICERIO; NOT FOUND; 10 MG/G + 4.00 MG/G CREM DERM PT  PLAS X 400G ; NO_ACR
537613070000904; AZICERIO; AZICERIO; NOT FOUND; 10 MG/G + 4.00 MG/G CREM DERM CT BG PLAS X 50G ; NO_ACR
537613070001304; AZICERIO; AZICERIO; NOT FOUND; 10 MG/G + 4.00 MG/G CREM DERM PT PLAS X 500G ; NO_ACR
505607701164418; AMICOZOL; AMICOZOL; NOT FOUND; 20 MG/G CREM DERM CT BG AL REV X 28 G; NO_ACR
540912120009013; AMPLIUM G; AMPLIUM G; NOT FOUND; 20 MG/G + 30 MG/G CREM VAG CT BG AL X 80 G + 14 APLIC; NO_ACR
507603402150219; ALIMTA; ALIMTA; NOT FOUND; 100 MG PO LIOF INJ CT FA VD INC X 10 ML; NO_ACR
507603401154210; ALIMTA; ALIMTA; NOT FOUND; 500 MG PO LIOF INJ CT FA VD INC X 50 ML ; NO_ACR
539600401135313; AGAROL; AGAROL; NOT FOUND; 0.334 MG/ML + 282.25 MG/ML + 2.72 MG/ML EMU OR CT FR PLAS OPC X 240 ML (SABOR MORANGO); NO_ACR
535122901139412; AGALAX; AGALAX; NOT FOUND; EMUL OR CT FR PLAS OPC X 200 ML; NO_ACR
535122902135410; AGALAX; AGALAX; NOT FOUND; EMUL OR MORANGO CT FR PLAS OPC X 200 ML; NO_ACR
500102902153413; AUROTAZ-P; AUROTAZ P; NOT FOUND; 2G + 0.25G PO LIOF P/ SOL INJ  IV CT FA VD INC X 30ML; NO_ACR
500102901157415; AUROTAZ-P; AUROTAZ P; NOT FOUND; 4G + 0.5G PO LIOF P/ SOL INJ IV CT FA VD INC X 40ML; NO_ACR
528112050011903; ALERGCORTEM; ALERGCORTEM; NOT FOUND; 20 MG COM CT BL AL PLAS INC X 20; NO_ACR
528104002117411; ALERGCORTEM; ALERGCORTEM; NOT FOUND; 5 MG COM CT BL AL PLAS INC X 20; NO_ACR
510611202165211; ALTARGO; ALTARGO; NOT FOUND; 10 MG/G POM DERM CT TB AL X 10 G ; NO_ACR
510611203161218; ALTARGO; ALTARGO; NOT FOUND; 10 MG/G POM DERM CT TB AL X 15 G ; NO_ACR
510611201169211; ALTARGO; ALTARGO; NOT FOUND; 10 MG/G POM DERM CT TB AL X 5 G ; NO_ACR
541312030004304; ARIFENICOL; ARIFENICOL; NOT FOUND; 1000 MG PO INJ CX 50 FA + DIL X 5 ML; NO_ACR
541312030004404; ARIFENICOL; ARIFENICOL; NOT FOUND; 1000 MG PO INJ CX  50 FA VD INC + 50 DIL AMP PLAS X 5 ML; NO_ACR
541312030008604; ARIFENICOL; ARIFENICOL; NOT FOUND; 1000 MG PO INJ CX  100 FA VD INC; NO_ACR
541312030009204; ARISCORTEN; ARISCORTEN; NOT FOUND; 100 MG PO INJ CX 50 FA VD INC  + AMP DIL X 2 ML; NO_ACR
541312030009404; ARISCORTEN; ARISCORTEN; NOT FOUND; 100 MG PO INJ CX 50 FA VD INC; NO_ACR
541312030009704; ARISCORTEN; ARISCORTEN; NOT FOUND; 100 MG PO INJ CX 100 FA VD INC; NO_ACR
541312030009304; ARISCORTEN; ARISCORTEN; NOT FOUND; 500 MG PO INJ CX 50 FA VD INC + AMP DIL X 4 ML; NO_ACR
541312030009504; ARISCORTEN; ARISCORTEN; NOT FOUND; 500 MG PO INJ CX 50 FA VD INC; NO_ACR
541312030009604; ARISCORTEN; ARISCORTEN; NOT FOUND; 500 MG PO INJ CX 100 FA VD INC; NO_ACR
505608002162414; AG DERM; AG DERM; NOT FOUND; 10 MG/G CREM DERM CT BG AL REV X 100 G; NO_ACR
537613070000804; AZIPRATA; AZIPRATA; NOT FOUND; 10.00 MG/G CR DERM PT PLAS X 400 G ; NO_ACR
505608001166416; AG DERM; AG DERM; NOT FOUND; 10 MG/G CREM DERM CT 50 BG AL REV X 50 G (EMB HOSP); NO_ACR
505608004165410; AG DERM; AG DERM; NOT FOUND; 10 MG/G CREM DERM CT BG AL REV X 50 G; NO_ACR
537613070000704; AZIPRATA; AZIPRATA; NOT FOUND; 10.00 MG/G CR DERM BG PLAS X 50G ; NO_ACR
541312030009004; AMICILON; AMICILON; NOT FOUND; 125 MG/ML SOL INJ CX 50 AMP VD INC X 2 ML; NO_ACR
541312030008804; AMICILON; AMICILON; NOT FOUND; 250 MG/ML SOL INJ CT  AMP VD INC X 2 ML; NO_ACR
541312030008904; AMICILON; AMICILON; NOT FOUND; 250 MG/ML SOL INJ CX 50 AMP VD INC X 2 ML; NO_ACR
541312030008704; AMICILON; AMICILON; NOT FOUND; 50 MG/ML SOL INJ CX 50 AMP VD INC X 2 ML; NO_ACR
541312030004904; ATROPION; ATROPION; NOT FOUND; 0.25 MG/ML SOL INJ CX 100 AMP VD AMB X 1 ML; NO_ACR
541312030005004; ATROPION; ATROPION; NOT FOUND; 0.5 MG/ML SOL INJ CX 100 AMP VD AMB X 1 ML; NO_ACR
531622301138415; ARTOGLICO; ARTOGLICO; NOT FOUND; 1.5 G PO OR CT 30 SACHE X 3.95 G ; NO_ACR
528112060013203; AEROFRIN; AEROFRIN; NOT FOUND; 0.4 MG/ML XPE CT FR PLAS AMB X 120 ML; NO_ACR
510600207136311; AEROLIN; AEROLIN; NOT FOUND; 0.4MG/ML XPE CT FR VD AMB X 120 ML; NO_ACR
510600203157312; AEROLIN; AEROLIN; NOT FOUND; 0.5 MG/ML SOL INJ CT 5 AMP VD INC X 1 ML; NO_ACR
510612002178316; AEROLIN NEBULES; AEROLIN NEBULES; NOT FOUND; 1 MG/ML SOL P/NEBUL CT 10 AMP PLAS TRANS X 2.5 ML + ENV; NO_ACR
510612003174314; AEROLIN NEBULES; AEROLIN NEBULES; NOT FOUND; 1.0 MG/ML SOL P/NEBUL CT 20 AMP PLAS TRANS X 2.5 ML + ENV; NO_ACR
510600206172312; AEROLIN; AEROLIN; NOT FOUND; 100 MCG AER CT LATA AL 200 DOSES C/ APLICADOR; NO_ACR
510612601179311; AEROLIN SPRAY; AEROLIN SPRAY; NOT FOUND; 100 MCG AER CT LATA AL 200 DOSES C/ APLIC + ESPAC; NO_ACR
528100102176415; AEROFRIN; AEROFRIN; NOT FOUND; 100 MCG/JATO DOSE SOL PROP AER CT TB AL X 200 JATOS; NO_ACR
510600201111315; AEROLIN; AEROLIN; NOT FOUND; 2 MG COM CT BL AL/AL X 20; NO_ACR
510612001171318; AEROLIN NEBULES; AEROLIN NEBULES; NOT FOUND; 2 MG/ML SOL P/NEBUL CT 10 AMP PLAS TRANS X 2.5 ML + ENV; NO_ACR
510612004170312; AEROLIN NEBULES; AEROLIN NEBULES; NOT FOUND; 2 MG/ML SOL P/NEBUL CT 20 AMP PLAS TRANS X 2.5 ML + ENV; NO_ACR
510600202118313; AEROLIN; AEROLIN; NOT FOUND; 4 MG COM CT BL AL/AL X 20; NO_ACR
510600205176314; AEROLIN; AEROLIN; NOT FOUND; 5 MG/ML SOL P/NEBUL CT FR VD AMB X 10 ML; NO_ACR
532900104139412; ADRENYL; ADRENYL; NOT FOUND; 0.3 MG/ML XPE CT FR VD AMB X 100 ML; NO_ACR
528112060013503; ANEMIFER; ANEMIFER; NOT FOUND; 10 MG/ML XPE CT FR PLAS AMB X 100 ML; NO_ACR
528112060013403; ANEMIFER; ANEMIFER; NOT FOUND; 25 MG/ML SOL OR CT FR PLAS OPC X 30ML; NO_ACR
528112060013303; ANEMIFER; ANEMIFER; NOT FOUND; 60 MG DRG CT BL AL/PLAS INC X 50; NO_ACR
507604701119311; ADCIRCA; ADCIRCA; NOT FOUND; 20 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
507604702115311; ADCIRCA; ADCIRCA; NOT FOUND; 20 MG COM REV CT BL AL PLAS INC X 60; NO_ACR
542214120000405; ANDROGEL; ANDROGEL; NOT FOUND; 10 MG/G GEL TOP CT 30 ENV AL/PLAS X 2.5G; NO_ACR
542214120000505; ANDROGEL; ANDROGEL; NOT FOUND; 10 MG/G GEL TOP CT 30 ENV AL/PLAS X 5G; NO_ACR
507613060017902; AXERON; AXERON; NOT FOUND; 3 MG/1.5 ML SOL TOP CT FR PLASC 110 ML + APLIC; NO_ACR
540901902110413; AMPLIUM; AMPLIUM; NOT FOUND; 500 MG COM REV CT BL AL PLAS TRANS X 4; NO_ACR
540901901114415; AMPLIUM; AMPLIUM; NOT FOUND; 500 MG COM REV CT BL AL PLAS TRANS X 8; NO_ACR
505600501151412; ANENTAL; ANENTAL; NOT FOUND; 1 G PO EXT INJ CT 25 FA VD INC; NO_ACR
505600503154419; ANENTAL; ANENTAL; NOT FOUND; 500 MG PO EXT INJ CT 25 FA VD INC; NO_ACR
505609401151317; AGRASTAT; AGRASTAT; NOT FOUND; 0.25MG/ML SOL INJ CT FA VD INC X 50ML; NO_ACR
538002309113417; ARASID; ARASID; NOT FOUND; 100 MG COM REV CT BL AL/AL X 10; NO_ACR
538002310111414; ARASID; ARASID; NOT FOUND; 100 MG COM REV CT BL AL/AL X 20; NO_ACR
538002311118412; ARASID; ARASID; NOT FOUND; 100 MG COM REV CT BL AL/AL X 30; NO_ACR
538002312114410; ARASID; ARASID; NOT FOUND; 100 MG COM REV CT BL AL/AL X 60; NO_ACR
538002302119411; ARASID; ARASID; NOT FOUND; 25 MG COM REV CT BL AL/AL X 10; NO_ACR
538002303115418; ARASID; ARASID; NOT FOUND; 25 MG COM REV CT BL AL/AL X 20; NO_ACR
538002304111416; ARASID; ARASID; NOT FOUND; 25 MG COM REV CT BL AL/AL X 30; NO_ACR
538002305118414; ARASID; ARASID; NOT FOUND; 25 MG COM REV CT BL AL/AL X 60; NO_ACR
538002306114412; ARASID; ARASID; NOT FOUND; 50 MG COM REV CT BL AL/AL X 10; NO_ACR
538002307110410; ARASID; ARASID; NOT FOUND; 50 MG COM REV CT BL AL/AL X 20; NO_ACR
538002308117419; ARASID; ARASID; NOT FOUND; 50 MG COM REV CT BL AL/AL X 30; NO_ACR
538002301112411; ARASID; ARASID; NOT FOUND; 50 MG COM REV CT BL AL/AL X 60; NO_ACR
531612030066503; ANTIGLAU; ANTIGLAU; NOT FOUND; 0.04 MG/ML SOL OFT CT FR PLAS OPC GOT X 2.5 ML ; NO_ACR
507727701168113; ACETONIDA DE TRIANCINOLONA; ACETONIDA TRIANCINOLONA; NOT FOUND; 1 MG/G POM BUCAL CT BG AL X 10 G ; NO_ACR
527300101116319; ANDROXON; ANDROXON; NOT FOUND; 40 MG CAP GEL MOLE CT 01 FR PLAS OPC X 30; NO_ACR
527300102112317; ANDROXON; ANDROXON; NOT FOUND; 40 MG CAP GELAT MOLE CT SACHET AL BL X 30; NO_ACR
507743101161111; ÁCIDO FUSÍDICO+VALERATO DE BETAMETASONA; ACIDO FUSIDICO VALERATO BETAMETASONA; NOT FOUND; 20 MG/G + 1 MG/G CREM DERM CT BG AL X 15 G; NO_ACR
542614020000304; AVAL; AVAL; NOT FOUND; 160 MG COM REV CT BL AL PLAS AL AL X 30; NO_ACR
542614020000404; AVAL; AVAL; NOT FOUND; 160 MG COM REV CT BL AL PLAS AL AL X 60; NO_ACR
542614020000504; AVAL; AVAL; NOT FOUND; 160 MG COM REV CT BL AL PLAS AL AL X 90; NO_ACR
542614020000604; AVAL; AVAL; NOT FOUND; 320 MG COM REV CT BL AL PLAS AL AL X 30; NO_ACR
542614020000204; AVAL; AVAL; NOT FOUND; 80 MG COM REV CT BL AL PLAS AL AL X 30; NO_ACR
507700104118114; ÁCIDO ACETILSALICÍLICO; ACIDO ACETILSALICILICO; ACIDO ACETILSALICILICO; 100 MG COM CT BL AL PLAS OPC X 100 (EMB HOSP); NO_ACR
532300103115414; ACETILDOR; ACETILDOR; NOT FOUND; 100 MG COM CT ENV PAP X 1000 (EMB HOSP); NO_ACR
532312100006003; ACETILDOR; ACETILDOR; NOT FOUND; 100 MG COM CT ENV PLAS X 1000; NO_ACR
532313080006903; ACETILDOR; ACETILDOR; NOT FOUND; 100 MG COM CX ENV PLAS X 1000(EMB HOSP); NO_ACR
538100303111110; ÁCIDO ACETILSALICÍLICO; ACIDO ACETILSALICILICO; ACIDO ACETILSALICILICO; 100 MG COM CT BL AL PLAS INC X 20 ; NO_ACR
538100302113111; ÁCIDO ACETILSALICÍLICO; ACIDO ACETILSALICILICO; ACIDO ACETILSALICILICO; 100 MG COM CT BL AL PLAS INC X 200 (EMB MULT); NO_ACR
532300104111420; ACETILDOR; ACETILDOR; NOT FOUND; CX. C/200 COMPRIMIDOS (ACIDO ACETILSALICILICO INFANTIL); NO_ACR
507700102115118; ÁCIDO ACETILSALICÍLICO; ACIDO ACETILSALICILICO; ACIDO ACETILSALICILICO; 100 MG COM CT BL AL PLAS OPC X 200 (EMB HOSP); NO_ACR
507700103111116; ÁCIDO ACETILSALICÍLICO; ACIDO ACETILSALICILICO; ACIDO ACETILSALICILICO; 100 MG COM CT BL AL PLAS OPC X 30; NO_ACR
538100304116116; ÁCIDO ACETILSALICÍLICO; ACIDO ACETILSALICILICO; ACIDO ACETILSALICILICO; 100 MG COM CX BL AL PLAS INC X 500 (EMB HOSP); NO_ACR
532312100005803; ACETILDOR; ACETILDOR; NOT FOUND; 100 MG COM CX ENV PLAS X 500 (EMB HOSP); NO_ACR
532312100005903; ACETILDOR; ACETILDOR; NOT FOUND; 100 MG COM CT ENV PLAS X 500  ; NO_ACR
517000101113413; ÁC. ACETILSALIC.; AC ACETILSALIC; NOT FOUND; CX. C/ 50 ENV. X 10 COMP. 100 MG; NO_ACR
507700105114112; ÁCIDO ACETILSALICÍLICO; ACIDO ACETILSALICILICO; ACIDO ACETILSALICILICO; 300MG COM REV CT BL  AL PLAS OPC X 30; NO_ACR
538100301117111; ÁCIDO ACETILSALICÍLICO; ACIDO ACETILSALICILICO; ACIDO ACETILSALICILICO; 500 MG COM CT BL AL PLAS INC X 20 ; NO_ACR
538100305112114; ÁCIDO ACETILSALICÍLICO; ACIDO ACETILSALICILICO; ACIDO ACETILSALICILICO; 500 MG COM CT BL AL PLAS INC X 200 (EMB MULT); NO_ACR
507700101119128; ÁCIDO ACETILSALICÍLICO; ACIDO ACETILSALICILICO; ACIDO ACETILSALICILICO; 500MG 20 BL X 10 COMP; NO_ACR
532300102119424; ACETILDOR; ACETILDOR; NOT FOUND; CX. C/250 COMPRIMIDOS (ACIDO ACETILSALICILICO ADULTO); NO_ACR
538100306119112; ÁCIDO ACETILSALICÍLICO; ACIDO ACETILSALICILICO; ACIDO ACETILSALICILICO; 500 MG COM CX BL AL PLAS INC X 500 (EMB HOSP); NO_ACR
517000102111414; ÁC. ACETILSALIC.; AC ACETILSALIC; NOT FOUND; CX. C/ 50 ENV. X 10 COMP. 500 MG; NO_ACR
521122501114114; ÁCIDO MEFENÂMICO; ACIDO MEFENAMICO; ACIDO MEFENAMICO; 500 MG COM CT BL AL PLAS AMB X 24 ; NO_ACR
507738901112117; ÁCIDO MEFENÂMICO; ACIDO MEFENAMICO; ACIDO MEFENAMICO; 500 MG COM CT BL AL PLAS OPC X 24; NO_ACR
507743301111116; ÁCIDO TRANEXÂMICO; ACIDO TRANEXAMICO; ACIDO TRANEXAMICO; 250 MG COM CT BL AL PLAS OPC X 12; NO_ACR
541312110013106; ACIDO TRANEXAMICO; ACIDO TRANEXAMICO; ACIDO TRANEXAMICO; 50 MG/ML SOL INJ CX 5 AMP VD INC X 5 ML; NO_ACR
541312110013206; ACIDO TRANEXAMICO; ACIDO TRANEXAMICO; ACIDO TRANEXAMICO; 50 MG/ML SOL INJ CX 50 AMP VD INC X 5 ML; NO_ACR
501301601151411; ÁGUA PARA INJEÇÃO; AGUA PARA INJECAO; NOT FOUND; SOL INJ CT 25 AMP PLAS INC X 10 ML ; NO_ACR
501301602158411; ÁGUA PARA INJEÇÃO; AGUA PARA INJECAO; NOT FOUND; SOL INJ CT 50 AMP PLAS INC X 10 ML ; NO_ACR
501800101154415; ÁGUA PARA INJEÇÃO; AGUA PARA INJECAO; NOT FOUND; SOL INJ CX 100 AMP PLAS INC X 10 ML; NO_ACR
501800103157411; ÁGUA PARA INJEÇÃO; AGUA PARA INJECAO; NOT FOUND; SOL INJ CX 100 AMP VD INC X 10 ML; NO_ACR
501800104153411; ÁGUA PARA INJEÇÃO; AGUA PARA INJECAO; NOT FOUND; SOL INJ CX 100 AMP VD INC X 2 ML; NO_ACR
501800105151410; ÁGUA PARA INJEÇÃO; AGUA PARA INJECAO; NOT FOUND; SOL INJ CX 100 AMP VD INC X 20 ML; NO_ACR
501800102150413; ÁGUA PARA INJEÇÃO; AGUA PARA INJECAO; NOT FOUND; SOL INJ CX 100 AMP PLAS INC X 5 ML; NO_ACR
501800106156416; ÁGUA PARA INJEÇÃO; AGUA PARA INJECAO; NOT FOUND; SOL INJ CX 100 AMP VD INC X 5 ML; NO_ACR
