502813030064504, VECLESA, VECLESA, NOT FOUND, 2 MG + 0.03 MG COM REV CT BL AL PLAS TRANS X 21, NO_ACR
533013050059703, VODOL, VODOL, NOT FOUND, 20 MG / G AER CT TB AL X 75G, NO_ACR
533015403171411, VODOL, VODOL, NOT FOUND, 20 MG/ML LOCAO CT FR VD AMB X 30 ML, NO_ACR
505515702164416, VOLNAC, VOLNAC, NOT FOUND, 20 MG/ML LOC FR VD AMB X 30 ML, NO_ACR
533015404161411, VODOL, VODOL, NOT FOUND, 20 MG/ML LOCAO CT FR PLAS OPC SPRAY X 30 ML, NO_ACR
533015405166415, VODOL, VODOL, NOT FOUND, 20 MG/ML SUSP TOP CT FR PLAS OPC SPRAY X 60 ML, NO_ACR
540900601117410, VICTRIX, VICTRIX, NOT FOUND, 20 MG CAP GEL MICROG CT FR PLAS OPC X 14, NO_ACR
540900602156411, VICTRIX, VICTRIX, NOT FOUND, 40 MG PO LIOF INJ CT FR AMP VD AMB + DIL X 10 ML, NO_ACR
504106601150411, VONAU, VONAU, NOT FOUND, 2 MG/ML SOL INJ CT AMP VD AMB X 2 ML, NO_ACR
504106602157418, VONAU, VONAU, NOT FOUND, 2 MG/ML SOL INJ CT AMP VD AMB X 4 ML, NO_ACR
502312080020804, VIDAPRAM, VIDAPRAM, NOT FOUND, 10 MG COM REV CT BL AL/AL X10, NO_ACR
502312080020704, VIDAPRAM, VIDAPRAM, NOT FOUND, 10 MG COM REV CT BL AL/AL X15, NO_ACR
502312080020904, VIDAPRAM, VIDAPRAM, NOT FOUND, 10 MG COM REV CT BL AL/AL X30, NO_ACR
506715202163419, VITADERME, VITADERME, NOT FOUND, CREM DERM CT TB  PLAS X 50 G, NO_ACR
512407802156319, VECTIBIX, VECTIBIX, NOT FOUND, 20 MG/ML SOL INJ P/ INFUS CT FA VD INC X 10 ML, NO_ACR
512407803152317, VECTIBIX, VECTIBIX, NOT FOUND, 20 MG/ML SOL INJ P/ INFUS CT FA VD INC X 20 ML, NO_ACR
519513110022904, VECTIBIX, VECTIBIX, NOT FOUND, 20 MG/ML SOL INJ P/ INFUS CT FA VD INC X 20 ML, NO_ACR
512407801151313, VECTIBIX, VECTIBIX, NOT FOUND, 20 MG/ML SOL INJ P/ INFUS CT FA VD INC X 5 ML, NO_ACR
519513110022804, VECTIBIX, VECTIBIX, NOT FOUND, 20 MG/ML SOL INJ P/ INFUS CT FA VD INC X 5 ML , NO_ACR
528714120004503, VICK PYRENA, VICK PYRENA, NOT FOUND, 500 MG PO PREP EXTEMP CT 50 ENV AL POLIET X 5 G (MEL E LIMAO), NO_ACR
528700601130427, VICK PYRENA, VICK PYRENA, NOT FOUND, 500 MG/5G. PO PARA PREPARACOES EXTEMPORANEAS. ENV 5G., NO_ACR
528700602137328, VICK PYRENA, VICK PYRENA, NOT FOUND, 500 MG/5G. PO PARA PREPARACOES EXTEMPORANEAS. CT 5 ENV X 5G., NO_ACR
528700605136314, VICK PYRENA, VICK PYRENA, NOT FOUND, 500 MG PO PREP EXTEMP CT 5 ENV AL POLIET X 5 G (CAMOMILA), NO_ACR
528700606132312, VICK PYRENA, VICK PYRENA, NOT FOUND, 500 MG PO PREP EXTEMP CT 5 ENV AL POLIET X 5 G (CANELA E MACA), NO_ACR
528700603133318, VICK PYRENA, VICK PYRENA, NOT FOUND, 500 MG PO PREP EXTEMP CT 50 ENV AL POLIET X 5 G (CAMOMILA), NO_ACR
528700604131319, VICK PYRENA, VICK PYRENA, NOT FOUND, 500 MG PO PREP EXTEMP CT 50 ENV AL POLIET X 5 G (CANELA E MACA), NO_ACR
533014602154411, VASCER, VASCER, NOT FOUND, 20 MG/ ML SOL INJ CT 50 AMP VD AMB X 5 ML, NO_ACR
533014601115412, VASCER, VASCER, NOT FOUND, 400 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
541912100000404, VACINA ADSORVIDA DIFTERIA, TÉTANO, PERTUSSIS E HEMOPHILUS INFLUENZA B (CONJUGADA), VACINA ADSORVIDA DIFTERIA TETANO PERTUSSIS E HEMOPHILUS INFLUENZA B CONJUGADA, NOT FOUND, PO LIOF INJ 10 FA VD INC + SUS INJ CT BL 10 FA VD INC X 5ML, NO_ACR
541912100000504, VACINA ADSORVIDA DIFTERIA, TÉTANO, PERTUSSIS E HEMOPHILUS INFLUENZA B (CONJUGADA), VACINA ADSORVIDA DIFTERIA TETANO PERTUSSIS E HEMOPHILUS INFLUENZA B CONJUGADA, NOT FOUND, PO LIOF INJ 5 FA VD INC + SUS INJ CT BL 5 FA VD INC X 2.5ML, NO_ACR
541912100000604, VACINA ADSORVIDA DIFTERIA, TÉTANO, PERTUSSIS E HEMOPHILUS INFLUENZA B (CONJUGADA), VACINA ADSORVIDA DIFTERIA TETANO PERTUSSIS E HEMOPHILUS INFLUENZA B CONJUGADA, NOT FOUND, PO LIOF INJ 10 FA VD INC + SUS INJ CT BL 10 FA VD INC X 2.5ML, NO_ACR
526516301115417, VISKEN, VISKEN, NOT FOUND, 10 MG COM CT 2 BL AL PLAS INC X 10, NO_ACR
526516302111415, VISKEN, VISKEN, NOT FOUND, 5 MG COM CT 2 BL AL PLAS INC X 10, NO_ACR
526112801116422, VYTINAL, VYTINAL, NOT FOUND, FR X 60 COMP REV, NO_ACR
510615010053004, VACINA MENINGOCÓCICA ACWY (CONJUGADA), VACINA MENINGOCOCICA ACWY CONJUGADA, VACINA MENINGOCOCICA ACWY CONJUGADA, PO LIOF INJ CT FA VD INC + SOL DIL SER VD INC X 0.5 ML, NO_ACR
541912100001604, VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA), VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA, VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA, PO LIOF INJ CT 3 FA + 3 AMP VD INC DIL X 0.5 ML, NO_ACR
541912100001104, VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA), VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA, VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA, PO LIOF INJ CT 10 FA + 10 AMP DIL X 0.5 ML, NO_ACR
541912100001204, VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA), VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA, VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA, PO LIOF INJ CT 50 FA + 50 AMP DIL X 2.5 ML, NO_ACR
541912100001304, VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA), VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA, VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA, PO LIOF INJ CT 10 FA + 10 AMP DIL X 5.0 ML, NO_ACR
541912100001404, VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA), VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA, VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA, PO LIOF INJ CT 10 FA + 10 AMP DIL X 2.5 ML, NO_ACR
541912100001504, VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA), VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA, VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA, PO LIOF INJ CT 50 FA + 50 AMP DIL X 5.0 ML , NO_ACR
541912100000904, VACINA CONTRA MENINGITE A E C, VACINA CONTRA MENINGITE A E C, NOT FOUND, PO LIOF INJ X 50 DOSES CX 50 FA VD INC + DIL X 25 ML&NBSP;01&NBSP;01, NO_ACR
541912100001004, VACINA CONTRA MENINGITE A E C, VACINA CONTRA MENINGITE A E C, NOT FOUND, PO LIOF INJ X 10 DOSES CX 10 FA VD AMB + DIL X 5.0 ML , NO_ACR
514507401117311, VITARE, VITARE, NOT FOUND, COM REV CT FR PLAS OPC X 30, NO_ACR
524308001116421, VIRILON, VIRILON, NOT FOUND, C/30 DRAGEAS, NO_ACR
502407001113412, VITERVIT, VITERVIT, NOT FOUND, COM REV CT BL AL PLAS INC X 30, NO_ACR
524308002112421, VIRILON, VIRILON, NOT FOUND, C/60 DRAGEAS, NO_ACR
510615020053803, VACINA HEPATITE B (RECOMBINANTE), VACINA HEPATITE B RECOMBINANTE, VACINA HEPATITE B RECOMBINANTE, 20 MCG SUS INJ CT SER PRE ENC X 1 ML , NO_ACR
510602503158310, VACINA HEPATITE B (RECOMBINANTE), VACINA HEPATITE B RECOMBINANTE, VACINA HEPATITE B RECOMBINANTE, 10 MCG SUS INJ CT SER PRE ENC X 0.5 ML, NO_ACR
510602505150317, VACINA HEPATITE B (RECOMBINANTE), VACINA HEPATITE B RECOMBINANTE, VACINA HEPATITE B RECOMBINANTE, 20 MCG SUS INJ CT FA VD INC X 1 ML, NO_ACR
515201501112392, VENOCUR TRIPLEX, VENOCUR TRIPLEX, NOT FOUND, 100MG + 300 MG + 150 UC DRG CT BL AL PLAS INC X 20, NO_ACR
515201502119390, VENOCUR TRIPLEX, VENOCUR TRIPLEX, NOT FOUND, 100 MG + 300 MG + 150 UC DRG CT BL AL PLAS INC X 60, NO_ACR
503206601154319, VACINA INFLUENZA A (INATIVADA), VACINA INFLUENZA A INATIVADA, VACINA INFLUENZA TRIVALENTE FRAGMENTADA, INATIVADA, 7.5MCG/0.5ML SUS INJ CX 20 FA VD INC X 5ML, NO_ACR
532904703118318, VIRAZOLE, VIRAZOLE, NOT FOUND, 250 MG CAP GEL DURA CT FR  PLAS OPC X 60, NO_ACR
512001701156416, VIRAMID, VIRAMID, NOT FOUND, 6 G PO LIOF FR AMP VD INC X 100 ML, NO_ACR
533015204111419, VIVERDAL, VIVERDAL, NOT FOUND, 1 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
533013090060004, VIVERDAL, VIVERDAL, NOT FOUND, 1 MG/ML SOL OR CT FR PLAS AMB X 30 ML + SER DOS, NO_ACR
533015202117411, VIVERDAL, VIVERDAL, NOT FOUND, 2 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
533015205116414, VIVERDAL, VIVERDAL, NOT FOUND, 2 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
533015206112412, VIVERDAL, VIVERDAL, NOT FOUND, 3 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
502305401112313, VIVACOR, VIVACOR, NOT FOUND, 10 MG COM REV CT BL AL/AL X 10, NO_ACR
502305402119214, VIVACOR, VIVACOR, NOT FOUND, 10 MG COM REV CT BL AL/AL X 30, NO_ACR
502305403115212, VIVACOR, VIVACOR, NOT FOUND, 20 MG COM REV CT BL AL/AL X 10 , NO_ACR
502305404111210, VIVACOR, VIVACOR, NOT FOUND, 20 MG COM REV CT BL AL/AL X 30, NO_ACR
502305405118316, VIVACOR, VIVACOR, NOT FOUND, 40 MG COM REV CT BL AL/AL X 30, NO_ACR
502305406114314, VIVACOR, VIVACOR, NOT FOUND, 5 MG COM REV CT BL AL/AL X 10, NO_ACR
502305407110312, VIVACOR, VIVACOR, NOT FOUND, 5 MG COM REV CT BL AL/AL X 30, NO_ACR
502305408117310, VIVACOR, VIVACOR, NOT FOUND, 5 MG COM REV CT BL AL/AL X 60, NO_ACR
502305409113319, VIVACOR, VIVACOR, NOT FOUND, 5 MG COM REV CT BL AL/AL X 90, NO_ACR
541914120005107, VACINA ROTAVÍRUS HUMANO G1P1[8] (ATENUADA), VACINA ROTAVIRUS HUMANO G1P1 8 ATENUADA, NOT FOUND, SUS ORAL CT 10 SER PREENCHIDA VD INC X 1.5 ML, NO_ACR
510610401113319, VACINA ROTAVÍRUS HUMANO G1P1[8] (ATENUADA), VACINA ROTAVIRUS HUMANO G1P1 8 ATENUADA, NOT FOUND, PO LIOF ORAL CT FA MONODOSE VD INC COM ADAPTADOR + SER PREENCHIDA, NO_ACR
526515902115413, VENORUTON, VENORUTON, NOT FOUND, 300 MG CAP GEL DURA CT 2 BL AL PLAS  INC X 10, NO_ACR
526515903111411, VENORUTON, VENORUTON, NOT FOUND, 500 MG COM REV CT 2 BL AL PLAS INC X 10, NO_ACR
540500202118418, VASTATIL, VASTATIL, NOT FOUND, 10 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
504106301114418, VASLIP, VASLIP, NOT FOUND, 10 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
504106305111413, VASLIP, VASLIP, NOT FOUND, 10 MG COM REV CT BL AL PLAS INC X 60, NO_ACR
540500203114416, VASTATIL, VASTATIL, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
504106302110416, VASLIP, VASLIP, NOT FOUND, 20MG COM REV CX BL AL PLAS INC X 30, NO_ACR
504106306116419, VASLIP, VASLIP, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 60, NO_ACR
540500204110414, VASTATIL, VASTATIL, NOT FOUND, 40 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
540500205117412, VASTATIL, VASTATIL, NOT FOUND, 40 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
504106304113412, VASLIP, VASLIP, NOT FOUND, 40MG COM REV CX BL AL PLAS INC X 30, NO_ACR
504106308119415, VASLIP, VASLIP, NOT FOUND, 40 MG COM REV CT BL AL PLAS INC X 60, NO_ACR
504106303117414, VASLIP, VASLIP, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
504106307112417, VASLIP, VASLIP, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 60, NO_ACR
540500206113410, VASTATIL, VASTATIL, NOT FOUND, 80 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
540500201111411, VASTATIL, VASTATIL, NOT FOUND, 80 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
525502901151419, VACINA PNEUMOCÓCICA 23-VALENTE, VACINA PNEUMOCOCICA 23 VALENTE, NOT FOUND, SOL INJ (MONODOSE) CT 1 FA X 0.5 ML, NO_ACR
540300202114215, VESICARE, VESICARE, NOT FOUND, 10 MG COM REV CT BL AL PVC X 10, NO_ACR
540300203110213, VESICARE, VESICARE, NOT FOUND, 10 MG COM REV CT BL AL PVC X 20, NO_ACR
540300204117211, VESICARE, VESICARE, NOT FOUND, 10 MG COM REV CT BL AL PVC X 30, NO_ACR
540300205113211, VESICARE, VESICARE, NOT FOUND, 10 MG COM REV CT BL AL PVC X 6, NO_ACR
540300206111210, VESICARE, VESICARE, NOT FOUND, 10 MG COM REV CT BL AL PVC X 60, NO_ACR
540300207116216, VESICARE, VESICARE, NOT FOUND, 10 MG COM REV CT BL AL PVC X 90, NO_ACR
540300208112214, VESICARE, VESICARE, NOT FOUND, 5 MG COM REV CT BL AL PVC X 10, NO_ACR
540300209119212, VESICARE, VESICARE, NOT FOUND, 5 MG COM REV CT BL AL PVC X 20, NO_ACR
540300210117211, VESICARE, VESICARE, NOT FOUND, 5 MG COM REV CT BL AL PVC X 30, NO_ACR
540300211113218, VESICARE, VESICARE, NOT FOUND, 5 MG COM REV CT BL AL PVC X 6, NO_ACR
540300201118217, VESICARE, VESICARE, NOT FOUND, 5 MG COM REV CT BL AL PVC X 60, NO_ACR
540300212111219, VESICARE, VESICARE, NOT FOUND, 5 MG COM REV CT BL AL PVC X 90, NO_ACR
542013120003103, VITADIAZIN, VITADIAZIN, NOT FOUND, 10 MG/G CREM DERM CT BG AL REV X 30 G , NO_ACR
542013120003303, VITADIAZIN, VITADIAZIN, NOT FOUND, 10 MG/G CREM DERM CT PT PLAS OPC X 400 G, NO_ACR
542013120003203, VITADIAZIN, VITADIAZIN, NOT FOUND, 10 MG/G CREM DERM CT BG AL REV X 50 G, NO_ACR
531615101161119, VALERATO DE BETAMETASONA + SULFATO DE NEOMICINA, VALERATO BETAMETASONA SULFATO NEOMICINA, NOT FOUND, 1 MG/G + 5 MG/G CREM DERM CT BG AL X 30G , NO_ACR
526123601164119, VALERATO DE BETAMETASONA + SULFATO DE NEOMICINA, VALERATO BETAMETASONA SULFATO NEOMICINA, NOT FOUND, 1 MG/G + 5 MG/G CREM DERM CT BG AL X 30 G , NO_ACR
526123602160117, VALERATO DE BETAMETASONA + SULFATO DE NEOMICINA, VALERATO BETAMETASONA SULFATO NEOMICINA, NOT FOUND, 1 MG/G + 5 MG/G POM DERM CT BG AL X 30 G, NO_ACR
531615102168117, VALERATO DE BETAMETASONA + SULFATO DE NEOMICINA, VALERATO BETAMETASONA SULFATO NEOMICINA, NOT FOUND, 1 MG/G + 5 MG/G POM DERM CT BG AL X 30 G, NO_ACR
528523204169110, VALERATO DE BETAMETASONA + SULFATO DE NEOMICINA, VALERATO BETAMETASONA SULFATO NEOMICINA, NOT FOUND, 1 MG/G + 5 MG/G CREM DERM CT BG AL X 30 G, NO_ACR
525204401159418, VINATIN, VINATIN, NOT FOUND, 1MG/ ML SOL INJ IV CT FA VD INC X 10 ML, NO_ACR
501301501157418, VELBAN, VELBAN, NOT FOUND, 10 MG PO LIOF INJ CT FA VD INC, NO_ACR
514401401156417, VIMBLASTINA, VIMBLASTINA, VIMBLASTINA, 10 MG PO LIOF INJ CT FA VD AMB, NO_ACR
514401501150410, VINCRISTINA, VINCRISTINA, VINCRISTINA, 1 MG PO LIOF INJ CT FA VD AMB, NO_ACR
522239801159411, VINCIZINA CS, VINCIZINA CS, NOT FOUND, 1 MG/ML SOL INJ CT 5 FA PLAS TRANS X 1 ML (REST HOSP), NO_ACR
541814070008703, VITAFER, VITAFER, NOT FOUND, 109 MG COM REV CT FR PLAS OPC X 50, NO_ACR
507724701116410, VITAFER, VITAFER, NOT FOUND, 109 MG COM REV CT FR VD AMB X 50, NO_ACR
538820001138414, VITÔNICO, VITONICO, NOT FOUND, SOL OR CT FR PLAS INC X 500 ML, NO_ACR
505800601151417, VILNE, VILNE, NOT FOUND, 10 MG/ML SOL INJ CT FA VD INC X 1 ML, NO_ACR
505800602156412, VILNE, VILNE, NOT FOUND, 10 MG/ML SOL INJ CT FA VD INC X 5 ML, NO_ACR
505107101151313, VUMON, VUMON, NOT FOUND, 10 MG/ML SOL INJ CT 10 AMP VD INC X 5 ML, NO_ACR
500514030056003, VIDMAX, VIDMAX, NOT FOUND, 25 MG COM REV CT BL AL/AL X 10 , NO_ACR
500514030056103, VIDMAX, VIDMAX, NOT FOUND, 25 MG COM REV CT BL AL/AL X 60, NO_ACR
500514030056203, VIDMAX, VIDMAX, NOT FOUND, 50 MG COM REV CT BL AL/AL X 10, NO_ACR
500514030056303, VIDMAX, VIDMAX, NOT FOUND, 50 MG COM REV CT BL AL/AL X 60, NO_ACR
500514030056403, VIDMAX, VIDMAX, NOT FOUND, 100 MG COM REV CT BL AL/AL X 10 , NO_ACR
500514030056503, VIDMAX, VIDMAX, NOT FOUND, 100 MG COM REV CT BL AL/AL X 60, NO_ACR
522603504161416, VITANOL-A, VITANOL A, NOT FOUND, 0.1 MG/G GEL CT BG AL X 30 G, NO_ACR
512105201168414, VITACID, VITACID, NOT FOUND, 0.25MG/G GEL CT BG AL X 25 G, NO_ACR
522603501160419, VITANOL-A, VITANOL A, NOT FOUND, 0.25 MG/G CREM DERM CT BG AL X 30 G, NO_ACR
522603505166411, VITANOL-A, VITANOL A, NOT FOUND, 0.25 MG/G GEL CT BG AL X 30 G, NO_ACR
512105202164412, VITACID, VITACID, NOT FOUND, 0.5MG/G CREME DERM CT BG AL X 25 G, NO_ACR
522603502167417, VITANOL-A, VITANOL A, NOT FOUND, 0.5 MG/G CREM DERM CT BG AL X 30 G, NO_ACR
522603506162411, VITANOL-A, VITANOL A, NOT FOUND, 0.5 MG/G GEL CT BG AL X 30 G, NO_ACR
512105801165416, VITACID XT, VITACID XT, NOT FOUND, 1.00 MG/G CREME DERM CT BG AL X 25 G, NO_ACR
522603503163415, VITANOL-A, VITANOL A, NOT FOUND, 1 MG/G CREM DERM CT BG AL X 30 G, NO_ACR
529206501110311, VESANOID, VESANOID, NOT FOUND, 10 MG CAP GEL CT FR VD AMB X 100, NO_ACR
524802801111419, VINOCARD Q10, VINOCARD Q10, NOT FOUND, 10 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
524802802116414, VINOCARD Q10, VINOCARD Q10, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
524802803112412, VINOCARD Q10, VINOCARD Q10, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
510610801154314, VACINA COMBINADA CONTRA DIFTERIA, TÉTANO, PERTUSSIS ACELULAR, HEPATITE B R-DNA, POLIO INATIVADA (VACINA COMBINADA DTPA-HB-IVP), VACINA COMBINADA CONTRA DIFTERIA TETANO PERTUSSIS ACELULAR HEPATITE B R DNA POLIO INATIVADA VACINA COMBINADA DTPA HB IVP, NOT FOUND, SUS INJ CT SER VD INC PREENCHIDA X 0.5 ML, NO_ACR
510612901156412, VACINA COMBINADA CONTRA DIFTERIA, TÉTANO, PERTUSSIS ACELULAR E IPV (DTPA - IPV), VACINA COMBINADA CONTRA DIFTERIA TETANO PERTUSSIS ACELULAR E IPV DTPA IPV, NOT FOUND, SUS INJ CT SER PREENCH VD INC X 0.5 ML, NO_ACR
510612902152410, VACINA COMBINADA CONTRA DIFTERIA, TÉTANO, PERTUSSIS ACELULAR E IPV (DTPA - IPV), VACINA COMBINADA CONTRA DIFTERIA TETANO PERTUSSIS ACELULAR E IPV DTPA IPV, NOT FOUND, SUS INJ CT 100 SER PREENCH VD INC X 0.5 ML, NO_ACR
510612903159419, VACINA COMBINADA CONTRA DIFTERIA, TÉTANO, PERTUSSIS ACELULAR E IPV (DTPA - IPV), VACINA COMBINADA CONTRA DIFTERIA TETANO PERTUSSIS ACELULAR E IPV DTPA IPV, NOT FOUND, SUS INJ CT 10 SER PREENCH VD INC X 0.5 ML, NO_ACR
510604001151316, VACINA ADSORVIDA DIFTERIA, TÉTANO E PERTUSSIS (ACELULAR), VACINA ADSORVIDA DIFTERIA TETANO E PERTUSSIS ACELULAR, NOT FOUND, SUS INJ CT SER PREENCH VD INC X 0.5 ML PED, NO_ACR
510606301150311, VACINA ADSORVIDA DIFTERIA, TÉTANO E PERTUSSIS (ACELULAR), VACINA ADSORVIDA DIFTERIA TETANO E PERTUSSIS ACELULAR, NOT FOUND, SUS INJ CT SER PREENCHIDA VD INC X 0.5 ML, NO_ACR
510610302158314, VACINA ADSORVIDA DIFTERIA, TÉTANO, PERTUSSIS (ACELULAR), HAEMOPHILUS INFLUENZAE B (CONJUGADA), VACINA ADSORVIDA DIFTERIA TETANO PERTUSSIS ACELULAR HAEMOPHILUS INFLUENZAE B CONJUGADA, NOT FOUND, PO LIOF INJ CT FA VD INC + SER VD INC DIL X 0.5 ML, NO_ACR
510604201159310, VACINA ADSORVIDA DIFTERIA, TÉTANO, PERTUSSIS (ACELULAR), POLIOMIELITE 1,2,3 (INATIVADA) E HAEMOPHILUS INFLUENZA B (CONJUGADA), VACINA ADSORVIDA DIFTERIA TETANO PERTUSSIS ACELULAR POLIOMIELITE 1 2 3 INATIVADA E HAEMOPHILUS INFLUENZA B CONJUGADA, NOT FOUND, PO LIOF INJ CT FA VD INC + SER VD INC DIL X 0.5 ML + 2 AGU, NO_ACR
510604101154317, VACINA ADSORVIDA DIFTERIA, TÉTANO, PERTUSSIS(ACELULAR),HEPATITE B (RECOMBINANTE), POLIOMIELITE 1,2,3(INATIVADA) E HAEMOPHILUS INFLUENZAE B (CONJUGADA), VACINA ADSORVIDA DIFTERIA TETANO PERTUSSIS ACELULAR HEPATITE B RECOMBINANTE POLIOMIELITE 1 2 3 INATIVADA E HAEMOPHILUS INFLUENZAE B CONJUGADA, NOT FOUND, PO LIOF INJ CT FA VD INC + SUS DIL SER VD INC X 0.5 ML, NO_ACR
509700101158418, VACINA BCG, VACINA BCG, VACINA BCG, 1 MG PO LIOF INJ CX 01 AMP VD AMB + 1 AMP DIL X 1 ML, NO_ACR
502824101152415, VACINA ADSORVIDA DIFTERIA, TÉTANO, PERTUSSIS (ACELULAR), HAEMOPHILUS INFLUENZAE B (CONJUGADA) E POLIOMIELITE I, II E III (INATIVADA), VACINA ADSORVIDA DIFTERIA TETANO PERTUSSIS ACELULAR HAEMOPHILUS INFLUENZAE B CONJUGADA E POLIOMIELITE I II E III INATIVADA, NOT FOUND, SUS INJ [IM] CT FA VD INC X 0.5 ML, NO_ACR
502817901157419, VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA), VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA, VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA, PO LIOF INJ CT FA VD INC + SER DIL X 0.5 ML , NO_ACR
525502801155412, VACINA DE VÍRUS VIVOS DE SARAMPO, CAXUMBA E RUBÉOLA, VACINA VIRUS VIVOS SARAMPO CAXUMBA E RUBEOLA, NOT FOUND, PO LIOF INJ CT FA VD INC DOSE UNICA + DILUENTE, NO_ACR
502823601151411, VACINA SARAMPO, CAXUMBA E RUBÉOLA (ATENUADA), VACINA SARAMPO CAXUMBA E RUBEOLA ATENUADA, NOT FOUND, PO LIOF INJ 1 DOSE CT FR VD INC + SER DIL X 0.5 ML, NO_ACR
541913080002704, VACINA SARAMPO, CAXUMA, RUBÉOLA, VACINA SARAMPO CAXUMA RUBEOLA, VACINA SARAMPO, CAXUMBA, RUBEOLA, PO LIOF INJ CT 10 FA VD AMB X 10 DOSES + CT 10 AMP VD INC DIL X 5 ML, NO_ACR
541913080002804, VACINA SARAMPO, CAXUMA, RUBÉOLA, VACINA SARAMPO CAXUMA RUBEOLA, VACINA SARAMPO, CAXUMBA, RUBEOLA, PO LIOF INJ CT 20 FA VD AMB X 10 DOSES + 2 CT 10 AMP VD INC DIL X 5 ML, NO_ACR
502823001154418, VACINA ADSORVIDA DIFTERIA, TÉTANO E PERTUSIS (ACELULAR), VACINA ADSORVIDA DIFTERIA TETANO E PERTUSIS ACELULAR, NOT FOUND, 1 DOSE IMU SUS INJ CT FR VD INC X 0.5 ML, NO_ACR
541915010005304, VACINA FEBRE AMARELA (ATENUADA), VACINA FEBRE AMARELA ATENUADA, VACINA FEBRE AMARELA ATENUADA, PO LIOF INJ CT 5 BL 10 FA VD INC + 50 AMP VD INC DIL X 2.5 ML, NO_ACR
541915010005404, VACINA FEBRE AMARELA (ATENUADA), VACINA FEBRE AMARELA ATENUADA, VACINA FEBRE AMARELA ATENUADA, PO LIOF INJ CT 5 BL 10 FA VD INC + 50 FR VD INC DIL X 25 ML, NO_ACR
541915010005504, VACINA FEBRE AMARELA (ATENUADA), VACINA FEBRE AMARELA ATENUADA, VACINA FEBRE AMARELA ATENUADA, PO LIOF INJ CT 10 FA VD AMB X 10 DOS + BL 10 AMP VD INC DIL X 5.0 ML, NO_ACR
502823501157416, VACINA CONTRA FEBRE AMARELA (VÍRUS ATENUADOS), VACINA CONTRA FEBRE AMARELA VIRUS ATENUADOS, NOT FOUND, PO LIOF INJ IM/SC X 1 DOSE CT 1 FA VD INC + DIL INJ 1 SER PRE-ENCH X 0.5 ML, NO_ACR
541912100000704, VACINA FEBRE AMARELA (ATENUADA), VACINA FEBRE AMARELA ATENUADA, VACINA FEBRE AMARELA ATENUADA, PO LIOF INJ CT BL 10 FA VD INC + 10 AMP VD INC DIL X 2.5 ML, NO_ACR
541912100000804, VACINA FEBRE AMARELA (ATENUADA), VACINA FEBRE AMARELA ATENUADA, VACINA FEBRE AMARELA ATENUADA, PO LIOF INJ CT BL 10 FA VD INC + 10 FR VD INC DIL X 25 ML, NO_ACR
502818001151412, VACINA FEBRE TIFÓIDE (POLISSACARÍDICA), VACINA FEBRE TIFOIDE POLISSACARIDICA, VACINA FEBRE TIFOIDE POLISSACARIDICA, SOL INJ CT SER PREENC VD INC C/ AGU ACOPLADA X 0.5 ML, NO_ACR
