267735; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 25 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
303292; RINGER; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
323152; ROSA BENGALA; ROSA BENGALA; NOT FOUND; 1%. SOLUCAO OFTALMICA FRASCO 5.00 ML; NO_ACR
323152; ROSA BENGALA; ROSA BENGALA; NOT FOUND; 1%. SOLUCAO OFTALMICA FRASCO 5.00 ML; NO_ACR
323152; ROSA BENGALA; ROSA BENGALA; NOT FOUND; 1%. SOLUCAO OFTALMICA FRASCO 5.00 ML; NO_ACR
323152; ROSA BENGALA; ROSA BENGALA; NOT FOUND; 1%. SOLUCAO OFTALMICA FRASCO 5.00 ML; NO_ACR
323152; ROSA BENGALA; ROSA BENGALA; NOT FOUND; 1%. SOLUCAO OFTALMICA FRASCO 5.00 ML; NO_ACR
323152; ROSA BENGALA; ROSA BENGALA; NOT FOUND; 1%. SOLUCAO OFTALMICA FRASCO 5.00 ML; NO_ACR
323152; ROSA BENGALA; ROSA BENGALA; NOT FOUND; 1%. SOLUCAO OFTALMICA FRASCO 5.00 ML; NO_ACR
329508; RETINOL; RETINOL; RETINOL; 200.000 UI FRASCO 20.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
352192; RINGER; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.30 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.30 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.30 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
358123; RANIBIZUMABE; RANIBIZUMABE; RANIBIZUMABE; 10 MG/ML. SOLUCAO INJETAVEL. C/SISTEMA DE APLICACAO FRASCO 0.23 ML; NO_ACR
386246; RETINOL; RETINOL; RETINOL; 4.000 UI/ML. SOLUCAO ORAL - GOTAS. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 20.00 ML; NO_ACR
387981; RISPERIDONA; RISPERIDONA; RISPERIDONA; 25 MG. PO LIOFILO P/ INJETAVEL. C/ KIT DILUICAO E APLICACAO FRASCO 30.00 ML; NO_ACR
387981; RISPERIDONA; RISPERIDONA; RISPERIDONA; 25 MG. PO LIOFILO P/ INJETAVEL. C/ KIT DILUICAO E APLICACAO FRASCO 30.00 ML; NO_ACR
387982; RISPERIDONA; RISPERIDONA; RISPERIDONA; 37.5 MG. PO LIOFILO P/ INJETAVEL. C/ KIT DILUICAO E APLICACAO FRASCO 30.00 ML; NO_ACR
398187; RETINOL; RETINOL; RETINOL; ASSOCIADA COM COLECALCIFEROL. 3.000 + 800 UI/ML. SOLUCAO ORAL - GOTAS FRASCO 20.00 ML; NO_ACR
398187; RETINOL; RETINOL; RETINOL; ASSOCIADA COM COLECALCIFEROL. 3.000 + 800 UI/ML. SOLUCAO ORAL - GOTAS FRASCO 20.00 ML; NO_ACR
398187; RETINOL; RETINOL; RETINOL; ASSOCIADA COM COLECALCIFEROL. 3.000 + 800 UI/ML. SOLUCAO ORAL - GOTAS FRASCO 10.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
398701; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 15 MG/ML. XAROPE FRASCO 120.00 ML; NO_ACR
399414; RETINOL; RETINOL; RETINOL; ASSOCIADA COM COLECALCIFEROL. 50.000 UI + 10.000 UI/ML. SOLUCAO ORAL - GOTAS FRASCO 10.00 ML; NO_ACR
399414; RETINOL; RETINOL; RETINOL; ASSOCIADA COM COLECALCIFEROL. 50.000 UI + 10.000 UI/ML. SOLUCAO ORAL - GOTAS FRASCO 10.00 ML; NO_ACR
399414; RETINOL; RETINOL; RETINOL; ASSOCIADA COM COLECALCIFEROL. 50.000 UI + 10.000 UI/ML. SOLUCAO ORAL - GOTAS FRASCO 10.00 ML; NO_ACR
399414; RETINOL; RETINOL; RETINOL; ASSOCIADA COM COLECALCIFEROL. 50.000 UI + 10.000 UI/ML. SOLUCAO ORAL - GOTAS FRASCO 10.00 ML; NO_ACR
399414; RETINOL; RETINOL; RETINOL; ASSOCIADA COM COLECALCIFEROL. 50.000 UI + 10.000 UI/ML. SOLUCAO ORAL - GOTAS FRASCO 10.00 ML; NO_ACR
411754; RIBOFLAVINA; RIBOFLAVINA; RIBOFLAVINA; 250 MG/ML. SOLUCAO ORAL. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 100.00 ML; NO_ACR
268972; REMIFENTANILA CLORIDRATO; REMIFENTANILA CLORIDRATO; NOT FOUND; 5 MG. INJETAVEL FRASCO-AMPOLA; NO_ACR
268972; REMIFENTANILA CLORIDRATO; REMIFENTANILA CLORIDRATO; NOT FOUND; 5 MG. INJETAVEL FRASCO-AMPOLA; NO_ACR
268972; REMIFENTANILA CLORIDRATO; REMIFENTANILA CLORIDRATO; NOT FOUND; 5 MG. INJETAVEL FRASCO-AMPOLA; NO_ACR
268972; REMIFENTANILA CLORIDRATO; REMIFENTANILA CLORIDRATO; NOT FOUND; 5 MG. INJETAVEL FRASCO-AMPOLA; NO_ACR
268973; REMIFENTANILA CLORIDRATO; REMIFENTANILA CLORIDRATO; NOT FOUND; 2 MG. INJETAVEL FRASCO-AMPOLA; NO_ACR
268973; REMIFENTANILA CLORIDRATO; REMIFENTANILA CLORIDRATO; NOT FOUND; 2 MG. INJETAVEL FRASCO-AMPOLA; NO_ACR
268973; REMIFENTANILA CLORIDRATO; REMIFENTANILA CLORIDRATO; NOT FOUND; 2 MG. INJETAVEL FRASCO-AMPOLA; NO_ACR
268973; REMIFENTANILA CLORIDRATO; REMIFENTANILA CLORIDRATO; NOT FOUND; 2 MG. INJETAVEL FRASCO-AMPOLA; NO_ACR
