266820; IMUNOGLOBULINA HUMANA; IMUNOGLOBULINA HUMANA; NOT FOUND; ENDOVENOSA. 5 G. PO PARA SOLUCAO INJETAVEL; AMPOLA; 5.00 ML
270408; IDARRUBICINA CLORIDRATO; IDARRUBICINA CLORIDRATO; NOT FOUND; 10 MG. INJETAVEL; FRASCO-AMPOLA; 0
270408; IDARRUBICINA CLORIDRATO; IDARRUBICINA CLORIDRATO; NOT FOUND; 10 MG. INJETAVEL; FRASCO-AMPOLA; 0
270408; IDARRUBICINA CLORIDRATO; IDARRUBICINA CLORIDRATO; NOT FOUND; 10 MG. INJETAVEL; FRASCO-AMPOLA; 0
270408; IDARRUBICINA CLORIDRATO; IDARRUBICINA CLORIDRATO; NOT FOUND; 10 MG. INJETAVEL; FRASCO-AMPOLA; 0
270408; IDARRUBICINA CLORIDRATO; IDARRUBICINA CLORIDRATO; NOT FOUND; 10 MG. INJETAVEL; FRASCO-AMPOLA; 0
270408; IDARRUBICINA CLORIDRATO; IDARRUBICINA CLORIDRATO; NOT FOUND; 10 MG. INJETAVEL; FRASCO-AMPOLA; 0
270408; IDARRUBICINA CLORIDRATO; IDARRUBICINA CLORIDRATO; NOT FOUND; 10 MG. INJETAVEL; FRASCO-AMPOLA; 0
270442; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 0.5 G. INJETAVEL; FRASCO-AMPOLA; 0
270442; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 0.5 G. INJETAVEL; FRASCO-AMPOLA; 0
270442; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 0.5 G. INJETAVEL; FRASCO-AMPOLA; 0
270442; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 0.5 G. INJETAVEL; FRASCO-AMPOLA; 0
270442; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 0.5 G. INJETAVEL; FRASCO-AMPOLA; 0
270442; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 0.5 G. INJETAVEL; FRASCO-AMPOLA; 0
270442; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 0.5 G. INJETAVEL; FRASCO-AMPOLA; 0
270442; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 0.5 G. INJETAVEL; FRASCO-AMPOLA; 0
270442; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 0.5 G. INJETAVEL; FRASCO-AMPOLA; 0
270442; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 0.5 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270443; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 G. INJETAVEL; FRASCO-AMPOLA; 0
270444; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 2 G. INJETAVEL; FRASCO-AMPOLA; 0
270444; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 2 G. INJETAVEL; FRASCO-AMPOLA; 0
270444; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 2 G. INJETAVEL; FRASCO-AMPOLA; 0
270444; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 2 G. INJETAVEL; FRASCO-AMPOLA; 0
270444; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 2 G. INJETAVEL; FRASCO-AMPOLA; 0
270444; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 2 G. INJETAVEL; FRASCO-AMPOLA; 0
270444; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 2 G. INJETAVEL; FRASCO-AMPOLA; 0
270444; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 2 G. INJETAVEL; FRASCO-AMPOLA; 0
270444; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 2 G. INJETAVEL; FRASCO-AMPOLA; 0
270444; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 2 G. INJETAVEL; FRASCO-AMPOLA; 0
270444; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 2 G. INJETAVEL; FRASCO-AMPOLA; 0
270444; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 2 G. INJETAVEL; FRASCO-AMPOLA; 0
270444; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 2 G. INJETAVEL; FRASCO-AMPOLA; 0
270444; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 2 G. INJETAVEL; FRASCO-AMPOLA; 0
270444; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 2 G. INJETAVEL; FRASCO-AMPOLA; 0
270444; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 2 G. INJETAVEL; FRASCO-AMPOLA; 0
270444; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 2 G. INJETAVEL; FRASCO-AMPOLA; 0
270444; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 2 G. INJETAVEL; FRASCO-AMPOLA; 0
270444; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 2 G. INJETAVEL; FRASCO-AMPOLA; 0
270444; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 2 G. INJETAVEL; FRASCO-AMPOLA; 0
270444; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 2 G. INJETAVEL; FRASCO-AMPOLA; 0
273567; IMUNOGLOBULINA HUMANA; IMUNOGLOBULINA HUMANA; NOT FOUND; HIPER IMUNI PARA HEPATITE B. 200 UI/ML. SOLUCAO INJETAVEL; FRASCO-AMPOLA; 0
273567; IMUNOGLOBULINA HUMANA; IMUNOGLOBULINA HUMANA; NOT FOUND; HIPER IMUNI PARA HEPATITE B. 200 UI/ML. SOLUCAO INJETAVEL; FRASCO-AMPOLA; 0
273567; IMUNOGLOBULINA HUMANA; IMUNOGLOBULINA HUMANA; NOT FOUND; HIPER IMUNI PARA HEPATITE B. 200 UI/ML. SOLUCAO INJETAVEL; FRASCO-AMPOLA; 0
273567; IMUNOGLOBULINA HUMANA; IMUNOGLOBULINA HUMANA; NOT FOUND; HIPER IMUNI PARA HEPATITE B. 200 UI/ML. SOLUCAO INJETAVEL; FRASCO-AMPOLA; 0
333447; INFLIXIMABE; INFLIXIMABE; INFLIXIMABE; 100 MG. PO LIOFILO P/INJETAVEL; FRASCO-AMPOLA; 0
333447; INFLIXIMABE; INFLIXIMABE; INFLIXIMABE; 100 MG. PO LIOFILO P/INJETAVEL; FRASCO-AMPOLA; 0
333447; INFLIXIMABE; INFLIXIMABE; INFLIXIMABE; 100 MG. PO LIOFILO P/INJETAVEL; FRASCO-AMPOLA; 0
333447; INFLIXIMABE; INFLIXIMABE; INFLIXIMABE; 100 MG. PO LIOFILO P/INJETAVEL; FRASCO-AMPOLA; 0
333447; INFLIXIMABE; INFLIXIMABE; INFLIXIMABE; 100 MG. PO LIOFILO P/INJETAVEL; FRASCO-AMPOLA; 0
333447; INFLIXIMABE; INFLIXIMABE; INFLIXIMABE; 100 MG. PO LIOFILO P/INJETAVEL; FRASCO-AMPOLA; 0
333447; INFLIXIMABE; INFLIXIMABE; INFLIXIMABE; 100 MG. PO LIOFILO P/INJETAVEL; FRASCO-AMPOLA; 0
333447; INFLIXIMABE; INFLIXIMABE; INFLIXIMABE; 100 MG. PO LIOFILO P/INJETAVEL; FRASCO-AMPOLA; 0
333447; INFLIXIMABE; INFLIXIMABE; INFLIXIMABE; 100 MG. PO LIOFILO P/INJETAVEL; FRASCO-AMPOLA; 0
333447; INFLIXIMABE; INFLIXIMABE; INFLIXIMABE; 100 MG. PO LIOFILO P/INJETAVEL; FRASCO-AMPOLA; 0
333447; INFLIXIMABE; INFLIXIMABE; INFLIXIMABE; 100 MG. PO LIOFILO P/INJETAVEL; FRASCO-AMPOLA; 0
333447; INFLIXIMABE; INFLIXIMABE; INFLIXIMABE; 100 MG. PO LIOFILO P/INJETAVEL; FRASCO-AMPOLA; 0
333447; INFLIXIMABE; INFLIXIMABE; INFLIXIMABE; 100 MG. PO LIOFILO P/INJETAVEL; FRASCO-AMPOLA; 0
333447; INFLIXIMABE; INFLIXIMABE; INFLIXIMABE; 100 MG. PO LIOFILO P/INJETAVEL; FRASCO-AMPOLA; 0
333447; INFLIXIMABE; INFLIXIMABE; INFLIXIMABE; 100 MG. PO LIOFILO P/INJETAVEL; FRASCO-AMPOLA; 0
333447; INFLIXIMABE; INFLIXIMABE; INFLIXIMABE; 100 MG. PO LIOFILO P/INJETAVEL; FRASCO-AMPOLA; 0
333447; INFLIXIMABE; INFLIXIMABE; INFLIXIMABE; 100 MG. PO LIOFILO P/INJETAVEL; FRASCO-AMPOLA; 0
333447; INFLIXIMABE; INFLIXIMABE; INFLIXIMABE; 100 MG. PO LIOFILO P/INJETAVEL; FRASCO-AMPOLA; 0
333447; INFLIXIMABE; INFLIXIMABE; INFLIXIMABE; 100 MG. PO LIOFILO P/INJETAVEL; FRASCO-AMPOLA; 0
333447; INFLIXIMABE; INFLIXIMABE; INFLIXIMABE; 100 MG. PO LIOFILO P/INJETAVEL; FRASCO-AMPOLA; 0
333447; INFLIXIMABE; INFLIXIMABE; INFLIXIMABE; 100 MG. PO LIOFILO P/INJETAVEL; FRASCO-AMPOLA; 0
341279; INTERFERONA; INTERFERONA; NOT FOUND; GAMA 1B. 2.000.000 UI = 100 MCG/ 0.5 ML. SOLUCAO INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342258; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
342259; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL. COM BOLSA DILUENTE NACL 0.9%  100ML; FRASCO-AMPOLA; 0
342259; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL. COM BOLSA DILUENTE NACL 0.9%  100ML; FRASCO-AMPOLA; 0
342259; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL. COM BOLSA DILUENTE NACL 0.9%  100ML; FRASCO-AMPOLA; 0
342259; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL. COM BOLSA DILUENTE NACL 0.9%  100ML; FRASCO-AMPOLA; 0
342259; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL. COM BOLSA DILUENTE NACL 0.9%  100ML; FRASCO-AMPOLA; 0
342259; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL. COM BOLSA DILUENTE NACL 0.9%  100ML; FRASCO-AMPOLA; 0
342259; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL. COM BOLSA DILUENTE NACL 0.9%  100ML; FRASCO-AMPOLA; 0
342259; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL. COM BOLSA DILUENTE NACL 0.9%  100ML; FRASCO-AMPOLA; 0
342259; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL. COM BOLSA DILUENTE NACL 0.9%  100ML; FRASCO-AMPOLA; 0
342259; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL. COM BOLSA DILUENTE NACL 0.9%  100ML; FRASCO-AMPOLA; 0
342259; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL. COM BOLSA DILUENTE NACL 0.9%  100ML; FRASCO-AMPOLA; 0
342259; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL. COM BOLSA DILUENTE NACL 0.9%  100ML; FRASCO-AMPOLA; 0
342259; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL. COM BOLSA DILUENTE NACL 0.9%  100ML; FRASCO-AMPOLA; 0
342259; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL. COM BOLSA DILUENTE NACL 0.9%  100ML; FRASCO-AMPOLA; 0
342259; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL. COM BOLSA DILUENTE NACL 0.9%  100ML; FRASCO-AMPOLA; 0
342259; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL. COM BOLSA DILUENTE NACL 0.9%  100ML; FRASCO-AMPOLA; 0
342259; IMIPENEM; IMIPENEM; IMIPENEM; ASSOCIADO A CILASTATINA SODICA. 500 MG. PO LIOFILO P/ INJETAVEL. COM BOLSA DILUENTE NACL 0.9%  100ML; FRASCO-AMPOLA; 0
342270; IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS; IMUNOGLOBULINA ANTITIMOCITOS HUMANOS; NOT FOUND; EQUINA. 20 MG/ML. SOLUCAO INJETAVEL; FRASCO-AMPOLA; 0
343089; IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS; IMUNOGLOBULINA ANTITIMOCITOS HUMANOS; NOT FOUND; DE COELHO. 25 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
343089; IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS; IMUNOGLOBULINA ANTITIMOCITOS HUMANOS; NOT FOUND; DE COELHO. 25 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
343089; IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS; IMUNOGLOBULINA ANTITIMOCITOS HUMANOS; NOT FOUND; DE COELHO. 25 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
343089; IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS; IMUNOGLOBULINA ANTITIMOCITOS HUMANOS; NOT FOUND; DE COELHO. 25 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
343089; IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS; IMUNOGLOBULINA ANTITIMOCITOS HUMANOS; NOT FOUND; DE COELHO. 25 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
343089; IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS; IMUNOGLOBULINA ANTITIMOCITOS HUMANOS; NOT FOUND; DE COELHO. 25 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
343089; IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS; IMUNOGLOBULINA ANTITIMOCITOS HUMANOS; NOT FOUND; DE COELHO. 25 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
343089; IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS; IMUNOGLOBULINA ANTITIMOCITOS HUMANOS; NOT FOUND; DE COELHO. 25 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
343089; IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS; IMUNOGLOBULINA ANTITIMOCITOS HUMANOS; NOT FOUND; DE COELHO. 25 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
343089; IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS; IMUNOGLOBULINA ANTITIMOCITOS HUMANOS; NOT FOUND; DE COELHO. 25 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
343089; IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS; IMUNOGLOBULINA ANTITIMOCITOS HUMANOS; NOT FOUND; DE COELHO. 25 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
343089; IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS; IMUNOGLOBULINA ANTITIMOCITOS HUMANOS; NOT FOUND; DE COELHO. 25 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
343089; IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS; IMUNOGLOBULINA ANTITIMOCITOS HUMANOS; NOT FOUND; DE COELHO. 25 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
343089; IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS; IMUNOGLOBULINA ANTITIMOCITOS HUMANOS; NOT FOUND; DE COELHO. 25 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
343089; IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS; IMUNOGLOBULINA ANTITIMOCITOS HUMANOS; NOT FOUND; DE COELHO. 25 MG. PO LIOFILO P/ INJETAVEL; FRASCO-AMPOLA; 0
