267281; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; 10 MG/ML. SOLUCAO ORAL; NO_ACR; AMPOLA; 5.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 50.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 50.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 50.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 60.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 120.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 50.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 60.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 50.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 50.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 60.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 50.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 60.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 50.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 50.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 50.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 50.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 60.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 60.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 50.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 60.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 60.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 120.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 60.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 50.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 60.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 120.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 60.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML
269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML
269999; ERITROMICINA; ERITROMICINA; ERITROMICINA; 20 MG/ML. SOLUCAO TOPICA; NO_ACR; FRASCO; 60.00 ML
269999; ERITROMICINA; ERITROMICINA; ERITROMICINA; 20 MG/ML. SOLUCAO TOPICA; NO_ACR; FRASCO; 60.00 ML
270365; EPIRRUBICINA CLORIDRATO; EPIRRUBICINA CLORIDRATO; NOT FOUND; 20 MG. INJETAVEL; NO_ACR; FRASCO; 10.00 ML
270372; ETOPÓSIDO; ETOPOSIDO; NOT FOUND; 100 MG; NO_ACR; FRASCO; 5.00 ML
270372; ETOPÓSIDO; ETOPOSIDO; NOT FOUND; 100 MG; NO_ACR; FRASCO; 5.00 ML
270372; ETOPÓSIDO; ETOPOSIDO; NOT FOUND; 100 MG; NO_ACR; FRASCO; 5.00 ML
270372; ETOPÓSIDO; ETOPOSIDO; NOT FOUND; 100 MG; NO_ACR; FRASCO; 5.00 ML
270372; ETOPÓSIDO; ETOPOSIDO; NOT FOUND; 100 MG; NO_ACR; FRASCO; 5.00 ML
270372; ETOPÓSIDO; ETOPOSIDO; NOT FOUND; 100 MG; NO_ACR; FRASCO; 5.00 ML
270372; ETOPÓSIDO; ETOPOSIDO; NOT FOUND; 100 MG; NO_ACR; FRASCO; 5.00 ML
270372; ETOPÓSIDO; ETOPOSIDO; NOT FOUND; 100 MG; NO_ACR; FRASCO; 5.00 ML
270372; ETOPÓSIDO; ETOPOSIDO; NOT FOUND; 100 MG; NO_ACR; FRASCO; 5.00 ML
270372; ETOPÓSIDO; ETOPOSIDO; NOT FOUND; 100 MG; NO_ACR; FRASCO; 5.00 ML
270372; ETOPÓSIDO; ETOPOSIDO; NOT FOUND; 100 MG; NO_ACR; FRASCO; 5.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; FRASCO; 20.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; FRASCO; 20.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; FRASCO; 10.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; FRASCO; 10.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; FRASCO; 20.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; FRASCO; 10.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; FRASCO; 20.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; FRASCO; 20.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; FRASCO; 20.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; FRASCO; 20.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; FRASCO; 10.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; FRASCO; 20.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; FRASCO; 20.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; FRASCO; 20.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; FRASCO; 20.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; FRASCO; 10.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; FRASCO; 20.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 20.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 20.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 10.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 20.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 10.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 10.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 10.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 10.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 10.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 10.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 10.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 10.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 10.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 10.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML
