268097; TACROLIMO; TACROLIMO; TACROLIMO; 5 MG; NO_ACR; AMPOLA; 1.00 ML
383660; TIOTRÓPIO BROMETO; TIOTROPIO BROMETO; NOT FOUND; SAL BROMETO. 2.5 MCG/DOSE. SOLUCAO P/ INALACAO. COM INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)
383660; TIOTRÓPIO BROMETO; TIOTROPIO BROMETO; NOT FOUND; SAL BROMETO. 2.5 MCG/DOSE. SOLUCAO P/ INALACAO. COM INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)
383660; TIOTRÓPIO BROMETO; TIOTROPIO BROMETO; NOT FOUND; SAL BROMETO. 2.5 MCG/DOSE. SOLUCAO P/ INALACAO. COM INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)
383660; TIOTRÓPIO BROMETO; TIOTROPIO BROMETO; NOT FOUND; SAL BROMETO. 2.5 MCG/DOSE. SOLUCAO P/ INALACAO. COM INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)
383660; TIOTRÓPIO BROMETO; TIOTROPIO BROMETO; NOT FOUND; SAL BROMETO. 2.5 MCG/DOSE. SOLUCAO P/ INALACAO. COM INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)
383660; TIOTRÓPIO BROMETO; TIOTROPIO BROMETO; NOT FOUND; SAL BROMETO. 2.5 MCG/DOSE. SOLUCAO P/ INALACAO. COM INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)
383660; TIOTRÓPIO BROMETO; TIOTROPIO BROMETO; NOT FOUND; SAL BROMETO. 2.5 MCG/DOSE. SOLUCAO P/ INALACAO. COM INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)
383660; TIOTRÓPIO BROMETO; TIOTROPIO BROMETO; NOT FOUND; SAL BROMETO. 2.5 MCG/DOSE. SOLUCAO P/ INALACAO. COM INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)
383660; TIOTRÓPIO BROMETO; TIOTROPIO BROMETO; NOT FOUND; SAL BROMETO. 2.5 MCG/DOSE. SOLUCAO P/ INALACAO. COM INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)
383660; TIOTRÓPIO BROMETO; TIOTROPIO BROMETO; NOT FOUND; SAL BROMETO. 2.5 MCG/DOSE. SOLUCAO P/ INALACAO. COM INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)
383660; TIOTRÓPIO BROMETO; TIOTROPIO BROMETO; NOT FOUND; SAL BROMETO. 2.5 MCG/DOSE. SOLUCAO P/ INALACAO. COM INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)
383660; TIOTRÓPIO BROMETO; TIOTROPIO BROMETO; NOT FOUND; SAL BROMETO. 2.5 MCG/DOSE. SOLUCAO P/ INALACAO. COM INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)
383660; TIOTRÓPIO BROMETO; TIOTROPIO BROMETO; NOT FOUND; SAL BROMETO. 2.5 MCG/DOSE. SOLUCAO P/ INALACAO. COM INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)
383660; TIOTRÓPIO BROMETO; TIOTROPIO BROMETO; NOT FOUND; SAL BROMETO. 2.5 MCG/DOSE. SOLUCAO P/ INALACAO. COM INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)
383660; TIOTRÓPIO BROMETO; TIOTROPIO BROMETO; NOT FOUND; SAL BROMETO. 2.5 MCG/DOSE. SOLUCAO P/ INALACAO. COM INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)
383660; TIOTRÓPIO BROMETO; TIOTROPIO BROMETO; NOT FOUND; SAL BROMETO. 2.5 MCG/DOSE. SOLUCAO P/ INALACAO. COM INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)
383660; TIOTRÓPIO BROMETO; TIOTROPIO BROMETO; NOT FOUND; SAL BROMETO. 2.5 MCG/DOSE. SOLUCAO P/ INALACAO. COM INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)
383660; TIOTRÓPIO BROMETO; TIOTROPIO BROMETO; NOT FOUND; SAL BROMETO. 2.5 MCG/DOSE. SOLUCAO P/ INALACAO. COM INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)
383660; TIOTRÓPIO BROMETO; TIOTROPIO BROMETO; NOT FOUND; SAL BROMETO. 2.5 MCG/DOSE. SOLUCAO P/ INALACAO. COM INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)
383660; TIOTRÓPIO BROMETO; TIOTROPIO BROMETO; NOT FOUND; SAL BROMETO. 2.5 MCG/DOSE. SOLUCAO P/ INALACAO. COM INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)
383660; TIOTRÓPIO BROMETO; TIOTROPIO BROMETO; NOT FOUND; SAL BROMETO. 2.5 MCG/DOSE. SOLUCAO P/ INALACAO. COM INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)
383660; TIOTRÓPIO BROMETO; TIOTROPIO BROMETO; NOT FOUND; SAL BROMETO. 2.5 MCG/DOSE. SOLUCAO P/ INALACAO. COM INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)
388261; TRICLOSANA; TRICLOSANA; TRICLOSANA; 5 MG/ML. SABONETE LIQUIDO CREMOSO. COM AROMATIZANTE; NO_ACR; FRASCO; 1.00 L
388261; TRICLOSANA; TRICLOSANA; TRICLOSANA; 5 MG/ML. SABONETE LIQUIDO CREMOSO. COM AROMATIZANTE; NO_ACR; FRASCO; 1.00 L
388261; TRICLOSANA; TRICLOSANA; TRICLOSANA; 5 MG/ML. SABONETE LIQUIDO CREMOSO. COM AROMATIZANTE; NO_ACR; FRASCO; 1.00 L
388261; TRICLOSANA; TRICLOSANA; TRICLOSANA; 5 MG/ML. SABONETE LIQUIDO CREMOSO. COM AROMATIZANTE; NO_ACR; FRASCO; 1.00 L
388261; TRICLOSANA; TRICLOSANA; TRICLOSANA; 5 MG/ML. SABONETE LIQUIDO CREMOSO. COM AROMATIZANTE; NO_ACR; FRASCO; 1.00 L
388261; TRICLOSANA; TRICLOSANA; TRICLOSANA; 5 MG/ML. SABONETE LIQUIDO CREMOSO. COM AROMATIZANTE; NO_ACR; FRASCO; 1.00 L
388261; TRICLOSANA; TRICLOSANA; TRICLOSANA; 5 MG/ML. SABONETE LIQUIDO CREMOSO. COM AROMATIZANTE; NO_ACR; FRASCO; 1.00 L
388261; TRICLOSANA; TRICLOSANA; TRICLOSANA; 5 MG/ML. SABONETE LIQUIDO CREMOSO. COM AROMATIZANTE; NO_ACR; FRASCO; 1.00 L
388383; TOCILIZUMABE; TOCILIZUMABE; TOCILIZUMABE; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 10.00 ML
388383; TOCILIZUMABE; TOCILIZUMABE; TOCILIZUMABE; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 4.00 ML
388383; TOCILIZUMABE; TOCILIZUMABE; TOCILIZUMABE; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 10.00 ML
388383; TOCILIZUMABE; TOCILIZUMABE; TOCILIZUMABE; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 10.00 ML
388383; TOCILIZUMABE; TOCILIZUMABE; TOCILIZUMABE; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 4.00 ML
388383; TOCILIZUMABE; TOCILIZUMABE; TOCILIZUMABE; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 10.00 ML
388383; TOCILIZUMABE; TOCILIZUMABE; TOCILIZUMABE; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 10.00 ML
388383; TOCILIZUMABE; TOCILIZUMABE; TOCILIZUMABE; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 10.00 ML
388383; TOCILIZUMABE; TOCILIZUMABE; TOCILIZUMABE; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 4.00 ML
388383; TOCILIZUMABE; TOCILIZUMABE; TOCILIZUMABE; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 4.00 ML
388383; TOCILIZUMABE; TOCILIZUMABE; TOCILIZUMABE; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 4.00 ML
388383; TOCILIZUMABE; TOCILIZUMABE; TOCILIZUMABE; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 10.00 ML
388383; TOCILIZUMABE; TOCILIZUMABE; TOCILIZUMABE; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 4.00 ML
388383; TOCILIZUMABE; TOCILIZUMABE; TOCILIZUMABE; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 20.00 ML
388383; TOCILIZUMABE; TOCILIZUMABE; TOCILIZUMABE; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 10.00 ML
390333; TIPRANAVIR; TIPRANAVIR; TIPRANAVIR; 100 MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 95.00 ML
390643; TENSIROLIMO; TENSIROLIMO; TENSIROLIMO; 25 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 1.20 ML
390643; TENSIROLIMO; TENSIROLIMO; TENSIROLIMO; 25 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 1.20 ML
390643; TENSIROLIMO; TENSIROLIMO; TENSIROLIMO; 25 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 1.20 ML
390643; TENSIROLIMO; TENSIROLIMO; TENSIROLIMO; 25 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 1.20 ML
390643; TENSIROLIMO; TENSIROLIMO; TENSIROLIMO; 25 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 1.20 ML
390643; TENSIROLIMO; TENSIROLIMO; TENSIROLIMO; 25 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 1.20 ML
390643; TENSIROLIMO; TENSIROLIMO; TENSIROLIMO; 25 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 1.20 ML
390643; TENSIROLIMO; TENSIROLIMO; TENSIROLIMO; 25 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 1.20 ML
390643; TENSIROLIMO; TENSIROLIMO; TENSIROLIMO; 25 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 1.20 ML
393939; TRISGLICINATO DE FERRO; TRISGLICINATO FERRO; NOT FOUND; 50 MG/ML. SUSPENSAO ORAL - GOTAS; NO_ACR; FRASCO; 30.00 ML
393939; TRISGLICINATO DE FERRO; TRISGLICINATO FERRO; NOT FOUND; 50 MG/ML. SUSPENSAO ORAL - GOTAS; NO_ACR; FRASCO; 30.00 ML
393939; TRISGLICINATO DE FERRO; TRISGLICINATO FERRO; NOT FOUND; 50 MG/ML. SUSPENSAO ORAL - GOTAS; NO_ACR; FRASCO; 30.00 ML
395885; TRICLOSANA; TRICLOSANA; TRICLOSANA; 10 MG/ML. SABONETE LIQUIDO; NO_ACR; FRASCO; 120.00 ML
395885; TRICLOSANA; TRICLOSANA; TRICLOSANA; 10 MG/ML. SABONETE LIQUIDO; NO_ACR; FRASCO; 1.00 L
395885; TRICLOSANA; TRICLOSANA; TRICLOSANA; 10 MG/ML. SABONETE LIQUIDO; NO_ACR; FRASCO; 1.00 L
396697; TETRIZOLINA CLORIDRATO; TETRIZOLINA CLORIDRATO; NOT FOUND; ASSOCIADA COM SULFATO DE ZINCO. 0.5 MG + 1 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 30.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 15.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 30.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 15.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 15.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 30.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 15.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
396853; TETRACAÍNA CLORIDRATO; TETRACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A FENILEFRINA. 1% + 0.1%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML
413570; TROPICAMIDA; TROPICAMIDA; TROPICAMIDA; SAL CLORIDRATO. 5 MG/ML. SOLUCAO OFTALMICA. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 5.00 ML
413570; TROPICAMIDA; TROPICAMIDA; TROPICAMIDA; SAL CLORIDRATO. 5 MG/ML. SOLUCAO OFTALMICA. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 5.00 ML
413570; TROPICAMIDA; TROPICAMIDA; TROPICAMIDA; SAL CLORIDRATO. 5 MG/ML. SOLUCAO OFTALMICA. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 2.00 ML
413570; TROPICAMIDA; TROPICAMIDA; TROPICAMIDA; SAL CLORIDRATO. 5 MG/ML. SOLUCAO OFTALMICA. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 2.00 ML
420614; TROMETAMOL; TROMETAMOL; TROMETAMOL; SAL CETOROLACO. 0.4%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 5.00 ML
430839; TEMOZOLOMIDA; TEMOZOLOMIDA; TEMOZOLOMIDA; 100 MG. PO LIOFILO P/INJETAVEL; NO_ACR; FRASCO; 40.00 ML
268528; TEICOPLANINA; TEICOPLANINA; TEICOPLANINA; 400 MG. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0
268528; TEICOPLANINA; TEICOPLANINA; TEICOPLANINA; 400 MG. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0
268528; TEICOPLANINA; TEICOPLANINA; TEICOPLANINA; 400 MG. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0
268528; TEICOPLANINA; TEICOPLANINA; TEICOPLANINA; 400 MG. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0
268528; TEICOPLANINA; TEICOPLANINA; TEICOPLANINA; 400 MG. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0
268528; TEICOPLANINA; TEICOPLANINA; TEICOPLANINA; 400 MG. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0
268528; TEICOPLANINA; TEICOPLANINA; TEICOPLANINA; 400 MG. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0
268528; TEICOPLANINA; TEICOPLANINA; TEICOPLANINA; 400 MG. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0
